	Tcon_Spleen_Tcon2_L2
10FTHF5GLUtl_pos	3876.1392359377214
10FTHF5GLUtm_pos	6313.730146345439
10FTHF6GLUtl_pos	4689.785328178729
10FTHF6GLUtm_pos	6704.671059186892
10FTHF7GLUtl_pos	5232.216056339396
10FTHF7GLUtm_pos	6966.377330839437
10FTHFtl_neg	3876.1392359377214
10FTHFtl_pos	0.0
10FTHFtm_neg	10679.590799853057
10FTHFtm_pos	22612.72544078918
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70484.24622249503
11DOCRTSLtr_neg	70484.24622249498
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	73230.25919325874
11DOCRTSTRNtr_neg	73230.25919325868
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47415.29097833867
1MNCAMti_pos	60.89935148937971
1PPDCRp_pos	73.66626197223371
1a25DHVITD3TRn_pos	67408.27918552213
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.060126175025836
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.555315949485218
24_25DHVITD2tm_pos	13.555315949485218
24_25DHVITD3t_pos	67315.63158135542
24_25DHVITD3tm_pos	70041.04067694499
24_25VITD2Hm_pos	13.555315949485218
24_25VITD3Hm_pos	70041.04067694493
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67408.27918552197
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11200.708900424906
2AMACSULT_pos	29456.200516427452
2AMADPTm_pos	8169.353443457371
2DR1PP_pos	6461.079834721738
2HBO_neg	16284.188589068359
2HBO_pos	11.09646243423445
2HBt2_neg	1497.6426414222224
2HBt2_pos	1497.6426414222224
2HCO3_NAt_neg	1485.0630083009883
2HCO3_NAt_pos	1485.0630083009883
2MB2COAc_neg	0.0
2MB2COAc_pos	19823.9538161243
2MCITt_neg	0.0
2MCITt_pos	24960.52796906577
2OXOADOXm_pos	128.77924110726153
2OXOADPTm_neg	8169.353443457372
2OXOADPTm_pos	149.6790405963284
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46233.15116642889
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46233.151166428856
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	785.5272934696186
34DHPHEt_neg	785.5272934696186
34DHPHEt_pos	4.986228359000111
34DHPLACOX_NADP__neg	1340.361446294897
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1340.361446294897
34DHXMANDACOX_NADP__neg	1398.2668906285899
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1398.2668906285899
34HPLFM_pos	75162.5107204056
34HPPOR_pos	67379.14348798414
34HPPte_neg	11106.246454548065
34HPPte_pos	7635.918460428033
35CGMPtn_neg	0.0
35CGMPtn_pos	14678.04760666944
3AIBTm_neg	0.0
3AIBTm_pos	19132.376566017465
3AIB_Dtm_neg	19000.70482326859
3AIB_Dtm_pos	33997.03810773701
3AIBt_pos	19132.376566017465
3AIBtm_pos	19132.376566017465
3DPHBH1_pos	75162.5107204056
3DPHBH2_pos	75200.05079754737
3DSPHR_pos	30471.014628891764
3HAO_pos	77.44140151658533
3HBCDm_neg	0.0
3HBCDm_pos	18298.21888252034
3HBCOAHLm_pos	24149.568876011952
3HBCOARc_neg	0.0
3HBCOARc_pos	18298.218882520345
3HCO3_NAt_neg	2105.161579796872
3HCO3_NAt_pos	2168.381778805164
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12224.955489135444
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
