	Treg_Spleen_Treg1_L1
10FTHF5GLUtl_pos	3820.4824388305124
10FTHF5GLUtm_pos	6289.899059257211
10FTHF6GLUtl_pos	4600.2920752955215
10FTHF6GLUtm_pos	6671.71055165847
10FTHF7GLUtl_pos	5120.165166272195
10FTHF7GLUtm_pos	6927.446251675504
10FTHFtl_neg	3820.4824388305124
10FTHFtl_pos	0.0
10FTHFtm_neg	10688.347907660724
10FTHFtm_pos	22561.595012886737
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	68955.51796335042
11DOCRTSLtr_neg	68955.5179633504
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71959.82502552995
11DOCRTSTRNtr_neg	71959.82502552998
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47270.335731485095
1MNCAMti_pos	60.06654361944412
1PPDCRp_pos	73.5721763607341
1a25DHVITD3TRn_pos	66138.21991088081
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	16.94904361748904
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.471931189918202
24_25DHVITD2tm_pos	13.471931189918202
24_25DHVITD3t_pos	66045.57230671408
24_25DHVITD3tm_pos	68672.50593530986
24_25VITD2Hm_pos	13.471931189918202
24_25VITD3Hm_pos	68672.50593530977
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66138.21991088064
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11125.460429073692
2AMACSULT_pos	28836.908712921097
2AMADPTm_pos	8155.422297039672
2DR1PP_pos	6245.1590549662415
2HBO_neg	16095.513158675993
2HBO_pos	10.949113236738935
2HBt2_neg	1336.7151325342497
2HBt2_pos	1336.7151325342497
2HCO3_NAt_neg	1125.836792671835
2HCO3_NAt_pos	1125.836792671835
2MB2COAc_neg	0.0
2MB2COAc_pos	19765.978505283645
2MCITt_neg	0.0
2MCITt_pos	24811.839596733218
2OXOADOXm_pos	128.3207068474385
2OXOADPTm_neg	8155.422297039673
2OXOADPTm_pos	149.34887850375978
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	44941.395528016656
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	44941.395528016656
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	787.2762867712272
34DHPHEt_neg	787.2762867712272
34DHPHEt_pos	4.446020487825092
34DHPLACOX_NADP__neg	1209.2874079205708
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1209.2874079205708
34DHXMANDACOX_NADP__neg	1209.2874079205708
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1209.2874079205708
34HPLFM_pos	74347.36163665749
34HPPOR_pos	66164.9774842622
34HPPte_neg	11129.384770741959
34HPPte_pos	7553.8095303103555
35CGMPtn_neg	0.0
35CGMPtn_pos	14272.960130201247
3AIBTm_neg	0.0
3AIBTm_pos	19047.15876930746
3AIB_Dtm_neg	18923.572872741534
3AIB_Dtm_pos	33307.17462151553
3AIBt_pos	19047.158769307458
3AIBtm_pos	19047.158769307458
3DPHBH1_pos	74347.36163665744
3DPHBH2_pos	74349.89426002257
3DSPHR_pos	29847.27868401717
3HAO_pos	77.12945569265835
3HBCDm_neg	0.0
3HBCDm_pos	18193.88500401139
3HBCOAHLm_pos	23993.944012408505
3HBCOARc_neg	0.0
3HBCOARc_pos	18193.885004011398
3HCO3_NAt_neg	1686.476893022922
3HCO3_NAt_pos	1677.5595171696798
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11624.089026808628
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	16711.052420484393
3MOBt2im_pos	6032.402073958352
3MOBte_neg	6.689920187783352
3MOBte_pos	8290.203723071043
3MOPt2im_pos	6032.402073958352
3MOPte_neg	26.229456024810347
3MOPte_pos	8287.731503159182
3MOX4HOXPGALDOX_NADP__neg	1209.2874079205708
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1209.2874079205708
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26267.117545359804
3SALAASPm_pos	0.0
3SALACBOXL_pos	12933.399112526702
3SALAOX_pos	33780.567625160744
3SALATAi_pos	21194.841019450545
3SALATAim_pos	26267.117545359804
3SPYRSP_pos	21194.841019450545
3SPYRSPm_pos	26267.117545359804
41R1H2MAE12BOOX_pos	54951.43870710541
41R2A1H12BOOX_pos	44941.395528016656
42A12BOOX_pos	0.0
4ABUTtcn_pos	13490.998241802663
4ABUTtm_neg	16397.292302647405
4ABUTtm_pos	20984.638199545054
4HBZCOAFm_pos	74347.36163665743
4HBZFm_pos	74347.36163665743
4HDEBRISOQUINEte_neg	7.177230616447673
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3643.621256975136
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15217.022049227608
4HPROLTASCT1_pos	2401.8459079216627
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6032.402073958352
4MOPte_neg	8935.474151677601
4MOPte_pos	8281.183999227691
4MPTNLte_neg	0.0
4MPTNLte_pos	79834.01247979981
4MPTNLtm_neg	79834.01247979983
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.579986515169382
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.69584685888073
4NPHSFte_pos	0.0
4NPHSULT_pos	29.69584685888073
4NPHte_neg	0.0
4NPHte_pos	16.949043617489043
4OHPROIMINOtc_pos	2401.8459079216627
4PYRDX_pos	10858.944210538693
5ADTSTSTERONEGLCte_pos	93040.69666076291
5ADTSTSTERONEGLCtr_neg	93040.69666076289
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13106.559967855195
5ADTSTSTERONESte_neg	9.278642390242611
5ADTSTSTERONESte_pos	72499.8266340488
5ADTSTSTERONEte_neg	74551.99260159742
5ADTSTSTERONEte_pos	8.272728245900192
5ADTSTSTERONEtr_neg	45.04779614629751
5ADTSTSTERONEtr_pos	74555.65818266987
5AOPtm_neg	21742.7834188166
5AOPtm_pos	0.0
5DHFtl_pos	3820.482438830513
5FTHFt2_neg	0.0
5FTHFt2_pos	10.871587234584684
5HLTDL_pos	9.317584369768218
5HOMEPRAZOLEte_neg	7.579986515169382
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.514442563310212
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21177.82652674737
5MTAte_pos	17104.26784567635
5MTHFt2_neg	2089.700480111753
5MTHFt2_pos	2089.700480111753
5MTHFt2le_neg	2279.4009602235064
5MTHFt2le_pos	2279.4009602235064
5MTHFt_neg	2089.700480111753
5MTHFt_pos	1900.0
5OXPROt_neg	16895.498217821594
5OXPROt_pos	9910.517688802382
5THFtl_pos	3820.4824388305133
5THFtm_pos	6289.899059257212
6DHFtl_pos	4600.2920752955215
6DHFtm_pos	6671.7105516584725
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	69457.67520575231
6HTSTSTERONEtr_neg	69457.67520575228
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4600.292075295522
6THFtm_pos	6671.710551658467
7DHCHSTEROLtr_neg	12720.729604159798
7DHCHSTEROLtr_pos	112108.76569659397
7DHFtl_pos	5120.165166272196
7DHFtm_pos	6927.446251675506
7THFtl_pos	5120.165166272195
7THFtm_pos	6927.446251675502
A4GALTc_pos	0.0
A4GALTg_pos	15353.984403736546
A4GNT1g_pos	0.0
A4GNT2g_pos	329.4090002508471
AACOAT_pos	10176.246186633274
AACTOOR_pos	17635.332611447
AACTtm_pos	17635.332611447
AASAD3m_pos	53.80661203496132
AATAi_neg	8155.422297039675
AATAi_pos	73.5721763607341
ABO1g_pos	14033.057007921276
ABO2g_pos	13054.222823496451
ABO3g_pos	13563.007320111325
ABO4g_pos	12867.438142527422
ABO5g_pos	12867.438142527422
ABO6g_pos	12192.785621099014
ABO7g_pos	12192.785621099014
ABO8g_pos	12275.034667057578
ABO9g_pos	10991.328392825764
ABTArm_neg	16397.2923026474
ABTArm_pos	20984.638199545065
ABTD_neg	5361.862547636741
ABTD_pos	9.417837047796729
ABTti_pos	5361.862547636741
ABUTD_pos	23732.366147088367
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1673.8615229301126
ABUTt2r_pos	1655.0077351291584
ABUTt4_2_r_neg	1655.0077351291584
ABUTt4_2_r_pos	1673.8615229301126
ACACT10m_neg	24796.031176516124
ACACT10m_pos	20681.120578568392
ACACT1r_neg	19672.853507918033
ACACT1r_pos	31038.75211746488
ACACT1rm_pos	15454.002135005096
ACACT1x_pos	20788.17777074843
ACACT4p_pos	44814.9154935532
ACACT5p_pos	44814.91549355317
ACACT6p_pos	44814.91549355315
ACACT7p_pos	43182.50459589887
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2048.3165713897406
ACACt2_pos	2048.3165713897406
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10221.047811534338
ACACtx_pos	0.0
ACALDt_neg	8074.743997732475
ACALDt_pos	6.621430739015686
ACALDtm_neg	14518.820247104732
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	72568.12511842376
ACALDtx_neg	0.0
ACALDtx_pos	14.450606599472293
ACCOAC_pos	6757.042899270624
ACCOACm_pos	6976.179652104768
ACCOAL_pos	5824.5048643857845
ACCOALm_pos	9325.387912104217
ACCOAgt_neg	0.0
ACCOAgt_pos	29282.817624629024
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4081.5038969843026
ACCOAtr_pos	4081.5038969843026
ACETONEt2_neg	17520.63253180787
ACETONEt2_pos	8.0933098837007
ACETONEt2m_neg	17520.63253180787
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15051.549993541099
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15051.549993541099
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12867.438142527417
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12867.438142527419
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12192.785621099016
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12192.785621099018
ACGALK2_pos	669.1431081411758
ACGALK_pos	666.6708076887535
ACGALtlg_neg	1210.8412074188052
ACGALtlg_pos	0.0
ACGALtly_pos	666.6708076887538
ACGAM2E_neg	6119.827173361527
ACGAM2E_pos	41542.81341897247
ACGAM6PSi_pos	6906.216683838367
ACGAMK_pos	6119.827173361527
ACGAMPM_neg	0.0
ACGAMPM_pos	6119.827173361527
ACGAMtly_pos	2850.0
