	exTreg_Spleen_exTreg6_L2
10FTHF5GLUtl_pos	3823.880958844912
10FTHF5GLUtm_pos	6309.822907503895
10FTHF6GLUtl_pos	4605.004546363902
10FTHF6GLUtm_pos	6699.902393258705
10FTHF7GLUtl_pos	5125.753604709891
10FTHF7GLUtm_pos	6961.153769339497
10FTHFtl_neg	3823.8809588449117
10FTHFtl_pos	0.0
10FTHFtm_neg	10716.843178104298
10FTHFtm_pos	22717.70778259236
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69951.62247046112
11DOCRTSLtr_neg	69951.62247046112
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72909.64073626314
11DOCRTSTRNtr_neg	72909.64073626314
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48196.34432789125
1MNCAMti_pos	60.751744920978545
1PPDCRp_pos	74.72565950402027
1a25DHVITD3TRn_pos	67190.34035031572
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.043507242298254
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.613843654497762
24_25DHVITD2tm_pos	13.613843654497762
24_25DHVITD3t_pos	67097.69274614897
24_25DHVITD3tm_pos	69786.71196405443
24_25VITD2Hm_pos	13.613843654497762
24_25VITD3Hm_pos	69786.71196405434
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67190.34035031553
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11333.603491758911
2AMACSULT_pos	29471.680500702478
2AMADPTm_pos	8165.583351999323
2DR1PP_pos	6318.441172153826
2HBO_neg	16246.647051728683
2HBO_pos	11.08282000983886
2HBt2_neg	1347.4904239408954
2HBt2_pos	1347.4904239408954
2HCO3_NAt_neg	1411.9120004945637
2HCO3_NAt_pos	1411.9120004945637
2MB2COAc_neg	0.0
2MB2COAc_pos	19943.46817439353
2MCITt_neg	0.0
2MCITt_pos	24812.175814936567
2OXOADOXm_pos	129.0936729186101
