	exTreg_Spleen_exTreg7_L2
3DPHBH1_pos	75513.83488038229
3DPHBH2_pos	75515.24291649442
3DSPHR_pos	30814.341823380444
3HAO_pos	78.33305346028703
3HBCDm_neg	0.0
3HBCDm_pos	18317.297150596718
3HBCOAHLm_pos	24226.628573230053
3HBCOARc_neg	0.0
3HBCOARc_pos	18317.297150596714
3HCO3_NAt_neg	2098.3043319863095
3HCO3_NAt_pos	2078.896910787022
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11744.874540917051
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	16914.94984504708
3MOBt2im_pos	6052.968287258787
3MOBte_neg	6.670247197195608
3MOBte_pos	8326.816333256229
3MOPt2im_pos	6052.968287258787
3MOPte_neg	26.305000405542756
3MOPte_pos	8324.326840859681
3MOX4HOXPGALDOX_NADP__neg	1612.3454018056118
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1612.3454018056118
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26537.324060966075
3SALAASPm_pos	0.0
3SALACBOXL_pos	13473.18099624
3SALAOX_pos	34716.16980663355
3SALATAi_pos	21656.702215937778
3SALATAim_pos	26537.32406096607
3SPYRSP_pos	21656.702215937778
3SPYRSPm_pos	26537.32406096607
41R1H2MAE12BOOX_pos	56338.506608246455
41R2A1H12BOOX_pos	45767.87813780055
42A12BOOX_pos	0.0
4ABUTtcn_pos	13323.133221113067
4ABUTtm_neg	16397.274045771806
4ABUTtm_pos	20969.004303607333
4HBZCOAFm_pos	75513.83488038229
4HBZFm_pos	75513.83488038229
4HDEBRISOQUINEte_neg	7.44030479683513
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3626.971962589798
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15349.36355639798
4HPROLTASCT1_pos	2321.622433676384
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6052.968287258787
4MOPte_neg	8938.497459115115
4MOPte_pos	8317.713081920501
4MPTNLte_neg	0.0
4MPTNLte_pos	80944.02535839785
4MPTNLtm_neg	80944.02535839779
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.612128585018965
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.804572621274147
4NPHSFte_pos	0.0
4NPHSULT_pos	29.804572621274144
4NPHte_neg	0.0
4NPHte_pos	17.021257682662878
4OHPROIMINOtc_pos	2321.622433676384
4PYRDX_pos	10864.370685493643
5ADTSTSTERONEGLCte_pos	94223.36704955775
5ADTSTSTERONEGLCtr_neg	94223.36704955765
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13209.174289430615
5ADTSTSTERONESte_neg	9.263124177529125
5ADTSTSTERONESte_pos	73673.54148650405
5ADTSTSTERONEte_neg	75799.7049307527
5ADTSTSTERONEte_pos	8.442863717199556
5ADTSTSTERONEtr_neg	45.5531954389201
5ADTSTSTERONEtr_pos	75801.78642291708
5AOPtm_neg	21951.207742761733
5AOPtm_pos	0.0
5DHFtl_pos	3826.1880048118314
5FTHFt2_neg	0.0
5FTHFt2_pos	10.854990202176918
5HLTDL_pos	9.664791012366301
5HOMEPRAZOLEte_neg	7.612128585018965
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3778.4255692183983
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.600752832497548
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21297.664927241527
5MTAte_pos	17085.36256403032
5MTHFt2_neg	2095.7381705818616
5MTHFt2_pos	2095.7381705818616
5MTHFt2le_neg	2291.4763411637227
5MTHFt2le_pos	2291.4763411637227
5MTHFt_neg	2095.7381705818616
5MTHFt_pos	1900.0
5OXPROt_neg	16808.644633321193
5OXPROt_pos	9882.400555370416
5THFtl_pos	3826.188004811832
5THFtm_pos	6302.074707381698
6DHFtl_pos	4609.067804283544
6DHFtm_pos	6688.426767504333
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	70540.66654885763
6HTSTSTERONEtr_neg	70540.6665488576
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4609.067804283544
6THFtm_pos	6688.426767504331
7DHCHSTEROLtr_neg	12761.964771885972
7DHCHSTEROLtr_pos	113913.73111460274
7DHFtl_pos	5130.987670598012
7DHFtm_pos	6947.342958827144
7THFtl_pos	5130.987670598014
7THFtm_pos	6947.342958827144
A4GALTc_pos	0.0
A4GALTg_pos	15464.562467263717
A4GNT1g_pos	0.0
A4GNT2g_pos	331.7095348454277
AACOAT_pos	10282.499543425989
AACTOOR_pos	17797.96875647286
AACTtm_pos	17797.96875647286
AASAD3m_pos	53.83539232926945
AATAi_neg	8164.000633840039
AATAi_pos	73.55941810126008
ABO1g_pos	13947.773406993949
ABO2g_pos	12972.14731911379
ABO3g_pos	13493.725358128959
ABO4g_pos	12745.311296218722
ABO5g_pos	12745.311296218722
ABO6g_pos	12077.190734213318
ABO7g_pos	12077.190734213318
ABO8g_pos	12205.22147723074
ABO9g_pos	10912.974753687127
ABTArm_neg	16397.274045771803
ABTArm_pos	20969.004303607333
ABTD_neg	5361.869463985623
ABTD_pos	10.493212556534585
ABTti_pos	5361.869463985623
ABUTD_pos	24013.085223335805
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1709.2578626495722
ABUTt2r_pos	1722.3563939438923
ABUTt4_2_r_neg	1722.3563939438918
ABUTt4_2_r_pos	1709.2578626495722
ACACT10m_neg	24871.720817542166
ACACT10m_pos	20969.321238319517
ACACT1r_neg	19706.64506384738
ACACT1r_pos	30906.344469826996
ACACT1rm_pos	15470.602275422609
ACACT1x_pos	20870.393787745117
ACACT4p_pos	45653.82399805836
ACACT5p_pos	45653.823998058324
ACACT6p_pos	45653.82399805833
ACACT7p_pos	44017.473099829775
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2123.7373618672327
ACACt2_pos	2123.7373618672327
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10291.320265490607
ACACtx_pos	0.0
ACALDt_neg	7889.102352075509
ACALDt_pos	6.611501808550513
ACALDtm_neg	14300.54378463564
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	73647.38667014176
ACALDtx_neg	0.0
ACALDtx_pos	14.546873665663332
ACCOAC_pos	6780.578187517848
ACCOACm_pos	7002.699014073079
ACCOAL_pos	5873.038335388049
ACCOALm_pos	9338.395274954015
ACCOAgt_neg	0.0
ACCOAgt_pos	29201.68316052334
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4084.799759829003
ACCOAtr_pos	4084.799759829003
ACETONEt2_neg	17569.362745100243
ACETONEt2_pos	8.599216078859277
ACETONEt2m_neg	17569.362745100254
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15159.802076653175
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15159.802076653175
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12745.311296218719
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12745.31129621872
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12077.190734213324
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12077.190734213314
ACGALK2_pos	682.9193502934405
ACGALK_pos	680.5154392322214
ACGALtlg_neg	1231.068819945525
ACGALtlg_pos	0.0
ACGALtly_pos	680.5154392322214
ACGAM2E_neg	6199.530157090739
ACGAM2E_pos	41816.297023647945
ACGAM6PSi_pos	7056.368746010294
ACGAMK_pos	6199.530157090738
ACGAMPM_neg	0.0
ACGAMPM_pos	6199.530157090738
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1231.068819945525
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1231.068819945525
ACGPID_pos	55.42773757149873
ACGSm_pos	0.0
ACHEe_pos	10441.629593860682
ACHVESSEC_pos	6600.157900884443
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13041.727763999566
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	16002.027397567586
ACN13ACNGALGBSIDEtg_neg	16002.02739756759
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	16002.027397567586
ACN23ACNGALGBSIDEtg_neg	16002.02739756759
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18071.609342549007
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18071.609342549
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15974.879002804219
ACNACNGALGBSIDEtg_neg	15974.879002804222
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	11028.085690198324
ACNAM9PL_pos	11469.58627041338
ACNAMPH_pos	11469.58627041338
ACNAMlt_neg	24634.568510954046
ACNAMlt_pos	0.0
ACNAMtn_pos	8815.071493886078
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14365.926060454336
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14365.926060454343
ACNMLr_neg	28622.451315787763
ACNMLr_pos	11469.58627041338
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37691.5674333328
ACOAD8m_pos	2850.0
ACOAD9m_pos	24735.827233300723
ACOAHi_pos	7028.365027652715
ACOAO7p_pos	38562.53600655491
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	94899.19579421167
ACOX2x_pos	86092.63635000974
ACP1_FMN__pos	5803.687251186474
ACRNtm_pos	9228.851013843956
ACS2_pos	7028.365027652715
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	7028.365027652713
ACSm_pos	9287.569085212734
ACTLMO_pos	6478.35559444385
ACTNMO_pos	25592.279783166643
ACYP_pos	4841.148714387068
ACt2m_neg	10211.752413762662
ACt2m_pos	9841.257303897444
ACt2r_neg	2123.7373618672327
ACt2r_pos	2123.7373618672327
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	9823.766347030896
ADAe_pos	10820.234139116721
ADCim_pos	17569.362745100247
ADEt_neg	6838.426509690304
ADEt_pos	38169.727154270404
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	2178.4665508189873
ADK1_pos	2178.4665508189873
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2178.4665508189873
ADK3_pos	2178.4665508189873
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	2178.4665508189873
ADKd_pos	2178.4665508189873
ADMDC_pos	21297.664927241527
ADNCYC_pos	6287.493690821315
ADNK1_pos	5336.488722866895
ADNK1m_pos	3676.244390441363
ADNK3_pos	6106.637667478755
ADNK4_pos	6106.930790163828
ADNt4_pos	520.6348020837042
ADNt5le_pos	1507.0525464148695
ADNt_neg	520.6348020837042
ADNt_pos	1203.6099778362668
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10949.079040407538
ADNtm_pos	13957.769101262691
ADPACDAc_pos	13574.491431288252
ADPACTD_neg	0.0
ADPACTD_pos	13574.491431288254
ADPCOACROT_neg	13574.491431288254
ADPCOACROT_pos	93114.52592168466
ADPCOAPTE_pos	13574.491431288252
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	12956.030797880683
ADPRDPm_pos	0.0
ADPRIBt_pos	24.642504336536312
ADPT_pos	7022.583441572254
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.737974663870418
ADRNCOAtx_pos	24789.49777305816
ADRNCPT1_pos	714.2076610416585
ADRNCPT2_pos	714.2076610416585
ADRNCRNt_pos	714.2076610416585
ADRNLPVESSEC_pos	49297.437994863394
ADRNt_neg	2115.1237787483683
ADRNt_pos	2012.6569200350436
ADSELK_pos	0.0
ADSK_pos	5168.230099980808
ADSL1_pos	15083.539249861904
ADSL2_pos	34657.090263965554
ADSS_pos	15083.539249861904
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.612128585018964
AG13T10g_pos	15028.154963332268
AG13T11g_pos	15028.154963332268
AG13T12g_pos	15028.154963332268
AG13T13g_pos	15028.154963332268
AG13T14g_pos	15028.154963332268
AG13T15g_pos	15028.154963332268
AG13T16g_pos	10509.989252023202
AG13T17g_pos	10509.989252023202
AG13T18g_pos	10509.989252023202
AG13T1g_pos	10563.252264426159
AG13T2g_pos	10563.252264426159
AG13T3g_pos	10563.252264426159
AG13T4g_pos	15028.154963332265
AG13T5g_pos	15028.154963332265
AG13T6g_pos	15028.154963332265
AG13T7g_pos	15028.154963332265
AG13T8g_pos	15028.154963332265
AG13T9g_pos	15028.154963332265
AGDC_pos	7056.368746010292
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46861.57716010688
AGPAT1_pos	17261.59019922092
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12396.595610820501
AGTix_pos	16962.34500984697
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34343.17482422954
AHCYSte_pos	13802.353720064433
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6692.651241957895
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	13032.428300516216
AHEXASE2ly_pos	23625.65461727334
AHEXASEly_pos	24309.749825932715
AICART_neg	18221.397138351887
AICART_pos	16967.809971896695
AICARte_neg	18221.397138351887
AICARte_pos	16967.809971896695
AIRCr_neg	0.0
AIRCr_pos	34657.09026396555
AK2LGCHOLt_neg	7.982646886472997
AK2LGCHOLt_pos	11260.440169825088
AKGDm_pos	18799.1347211117
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2125.3138400700873
AKGt4_3_pos	2899.7768584057762
AKGtp_neg	0.0
AKGtp_pos	78.16952722826436
AKR1C1_pos	80950.38927047211
AKR1C41_pos	2393.4959730968076
AKR1C42_pos	2393.4959730968076
AKR1D2_pos	95903.0266053968
AKR1D_pos	16344.673636405074
ALA-DTDe_pos	1399.361865165309
ALAALACNc_neg	0.0
ALAALACNc_pos	9611.019585869673
ALAALAPEPT1tc_pos	9611.019585869673
ALAASNNaEx_pos	537.0146385793406
ALAATB0tc_pos	1856.6918054435332
ALACYSNaEx_pos	536.5930828526191
ALADGLNexR_neg	465.63613608521143
ALADGLNexR_pos	465.63613608521143
ALADGLYexR_neg	465.63613608521143
ALADGLYexR_pos	465.63613608521143
ALAGLNNaEx_pos	456.61413051813537
ALAGLNexR_neg	450.8568811558248
ALAGLNexR_pos	450.8568811558248
ALAGLYexR_neg	444.3502906100282
ALAGLYexR_pos	444.3502906100282
ALAR_neg	3.1068237520160045
ALAR_pos	5186.521593966528
ALASERNaEx_pos	536.5930828526191
ALASm_pos	2850.0
ALATA_L_neg	6051.551685959825
ALATA_L_pos	5188.13661253664
ALATHRNaEx_pos	536.5930828526191
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	734.1090686103952
ALAt2r_pos	810.57906715598
ALAt4_pos	765.8155312624574
ALAtN1_neg	1532.5274449611554
ALAtN1_pos	1943.6555785521277
ALAyLATthc_pos	734.1090686103952
ALCD1_neg	7414.801463998267
ALCD1_pos	15.651815068572168
ALCD21_D_pos	1382.9655688409616
ALCD21_L_pos	2768.0330737277145
ALCD22_D_pos	1401.5604751139176
ALCD22_L_pos	2768.0330737277145
ALCD2if_pos	6.91055452331204
ALCD2yf_pos	6.581708260640307
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	78.16952722826436
ALDD2x_pos	10449.706794478558
ALDD2xm_pos	14300.54378463564
ALDD2y_pos	9679.27665739519
ALDSTRNte_neg	0.0
ALDSTRNte_pos	72029.49295723508
ALDSTRNtm_neg	72029.49295723505
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3946.8151746493613
ALOX5_pos	134.24614452836676
ALR2_pos	2768.0330737277145
ALR3_pos	2768.0330737277145
AMACR2p_pos	29821.613964348297
AMACR2r_pos	0.0
AMACRp_pos	86092.63635000975
AMACRr_pos	0.0
AMANK_pos	11469.58627041338
AMCOXO_pos	78.33305346028703
AMETr_neg	0.0
AMETr_pos	6692.651241957894
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10086.78855568534
AMPTASECG_pos	11731.19718869588
AMPTASECGe_pos	15625.214186534591
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.415415619986366
AMY2e_pos	13.415415619986366
ANDRSTRNGLCte_pos	94155.76483497854
ANDRSTRNGLCtr_neg	94155.76483497857
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	75843.93210300867
ANDRSTRNte_pos	19.77425236508631
ANDRSTRNtr_neg	19.77425236508631
ANDRSTRNtr_pos	75843.93210300864
ANTHte_neg	14.422081561628177
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.886933914329731
AOBUTDsm_pos	17797.96875647286
AP4AH1_pos	0.0
APAT2rm_neg	24377.52277610025
APAT2rm_pos	19952.676370893438
APNNOXte_neg	7.612128585018966
APNNOXte_pos	0.0
APOCF_pos	9880.837422655099
APOCFm_pos	11419.457750100397
APOC_LYS_BTNP_pos	9880.837422655099
APOC_LYS_BTNPm_pos	11419.457750100397
APPNNte_neg	0.0
APPNNte_pos	7.612128585018966
APRGSTRNte_neg	80950.38927047222
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.082169878521384
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.082169878521384
ARACHCOAtx_neg	50647.98617698197
ARACHCOAtx_pos	19600.614730468158
ARACHCPT1_pos	27507.21010101871
ARACHCPT2_pos	27507.21010101871
ARACHCRNt_pos	27507.21010101871
ARACHDCOAtx_neg	6600.157900884443
ARACHDCOAtx_pos	391.2751012091848
ARACHDt2_neg	2115.1237787483683
ARACHDt2_pos	2012.6569200350436
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8750.318607503725
ARACHt_neg	2115.1237787483683
ARACHt_pos	2012.6569200350436
ARGATB0tc_pos	2045.31455659139
ARGDCm_pos	46861.57716010688
ARGLYSex_pos	477.2890520820522
ARGN_pos	29452.231510541005
ARGNm_pos	30114.63853544732
ARGSL_neg	0.0
ARGSL_pos	24158.708454676285
ARGSS_pos	24158.708454676293
ARGt4_pos	1609.9499722965472
ARGtiDF_pos	709.9729974939748
ARGtm_neg	3524.3545875683367
ARGtm_pos	2850.0
ARSA_pos	47675.473846855326
ARTCOAL1_pos	7800.318607503724
ARTCOAL2_pos	7800.318607503724
ARTCOAL3_pos	7800.318607503725
ASAH1_pos	52112.99098651445
ASCBOX_pos	19090.177895789177
ASCBSVCTtc_pos	5746.978722136637
ASCBt4_neg	1311.367365647245
ASCBt4_pos	1582.325300172668
ASCBt_neg	1582.325300172668
ASCBt_pos	1479.8584414593433
ASNALANaEx_pos	537.0146385793406
ASNATB0tc_pos	1907.5634787606787
ASNCYSNaEx_pos	537.0146385793406
ASNGLNNaEx_pos	537.0146385793406
ASNNm_pos	16068.926193263827
ASNPHELAT2tc_pos	340.0064641635794
ASNS1_pos	12932.126625715324
ASNSERNaEx_pos	537.0146385793406
ASNTHRNaEx_pos	537.0146385793406
ASNt4_pos	657.2936828416141
ASNtN1_neg	1532.5772439853909
ASNtN1_pos	1831.8657069474823
ASNtm_pos	16068.926193263827
ASP1DC_pos	13054.280857236039
ASPCTr_neg	0.0
ASPCTr_pos	29578.463269256183
ASPDTDe_neg	16.51681853088911
ASPDTDe_pos	3246.519595946692
ASPDt6_pos	3246.519595946692
ASPDxt_neg	16.51681853088911
ASPDxt_pos	0.0
ASPGLUm_pos	8685.100733329062
ASPNATm_pos	17228.39452353793
ASPPROASCT1_pos	1794.678030101057
ASPTA_neg	9021.893852458496
ASPTA_pos	9113.198743663024
ASPTAm_neg	9103.708941221015
ASPTAm_pos	19550.46861822323
ASPt6_pos	3246.519595946692
ASPte_pos	1794.678030101057
ATP1ter_neg	0.0
ATP1ter_pos	8776.692856848715
ATP2ter_neg	6650.0
ATP2ter_pos	6650.0
ATPH1e_pos	25868.56478750776
ATPH2e_pos	3.309202206540202
ATPS4m_pos	3930.180169395972
ATPasel_pos	31590.8773833763
ATPtm_pos	3077.7636526698934
ATPtn_neg	0.0
ATPtn_pos	11181.372450176541
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	6316.3989560097325
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	24039.225287462563
Asn_X_Ser_Thrtr_neg	23568.98106929206
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15464.562467263719
B3GALT41g_pos	18139.754961883285
B3GALT42g_pos	18815.787943648058
B3GALT43g_pos	19354.723534297435
B3GALT44g_pos	19992.543081481497
B3GALT5g_pos	13735.26068208299
B3GALTg_pos	15396.666473422441
B3GNT11g_pos	13127.784989514594
B3GNT12g_pos	11669.02424855974
B3GNT310g_pos	15289.55150471249
B3GNT311g_pos	12745.311296218722
B3GNT312g_pos	13127.78498951459
B3GNT313g_pos	12077.190734213318
B3GNT314g_pos	10912.974753687127
B3GNT315g_pos	11669.024248559734
B3GNT31g_pos	12549.47068395035
B3GNT32g_pos	12549.47068395035
B3GNT33g_pos	12549.47068395035
B3GNT34g_pos	12844.922701743826
B3GNT35g_pos	12844.922701743826
B3GNT36g_pos	1231.068819945525
B3GNT37g_pos	18166.269134141545
B3GNT39g_pos	40562.17553136869
B3GNT51g_pos	15289.551504712488
BAAT1x_pos	5700.0
BAAT2x_pos	4969.832122216187
BAAT3x_pos	29821.613964348297
BAAT4x_pos	5700.0
BACCL_pos	9880.837422655099
BACCLm_pos	11419.457750100397
BALABETAtc_pos	1820.3204852593976
BALAPAT1tc_pos	1831.3492588433105
BALAVECSEC_pos	6271.05442662788
BALAtmr_neg	24377.522776100246
BALAtmr_pos	19952.67637089344
BAMPPALDOX_pos	48208.67987377906
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.424402290264279
BCRNe_pos	18317.297150596718
BDG2HCGHD_pos	0.0
