	WT-911-a_S119_L007_R1_001	WT-DHA-c_S134_L007_R1_001	WT-EPA-d_S142_L007_R1_001	Ob-a_S121_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	0.9560566524124029	1.2265085298086797	1.3950627995175775	1.298658315564515
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.0	0.29865831556451516	0.0	0.0
25VITD3Hm_pos	0.0	0.29865831556451516	0.0	0.0
2AMACHYD_pos	7.9120510126031505	8.259413736164632	7.904664724536998	7.640317249950884
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	2.8196681834964554	2.4356285940520905	2.8439838440483265	3.1842802944193824
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	9.662962046652273	10.185916087559614	9.34801990922869	10.84695552362996
2HBO_neg	9.662962046652273	10.185916087559614	9.34801990922869	10.84695552362996
2HBt2_pos	5.569855608330948	5.926236684413331	5.224194663970433	6.850624425243046
2HBt2_neg	5.569855608330948	5.926236684413331	5.224194663970433	6.850624425243046
2HCO3_NAt_pos	3.682573297347578	4.880685525261124	3.896271848807375	5.028569152196771
2HCO3_NAt_neg	3.682573297347578	4.880685525261124	3.896271848807375	5.028569152196771
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	6.8770079932140185	7.21091481607392	6.8496657269155685	7.509906931997541
2OXOADPTm_pos	2.8196681834964554	2.4356285940520905	2.8439838440483265	3.1842802944193824
2OXOADPTm_neg	2.8196681834964554	2.4356285940520905	2.8439838440483265	3.1842802944193824
34DHOXPEGOX_pos	8.813652945957973	8.617908195943246	8.705183095000134	9.069154350577195
34DHOXPEGOX_neg	8.813652945957973	8.617908195943246	8.705183095000134	9.069154350577195
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	14.23450087149227	14.400814076021144	16.18529901039109	14.337013450302724
34DHPHEt_pos	5.147306698780294	5.977737849242815	5.058749412335524	4.368768349090335
34DHPHEt_neg	5.147306698780294	5.977737849242815	5.058749412335524	4.368768349090335
34DHPLACOX_pos	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
34DHPLACOX_NADP__pos	1.3950627995175775	2.400537929583729	0.9927684307689242	1.726831217032493
34DHPLACOX_NADP__neg	1.3950627995175775	2.400537929583729	0.9927684307689242	1.726831217032493
34DHXMANDACOX_pos	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
34DHXMANDACOX_NADP__pos	1.3950627995175775	2.400537929583729	0.9927684307689242	1.726831217032493
34DHXMANDACOX_NADP__neg	1.3950627995175775	2.400537929583729	0.9927684307689242	1.726831217032493
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.940871478189196	10.264419141579932	10.748595405990962	10.23593045095164
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
3AIBTm_neg	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
3AIBtm_pos	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	3.357552004618084	4.046141781644721	3.8923910259134034	4.482848283068465
3HAO_pos	9.105070402358704	8.278263591814545	8.726320353708418	8.41831646499879
3HBCDm_pos	7.597605660892834	7.56727163085093	7.677649178624028	7.572586549385767
3HBCDm_neg	7.597605660892834	7.56727163085093	7.677649178624028	7.572586549385767
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	7.561631630375841	7.8190933409711745	7.344473459456363	6.586314393721115
3HLYTCL_pos	4.8938475581329195	5.655351828612554	4.618238655595454	5.904965718684027
3HPCOAHYD_pos	5.72137265947682	5.777945670695148	5.562242424221073	6.297925052503806
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	4.8938475581329195	5.655351828612554	4.618238655595454	5.904965718684027
3HXKYNOXDA_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
3M4HDXPAC_pos	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
3M4HDXPAC_neg	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
3MOX4HOXPGALDOX_NADP__pos	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
3MOX4HOXPGALDOX_NADP__neg	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
3MOXTYROX_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
3NTD7l_pos	4.265286857565172	4.532940288372874	4.02768487693716	4.474436043252266
3SALAASPm_pos	6.6742629002007705	6.83932978216199	6.405141463136344	7.188737187185129
3SALAASPm_neg	6.6742629002007705	6.83932978216199	6.405141463136344	7.188737187185129
3SALACBOXL_pos	6.533563348214512	7.2436500418969665	6.6018450565110385	6.512068826251856
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	7.731047439337348	7.183784233127527	6.803227036434928	5.704595347632403
3SALATAim_pos	8.15891258450803	8.375908263075013	8.310112863701816	8.831972218865868
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
41R2A1H12BOOX_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
42A12BOOX_pos	6.785812075358369	6.687340687378304	6.725877459120227	7.4761386254757
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	7.473299871141315	7.372865060112588	7.352175878326325	7.720415284906329
4HOXPACDOX_NADP__pos	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
4HOXPACDOX_NADP__neg	1.560714954474479	2.4489009511451276	1.2750070474998698	1.7570232465074596
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	0.5753123306874368	1.4059923596758368	0.43295940727610627	0.6415460290875237
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	0.3895668117627256	0.0	0.0	1.899175630480513
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	2.440952198029637	2.7548875021634687	2.0669502439246266	3.2957230245399685
5FTHFt2_neg	2.440952198029637	2.7548875021634687	2.0669502439246266	3.2957230245399685
5HLTDL_pos	4.8938475581329195	5.655351828612554	4.618238655595454	5.904965718684027
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	4.098453246309274	5.1925887215666435	4.2600256559614555	5.644433152406245
5HOXINDACTOXm_pos	10.314594572812684	10.30757652135365	10.331745517682139	10.690286132326543
5HOXINOXDA_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
5HTRPDOX_pos	0.0	0.0	0.0	0.0
5HTRPVESSEC_pos	1.4382928515791469	1.996388746447621	1.560714954474479	2.5969351423872324
5HXKYNDCL_pos	4.8938475581329195	5.655351828612554	4.618238655595454	5.904965718684027
5HXKYNOXDA_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
5MTHFt_pos	0.0	0.22650852980867975	0.0	0.0
5MTHFt_neg	0.0	0.22650852980867975	0.0	0.0
5MTHFt2_pos	2.440952198029637	2.7548875021634687	2.0669502439246266	3.2957230245399685
5MTHFt2_neg	2.440952198029637	2.7548875021634687	2.0669502439246266	3.2957230245399685
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	3.5058909297299574	3.7452373321297494	3.8094144442358986	4.018812185742817
A_MANASEly_pos	5.483170853229874	6.006298023900369	5.376776571882982	5.755688776852708
A4GALTc_pos	0.3334237337251918	0.29865831556451516	0.2630344058337938	0.6415460290875237
A4GALTg_pos	0.3334237337251918	0.29865831556451516	0.2630344058337938	0.6415460290875237
A4GNT1g_pos	0.0	0.0	0.0	0.722466024471091
A4GNT2g_pos	0.0	0.0	0.0	0.722466024471091
AACOAT_pos	3.5096958419333872	4.1651079851445365	4.632268215499513	5.360715425392931
AACTOOR_pos	0.0	0.0	0.0	0.17632277264046287
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	5.867402305727543	5.880685525261125	5.645298163948631	5.66732447027863
AATAi_neg	5.867402305727543	5.880685525261125	5.645298163948631	5.66732447027863
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
ABTArm_neg	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	7.064042126466446	7.088523256616632	6.968551603363945	7.507556813722203
ABUTt2r_pos	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ABUTt2r_neg	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ABUTt2rL_pos	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ABUTt2rL_neg	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ABUTt4_2_r_pos	7.4154882710497	7.717333699453693	7.206232953945778	7.894272103182172
ABUTt4_2_r_neg	7.4154882710497	7.717333699453693	7.206232953945778	7.894272103182172
ACACT10m_pos	8.087091511654915	8.194953795933834	8.03232128705788	9.168145582514176
ACACT10m_neg	8.087091511654915	8.194953795933834	8.03232128705788	9.168145582514176
ACACT1r_pos	5.715618859074816	4.9415758618182375	5.368419155081396	5.711219556894335
ACACT1r_neg	5.715618859074816	4.9415758618182375	5.368419155081396	5.711219556894335
ACACT1rm_pos	8.063961261687638	8.154134565285903	8.046087199232028	9.101752488849215
ACACT1x_pos	5.715618859074816	4.9415758618182375	5.368419155081396	5.711219556894335
ACACt2_pos	5.568032104771279	5.911931212309049	5.212180210044431	6.838699701774244
ACACt2_neg	5.568032104771279	5.911931212309049	5.212180210044431	6.838699701774244
ACACt2m_pos	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
ACACt2m_neg	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	7.537761978621095	7.367895205541992	7.259837400589506	7.297512428194391
ACCOACm_pos	5.295355692891673	4.116863757690899	4.908812907739547	3.889473542531109
ACCOAgt_pos	5.096767854714689	5.704595347632403	5.161081482277184	5.330916878114617
ACCOAgt_neg	5.096767854714689	5.704595347632403	5.161081482277184	5.330916878114617
ACCOAL_pos	7.540709262671431	5.244887059123535	7.076388068512841	5.4672794804599825
ACCOALm_pos	0.12432813500220177	0.48542682717024166	0.0	0.25096157353321874
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	5.096767854714689	5.704595347632403	5.161081482277184	5.330916878114617
ACCOAtr_neg	5.096767854714689	5.704595347632403	5.161081482277184	5.330916878114617
ACETONEt2_pos	5.569855608330948	5.926236684413331	5.224194663970433	6.850624425243046
ACETONEt2_neg	5.569855608330948	5.926236684413331	5.224194663970433	6.850624425243046
ACETONEt2m_pos	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
ACETONEt2m_neg	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	1.5008020530571577	2.9541963103868754	2.1043366598147357	1.9523335663696857
ACGAM2E_neg	1.5008020530571577	2.9541963103868754	2.1043366598147357	1.9523335663696857
ACGAM6PSi_pos	5.3729520979118295	6.002027364744279	4.9429835981871015	5.473137487772256
ACGAMK_pos	3.6241008946281146	4.76659516172927	3.6678921252302343	4.698218478224414
ACGAMPM_pos	2.7092906357233577	4.096767854714689	2.641546029087524	3.682573297347578
ACGAMPM_neg	2.7092906357233577	4.096767854714689	2.641546029087524	3.682573297347578
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	2.438292851579147	2.726831217032493	2.3248106034204836	2.4724877714627436
ACGSm_pos	5.207892851641333	5.199672344836364	5.033863451866284	5.103077946597573
ACHEe_pos	0.2630344058337938	0.25096157353321874	0.21412480535284734	0.15055967657538138
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	7.532550739284267	6.704180322925828	6.807998838623031	6.287989350408949
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.400537929583729	4.163498732282879	3.382667252745041	3.6542063779442917
ACNAM9PL2_pos	3.400537929583729	4.163498732282879	3.382667252745041	3.6542063779442917
ACNAMlt_pos	4.292781749227846	4.671859468247477	4.257010618206024	4.060912049587873
ACNAMlt_neg	4.292781749227846	4.671859468247477	4.257010618206024	4.060912049587873
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	7.8165997065349115	8.224435864887333	7.821391338070997	9.022700704244228
ACOAD1fm_pos	9.053871592831747	9.346646694323361	8.974644026040249	10.065671932863816
ACOAD8m_pos	6.608069967721664	6.7480586391571675	6.377470842849648	6.15623479785027
ACOAD9m_pos	7.692789834972647	8.055390904734795	7.716236436451984	9.006101626251537
ACOAHi_pos	6.2509615735332185	6.14588121129242	6.3008558712687615	6.507953169405041
ACOAO7p_pos	9.377557603233406	9.311044389623397	9.226050871659655	10.307326057417006
ACOATA_pos	6.960349527550039	6.71699089440494	7.003039979749236	6.365972427593384
ACOATA_neg	6.960349527550039	6.71699089440494	7.003039979749236	6.365972427593384
ACODA_pos	4.942045259916046	4.719731056749852	4.68873986801449	4.732811872082943
ACONT_pos	6.522620761042079	6.773996325111173	6.352264173258321	6.967975516209827
ACONT_neg	6.522620761042079	6.773996325111173	6.352264173258321	6.967975516209827
ACONTm_pos	7.205548911173033	7.434628227636725	7.201045686245058	8.02895585225408
ACONTm_neg	7.205548911173033	7.434628227636725	7.201045686245058	8.02895585225408
ACOX22x_pos	6.589463892956097	7.12267271882414	6.57198012018773	7.284384575070669
ACOX2x_pos	6.589463892956097	7.12267271882414	6.57198012018773	7.284384575070669
ACP1_FMN__pos	4.699329525673156	4.971313624068879	4.532316959332765	5.014801602351361
ACRNtm_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
ACS_pos	7.619046127336572	5.777682717073553	7.310703657225108	6.397974049326775
ACS2_pos	7.619046127336572	5.777682717073553	7.310703657225108	6.397974049326775
ACSm_pos	0.12432813500220177	0.48542682717024166	0.0	0.25096157353321874
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.960979330981448	10.711606752478708	12.034375994264943	11.853929391182284
ACTNMO_pos	11.960979330981448	10.711606752478708	12.034375994264943	11.853929391182284
ACYP_pos	4.358958825832329	3.9078520718459635	4.099295204337775	4.489928219405183
ADA_pos	1.0071955014042038	0.8875252707415875	1.6825732973475784	1.144046369616707
ADAe_pos	1.0071955014042038	0.8875252707415875	1.6825732973475784	1.144046369616707
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.35614381022527536	0.9486008474933558	0.6780719051126377	0.6229303509201767
ADEt_neg	0.35614381022527536	0.9486008474933558	0.6780719051126377	0.6229303509201767
ADEtl_pos	1.5109619192773793	2.1795110502715103	1.859969548221026	1.6959938131099002
ADEtl_neg	1.5109619192773793	2.1795110502715103	1.859969548221026	1.6959938131099002
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	7.166615031182433	7.364309781864407	7.290111028974175	7.73633427697511
ADK1_neg	7.166615031182433	7.364309781864407	7.290111028974175	7.73633427697511
ADK1m_pos	7.349082146391089	7.541019153133559	7.466953337123929	7.9556499075283735
ADK1m_neg	7.349082146391089	7.541019153133559	7.466953337123929	7.9556499075283735
ADK3_pos	0.13750352374993502	0.0	0.0	0.0
ADK3_neg	0.13750352374993502	0.0	0.0	0.0
ADK3m_pos	7.642557179595621	7.4197074208102665	7.462870312264448	7.824386002585445
ADK3m_neg	7.642557179595621	7.4197074208102665	7.462870312264448	7.824386002585445
ADKd_pos	0.13750352374993502	0.0	0.0	0.0
ADKd_neg	0.13750352374993502	0.0	0.0	0.0
ADMDC_pos	3.7355221772965375	4.284662185483165	3.507160349117523	4.2660368939953175
ADNCYC_pos	4.270528942380718	4.644433152406245	4.444269502413482	4.998646839005795
ADNK1_pos	8.92329776945835	8.78306371004598	8.754319663213403	9.1066152821726
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	7.379984778062039	6.8755343515732354	7.17062614112954	6.378164779871631
ADNt_neg	7.379984778062039	6.8755343515732354	7.17062614112954	6.378164779871631
ADNt4_pos	0.41142624572646497	0.8399595874895318	0.7311832415722002	0.5058909297299573
ADNtl_pos	1.5109619192773793	2.1795110502715103	1.859969548221026	1.6959938131099002
ADNtl_neg	1.5109619192773793	2.1795110502715103	1.859969548221026	1.6959938131099002
ADNtm_pos	7.377557603233406	6.864062302854909	7.1646052864249	6.368768349090335
ADNtm_neg	7.377557603233406	6.864062302854909	7.1646052864249	6.368768349090335
ADPGLC_pos	3.6427015718332325	4.341274183692174	3.782408564927373	4.008092420948722
ADPMAN_pos	3.6427015718332325	4.341274183692174	3.782408564927373	4.008092420948722
