	Tcon_Lymph_Tcon7_L2
10FTHF5GLUtl_pos	3853.3040928044034
10FTHF5GLUtm_pos	6308.083244174686
10FTHF6GLUtl_pos	4652.605517240066
10FTHF6GLUtm_pos	6697.582323945479
10FTHF7GLUtl_pos	5185.473133530503
10FTHF7GLUtm_pos	6958.181694532637
10FTHFtl_neg	3853.304092804403
10FTHFtl_pos	0.0
10FTHFtm_neg	10682.791111507868
10FTHFtm_pos	22669.53192905296
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69630.6106819878
11DOCRTSLtr_neg	69630.6106819878
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72366.068241286
11DOCRTSTRNtr_neg	72366.06824128603
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47405.387614320054
1MNCAMti_pos	60.74591752818832
1PPDCRp_pos	73.37657961195534
1a25DHVITD3TRn_pos	66512.39693648423
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.074918509267384
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.62712010002148
24_25DHVITD2tm_pos	13.62712010002148
24_25DHVITD3t_pos	66419.74933231749
24_25DHVITD3tm_pos	69277.41524695135
24_25VITD2Hm_pos	13.62712010002148
24_25VITD3Hm_pos	69277.41524695126
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66512.39693648404
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11149.755120879627
2AMACSULT_pos	29102.47581628516
2AMADPTm_pos	8163.820730899436
2DR1PP_pos	6313.4575310917935
2HBO_neg	16215.820394483879
