	Tcon_Spleen_Tcon5_L2
10FTHF5GLUtl_pos	3792.3004926590957
10FTHF5GLUtm_pos	6312.237546621228
10FTHF6GLUtl_pos	4554.30445922091
10FTHF6GLUtm_pos	6702.385355292309
10FTHF7GLUtl_pos	5062.307103595454
10FTHF7GLUtm_pos	6963.626436836441
10FTHFtl_neg	3792.3004926590957
10FTHFtl_pos	0.0
10FTHFtm_neg	10673.283550381944
10FTHFtm_pos	22565.092338461793
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69061.3259723103
11DOCRTSLtr_neg	69061.32597231031
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71983.46220898184
11DOCRTSTRNtr_neg	71983.46220898186
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	46987.0113006826
1MNCAMti_pos	59.95030132859497
1PPDCRp_pos	73.40616766269498
1a25DHVITD3TRn_pos	66068.92209491787
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	16.998602123959547
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.566193695763129
24_25DHVITD2tm_pos	13.566193695763129
24_25DHVITD3t_pos	65976.27449075112
24_25DHVITD3tm_pos	68720.37903680453
24_25VITD2Hm_pos	13.566193695763129
24_25VITD3Hm_pos	68720.37903680443
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66068.92209491767
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11152.657785563662
2AMACSULT_pos	28945.48956325502
2AMADPTm_pos	8168.4920891916
2DR1PP_pos	6113.661472080184
2HBO_neg	16129.013008222175
2HBO_pos	11.160992578934012
2HBt2_neg	1527.544395112227
2HBt2_pos	1527.544395112227
2HCO3_NAt_neg	1486.6102631311417
2HCO3_NAt_pos	1480.8440920534745
2MB2COAc_neg	0.0
2MB2COAc_pos	19810.081822991717
2MCITt_neg	0.0
2MCITt_pos	24890.536437127274
2OXOADOXm_pos	128.39255047131888
2OXOADPTm_neg	8168.4920891916
2OXOADPTm_pos	149.14110175912285
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45573.2763792562
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45573.27637925619
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	784.8039809400644
34DHPHEt_neg	784.8039809400644
34DHPHEt_pos	4.915973640560315
34DHPLACOX_NADP__neg	1536.3833959556957
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1536.3833959556957
34DHXMANDACOX_NADP__neg	1536.3833959556957
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1536.3833959556957
34HPLFM_pos	74413.67392152973
34HPPOR_pos	65913.71038290483
34HPPte_neg	11063.172329745381
34HPPte_pos	7625.103112393332
35CGMPtn_neg	0.0
35CGMPtn_pos	14332.514759704223
3AIBTm_neg	0.0
3AIBTm_pos	19124.59638357017
3AIB_Dtm_neg	18994.23047183743
3AIB_Dtm_pos	33472.93879547365
3AIBt_pos	19124.59638357017
3AIBtm_pos	19124.59638357017
3DPHBH1_pos	74413.67392152971
