	Tcon_Lymph_Tcon10_L2
10FTHF5GLUtl_pos	3894.4336119733252
10FTHF5GLUtm_pos	6310.841366953217
10FTHF6GLUtl_pos	4718.979626548179
10FTHF6GLUtm_pos	6701.672129052342
10FTHF7GLUtl_pos	5268.676969598083
10FTHF7GLUtm_pos	6963.140248627813
10FTHFtl_neg	3894.4336119733252
10FTHFtl_pos	0.0
10FTHFtm_neg	10676.19707792122
10FTHFtm_pos	22637.836247254563
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70117.61415633075
11DOCRTSLtr_neg	70117.61415633075
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72851.22915687968
11DOCRTSTRNtr_neg	72851.22915687966
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47711.12745634207
1MNCAMti_pos	61.547536954344196
1PPDCRp_pos	73.87245135234619
1a25DHVITD3TRn_pos	67119.21751981432
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.073268469491495
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.662282388821371
24_25DHVITD2tm_pos	13.662282388821371
24_25DHVITD3t_pos	67026.56991564763
24_25DHVITD3tm_pos	69976.3206086234
24_25VITD2Hm_pos	13.662282388821371
24_25VITD3Hm_pos	69976.32060862328
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67119.2175198142
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11065.504980597289
2AMACSULT_pos	29128.393021898934
2AMADPTm_pos	8165.6889472069715
2DR1PP_pos	6509.451137178166
2HBO_neg	16338.570620456867
2HBO_pos	11.192042655175232
2HBt2_neg	1469.9620037334453
2HBt2_pos	1469.9620037334453
