	Tcon_Lymph_Tcon7_L1
10FTHF5GLUtl_pos	3870.085391700916
10FTHF5GLUtm_pos	6310.583317045002
10FTHF6GLUtl_pos	4679.731720895647
10FTHF6GLUtm_pos	6701.400827643272
10FTHF7GLUtl_pos	5219.495940358802
10FTHF7GLUtm_pos	6962.96548219954
10FTHFtl_neg	3870.0853917009163
10FTHFtl_pos	0.0
10FTHFtm_neg	10679.197484926468
10FTHFtm_pos	22741.37781073761
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69870.51672529326
11DOCRTSLtr_neg	69870.51672529326
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72565.95008921654
11DOCRTSTRNtr_neg	72565.95008921657
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47548.93861635459
1MNCAMti_pos	60.9687050034517
1PPDCRp_pos	73.38773858111425
1a25DHVITD3TRn_pos	66757.31440646954
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.06028185525227
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.668970806050995
24_25DHVITD2tm_pos	13.668970806050995
24_25DHVITD3t_pos	66664.66680230282
24_25DHVITD3tm_pos	69561.00906869498
24_25VITD2Hm_pos	13.668970806050995
24_25VITD3Hm_pos	69561.00906869496
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66757.31440646936
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11183.090706195238
2AMACSULT_pos	29185.636726563054
2AMADPTm_pos	8164.119783056014
2DR1PP_pos	6381.1803954643865
2HBO_neg	16271.121910954012
2HBO_pos	11.364953553338726
2HBt2_neg	1418.5623626921456
2HBt2_pos	1418.5623626921456
2HCO3_NAt_neg	1406.269575743329
2HCO3_NAt_pos	1406.269575743329
2MB2COAc_neg	0.0
2MB2COAc_pos	19890.159882330205
2MCITt_neg	0.0
2MCITt_pos	25212.97887070571
2OXOADOXm_pos	128.89768467578926
2OXOADPTm_neg	8164.119783056012
2OXOADPTm_pos	149.52945596610544
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45921.24909508519
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45921.2490950852
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	732.3628426562196
34DHPHEt_neg	732.3628426562196
34DHPHEt_pos	4.753775662888848
34DHPLACOX_NADP__neg	1732.5200627610031
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1732.5200627610031
34DHXMANDACOX_NADP__neg	1732.5200627610031
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1732.5200627610031
34HPLFM_pos	74861.97575776948
34HPPOR_pos	66684.66182275845
34HPPte_neg	11074.610590046628
34HPPte_pos	7566.83317061736
35CGMPtn_neg	0.0
35CGMPtn_pos	14814.895699308276
3AIBTm_neg	0.0
3AIBTm_pos	19120.782895288798
3AIB_Dtm_neg	18993.173948119354
3AIB_Dtm_pos	33982.532961351695
3AIBt_pos	19120.7828952888
3AIBtm_pos	19120.7828952888
3DPHBH1_pos	74861.97575776945
3DPHBH2_pos	74863.75491753874
3DSPHR_pos	30232.218848024862
3HAO_pos	77.42027329133448
3HBCDm_neg	0.0
3HBCDm_pos	18277.323954569587
3HBCOAHLm_pos	24182.37252505962
3HBCOARc_neg	0.0
3HBCOARc_pos	18277.32395456958
3HCO3_NAt_neg	2046.5831928934545
3HCO3_NAt_pos	2099.813257237278
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12058.190526693199
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17544.321046640474
3MOBt2im_pos	6043.334246191642
3MOBte_neg	6.664026704362092
3MOBte_pos	8329.672026671418
3MOPt2im_pos	6043.334246191642
3MOPte_neg	26.16142994250297
3MOPte_pos	8327.031752512192
3MOX4HOXPGALDOX_NADP__neg	1722.802004837764
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1722.802004837764
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26316.233031322165
3SALAASPm_pos	0.0
3SALACBOXL_pos	12981.294962699829
3SALAOX_pos	34092.39213683152
3SALATAi_pos	21260.270898613766
3SALATAim_pos	26316.23303132216
3SPYRSP_pos	21260.270898613766
3SPYRSPm_pos	26316.23303132216
41R1H2MAE12BOOX_pos	55614.08323476474
41R2A1H12BOOX_pos	45921.249095085186
42A12BOOX_pos	0.0
4ABUTtcn_pos	13681.861824912967
4ABUTtm_neg	16413.61071683248
4ABUTtm_pos	21066.18915496672
4HBZCOAFm_pos	74861.97575776947
4HBZFm_pos	74861.97575776947
4HDEBRISOQUINEte_neg	7.401366418412136
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4093.2219332089117
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15791.708878825539
4HPROLTASCT1_pos	2549.9209453373933
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6043.334246191642
4MOPte_neg	8893.978326022747
4MOPte_pos	8320.328330688426
4MPTNLte_neg	0.0
4MPTNLte_pos	80000.56690202896
4MPTNLtm_neg	80000.5669020289
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.632972296517765
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.750839548812984
4NPHSFte_pos	0.0
4NPHSULT_pos	29.750839548812984
4NPHte_neg	0.0
4NPHte_pos	17.06028185525227
4OHPROIMINOtc_pos	2549.9209453373933
4PYRDX_pos	11012.133205967635
5ADTSTSTERONEGLCte_pos	94409.07013241212
5ADTSTSTERONEGLCtr_neg	94409.07013241213
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13539.24644494332
5ADTSTSTERONESte_neg	9.25023297188711
5ADTSTSTERONESte_pos	73412.2470919288
5ADTSTSTERONEte_neg	75554.48600560745
5ADTSTSTERONEte_pos	8.32708916676167
5ADTSTSTERONEtr_neg	45.58478595570719
5ADTSTSTERONEtr_pos	75561.68446113732
5AOPtm_neg	21976.638996590256
5AOPtm_pos	0.0
5DHFtl_pos	3870.085391700916
5FTHFt2_neg	0.0
5FTHFt2_pos	10.885577466628876
5HLTDL_pos	9.905823011648975
5HOMEPRAZOLEte_neg	7.632972296517765
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3770.0291645460416
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.508840539680296
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21201.84739508998
5MTAte_pos	17338.407151214946
5MTHFt2_neg	2087.539757460013
5MTHFt2_pos	2087.539757460013
5MTHFt2le_neg	2275.0795149200258
5MTHFt2le_pos	2275.0795149200258
5MTHFt_neg	2087.539757460013
5MTHFt_pos	1900.0
5OXPROt_neg	16923.65388994037
5OXPROt_pos	9991.681504791894
5THFtl_pos	3870.085391700916
5THFtm_pos	6310.5833170450005
6DHFtl_pos	4679.731720895648
6DHFtm_pos	6701.400827643273
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	70358.36571595813
6HTSTSTERONEtr_neg	70358.3657159581
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4679.731720895648
6THFtm_pos	6701.400827643272
7DHCHSTEROLtr_neg	12762.5171149177
7DHCHSTEROLtr_pos	113194.35022457814
7DHFtl_pos	5219.495940358801
7DHFtm_pos	6962.965482199541
7THFtl_pos	5219.495940358801
7THFtm_pos	6962.965482199543
A4GALTc_pos	0.0
A4GALTg_pos	15818.069367652395
A4GNT1g_pos	0.0
A4GNT2g_pos	331.5820661367644
AACOAT_pos	10369.429700673572
AACTOOR_pos	17802.798786004736
AACTtm_pos	17802.798786004736
AASAD3m_pos	54.22364351557991
AATAi_neg	8164.119783056013
AATAi_pos	73.38773858111425
ABO1g_pos	14445.540500913774
ABO2g_pos	13475.523454873926
ABO3g_pos	13977.558805279272
ABO4g_pos	13256.214295662285
ABO5g_pos	13256.214295662285
ABO6g_pos	12568.39583241087
ABO7g_pos	12568.39583241087
ABO8g_pos	12639.171285237764
ABO9g_pos	11350.581527703074
ABTArm_neg	16413.61071683248
ABTArm_pos	21066.189154966727
ABTD_neg	5359.42017101621
ABTD_pos	9.82152711794051
ABTti_pos	5359.42017101621
ABUTD_pos	23955.679372231887
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1822.1462787978119
ABUTt2r_pos	1881.7246557132041
ABUTt4_2_r_neg	1881.7246557132041
ABUTt4_2_r_pos	1822.1462787978119
ACACT10m_neg	25066.36270881766
ACACT10m_pos	20857.76761941386
ACACT1r_neg	19830.23207318553
ACACT1r_pos	32023.006313368754
ACACT1rm_pos	15634.730032815261
ACACT1x_pos	20890.251329261187
ACACT4p_pos	45262.9342009345
ACACT5p_pos	45262.934200934535
ACACT6p_pos	45262.93420093452
ACACT7p_pos	43629.92570500916
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2134.281181346073
ACACt2_pos	2134.281181346073
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10408.980267113839
ACACtx_pos	0.0
ACALDt_neg	8487.73303724697
ACALDt_pos	6.8561954855924325
ACALDtm_neg	15016.91648855031
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	73390.73632161069
ACALDtx_neg	0.0
ACALDtx_pos	14.724223018964212
ACCOAC_pos	6938.171791996383
ACCOACm_pos	7006.636284178244
ACCOAL_pos	5969.818193838946
ACCOALm_pos	9424.492588608091
ACCOAgt_neg	0.0
ACCOAgt_pos	30223.108270065644
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4075.558554109669
ACCOAtr_pos	4075.558554109669
ACETONEt2_neg	17681.34058520065
ACETONEt2_pos	8.583512909778662
ACETONEt2m_neg	17681.34058520065
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15511.226400363972
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15511.226400363976
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	13256.214295662277
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	13256.214295662283
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12568.39583241087
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12568.39583241087
ACGALK2_pos	671.2361266920095
ACGALK_pos	668.7081473723173
ACGALtlg_neg	1236.820726174537
ACGALtlg_pos	0.0
ACGALtly_pos	668.7081473723174
ACGAM2E_neg	6414.673422866647
ACGAM2E_pos	43040.63204038082
ACGAM6PSi_pos	7118.973157160016
ACGAMK_pos	6414.673422866646
ACGAMPM_neg	0.0
ACGAMPM_pos	6414.673422866647
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1236.8207261745372
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1236.820726174537
ACGPID_pos	55.81047615415395
ACGSm_pos	0.0
ACHEe_pos	10864.174695747302
ACHVESSEC_pos	6752.118623694614
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13213.107426921497
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	16494.234321946922
ACN13ACNGALGBSIDEtg_neg	16494.234321946915
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	16494.234321946922
ACN23ACNGALGBSIDEtg_neg	16494.234321946915
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18604.935612582853
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18604.93561258286
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	16462.682912584503
ACNACNGALGBSIDEtg_neg	16462.682912584496
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	11598.057814939993
ACNAM9PL_pos	11669.031457645007
ACNAMPH_pos	11669.031457645007
ACNAMlt_neg	24987.070379873672
ACNAMlt_pos	0.0
ACNAMtn_pos	8889.697718254749
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14811.704921709425
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14811.704921709426
ACNMLr_neg	29648.30885362952
ACNMLr_pos	11669.031457645007
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37925.44716181585
ACOAD8m_pos	2850.0
ACOAD9m_pos	24854.2753320547
ACOAHi_pos	7145.993321422791
ACOAO7p_pos	38164.11331260511
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	94935.68879710538
ACOX2x_pos	85648.9041319724
ACP1_FMN__pos	5948.339053486941
ACRNtm_pos	9271.952061865997
ACS2_pos	7145.9933214227885
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	7118.973157160012
ACSm_pos	9379.503379810865
ACTLMO_pos	6489.494461906986
ACTNMO_pos	25803.77138643838
ACYP_pos	4985.699727077894
ACt2m_neg	10230.50617646908
ACt2m_pos	10019.532239003016
ACt2r_neg	2134.281181346073
ACt2r_pos	2134.281181346073
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	10586.895681208332
ADAe_pos	11404.227904366413
ADCim_pos	17681.34058520064
ADEt_neg	7361.276057417308
ADEt_pos	38892.41742134508
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	2044.5048689135137
ADK1_pos	2044.5048689135137
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2044.5048689135137
ADK3_pos	2044.5048689135137
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	2044.5048689135137
ADKd_pos	2044.5048689135137
ADMDC_pos	21201.847395089982
ADNCYC_pos	6364.086014696861
ADNK1_pos	5508.594169570085
ADNK1m_pos	3696.169916400701
ADNK3_pos	6242.438551143588
ADNK4_pos	6242.590661531919
ADNt4_pos	531.3630405902612
ADNt5le_pos	1722.9646129158841
ADNt_neg	531.3630405902612
ADNt_pos	1229.171224826097
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	11159.055457481234
ADNtm_pos	14104.255860383944
ADPACDAc_pos	13796.768165594036
ADPACTD_neg	0.0
ADPACTD_pos	13796.768165594036
ADPCOACROT_neg	13796.768165594036
ADPCOACROT_pos	92723.16730083631
ADPCOAPTE_pos	13796.768165594036
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	14063.39254838963
ADPRDPm_pos	0.0
ADPRIBt_pos	24.79685527005308
ADPT_pos	7869.80337138192
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.32973647428351
ADRNCOAtx_pos	24142.302321052106
ADRNCPT1_pos	716.3017908770981
ADRNCPT2_pos	716.3017908770981
ADRNCRNt_pos	716.3017908770981
ADRNLPVESSEC_pos	48921.88061851901
ADRNt_neg	1663.9992829601304
ADRNt_pos	1542.6468633529164
ADSELK_pos	0.0
ADSK_pos	5327.349244593083
ADSL1_pos	15426.791403309575
ADSL2_pos	35290.4222704481
ADSS_pos	15426.791403309575
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.6329722965177655
AG13T10g_pos	15243.94107507605
AG13T11g_pos	15243.94107507605
AG13T12g_pos	15243.94107507605
AG13T13g_pos	15243.94107507605
AG13T14g_pos	15243.94107507605
AG13T15g_pos	15243.94107507605
AG13T16g_pos	10662.351833794932
AG13T17g_pos	10662.351833794932
AG13T18g_pos	10662.351833794932
AG13T1g_pos	10709.340049298144
AG13T2g_pos	10709.340049298144
AG13T3g_pos	10709.340049298144
AG13T4g_pos	15243.941075076043
AG13T5g_pos	15243.941075076043
AG13T6g_pos	15243.941075076043
AG13T7g_pos	15243.941075076043
AG13T8g_pos	15243.941075076043
AG13T9g_pos	15243.941075076043
AGDC_pos	7118.973157160012
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46100.49591624004
AGPAT1_pos	18027.709158461897
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12363.941687171025
AGTix_pos	16812.718334770507
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34318.30100718002
AHCYSte_pos	13976.78379472123
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6714.145220693312
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	13175.308975445307
AHEXASE2ly_pos	24004.21976640463
AHEXASEly_pos	24678.358721686796
AICART_neg	18551.970859196
AICART_pos	17485.64377739635
AICARte_neg	18551.970859195997
AICARte_pos	17485.64377739635
AIRCr_neg	0.0
AIRCr_pos	35290.42227044811
AK2LGCHOLt_neg	7.99684331891382
AK2LGCHOLt_pos	11539.738664978517
AKGDm_pos	18922.063561515475
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2149.0933797342595
AKGt4_3_pos	2901.7303077636134
AKGtp_neg	0.0
AKGtp_pos	78.0606733066582
AKR1C1_pos	80003.98602828359
AKR1C41_pos	2358.394969852936
AKR1C42_pos	2358.394969852936
AKR1D2_pos	95279.27632015735
AKR1D_pos	15961.82707151029
ALA-DTDe_pos	1367.7224892349655
ALAALACNc_neg	0.0
ALAALACNc_pos	9609.294924337453
ALAALAPEPT1tc_pos	9609.294924337453
ALAASNNaEx_pos	525.2120803640362
ALAATB0tc_pos	1848.5678776271398
ALACYSNaEx_pos	525.0176634247096
ALADGLNexR_neg	431.35147376805514
ALADGLNexR_pos	431.35147376805514
ALADGLYexR_neg	431.35147376805514
ALADGLYexR_pos	431.35147376805514
ALAGLNNaEx_pos	509.0300211232096
ALAGLNexR_neg	411.02557365271105
ALAGLNexR_pos	411.02557365271105
ALAGLYexR_neg	405.7373987463091
ALAGLYexR_pos	405.7373987463091
ALAR_neg	3.126779609684819
ALAR_pos	5209.276047092327
ALASERNaEx_pos	525.0176634247096
ALASm_pos	2850.0
ALATA_L_neg	6042.161904049368
ALATA_L_pos	4973.944812918173
ALATHRNaEx_pos	525.0176634247096
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	724.5136279688566
ALAt2r_pos	839.58232855164
ALAt4_pos	701.5618667259901
ALAtN1_neg	1403.5615564694258
ALAtN1_pos	1715.9644486090644
ALAyLATthc_pos	724.5136279688566
ALCD1_neg	7751.468274510312
ALCD1_pos	15.988579727799047
ALCD21_D_pos	1357.9752431062427
ALCD21_L_pos	2723.234550304652
ALCD22_D_pos	1728.6622493479151
ALCD22_L_pos	2723.234550304652
ALCD2if_pos	7.236098044492146
ALCD2yf_pos	6.578187405441051
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	78.06067330665817
ALDD2x_pos	10963.381649925006
ALDD2xm_pos	15016.916488550312
ALDD2y_pos	10493.234159768099
ALDSTRNte_neg	0.0
ALDSTRNte_pos	71563.47137788594
ALDSTRNtm_neg	71563.4713778859
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3933.623414310905
ALOX5_pos	131.84334707760607
ALR2_pos	2723.234550304652
ALR3_pos	2723.234550304652
AMACR2p_pos	29713.473479819633
AMACR2r_pos	0.0
AMACRp_pos	85648.90413197245
AMACRr_pos	0.0
AMANK_pos	11669.031457645007
