	Tcon_Lymph_Tcon6_L1
10FTHF5GLUtl_pos	3887.4377842413764
10FTHF5GLUtm_pos	6308.911950546639
10FTHF6GLUtl_pos	4707.203620409589
10FTHF6GLUtm_pos	6698.827310030207
10FTHF7GLUtl_pos	5253.714177855065
10FTHF7GLUtm_pos	6959.822972437374
10FTHFtl_neg	3887.4377842413764
10FTHFtl_pos	0.0
10FTHFtm_neg	10658.881211018872
10FTHFtm_pos	22639.10334411792
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69798.46035816625
11DOCRTSLtr_neg	69798.46035816628
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72501.1323585129
11DOCRTSTRNtr_neg	72501.1323585129
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47848.48631390375
1MNCAMti_pos	61.70639152959341
1PPDCRp_pos	74.11400481106574
1a25DHVITD3TRn_pos	66697.26730713547
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.009522416206284
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.638152487769617
24_25DHVITD2tm_pos	13.638152487769617
24_25DHVITD3t_pos	66604.61970296878
24_25DHVITD3tm_pos	69580.48390486634
24_25VITD2Hm_pos	13.638152487769617
24_25VITD3Hm_pos	69580.4839048663
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66697.26730713529
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11120.362858995351
2AMACSULT_pos	29114.066524575697
2AMADPTm_pos	8174.2344374432905
2DR1PP_pos	6491.308407693826
2HBO_neg	16437.555570759938
2HBO_pos	11.073376817191365
2HBt2_neg	1773.7939888012982
2HBt2_pos	1773.7939888012982
2HCO3_NAt_neg	1290.868576264576
2HCO3_NAt_pos	1290.868576264576
2MB2COAc_neg	0.0
2MB2COAc_pos	19901.236556598826
2MCITt_neg	0.0
2MCITt_pos	25190.877690585858
2OXOADOXm_pos	128.7861572868481
2OXOADPTm_neg	8174.23443744329
2OXOADPTm_pos	150.10100342636292
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46401.15399838709
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46401.15399838707
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	772.7737837005285
34DHPHEt_neg	772.7737837005285
34DHPHEt_pos	4.884622634538067
34DHPLACOX_NADP__neg	2099.8112607829416
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2099.8112607829416
34DHXMANDACOX_NADP__neg	2099.8112607829416
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2099.8112607829416
34HPLFM_pos	75066.84805074839
34HPPOR_pos	66833.75764243765
34HPPte_neg	11211.319803203034
34HPPte_pos	7757.839243970765
35CGMPtn_neg	0.0
35CGMPtn_pos	14992.209079939836
3AIBTm_neg	0.0
3AIBTm_pos	19196.143306347545
3AIB_Dtm_neg	19078.794247473354
3AIB_Dtm_pos	34015.65861835144
3AIBt_pos	19196.143306347552
3AIBtm_pos	19196.143306347552
3DPHBH1_pos	75066.84805074842
3DPHBH2_pos	75066.8480507484
3DSPHR_pos	30322.428692026413
3HAO_pos	77.32840795042554
3HBCDm_neg	0.0
3HBCDm_pos	18298.56487616268
3HBCOAHLm_pos	24264.0876840449
3HBCOARc_neg	0.0
3HBCOARc_pos	18298.56487616268
3HCO3_NAt_neg	1920.7290767659485
3HCO3_NAt_pos	1937.777756441906
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12344.186941061402
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17816.998689079257
3MOBt2im_pos	6010.591216111536
3MOBte_neg	6.917772756777804
3MOBte_pos	8525.675260416134
3MOPt2im_pos	6010.591216111536
3MOPte_neg	26.41764479819836
3MOPte_pos	8523.127810124904
3MOX4HOXPGALDOX_NADP__neg	2099.8112607829416
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	2099.8112607829416
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26330.31890277049
3SALAASPm_pos	0.0
3SALACBOXL_pos	12886.99873390636
3SALAOX_pos	34018.20057333907
3SALATAi_pos	21212.48826155372
3SALATAim_pos	26330.318902770487
3SPYRSP_pos	21212.48826155372
3SPYRSPm_pos	26330.318902770487
41R1H2MAE12BOOX_pos	56553.653262685984
41R2A1H12BOOX_pos	46401.15399838709
42A12BOOX_pos	0.0
4ABUTtcn_pos	14280.626840893601
4ABUTtm_neg	16460.001773488988
4ABUTtm_pos	21356.935451114336
4HBZCOAFm_pos	75066.84805074839
4HBZFm_pos	75066.84805074839
4HDEBRISOQUINEte_neg	7.450845529176355
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4376.960600277962
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	16146.821749678777
4HPROLTASCT1_pos	2437.395187761789
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6010.591216111536
4MOPte_neg	8938.70330204049
4MOPte_pos	8516.285641519644
4MPTNLte_neg	0.0
4MPTNLte_pos	80097.60396642025
4MPTNLtm_neg	80097.60396642025
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.599444918470859
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	30.13244450249677
4NPHSFte_pos	0.0
4NPHSULT_pos	30.13244450249677
4NPHte_neg	0.0
4NPHte_pos	17.009522416206284
4OHPROIMINOtc_pos	2437.395187761789
4PYRDX_pos	11101.987085549854
5ADTSTSTERONEGLCte_pos	94055.86475686217
5ADTSTSTERONEGLCtr_neg	94055.86475686218
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13633.408847040813
5ADTSTSTERONESte_neg	9.285654340473432
5ADTSTSTERONESte_pos	73289.64111282081
5ADTSTSTERONEte_neg	75598.28895789201
5ADTSTSTERONEte_pos	8.272247590745518
5ADTSTSTERONEtr_neg	45.707649330055986
5ADTSTSTERONEtr_pos	75604.03422832172
5AOPtm_neg	22017.377718762615
5AOPtm_pos	0.0
5DHFtl_pos	3887.437784241376
5FTHFt2_neg	0.0
5FTHFt2_pos	10.934409848175303
5HLTDL_pos	10.042623230678297
5HOMEPRAZOLEte_neg	7.599444918470859
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.62442297110404
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21281.951490777494
5MTAte_pos	17491.715245933316
5MTHFt2_neg	2074.582918795685
5MTHFt2_pos	2074.582918795685
5MTHFt2le_neg	2249.16583759137
5MTHFt2le_pos	2249.16583759137
5MTHFt_neg	2074.582918795685
5MTHFt_pos	1900.0
5OXPROt_neg	16992.081708727237
5OXPROt_pos	10252.34741065228
5THFtl_pos	3887.4377842413764
5THFtm_pos	6308.91195054664
6DHFtl_pos	4707.203620409589
6DHFtm_pos	6698.827310030207
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	70341.14178238074
6HTSTSTERONEtr_neg	70341.14178238077
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4707.203620409588
6THFtm_pos	6698.827310030216
7DHCHSTEROLtr_neg	12794.631336584425
7DHCHSTEROLtr_pos	112748.84649973603
7DHFtl_pos	5253.714177855064
7DHFtm_pos	6959.822972437372
7THFtl_pos	5253.714177855064
7THFtm_pos	6959.8229724373805
A4GALTc_pos	0.0
A4GALTg_pos	15817.580454741761
A4GNT1g_pos	0.0
A4GNT2g_pos	334.1966530704342
AACOAT_pos	10458.965807445495
AACTOOR_pos	17818.57924052337
AACTtm_pos	17818.57924052337
AASAD3m_pos	54.1335808074231
AATAi_neg	8174.23443744329
AATAi_pos	74.11400481106574
ABO1g_pos	14421.662897315276
ABO2g_pos	13383.023783414745
ABO3g_pos	13912.477788954067
ABO4g_pos	13261.38509196976
ABO5g_pos	13261.38509196976
ABO6g_pos	12592.315654455566
ABO7g_pos	12592.315654455566
ABO8g_pos	12621.110286452333
ABO9g_pos	11327.808472611518
ABTArm_neg	16460.001773488988
ABTArm_pos	21356.935451114332
ABTD_neg	5347.57525533253
ABTD_pos	9.924338846293443
ABTti_pos	5347.57525533253
ABUTD_pos	24130.60175305155
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1860.575338140351
ABUTt2r_pos	1908.3789216619175
ABUTt4_2_r_neg	1908.3789216619175
ABUTt4_2_r_pos	1860.575338140351
ACACT10m_neg	25138.240749852674
ACACT10m_pos	20952.561547554862
ACACT1r_neg	19913.743049951816
ACACT1r_pos	32259.03064554345
ACACT1rm_pos	15673.172197275819
ACACT1x_pos	20994.668061876913
ACACT4p_pos	45547.59436396356
ACACT5p_pos	45547.59436396353
ACACT6p_pos	45547.59436396356
ACACT7p_pos	43912.56730081973
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2311.896994400649
ACACt2_pos	2311.896994400649
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10517.80360562164
ACACtx_pos	0.0
ACALDt_neg	8331.139785295854
ACALDt_pos	7.053966264819775
ACALDtm_neg	14872.3264668328
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	73384.85625560327
ACALDtx_neg	0.0
ACALDtx_pos	14.830673827391875
ACCOAC_pos	7018.553172104668
ACCOACm_pos	7010.455902118728
ACCOAL_pos	5890.319282655213
ACCOALm_pos	9482.328335115388
ACCOAgt_neg	0.0
ACCOAgt_pos	30222.43130737861
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4066.930852132978
ACCOAtr_pos	4066.930852132978
ACETONEt2_neg	17849.398606843308
ACETONEt2_pos	9.030092436291582
ACETONEt2m_neg	17849.39860684331
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15520.648555595344
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15520.648555595344
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	13261.38509196976
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	13261.38509196976
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12592.315654455566
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12592.315654455564
ACGALK2_pos	677.8891932512504
ACGALK_pos	675.2547346097963
ACGALtlg_neg	1232.0009040879181
ACGALtlg_pos	0.0
ACGALtly_pos	675.2547346097963
ACGAM2E_neg	6537.8590005468295
ACGAM2E_pos	43036.40560130682
ACGAM6PSi_pos	7280.128854797261
ACGAMK_pos	6537.85900054683
