	Treg_Lymph_Treg6_L1
10FTHF5GLUtl_pos	3797.611305674536
10FTHF5GLUtm_pos	6297.305202917292
10FTHF6GLUtl_pos	4563.268819637086
10FTHF6GLUtm_pos	6681.460706365411
10FTHF7GLUtl_pos	5073.707162278779
10FTHF7GLUtm_pos	6938.887994463814
10FTHFtl_neg	3797.611305674536
10FTHFtl_pos	0.0
10FTHFtm_neg	10674.53000207999
10FTHFtm_pos	22440.589719318832
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69246.00456025978
11DOCRTSLtr_neg	69246.00456025985
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71981.37624922997
11DOCRTSTRNtr_neg	71981.37624923
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47070.161303517365
1MNCAMti_pos	60.126865919536336
1PPDCRp_pos	73.37706193124467
1a25DHVITD3TRn_pos	66287.31074698924
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.05577671227081
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.576155300841373
24_25DHVITD2tm_pos	13.576155300841373
24_25DHVITD3t_pos	66194.6631428225
24_25DHVITD3tm_pos	68950.26720071957
24_25VITD2Hm_pos	13.576155300841373
24_25VITD3Hm_pos	68950.26720071957
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66287.31074698904
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11041.237892743071
2AMACSULT_pos	28608.49583760955
2AMADPTm_pos	8155.932132434363
2DR1PP_pos	6141.621836649825
2HBO_neg	16036.876680489364
2HBO_pos	11.161527417637696
2HBt2_neg	1331.4446398631096
2HBt2_pos	1331.4446398631096
2HCO3_NAt_neg	1379.7368597550244
2HCO3_NAt_pos	1379.7368597550244
2MB2COAc_neg	0.0
2MB2COAc_pos	19798.37415022924
2MCITt_neg	0.0
2MCITt_pos	24885.121990868003
2OXOADOXm_pos	128.0648795142704
2OXOADPTm_neg	8155.932132434362
2OXOADPTm_pos	148.94111551030755
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45457.46166206617
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45457.46166206616
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	824.7510213237765
34DHPHEt_neg	824.7510213237765
34DHPHEt_pos	4.641088706119157
34DHPLACOX_NADP__neg	1715.6506953245698
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1715.6506953245698
34DHXMANDACOX_NADP__neg	1715.6506953245698
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1715.6506953245698
34HPLFM_pos	74176.91767609165
34HPPOR_pos	66333.22686439028
34HPPte_neg	11048.629899484838
34HPPte_pos	7538.133271393383
35CGMPtn_neg	0.0
35CGMPtn_pos	14262.992607131262
3AIBTm_neg	0.0
3AIBTm_pos	19091.189387608392
3AIB_Dtm_neg	18960.22114289774
3AIB_Dtm_pos	33240.816628527915
3AIBt_pos	19091.189387608392
3AIBtm_pos	19091.189387608392
3DPHBH1_pos	74176.91767609172
3DPHBH2_pos	74207.74211042385
3DSPHR_pos	29758.521455041267
3HAO_pos	76.71737907679253
3HBCDm_neg	0.0
