	exTreg_Spleen_exTreg8_L1
10FTHF5GLUtl_pos	3873.138701632214
10FTHF5GLUtm_pos	6311.43035683453
10FTHF6GLUtl_pos	4682.529086217777
10FTHF6GLUtm_pos	6701.495365216715
10FTHF7GLUtl_pos	5222.122675941485
10FTHF7GLUtm_pos	6962.811696043921
10FTHFtl_neg	3873.138701632214
10FTHFtl_pos	0.0
10FTHFtm_neg	10695.028713555523
10FTHFtm_pos	22709.895744246878
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69737.4010287165
11DOCRTSLtr_neg	69737.40102871653
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72634.82083366386
11DOCRTSTRNtr_neg	72634.82083366386
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48560.72081937302
1MNCAMti_pos	61.66819910088057
1PPDCRp_pos	74.7662660164615
1a25DHVITD3TRn_pos	66784.60208450911
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.064986344150505
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.556850480577157
24_25DHVITD2tm_pos	13.556850480577157
24_25DHVITD3t_pos	66691.95448034232
24_25DHVITD3tm_pos	69385.78741994346
24_25VITD2Hm_pos	13.556850480577157
24_25VITD3Hm_pos	69385.7874199434
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66784.60208450894
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11286.148575393136
2AMACSULT_pos	29480.569797832828
2AMADPTm_pos	8170.067941534414
2DR1PP_pos	6371.938121841149
2HBO_neg	16539.29493393764
2HBO_pos	11.269631477820425
2HBt2_neg	1407.9602618379452
2HBt2_pos	1407.9602618379452
2HCO3_NAt_neg	1556.731441346836
2HCO3_NAt_pos	1556.731441346836
2MB2COAc_neg	0.0
2MB2COAc_pos	19896.944200046964
2MCITt_neg	0.0
2MCITt_pos	25092.307883661062
