	Treg_Spleen_Treg5_L1
10FTHF5GLUtl_pos	3766.9522137014633
10FTHF5GLUtm_pos	6289.036695876848
10FTHF6GLUtl_pos	4514.143257356691
10FTHF6GLUtm_pos	6670.530465377944
10FTHF7GLUtl_pos	5012.270619793509
10FTHF7GLUtm_pos	6925.954849812716
10FTHFtl_neg	3766.9522137014633
10FTHFtl_pos	0.0
10FTHFtm_neg	10657.627430623008
10FTHFtm_pos	22427.0661647791
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	67995.39279300388
11DOCRTSLtr_neg	67995.39279300388
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	70837.67415187715
11DOCRTSTRNtr_neg	70837.67415187715
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	46818.972718001845
1MNCAMti_pos	59.19160987292498
1PPDCRp_pos	73.13444062480691
1a25DHVITD3TRn_pos	65249.03084715886
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	16.94739976464481
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.367250026930755
24_25DHVITD2tm_pos	13.367250026930755
24_25DHVITD3t_pos	65156.38324299214
24_25DHVITD3tm_pos	67713.75925100243
24_25VITD2Hm_pos	13.367250026930755
24_25VITD3Hm_pos	67713.75925100234
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	65249.03084715867
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11062.204477563882
2AMACSULT_pos	28492.84776035126
2AMADPTm_pos	8152.017764427362
2DR1PP_pos	6018.881851024691
2HBO_neg	15836.686353972515
2HBO_pos	10.985576171543375
2HBt2_neg	1294.493640571545
2HBt2_pos	1294.493640571545
2HCO3_NAt_neg	1225.011796155376
2HCO3_NAt_pos	1225.011796155376
2MB2COAc_neg	0.0
2MB2COAc_pos	19716.785898356236
2MCITt_neg	0.0
2MCITt_pos	24688.979654232382
2OXOADOXm_pos	127.78548976557667
2OXOADPTm_neg	8152.017764427361
2OXOADPTm_pos	148.47949756266718
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	44489.10977392428
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	44489.109773924276
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	707.3914334626925
34DHPHEt_neg	707.3914334626925
34DHPHEt_pos	4.406149591757247
34DHPLACOX_NADP__neg	944.5108942340314
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	944.5108942340314
34DHXMANDACOX_NADP__neg	952.6117766274202
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	952.6117766274202
34HPLFM_pos	73558.23129854046
34HPPOR_pos	65256.237986146036
34HPPte_neg	11010.510375578584
34HPPte_pos	7505.21390026541
35CGMPtn_neg	0.0
35CGMPtn_pos	14112.028042980164
3AIBTm_neg	0.0
3AIBTm_pos	18998.098094890724
3AIB_Dtm_neg	18883.533340332247
3AIB_Dtm_pos	32631.514187726094
3AIBt_pos	18998.09809489073
3AIBtm_pos	18998.09809489073
3DPHBH1_pos	73558.23129854046
3DPHBH2_pos	73581.35439565511
3DSPHR_pos	29215.942025964065
3HAO_pos	76.60986659174996
3HBCDm_neg	0.0
3HBCDm_pos	18172.26794236314
3HBCOAHLm_pos	23491.51780507451
3HBCOARc_neg	0.0
3HBCOARc_pos	18172.267942363138
3HCO3_NAt_neg	1798.8150451565252
3HCO3_NAt_pos	1806.4529442198282
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11576.77139844537
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	16624.210593338114
3MOBt2im_pos	6022.570664886383
3MOBte_neg	6.631783815919305
3MOBte_pos	8222.480094531466
3MOPt2im_pos	6022.570664886383
3MOPte_neg	26.181312916704336
3MOPte_pos	8220.054286906032
3MOX4HOXPGALDOX_NADP__neg	944.5108942340314
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	944.5108942340314
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26032.868032543298
3SALAASPm_pos	0.0
3SALACBOXL_pos	12734.43369924608
3SALAOX_pos	33163.95526850409
3SALATAi_pos	20975.579441959613
3SALATAim_pos	26032.86803254329
3SPYRSP_pos	20975.579441959613
3SPYRSPm_pos	26032.86803254329
41R1H2MAE12BOOX_pos	54403.8607065338
41R2A1H12BOOX_pos	44489.10977392428
42A12BOOX_pos	0.0
4ABUTtcn_pos	13201.05259913538
4ABUTtm_neg	16314.272269147597
4ABUTtm_pos	20713.681834869178
4HBZCOAFm_pos	73558.23129854046
4HBZFm_pos	73558.23129854046
4HDEBRISOQUINEte_neg	7.21302516049686
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3399.8079053824786
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15112.614824148875
4HPROLTASCT1_pos	2308.45323120761
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6022.570664886383
4MOPte_neg	8872.35061658868
4MOPte_pos	8213.652506349981
4MPTNLte_neg	0.0
4MPTNLte_pos	78520.29863926605
4MPTNLtm_neg	78520.29863926605
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.583497818099654
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.186948498223376
4NPHSFte_pos	0.0
4NPHSULT_pos	29.186948498223376
4NPHte_neg	0.0
4NPHte_pos	16.94739976464481
4OHPROIMINOtc_pos	2308.45323120761
4PYRDX_pos	10642.099216014749
5ADTSTSTERONEGLCte_pos	91873.39877894735
5ADTSTSTERONEGLCtr_neg	91873.39877894736
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	12722.461816860567
5ADTSTSTERONESte_neg	9.198035000939218
5ADTSTSTERONESte_pos	71565.74858893866
5ADTSTSTERONEte_neg	73548.47558964502
5ADTSTSTERONEte_pos	8.271144333606465
5ADTSTSTERONEtr_neg	44.71258984595882
5ADTSTSTERONEtr_pos	73552.59963588635
5AOPtm_neg	21592.07467891052
5AOPtm_pos	0.0
5DHFtl_pos	3766.9522137014633
5FTHFt2_neg	0.0
5FTHFt2_pos	10.705570955575455
5HLTDL_pos	9.171426026905442
