	exTreg_Lymph_exTreg2_L2
10FTHF5GLUtl_pos	3903.5361989319185
10FTHF5GLUtm_pos	6304.296337051788
10FTHF6GLUtl_pos	4735.597958052565
10FTHF6GLUtm_pos	6692.195986489015
10FTHF7GLUtl_pos	5290.305797466325
10FTHF7GLUtm_pos	6951.981968910017
10FTHFtl_neg	3903.536198931919
10FTHFtl_pos	0.0
10FTHFtm_neg	10741.365790476702
10FTHFtm_pos	23028.645598313633
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	71605.78511032253
11DOCRTSLtr_neg	71605.78511032257
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	74375.87610599704
11DOCRTSTRNtr_neg	74375.87610599704
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	49121.54338292216
1MNCAMti_pos	60.54168656280778
1PPDCRp_pos	74.97311551350175
1a25DHVITD3TRn_pos	68635.2019900386
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.055070671660502
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.650098437901445
24_25DHVITD2tm_pos	13.650098437901445
24_25DHVITD3t_pos	68542.55438587184
24_25DHVITD3tm_pos	71350.39611115924
24_25VITD2Hm_pos	13.650098437901445
24_25VITD3Hm_pos	71350.39611115912
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	68635.20199003836
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11970.861080981875
2AMACSULT_pos	30460.512221431505
2AMADPTm_pos	8169.128979134953
2DR1PP_pos	6619.056765214144
2HBO_neg	16625.171704202334
2HBO_pos	11.55017385788675
2HBt2_neg	1363.6553951821973
2HBt2_pos	1363.6553951821973
2HCO3_NAt_neg	1061.4451163663484
2HCO3_NAt_pos	1061.4451163663484
2MB2COAc_neg	0.0
2MB2COAc_pos	20070.451545653334
2MCITt_neg	0.0
2MCITt_pos	25185.89813830716
2OXOADOXm_pos	129.93584649737747
2OXOADPTm_neg	8169.128979134954
2OXOADPTm_pos	151.96155115019758
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46222.38931704516
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46222.38931704517
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	766.897934527594
34DHPHEt_neg	766.897934527594
34DHPHEt_pos	4.5501384321068645
34DHPLACOX_NADP__neg	2169.3746626485176
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2169.3746626485176
34DHXMANDACOX_NADP__neg	2169.3746626485176
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2169.3746626485176
34HPLFM_pos	76885.04418785998
34HPPOR_pos	69023.8636569155
34HPPte_neg	11081.884906363017
34HPPte_pos	7540.1649097326745
35CGMPtn_neg	0.0
35CGMPtn_pos	14906.618403227081
3AIBTm_neg	0.0
3AIBTm_pos	19072.394822718932
3AIB_Dtm_neg	18971.17156359471
3AIB_Dtm_pos	33303.13847248529
3AIBt_pos	19072.39482271893
3AIBtm_pos	19072.39482271893
3DPHBH1_pos	76885.04418785997
3DPHBH2_pos	76892.67276441016
3DSPHR_pos	31593.893689976172
3HAO_pos	78.78193247433299
3HBCDm_neg	0.0
3HBCDm_pos	18543.952950787992
3HBCOAHLm_pos	24445.727742730447
3HBCOARc_neg	0.0
3HBCOARc_pos	18543.952950787996
3HCO3_NAt_neg	1681.4524437965695
3HCO3_NAt_pos	1629.3601820484457
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11771.319666770485
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17250.197866766335
3MOBt2im_pos	5981.695224613632
3MOBte_neg	6.677078857495505
3MOBte_pos	8252.469857785094
3MOPt2im_pos	5981.695224613632
3MOPte_neg	26.229869324023987
3MOPte_pos	8249.912805758793
3MOX4HOXPGALDOX_NADP__neg	2169.3746626485176
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	2169.3746626485176
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26879.79821400238
3SALAASPm_pos	0.0
3SALACBOXL_pos	13537.674784650926
3SALAOX_pos	35481.866783106954
3SALATAi_pos	21878.167034984086
