	Treg_Spleen_Treg2_L2
10FTHF5GLUtl_pos	3768.7830849247057
10FTHF5GLUtm_pos	6291.065175868959
10FTHF6GLUtl_pos	4516.906039087682
10FTHF6GLUtm_pos	6671.990459422364
10FTHF7GLUtl_pos	5015.654675196332
10FTHF7GLUtm_pos	6927.284518993949
10FTHFtl_neg	3768.7830849247052
10FTHFtl_pos	0.0
10FTHFtm_neg	10676.294471504703
10FTHFtm_pos	22550.559710842088
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	68044.93276987372
11DOCRTSLtr_neg	68044.9327698737
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	70828.24066832889
11DOCRTSTRNtr_neg	70828.24066832887
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47069.66764105474
1MNCAMti_pos	59.36494854616874
1PPDCRp_pos	73.38085130522566
1a25DHVITD3TRn_pos	65314.848487424
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	16.990051615481544
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.44224879415893
24_25DHVITD2tm_pos	13.44224879415893
24_25DHVITD3t_pos	65222.05165948828
24_25DHVITD3tm_pos	67750.7218506188
24_25VITD2Hm_pos	13.44224879415893
24_25VITD3Hm_pos	67750.72185061873
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	65314.84848742383
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11125.976381530505
2AMACSULT_pos	28400.546757711858
2AMADPTm_pos	8155.527886869366
2DR1PP_pos	6004.578994003889
2HBO_neg	15994.269675318259
2HBO_pos	11.00712319108633
2HBt2_neg	1314.3330051451444
2HBt2_pos	1314.3330051451444
2HCO3_NAt_neg	1155.4771502721478
2HCO3_NAt_pos	1155.4771502721478
2MB2COAc_neg	0.0
2MB2COAc_pos	19774.84867153844
2MCITt_neg	0.0
2MCITt_pos	24739.848802880093
2OXOADOXm_pos	128.07244585944593
2OXOADPTm_neg	8155.527886869364
2OXOADPTm_pos	148.9699122069246
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	44488.482906372315
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	44488.48290637233
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	769.1969096525161
34DHPHEt_neg	769.1969096525161
34DHPHEt_pos	4.435536083944286
34DHPLACOX_NADP__neg	1074.6422604610632
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1074.6422604610632
34DHXMANDACOX_NADP__neg	1082.1824102398898
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1082.1824102398898
34HPLFM_pos	73583.97030102697
34HPPOR_pos	65180.767502352755
34HPPte_neg	11076.384803784385
34HPPte_pos	7552.783053045193
35CGMPtn_neg	0.0
35CGMPtn_pos	14013.836399648453
3AIBTm_neg	0.0
3AIBTm_pos	19023.479686281833
