	WT.1012.e_S152_L007_R1_001	WT.911.d_S144_L007_R1_001	Ob.DHA.d_S147_L007_R1_001	WT.b_S126_L007_R1_001
FAOXC2242046m_pos	8.100872552475028	7.924040484918515	8.959480381767449	8.016028241687076
FAOXC2242046x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC2251836m_pos	8.100872552475028	7.924040484918515	8.959480381767449	8.016028241687076
FAOXC2251836x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC2252053m_pos	8.100872552475028	7.924040484918515	8.959480381767449	8.016028241687076
FAOXC2252053x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC226_pos	8.100872552475028	7.924040484918515	8.959480381767449	8.016028241687076
FAOXC226205m_pos	8.100872552475028	7.924040484918515	8.959480381767449	8.016028241687076
FAOXC226205x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC240200x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC241181x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC2442246x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC2452253x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC2452256x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC246226x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC260240x_pos	9.999239003115916	9.742949368993834	10.96264541529833	9.942133255059412
FAOXC80_pos	8.100872552475028	7.924040484918515	8.959480381767449	8.016028241687076
FAS100COA_pos	7.105489516325161	6.985234758083516	9.325121779960714	6.981377002947201
FAS120COA_pos	7.105489516325161	6.985234758083516	9.325121779960714	6.981377002947201
FAS140COA_pos	7.105489516325161	6.985234758083516	9.325121779960714	6.981377002947201
FAS160COA_pos	7.105489516325161	6.985234758083516	9.325121779960714	6.981377002947201
FAS180COA_pos	7.105489516325161	6.985234758083516	9.325121779960714	6.981377002947201
FAS80COA_L_pos	6.884842093799463	6.764738923023377	9.103104180993917	6.7608862427849115
FATP1t_pos	4.072963271555224	4.128458384146928	5.1586601753464985	4.121844297876376
FATP1t_neg	4.072963271555224	4.128458384146928	5.1586601753464985	4.121844297876376
FATP2t_pos	2.2078928516413328	2.111031312388744	2.594548549550354	2.1858665453113337
FATP2t_neg	2.2078928516413328	2.111031312388744	2.594548549550354	2.1858665453113337
FATP3t_pos	2.2078928516413328	2.111031312388744	2.594548549550354	2.1858665453113337
FATP3t_neg	2.2078928516413328	2.111031312388744	2.594548549550354	2.1858665453113337
FATP4t_pos	9.021229854799861	8.927748337650039	8.804615065824963	8.773534863100512
FATP4t_neg	9.021229854799861	8.927748337650039	8.804615065824963	8.773534863100512
FATP5t_pos	9.021229854799861	8.927748337650039	8.804615065824963	8.773534863100512
FATP5t_neg	9.021229854799861	8.927748337650039	8.804615065824963	8.773534863100512
FATP6t_pos	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP6t_neg	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP7t_pos	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP7t_neg	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP8t_pos	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP8t_neg	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP9t_pos	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FATP9t_neg	10.53194673025023	10.28316940103059	10.324641865184653	10.257623557919201
FBA_pos	11.387586565819353	11.457842549697038	13.468925633415074	11.277240898332067
FBA_neg	11.387586565819353	11.457842549697038	13.468925633415074	11.277240898332067
FBA2_pos	11.387586565819353	11.457842549697038	13.468925633415074	11.277240898332067
FBA2_neg	11.387586565819353	11.457842549697038	13.468925633415074	11.277240898332067
FBA4_pos	11.387586565819353	11.457842549697038	13.468925633415074	11.277240898332067
FBA4_neg	11.387586565819353	11.457842549697038	13.468925633415074	11.277240898332067
FBA5_pos	11.334116826548062	11.415905461588295	13.448322832507502	11.21863588371276
FBA5_neg	11.334116826548062	11.415905461588295	13.448322832507502	11.21863588371276
FBP_pos	9.511574776290214	9.574347538688388	10.887159676692862	9.524620067017668
FBP26_pos	9.588264894307498	9.658407875886844	10.916125780858712	9.606608785832151
FCLTm_pos	6.544423562189419	6.182493674945368	6.1430260038899736	5.955126781261366
FCOAH_pos	0.0	0.0	0.0	0.0
FDH_pos	8.975389441908327	9.244982170376552	9.386789395536862	8.912170802949953
FE2t_pos	0.0	0.0	0.0	0.0
FE2tm_pos	0.0	0.0	0.0	0.0
FE3R2e_pos	0.21412480535284734	0.2630344058337938	0.08406426478847456	0.15055967657538138
FK_pos	2.6667565918848033	2.6182386555954547	2.533563348214512	2.1984941536390834
FKYNH_pos	0.0	0.0	0.0	0.0
FMNAT_pos	4.526068811667588	4.503984703897613	4.685379551959075	4.400537929583729
FOLR2_pos	3.465974464504069	3.611172380044005	3.8032270364349277	3.4724877714627436
FOLt2_pos	2.241840183564671	2.5160151470036647	3.2883585621936606	2.01435529297707
FOLt2_neg	2.241840183564671	2.5160151470036647	3.2883585621936606	2.01435529297707
FORMCOAtx_pos	0.0	0.0	0.0	0.0
FORMCOAtx_neg	0.0	0.0	0.0	0.0
FORt2m_pos	0.0	0.0	0.0	0.0
FORt2m_neg	0.0	0.0	0.0	0.0
FORtr_pos	0.0	0.0	0.0	0.0
FORtr_neg	0.0	0.0	0.0	0.0
FORtrn_pos	0.0	0.0	0.0	0.0
FORtrn_neg	0.0	0.0	0.0	0.0
FPGS_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS2_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS2m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS3_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS3m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS4_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS4m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS5_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS5m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS6_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS6m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS7_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS7m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS8_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS8m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS9_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGS9m_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FPGSm_pos	6.245267466519513	6.465484779018499	6.522620761042079	6.710530952499185
FRDPtc_pos	0.0	0.0	0.0	0.0
FRDPtc_neg	0.0	0.0	0.0	0.0
FRDPtr_pos	0.0	0.0	0.0	0.0
FRDPtr_neg	0.0	0.0	0.0	0.0
FRTT_pos	3.130930869826449	3.523561956057013	3.2720231890610485	2.765534746362977
FRUt1r_pos	7.63713201197683	7.479052671322635	7.80967167790706	7.114991613333595
FRUt1r_neg	7.63713201197683	7.479052671322635	7.80967167790706	7.114991613333595
FRUt4_pos	0.0	0.2630344058337938	0.22650852980867975	0.0
FRUt4_neg	0.0	0.2630344058337938	0.22650852980867975	0.0
FT_pos	0.0	0.0	0.0	0.0
FTCD_pos	8.180804278114117	8.092968509324141	8.064473328753415	8.026578770127715
FTHFCL_pos	4.5229345609434555	4.316145742293356	4.678071905112637	4.576522137920503
FTHFDH_pos	8.975389441908327	9.244982170376552	9.386789395536862	8.912170802949953
FTHFL_pos	6.798439398827793	6.745102846458163	6.638942668908808	6.423410093269615
FTHFLm_pos	6.8003822483033805	6.747924416238441	6.675674815601082	6.426432500186955
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCASE2e_pos	2.1953475983222193	2.3362833878644325	3.032100843167024	1.9068905956085185
FUCASE2ly_pos	5.41886457739032	5.088735246190284	5.84197311892718	5.2024177215751815
FUCASEe_pos	2.1953475983222193	2.3362833878644325	3.032100843167024	1.9068905956085185
FUCASEly_pos	5.41886457739032	5.088735246190284	5.84197311892718	5.2024177215751815
FUCFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGALGBSIDEte_pos	0.0	0.0	0.0	0.0
FUCGALGBSIDEte_neg	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
FUCtly_pos	0.0	0.0	0.0	0.0
FUM_pos	0.0	0.0	0.0	0.0
FUM_neg	0.0	0.0	0.0	0.0
FUMAC_pos	8.951109832241636	8.961160258136639	8.943364623848955	8.845019530189793
FUMm_pos	0.0	0.0	0.0	0.0
FUMm_neg	0.0	0.0	0.0	0.0
FUMSO3tm_pos	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMSO3tm_neg	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMSO4tm_pos	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMSO4tm_neg	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMtm_pos	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMtm_neg	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMTSULtm_pos	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUMTSULtm_neg	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
FUT11g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT12g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT14g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT15g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT16g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT17g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT18g_pos	0.5655971758542251	0.0	0.5849625007211562	0.27500704749986976
FUT31g_pos	0.0	0.0	0.0	0.0
FUT32g_pos	0.0	0.0	0.0	0.0
FUT33g_pos	0.0	0.0	0.0	0.0
FUT34g_pos	0.0	0.0	0.0	0.0
FUT35g_pos	0.0	0.0	0.0	0.0
FUT910g_pos	0.0	0.0	0.0	0.0
FUT911g_pos	0.0	0.0	0.0	0.0
FUT91g_pos	0.0	0.0	0.0	0.0
FUT92g_pos	0.0	0.0	0.0	0.0
FUT93g_pos	0.0	0.0	0.0	0.0
FUT94g_pos	0.0	0.0	0.0	0.0
FUT95g_pos	0.0	0.0	0.0	0.0
FUT96g_pos	0.0	0.0	0.0	0.0
FUT97g_pos	0.0	0.0	0.0	0.0
FUT98g_pos	0.0	0.0	0.0	0.0
FUT99g_pos	0.0	0.0	0.0	0.0
G12MT1_L_pos	0.0	0.0	0.0	0.0
G12MT1_U_pos	0.0	0.0	0.0	0.0
G12MT2_L_pos	0.0	0.0	0.0	0.0
G12MT2_U_pos	0.0	0.0	0.0	0.0
G13MT_L_pos	2.5459683691052923	2.8011586560936985	3.5160151470036647	2.456806149230474
G13MT_U_pos	2.5459683691052923	2.8011586560936985	3.5160151470036647	2.456806149230474
G14T10g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.6194130105979365
G14T11g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T12g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T13g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T14g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T15g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T16g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T17g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T18g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T19g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.6194130105979365
G14T20g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T21g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T2g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T3g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T4g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T5g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.6194130105979365
G14T6g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T7g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T8g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14T9g_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.619413010597937
G14Tg_pos	5.375387026828883	5.238022517825721	4.995936703504587	4.6194130105979365
G16MT_L_pos	0.0	0.0	0.0	0.0
G16MT_U_pos	0.0	0.0	0.0	0.0
G1M6MASNB1terg_pos	0.0	0.0	0.0	0.0
G1M7MASNBterg_pos	0.0	0.0	0.0	0.0
G1M7MASNCterg_pos	0.0	0.0	0.0	0.0
G1M8MASNterg_pos	0.0	0.0	0.0	0.0
G1PTT_pos	0.0	0.0	0.0	0.0
G2M8MASNterg_pos	0.0	0.0	0.0	0.0
G3M8MASNterg_pos	0.0	0.0	0.0	0.0
G3PD1_pos	7.409645506918745	7.043410128159079	8.788065750957793	7.52097219082549
G3PD1_neg	7.409645506918745	7.043410128159079	8.788065750957793	7.52097219082549
G3PD2m_pos	3.9155209007519587	3.7070829917717063	4.583759753639499	3.700439718141092
G5SADrm_pos	0.0	0.0	0.0	0.0
G5SADrm_neg	0.0	0.0	0.0	0.0
G5SADs_pos	0.0	0.0	0.0	0.0
G5SDym_pos	0.5160151470036647	0.5945485495503542	1.6599245584023783	0.8953026213333066
G6PDA_pos	4.154615611326894	4.1945598860226125	4.758089934201813	3.651912744645783
G6PDH1rer_pos	7.5060496682503235	7.206526015877427	6.951168128838912	7.125878364429871
G6PDH1rer_neg	7.5060496682503235	7.206526015877427	6.951168128838912	7.125878364429871
G6PDH2r_pos	0.0	0.0	0.0	0.0
G6PDH2r_neg	0.0	0.0	0.0	0.0
G6PDH2rer_pos	7.5060496682503235	7.206526015877427	6.951168128838912	7.125878364429871
G6PDH2rer_neg	7.5060496682503235	7.206526015877427	6.951168128838912	7.125878364429871
G6PPer_pos	7.9684364043347875	8.026689418978547	7.696063385845953	7.756089247373222
G6Pter_pos	6.730639955916791	6.978081198189155	6.988116584760143	6.567119487951671
G6Pter_neg	6.730639955916791	6.978081198189155	6.988116584760143	6.567119487951671
GABAVESSEC_pos	0.0	0.0	0.0	0.0
GACMTRc_pos	7.8400225529032195	7.829532477041399	8.156892073634179	7.721987779242066
GACMTRc_neg	7.8400225529032195	7.829532477041399	8.156892073634179	7.721987779242066
GACPAILter_pos	0.0	0.0	0.0	0.0
GAL3ST11_pos	0.9107326619029126	0.722466024471091	3.656496370553495	0.6040713236688608
GAL3ST12_pos	0.9107326619029126	0.722466024471091	3.656496370553495	0.6040713236688608
GALACGLCGALGBSIDEte_pos	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_neg	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
GALASE10ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE11ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE12ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE13ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE14ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE15ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE16ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE17ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE18ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE19ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE1ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE20ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE3ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE4ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE5ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE6ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE7ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE8ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALASE9ly_pos	5.744766577421634	5.584737062008159	6.060912049587873	5.811856314292545
GALC_pos	1.7739963251111732	1.8155754288625725	2.2957230245399685	1.752748591407134
GALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_pos	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_neg	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_pos	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_neg	0.0	0.0	0.0	0.0
GALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALGLUSIDEtl_pos	0.0	0.0	0.0	0.0
GALGLUSIDEtl_neg	0.0	0.0	0.0	0.0
GALGT1_pos	5.968090752045256	6.048977225226046	5.9356954630318395	5.884597920990064
GALGT2_pos	5.968090752045256	6.048977225226046	5.9356954630318395	5.884597920990064
GALGT3_pos	5.968090752045256	6.048977225226046	5.9356954630318395	5.884597920990064
GALGT4_pos	5.968090752045256	6.048977225226046	5.9356954630318395	5.884597920990064
GALK_pos	5.380244590478186	5.331275267146615	6.7805725742630365	5.53013318439181
GALNACT1g_pos	2.7506065048355923	2.5160151470036647	2.713695814843359	2.160274831408593
GALNACT2g_pos	3.5323169593327655	3.0125686735030555	3.247168000374773	2.8845979209900645
GALNACT3g_pos	3.5323169593327655	3.0125686735030555	3.247168000374773	2.8845979209900645
GALNACT4g_pos	3.5323169593327655	3.0125686735030555	3.247168000374773	2.8845979209900645
GALNACT5g_pos	3.5323169593327655	3.0125686735030555	3.247168000374773	2.8845979209900645
GALNTg_pos	5.8270568365001525	5.6656201640663815	6.070603998681302	5.418527302101609
GALOR_pos	7.925880770993272	7.7114949066500875	8.793603309279407	7.989820220117596
GALOR_neg	7.925880770993272	7.7114949066500875	8.793603309279407	7.989820220117596
GALSIDEtg_pos	0.0	0.0	0.0	0.0
GALSIDEtg_neg	0.0	0.0	0.0	0.0
GALSIDEtl_pos	0.0	0.0	0.0	0.0
GALSIDEtl_neg	0.0	0.0	0.0	0.0
GALT_pos	5.9620862498506435	6.048541365693761	6.177718511162183	6.036503333738988
GALT_neg	5.9620862498506435	6.048541365693761	6.177718511162183	6.036503333738988
GALt1r_pos	7.648824921523403	7.502792032462974	7.844486087757799	7.168722254360655
GALt1r_neg	7.648824921523403	7.502792032462974	7.844486087757799	7.168722254360655
GALt2_2_pos	0.6959938131099002	0.4005379295837288	1.0	0.5160151470036647
GALt2_2_neg	0.6959938131099002	0.4005379295837288	1.0	0.5160151470036647
GALT2g_pos	0.8875252707415875	1.0772429989324606	1.1890338243900171	0.5558161550616397
GALt4_pos	0.0	1.1505596765753812	1.0071955014042038	0.0
GALt4_neg	0.0	1.1505596765753812	1.0071955014042038	0.0
GALTg_pos	3.3950627995175777	3.0	3.3248106034204836	3.2600256559614555
GALtly_pos	0.0	0.0	0.0	0.0
GALU_pos	8.140267406250215	8.025471814621179	8.608772287923516	7.284477117810423
GALU_neg	8.140267406250215	8.025471814621179	8.608772287923516	7.284477117810423
GAMt1r_pos	7.5440371018616705	7.406077421734226	7.794025896070427	7.071462362556624
GAMt1r_neg	7.5440371018616705	7.406077421734226	7.794025896070427	7.071462362556624
GAMYe_pos	4.900625332536066	4.644433152406245	4.720278465233327	4.534186139090097
GAO1_pos	5.224580566083445	5.087887100933117	5.168722254360655	5.108524456778169
GAO1g_pos	5.224580566083445	5.087887100933117	5.168722254360655	5.108524456778169
GAO2_pos	5.224580566083445	5.087887100933117	5.168722254360655	5.108524456778169
GAO2g_pos	5.224580566083445	5.087887100933117	5.168722254360655	5.108524456778169
GAPD_pos	9.653006259083893	9.922153239309578	11.285413778872352	9.835387257488781
GAPD_neg	9.653006259083893	9.922153239309578	11.285413778872352	9.835387257488781
GARFT_pos	3.690417095532466	3.569248029867182	3.476381687567235	3.5741015080893894
GARFT_neg	3.690417095532466	3.569248029867182	3.476381687567235	3.5741015080893894
GASNASE2ly_pos	4.089159131911238	4.112700132749362	4.894332742277694	4.14649230697719
GASNASE3ly_pos	4.089159131911238	4.112700132749362	4.894332742277694	4.14649230697719
GASNASEly_pos	4.089159131911238	4.112700132749362	4.894332742277694	4.14649230697719
GBA_pos	4.28909670241999	3.9212458885855885	4.560714954474479	4.008092420948722
GBAl_pos	4.28909670241999	3.9212458885855885	4.560714954474479	4.008092420948722
GBGT1_pos	0.32192809488736235	0.5058909297299573	0.2630344058337938	0.43295940727610627
GBSIDEte_pos	0.0	0.0	0.0	0.0
GBSIDEte_neg	0.0	0.0	0.0	0.0
GBSIDEtl_pos	0.0	0.0	0.0	0.0
GBSIDEtl_neg	0.0	0.0	0.0	0.0
