	Tcon_Spleen_Tcon3_L2
10FTHF5GLUtl_pos	3816.488803524112
10FTHF5GLUtm_pos	6304.409803190263
10FTHF6GLUtl_pos	4593.206013970296
10FTHF6GLUtm_pos	6692.345753915446
10FTHF7GLUtl_pos	5111.017487601082
10FTHF7GLUtm_pos	6951.955312113756
10FTHFtl_neg	3816.488803524112
10FTHFtl_pos	0.0
10FTHFtm_neg	10671.590499803298
10FTHFtm_pos	22576.872082476573
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69042.36420258986
11DOCRTSLtr_neg	69042.36420258984
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71746.62231304831
11DOCRTSTRNtr_neg	71746.62231304828
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47097.950370500796
1MNCAMti_pos	60.30766072832423
1PPDCRp_pos	74.31114261090421
1a25DHVITD3TRn_pos	66157.22220657679
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.03983526181296
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.63712200484016
24_25DHVITD2tm_pos	13.63712200484016
24_25DHVITD3t_pos	66064.57460241004
24_25DHVITD3tm_pos	68913.82294292838
24_25VITD2Hm_pos	13.63712200484016
24_25VITD3Hm_pos	68913.82294292835
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66157.22220657661
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11112.206284870446
2AMACSULT_pos	28967.187955558507
2AMADPTm_pos	8163.334653850647
2DR1PP_pos	6225.9564842908985
2HBO_neg	16115.663900248996
2HBO_pos	11.12230678420924
2HBt2_neg	1441.8094406055209
2HBt2_pos	1441.8094406055209
2HCO3_NAt_neg	1291.2588847164927
2HCO3_NAt_pos	1291.2588847164927
2MB2COAc_neg	0.0
2MB2COAc_pos	19854.77450585191
2MCITt_neg	0.0
2MCITt_pos	24920.89802274502
2OXOADOXm_pos	128.6538446385448
2OXOADPTm_neg	8163.334653850647
2OXOADPTm_pos	150.40422839910246
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45679.1166946149
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45679.116694614895
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	756.0033717680853
34DHPHEt_neg	756.0033717680853
34DHPHEt_pos	4.950698744407083
34DHPLACOX_NADP__neg	1650.1510581560874
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1650.1510581560874
34DHXMANDACOX_NADP__neg	1650.1510581560874
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1650.1510581560874
34HPLFM_pos	74390.98555311919
34HPPOR_pos	66093.65884636185
34HPPte_neg	11086.854388457916
34HPPte_pos	7604.881509334714
35CGMPtn_neg	0.0
35CGMPtn_pos	14551.48906198561
3AIBTm_neg	0.0
3AIBTm_pos	19102.800133404355
3AIB_Dtm_neg	18979.560291583955
3AIB_Dtm_pos	33606.60721735
3AIBt_pos	19102.80013340435
3AIBtm_pos	19102.80013340435
3DPHBH1_pos	74390.9855531192
3DPHBH2_pos	74401.88492489087
3DSPHR_pos	29769.405271576885
3HAO_pos	77.3904578916831
3HBCDm_neg	0.0
3HBCDm_pos	18276.005690837042
3HBCOAHLm_pos	24125.5241052107
3HBCOARc_neg	0.0
3HBCOARc_pos	18276.005690837035
3HCO3_NAt_neg	1899.3438901186269
3HCO3_NAt_pos	1919.0902611436081
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12161.650082537455
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17127.1923880826
3MOBt2im_pos	6018.791722645747
3MOBte_neg	6.65801087679126
3MOBte_pos	8352.90587621088
3MOPt2im_pos	6018.791722645747
3MOPte_neg	26.211020937199066
3MOPte_pos	8350.335470600254
3MOX4HOXPGALDOX_NADP__neg	1650.1510581560874
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1650.1510581560874
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26218.120125393994
3SALAASPm_pos	0.0
3SALACBOXL_pos	12886.279286635398
3SALAOX_pos	33755.69565883924
3SALATAi_pos	21132.99204273961
3SALATAim_pos	26218.120125393998
3SPYRSP_pos	21132.99204273961
3SPYRSPm_pos	26218.120125393998
41R1H2MAE12BOOX_pos	55578.77016041084
41R2A1H12BOOX_pos	45679.116694614895
42A12BOOX_pos	0.0
4ABUTtcn_pos	13462.283879416611
4ABUTtm_neg	16387.31589167503
4ABUTtm_pos	20778.364893299007
4HBZCOAFm_pos	74390.98555311916
4HBZFm_pos	74390.98555311916
4HDEBRISOQUINEte_neg	7.46477723770694
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4122.754547022615
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15917.85584153483
4HPROLTASCT1_pos	2432.6454986354297
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6018.791722645747
4MOPte_neg	8880.683569665398
4MOPte_pos	8343.604614098946
4MPTNLte_neg	0.0
4MPTNLte_pos	79426.83344539686
4MPTNLtm_neg	79426.83344539684
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.624016624213514
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.348923094929802
4NPHSFte_pos	0.0
4NPHSULT_pos	29.348923094929802
4NPHte_neg	0.0
4NPHte_pos	17.03983526181296
4OHPROIMINOtc_pos	2432.6454986354297
4PYRDX_pos	10817.400816491403
5ADTSTSTERONEGLCte_pos	92937.25892366165
5ADTSTSTERONEGLCtr_neg	92937.25892366168
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13228.49603589395
5ADTSTSTERONESte_neg	9.306483818467507
5ADTSTSTERONESte_pos	72535.03082799823
5ADTSTSTERONEte_neg	74574.0080920707
5ADTSTSTERONEte_pos	8.209702775094872
5ADTSTSTERONEtr_neg	45.28024185319308
5ADTSTSTERONEtr_pos	74576.19469088287
5AOPtm_neg	21768.84208489357
5AOPtm_pos	0.0
5DHFtl_pos	3816.488803524112
5FTHFt2_neg	0.0
5FTHFt2_pos	10.77743119357034
5HLTDL_pos	10.09573353086896
5HOMEPRAZOLEte_neg	7.624016624213514
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.439983892934318
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21126.80857526307
5MTAte_pos	17221.50272251647
5MTHFt2_neg	2098.736793119917
5MTHFt2_pos	2098.736793119917
5MTHFt2le_neg	2297.4735862398343
5MTHFt2le_pos	2297.4735862398343
5MTHFt_neg	2098.736793119917
5MTHFt_pos	1900.0
5OXPROt_neg	16581.533444595865
5OXPROt_pos	9608.174148997376
5THFtl_pos	3816.488803524112
5THFtm_pos	6304.409803190263
6DHFtl_pos	4593.206013970296
6DHFtm_pos	6692.345753915444
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	69626.8307385241
6HTSTSTERONEtr_neg	69626.8307385241
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4593.206013970296
6THFtm_pos	6692.345753915444
7DHCHSTEROLtr_neg	12743.521016188617
7DHCHSTEROLtr_pos	112112.31315261376
7DHFtl_pos	5111.017487601082
7DHFtm_pos	6951.955312113756
7THFtl_pos	5111.0174876010815
7THFtm_pos	6951.955312113754
A4GALTc_pos	0.0
A4GALTg_pos	15514.814988868598
