	exTreg_Lymph_exTreg1_L1
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1182.4450714098457
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1182.4450714098457
ACGPID_pos	55.77001557711071
ACGSm_pos	0.0
ACHEe_pos	9105.43250789647
ACHVESSEC_pos	5806.45240191443
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	12546.912945444898
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	15481.18185184853
ACN13ACNGALGBSIDEtg_neg	15481.181851848527
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	15481.18185184853
ACN23ACNGALGBSIDEtg_neg	15481.181851848527
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	17663.380054529785
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	17663.38005452979
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15487.257630661801
ACNACNGALGBSIDEtg_neg	15487.257630661798
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	10514.477279880763
ACNAM9PL_pos	11075.025779130845
ACNAMPH_pos	11075.025779130845
ACNAMlt_neg	24114.863605581544
ACNAMlt_pos	0.0
ACNAMtn_pos	8855.845356518268
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14070.660213530595
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14070.66021353059
ACNMLr_neg	28052.77745502212
ACNMLr_pos	11075.025779130845
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37438.3015998995
ACOAD8m_pos	2850.0
ACOAD9m_pos	24787.057013463094
ACOAHi_pos	6194.62802111617
ACOAO7p_pos	37518.743582783456
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	92020.32036573427
ACOX2x_pos	82336.53769228139
ACP1_FMN__pos	5375.589238895531
ACRNtm_pos	9102.46119935914
ACS2_pos	6148.372143900422
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6194.628021116169
ACSm_pos	8904.981200494558
ACTLMO_pos	6420.292032099338
ACTNMO_pos	24464.932352516214
ACYP_pos	4390.670266123537
ACt2m_neg	9715.165652900581
ACt2m_pos	9558.28401585067
ACt2r_neg	2304.600070012143
ACt2r_pos	2327.4771846312874
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	9839.816184316574
ADAe_pos	10676.61040339712
ADCim_pos	17751.024436146145
ADEt_neg	6731.7080050814775
ADEt_pos	36404.83138941492
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	1643.4498357632701
ADK1_pos	1643.4498357632701
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	1643.4498357632701
ADK3_pos	1643.4498357632701
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	1643.4498357632701
ADKd_pos	1643.4498357632701
ADMDC_pos	20932.4385475604
ADNCYC_pos	5730.626763724293
ADNK1_pos	4992.9056437534655
ADNK1m_pos	3667.7001120242985
ADNK3_pos	5730.987255705526
ADNK4_pos	5731.0587388156755
ADNt4_pos	530.1839116477081
ADNt5le_pos	1534.8859825019908
ADNt_neg	530.1839116477081
ADNt_pos	1208.7179799685446
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10400.221149819865
ADNtm_pos	13878.475432718307
ADPACDAc_pos	13140.187538451575
ADPACTD_neg	0.0
ADPACTD_pos	13140.187538451575
ADPCOACROT_neg	13140.187538451575
ADPCOACROT_pos	89795.59110392263
ADPCOAPTE_pos	13140.187538451575
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	12243.558495407502
ADPRDPm_pos	0.0
ADPRIBt_pos	23.124807615449193
ADPT_pos	6563.672046574484
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	17.99493959775608
ADRNCOAtx_pos	22994.062680100276
ADRNCPT1_pos	712.5878292690342
ADRNCPT2_pos	712.5878292690342
ADRNCRNt_pos	712.5878292690342
ADRNLPVESSEC_pos	46310.688632515004
ADRNt_neg	1409.5301576302481
ADRNt_pos	1328.586361902312
ADSELK_pos	0.0
ADSK_pos	4804.61073331973
ADSL1_pos	14236.719343037592
ADSL2_pos	32299.097090267467
ADSS_pos	14236.719343037592
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.493249094334864
AG13T10g_pos	14328.63586193815
AG13T11g_pos	14328.63586193815
AG13T12g_pos	14328.63586193815
AG13T13g_pos	14328.63586193815
AG13T14g_pos	14328.63586193815
AG13T15g_pos	14328.63586193815
AG13T16g_pos	9990.903696519803
AG13T17g_pos	9990.903696519803
AG13T18g_pos	9990.903696519803
AG13T1g_pos	10058.7718912347
AG13T2g_pos	10058.7718912347
AG13T3g_pos	10058.7718912347
AG13T4g_pos	14328.63586193814
AG13T5g_pos	14328.63586193814
AG13T6g_pos	14328.63586193814
AG13T7g_pos	14328.63586193814
AG13T8g_pos	14328.63586193814
AG13T9g_pos	14328.63586193814
AGDC_pos	6617.316817354516
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	44665.74070491487
AGPAT1_pos	15848.921688306053
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12423.228565655516
AGTix_pos	16683.916953326647
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	33534.13502280237
AHCYSte_pos	13222.083573557506
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6577.085877120161
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12546.474216697821
AHEXASE2ly_pos	23154.462550395696
AHEXASEly_pos	23820.420427813366
AICART_neg	17550.463555781564
AICART_pos	16452.924133687688
AICARte_neg	17550.46355578157
AICARte_pos	16452.924133687688
AIRCr_neg	0.0
AIRCr_pos	32299.09709026747
AK2LGCHOLt_neg	7.943946422304737
AK2LGCHOLt_pos	10484.78280822658
AKGDm_pos	18163.87823964034
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	1717.1901800189307
AKGt4_3_pos	2584.6166720024044
AKGtp_neg	0.0
AKGtp_pos	76.95755839264163
AKR1C1_pos	78100.23988030247
AKR1C41_pos	2270.86677939741
AKR1C42_pos	2270.86677939741
AKR1D2_pos	91707.98760337276
AKR1D_pos	16149.109785866864
ALA-DTDe_pos	1341.2446877405869
ALAALACNc_neg	0.0
ALAALACNc_pos	9243.870040449647
ALAALAPEPT1tc_pos	9243.870040449649
ALAASNNaEx_pos	503.1889076468798
ALAATB0tc_pos	1384.9736724180566
ALACYSNaEx_pos	503.1889076468798
ALADGLNexR_neg	438.0917640441799
ALADGLNexR_pos	438.0917640441799
ALADGLYexR_neg	438.0917640441799
ALADGLYexR_pos	438.0917640441799
ALAGLNNaEx_pos	456.45844363332844
ALAGLNexR_neg	421.6127357905912
ALAGLNexR_pos	421.6127357905912
ALAGLYexR_neg	415.346338342657
ALAGLYexR_pos	415.346338342657
ALAR_neg	3.1109075333537524
ALAR_pos	5023.354740005188
ALASERNaEx_pos	503.1889076468798
ALASm_pos	2850.0
ALATA_L_neg	6017.024551606518
ALATA_L_pos	4825.345041391808
ALATHRNaEx_pos	503.1889076468798
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	669.284649435382
ALAt2r_pos	764.0597991658128
ALAt4_pos	524.8397411142978
ALAtN1_neg	1051.1777381124382
ALAtN1_pos	1115.2480142365125
ALAyLATthc_pos	669.284649435382
ALCD1_neg	6721.947945943328
ALCD1_pos	14.991959186752437
ALCD21_D_pos	923.8138364744154
ALCD21_L_pos	1853.167757572678
ALCD22_D_pos	1223.5827376359373
ALCD22_L_pos	1853.167757572678
ALCD2if_pos	6.685890467819281
ALCD2yf_pos	6.532781894565115
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	76.95755839264164
ALDD2x_pos	9934.681518254363
ALDD2xm_pos	14236.917964948563
ALDD2y_pos	9416.51827636636
ALDSTRNte_neg	0.0
ALDSTRNte_pos	69215.48117310731
ALDSTRNtm_neg	69215.4811731073
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3910.770163693057
ALOX5_pos	127.11974445117238
ALR2_pos	1853.167757572678
ALR3_pos	1853.167757572678
AMACR2p_pos	28243.003932650903
AMACR2r_pos	0.0
AMACRp_pos	82336.53769228139
AMACRr_pos	0.0
AMANK_pos	11075.025779130845
AMCOXO_pos	76.36632701756321
AMETr_neg	0.0
AMETr_pos	6577.085877120162
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	9752.294712667843
AMPTASECG_pos	10838.465054973196
AMPTASECGe_pos	13999.642957907843
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	11.736298288183974
AMY2e_pos	11.736298288183974
ANDRSTRNGLCte_pos	90697.60423613196
ANDRSTRNGLCtr_neg	90697.60423613194
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	73296.80819612357
ANDRSTRNte_pos	18.94512483631168
ANDRSTRNtr_neg	18.945124836311685
ANDRSTRNtr_pos	73296.80819612354
ANTHte_neg	13.583815815226718
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.426529794712943
AOBUTDsm_pos	17255.392921884137
AP4AH1_pos	0.0
APAT2rm_neg	24139.140994762478
APAT2rm_pos	19591.452213810746
APNNOXte_neg	7.063326929592345
APNNOXte_pos	0.0
APOCF_pos	9376.186483876374
APOCFm_pos	11329.369319231824
APOC_LYS_BTNP_pos	9376.186483876374
APOC_LYS_BTNPm_pos	11329.369319231824
APPNNte_neg	0.0
APPNNte_pos	7.063326929592345
APRGSTRNte_neg	78100.23988030264
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.017598604211451
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.017598604211451
ARACHCOAtx_neg	49412.722763083606
ARACHCOAtx_pos	18600.532090890396
ARACHCPT1_pos	26762.839045608544
ARACHCPT2_pos	26762.839045608544
ARACHCRNt_pos	26762.839045608544
ARACHDCOAtx_neg	6155.209253982973
ARACHDCOAtx_pos	377.0154590682585
ARACHDt2_neg	715.5860789183024
ARACHDt2_pos	634.642283190366
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	7282.371079305918
ARACHt_neg	1409.5301576302481
ARACHt_pos	1328.586361902312
ARGATB0tc_pos	1463.2374427631162
ARGDCm_pos	44665.74070491487
ARGLYSex_pos	520.4157112836616
ARGN_pos	27890.456265040044
ARGNm_pos	28279.36623966433
ARGSL_neg	0.0
ARGSL_pos	23084.84361631547
ARGSS_pos	23084.84361631547
ARGt4_pos	1271.9860065752068
ARGtiDF_pos	651.3737515048093
ARGtm_neg	3515.333640344152
ARGtm_pos	2850.0
ARSA_pos	46280.28430692357
ARTCOAL1_pos	7241.439675438618
ARTCOAL2_pos	7241.439675438622
ARTCOAL3_pos	7241.439675438618
ASAH1_pos	50279.99715042448
ASCBOX_pos	18370.452383815034
ASCBSVCTtc_pos	5137.1852273696595
ASCBt4_neg	1235.9469197840606
ASCBt4_pos	1494.8840037133116
ASCBt_neg	1494.8840037133116
ASCBt_pos	1413.9402079853753
ASNALANaEx_pos	503.1889076468798
ASNATB0tc_pos	1371.959483977255
ASNCYSNaEx_pos	503.1889076468798
ASNGLNNaEx_pos	503.1889076468798
ASNNm_pos	14997.333526054943
ASNPHELAT2tc_pos	308.5748752337129
ASNS1_pos	11608.170289983265
ASNSERNaEx_pos	503.1889076468798
ASNTHRNaEx_pos	503.1889076468798
ASNt4_pos	586.0863208298933
ASNtN1_neg	1018.8183572159498
ASNtN1_pos	1161.978478250064
ASNtm_pos	14997.333526054943
ASP1DC_pos	12661.439941528728
ASPCTr_neg	0.0
ASPCTr_pos	28258.54865580273
ASPDTDe_neg	15.607962315574584
ASPDTDe_pos	2706.630720829883
ASPDt6_pos	2706.630720829883
ASPDxt_neg	15.607962315574586
ASPDxt_pos	0.0
ASPGLUm_pos	8448.936474556518
ASPNATm_pos	17246.360013985257
ASPPROASCT1_pos	2475.247796880513
ASPTA_neg	8611.016122751062
ASPTA_pos	8832.601445741011
ASPTAm_neg	8833.602858218068
ASPTAm_pos	18394.86197396701
ASPt6_pos	2706.630720829883
ASPte_pos	1674.3069404880966
ATP1ter_neg	0.0
ATP1ter_pos	8336.174889966234
ATP2ter_neg	5262.111842576108
ATP2ter_pos	5262.111842576108
ATPH1e_pos	23145.447109963636
ATPH2e_pos	3.308314439205442
ATPS4m_pos	3920.143654507354
ATPasel_pos	29862.412442711713
ATPtm_pos	3084.484352339514
ATPtn_neg	0.0
ATPtn_pos	11324.888816335782
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	5848.257655469015
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	23532.52363124953
Asn_X_Ser_Thrtr_neg	23106.366632728124
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	14897.627284181262
B3GALT41g_pos	17681.03108545497
B3GALT42g_pos	18367.33044504495
B3GALT43g_pos	18921.24084803787
B3GALT44g_pos	19506.500624788147
B3GALT5g_pos	13377.804790340091
B3GALTg_pos	15041.474081746424
B3GNT11g_pos	12870.382521746813
B3GNT12g_pos	11466.716651219109
B3GNT310g_pos	14935.278663809187
B3GNT311g_pos	12563.6099607239
B3GNT312g_pos	12870.382521746807
B3GNT313g_pos	11901.01695380712
B3GNT314g_pos	10748.53673629176
B3GNT315g_pos	11466.716651219105
B3GNT31g_pos	12235.604978190355
B3GNT32g_pos	12235.604978190355
B3GNT33g_pos	12235.604978190355
B3GNT34g_pos	12449.153756871166
B3GNT35g_pos	12449.153756871166
B3GNT36g_pos	1182.445071409846
B3GNT37g_pos	17629.8568336861
B3GNT39g_pos	39289.10698093789
B3GNT51g_pos	14935.278663809187
BAAT1x_pos	5057.697636199691
BAAT2x_pos	4347.66281179955
BAAT3x_pos	28243.003932650903
BAAT4x_pos	5057.697636199691
BACCL_pos	9376.186483876374
BACCLm_pos	11329.369319231824
BALABETAtc_pos	1867.1265981423062
BALAPAT1tc_pos	1665.2476909510237
BALAVECSEC_pos	5200.765343177903
BALAtmr_neg	24139.140994762467
BALAtmr_pos	19591.45221381075
BAMPPALDOX_pos	46807.79583345086
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.101093643830037
