	exTreg_Spleen_exTreg9_L2
10FTHF5GLUtl_pos	3867.027281500923
10FTHF5GLUtm_pos	6303.874815623498
10FTHF6GLUtl_pos	4675.880761727133
10FTHF6GLUtm_pos	6689.982034029558
10FTHF7GLUtl_pos	5215.116415211273
10FTHF7GLUtm_pos	6948.136402680841
10FTHFtl_neg	3867.027281500923
10FTHFtl_pos	0.0
10FTHFtm_neg	10661.482603199049
10FTHFtm_pos	22948.39403027406
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	71511.96976923413
11DOCRTSLtr_neg	71511.9697692341
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	74247.2067481734
11DOCRTSTRNtr_neg	74247.2067481734
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48992.55693681646
1MNCAMti_pos	60.371678738877854
1PPDCRp_pos	73.73777041845953
1a25DHVITD3TRn_pos	68454.46445425012
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.131942672630498
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.676916627102937
24_25DHVITD2tm_pos	13.676916627102937
24_25DHVITD3t_pos	68361.81685008344
24_25DHVITD3tm_pos	71162.7127521118
24_25VITD2Hm_pos	13.676916627102937
24_25VITD3Hm_pos	71162.71275211174
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	68454.46445424996
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11916.294908432188
2AMACSULT_pos	30317.637044719344
2AMADPTm_pos	8165.626376128321
2DR1PP_pos	6597.287385710636
2HBO_neg	16552.24447810298
2HBO_pos	11.849543665054435
2HBt2_neg	1344.4736213140231
2HBt2_pos	1344.4736213140231
2HCO3_NAt_neg	1565.1001838269688
