	Ob.1012.d_S149_L007_R1_001	WT.DHA.a_S118_L007_R1_001	Ob.911.c_S139_L007_R1_001	Ob.d_S146_L007_R1_001
C140CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C140CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C141ACBP_pos	0.0	0.0	0.0	0.0
C141ACBP_neg	0.0	0.0	0.0	0.0
C141CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C141CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C141OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C141OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C141OHe_pos	0.0	0.0	0.0	0.0
C142ACBP_pos	0.0	0.0	0.0	0.0
C142ACBP_neg	0.0	0.0	0.0	0.0
C142CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C142CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C142OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C142OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C142OHe_pos	0.0	0.0	0.0	0.0
C14OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C14OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C161OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C161OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C162ACBP_pos	0.0	0.0	0.0	0.0
C162ACBP_neg	0.0	0.0	0.0	0.0
C162OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C162OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C162OHe_pos	0.0	0.0	0.0	0.0
C16DCc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C16DCc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C16DCe_pos	0.0	0.0	0.0	0.0
C16OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C16OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C16txc_pos	0.0	0.0	0.0	0.0
C181OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C181OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C182OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C182OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C18OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C18OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C2tcx_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C2tcx_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C30CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C3DCe_pos	0.0	0.0	0.0	0.0
C40CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C40CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C4CRNCPT2_pos	6.695576306222052	6.044612692957976	6.7216460784183925	6.949067965852913
C4CRNCPT2_neg	6.695576306222052	6.044612692957976	6.7216460784183925	6.949067965852913
C4CRNe_pos	0.0	0.0	0.0	0.0
C4DCCACT_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C4DCCACT_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C4DCe_pos	0.0	0.0	0.0	0.0
C4OHc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C4OHc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C4tcx_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C4tcx_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C4tmc_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C4tmc_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C4x_pos	8.296503293888348	8.430745242706175	8.553629293916364	8.816023639827996
C4x_neg	8.296503293888348	8.430745242706175	8.553629293916364	8.816023639827996
C50CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C50CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C51CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C51CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C5DCe_pos	0.0	0.0	0.0	0.0
C60CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C60CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C6COAt_pos	8.296503293888348	8.430745242706175	8.553629293916364	8.816023639827996
C6COAt_neg	8.296503293888348	8.430745242706175	8.553629293916364	8.816023639827996
C6CRNe_pos	0.0	0.0	0.0	0.0
C6CRNtcx_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C6CRNtcx_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C6DCCACT_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C6DCCACT_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C6DCc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C6DCc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C6DCe_pos	0.0	0.0	0.0	0.0
C80CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C80CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
sink_c81coa(c)_pos	0.0	0.0	0.0	0.0
sink_c81coa(c)_neg	0.0	0.0	0.0	0.0
C81CPT1_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C81CPT1_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C81CRNe_pos	0.0	0.0	0.0	0.0
C8CRNe_pos	0.0	0.0	0.0	0.0
C8DCc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C8DCc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
C8DCe_pos	0.0	0.0	0.0	0.0
C9BRxtc_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
C9BRxtc_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
DCATDc_pos	9.726592836659558	9.529801429418313	9.799734922478867	9.893938542589853
DCATDc_neg	9.726592836659558	9.529801429418313	9.799734922478867	9.893938542589853
DCATDr_pos	0.0	0.0	0.0	0.0
DCATDr_neg	0.0	0.0	0.0	0.0
DCSPTN1COAtxc_pos	0.0	0.0	0.0	0.0
sink_dd2coa(c)_pos	0.0	0.0	0.0	0.0
sink_dd2coa(c)_neg	0.0	0.0	0.0	0.0
DDCRNe_pos	0.0	0.0	0.0	0.0
DDECCRNe_pos	0.0	0.0	0.0	0.0
DDECE1CRNe_pos	0.0	0.0	0.0	0.0
DECCRNe_pos	0.0	0.0	0.0	0.0
sink_decdicoa(c)_pos	0.0	0.0	0.0	0.0
sink_decdicoa(c)_neg	0.0	0.0	0.0	0.0
DECDICRNe_pos	0.0	0.0	0.0	0.0
DOCO13ECOAtxc_pos	0.0	0.0	0.0	0.0
DOCO13EFATP_pos	10.320834388086986	10.253469333537804	10.486945607188392	10.457606603169259
DOCOSACT_pos	0.0	0.0	0.0	0.0
DOCOSACTDe_pos	0.0	0.0	0.0	0.0
DOCOSACTDe_neg	0.0	0.0	0.0	0.0
DOCOSACTDr_pos	0.0	0.0	0.0	0.0
DOCOSACTDr_neg	0.0	0.0	0.0	0.0
DOCOSADIACTD_pos	0.0	0.0	0.0	0.0
DOCOSADIACTD_neg	0.0	0.0	0.0	0.0
DOCOSCOAtxc_pos	0.0	0.0	0.0	0.0
DOCOSDIACTD_pos	0.0	0.0	0.0	0.0
DOCOSDIACTD_neg	0.0	0.0	0.0	0.0
EX_3bcrn_pos	0.0	0.0	0.0	0.0
EX_3bcrn_neg	0.0	0.0	0.0	0.0
EX_3ddcrn_pos	0.0	0.0	0.0	0.0
EX_3ddcrn_neg	0.0	0.0	0.0	0.0
EX_3deccrn_pos	0.0	0.0	0.0	0.0
EX_3deccrn_neg	0.0	0.0	0.0	0.0
EX_3hdececrn_pos	0.0	0.0	0.0	0.0
EX_3hdececrn_neg	0.0	0.0	0.0	0.0
EX_3hexdcrn_pos	0.0	0.0	0.0	0.0
EX_3hexdcrn_neg	0.0	0.0	0.0	0.0
EX_3ivcrn_pos	0.0	0.0	0.0	0.0
EX_3ivcrn_neg	0.0	0.0	0.0	0.0
EX_3octdec2crn_pos	0.0	0.0	0.0	0.0
EX_3octdec2crn_neg	0.0	0.0	0.0	0.0
EX_3octdeccrn_pos	0.0	0.0	0.0	0.0
EX_3octdeccrn_neg	0.0	0.0	0.0	0.0
EX_3octdece1crn_pos	0.0	0.0	0.0	0.0
EX_3octdece1crn_neg	0.0	0.0	0.0	0.0
EX_3tdcrn_pos	0.0	0.0	0.0	0.0
EX_3tdcrn_neg	0.0	0.0	0.0	0.0
EX_3tetd7ecoacrn_pos	0.0	0.0	0.0	0.0
EX_3tetd7ecoacrn_neg	0.0	0.0	0.0	0.0
EX_3thexddcoacrn_pos	0.0	0.0	0.0	0.0
EX_3thexddcoacrn_neg	0.0	0.0	0.0	0.0
EX_3ttetddcoacrn_pos	0.0	0.0	0.0	0.0
EX_3ttetddcoacrn_neg	0.0	0.0	0.0	0.0
EX_c101crn_pos	0.0	0.0	0.0	0.0
EX_c101crn_neg	0.0	0.0	0.0	0.0
EX_c10crn_pos	0.0	0.0	0.0	0.0
EX_c10crn_neg	0.0	0.0	0.0	0.0
EX_c10dc_pos	0.0	0.0	0.0	0.0
EX_c10dc_neg	0.0	0.0	0.0	0.0
EX_c12dc_pos	0.0	0.0	0.0	0.0
EX_c12dc_neg	0.0	0.0	0.0	0.0
EX_c16dc_pos	0.0	0.0	0.0	0.0
EX_c16dc_neg	0.0	0.0	0.0	0.0
EX_c3dc_pos	0.0	0.0	0.0	0.0
EX_c3dc_neg	0.0	0.0	0.0	0.0
EX_c4crn_pos	0.0	0.0	0.0	0.0
EX_c4crn_neg	0.0	0.0	0.0	0.0
EX_c4dc_pos	0.0	0.0	0.0	0.0
EX_c4dc_neg	0.0	0.0	0.0	0.0
EX_c51crn_pos	0.0	0.0	0.0	0.0
EX_c51crn_neg	0.0	0.0	0.0	0.0
EX_c5dc_pos	0.0	0.0	0.0	0.0
EX_c5dc_neg	0.0	0.0	0.0	0.0
EX_c6crn_pos	0.0	0.0	0.0	0.0
EX_c6crn_neg	0.0	0.0	0.0	0.0
EX_c6dc_pos	0.0	0.0	0.0	0.0
EX_c6dc_neg	0.0	0.0	0.0	0.0
EX_c81crn_pos	0.0	0.0	0.0	0.0
EX_c81crn_neg	0.0	0.0	0.0	0.0
EX_c8crn_pos	0.0	0.0	0.0	0.0
EX_c8crn_neg	0.0	0.0	0.0	0.0
EX_c8dc_pos	0.0	0.0	0.0	0.0
EX_c8dc_neg	0.0	0.0	0.0	0.0
EX_ddece1crn_pos	0.0	0.0	0.0	0.0
EX_ddece1crn_neg	0.0	0.0	0.0	0.0
EX_ddecrn_pos	0.0	0.0	0.0	0.0
EX_ddecrn_neg	0.0	0.0	0.0	0.0
EX_decdicrn_pos	0.0	0.0	0.0	0.0
EX_decdicrn_neg	0.0	0.0	0.0	0.0
EX_doco13ac_pos	0.0	0.0	0.0	0.0
EX_doco13ac_neg	0.0	0.0	0.0	0.0
EX_docosac_pos	0.0	0.0	0.0	0.0
EX_docosac_neg	0.0	0.0	0.0	0.0
EX_docosdiac_pos	0.0	0.0	0.0	0.0
EX_docosdiac_neg	0.0	0.0	0.0	0.0
EX_ivcrn_pos	0.0	0.0	0.0	0.0
EX_ivcrn_neg	0.0	0.0	0.0	0.0
EX_tdcrn_pos	0.0	0.0	0.0	0.0
EX_tdcrn_neg	0.0	0.0	0.0	0.0
EX_tetdec2crn_pos	0.0	0.0	0.0	0.0
EX_tetdec2crn_neg	0.0	0.0	0.0	0.0
EX_tetdece1crn_pos	0.0	0.0	0.0	0.0
EX_tetdece1crn_neg	0.0	0.0	0.0	0.0
EX_dca(e)_pos	0.0	0.0	0.0	0.0
EX_dca(e)_neg	0.0	0.0	0.0	0.0
FAOXC101C102m_pos	10.58894882031468	9.520697245880097	10.774852934583075	10.701575046843496
FAOXC101C102x_pos	10.219144313966455	9.185395809081694	10.470913026274877	10.266821670828243
FAOXC101C8m_pos	7.901369752047509	6.7460887837138435	7.853933288677934	7.88280605654137
FAOXC101C8x_pos	7.954971744450633	6.386178651884739	8.014448285483331	7.752860071323496
FAOXC101m_pos	8.304419775319909	6.74416109557041	7.975561406273617	7.952915932276309
FAOXC101x_pos	8.511199185134487	6.449891473010944	8.528610386123448	8.028569152196772
FAOXC102C101m_pos	0.0	0.0	0.0	0.0
FAOXC102C101x_pos	0.0	0.0	0.0	0.0
FAOXC102C103m_pos	8.448198919796527	7.260496186946641	8.382969799677237	8.76248170331897
FAOXC102C103x_pos	10.219144313966455	9.185395809081694	10.470913026274877	10.266821670828243
FAOXC102C81m_pos	7.901369752047509	6.7460887837138435	7.853933288677934	7.88280605654137
FAOXC102C81x_pos	7.954971744450633	6.386178651884739	8.014448285483331	7.752860071323496
FAOXC102m_pos	8.304419775319909	6.74416109557041	7.975561406273617	7.952915932276309
FAOXC102x_pos	8.511199185134487	6.449891473010944	8.528610386123448	8.028569152196772
FAOXC103C102m_pos	0.0	0.0	0.0	0.0
FAOXC103C102x_pos	0.0	0.0	0.0	0.0
FAOXC10C10OHm_pos	8.294069295088306	7.347842793638155	8.272349849323032	8.469112664200402
FAOXC10C8m_pos	8.05869530484622	6.89287670006069	8.005456131382427	8.157801653725114
FAOXC10C8x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC10DCC8DCx_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC11C9m_pos	8.05869530484622	6.89287670006069	8.005456131382427	8.157801653725114
FAOXC121C101m_pos	8.05869530484622	6.89287670006069	8.005456131382427	8.157801653725114
FAOXC121C10x_pos	7.954971744450633	6.386178651884739	8.014448285483331	7.752860071323496
FAOXC121x_pos	8.511199185134487	6.449891473010944	8.528610386123448	8.028569152196772
FAOXC122C101m_pos	7.901369752047509	6.7460887837138435	7.853933288677934	7.88280605654137
FAOXC122m_pos	8.304419775319909	6.74416109557041	7.975561406273617	7.952915932276309
FAOXC122x_pos	8.511199185134487	6.449891473010944	8.528610386123448	8.028569152196772
FAOXC123C102m_pos	7.901369752047509	6.7460887837138435	7.853933288677934	7.88280605654137
FAOXC123C102x_pos	7.954971744450633	6.386178651884739	8.014448285483331	7.752860071323496
FAOXC123m_pos	8.304419775319909	6.74416109557041	7.975561406273617	7.952915932276309
FAOXC123x_pos	8.511199185134487	6.449891473010944	8.528610386123448	8.028569152196772
FAOXC12C10m_pos	8.05869530484622	6.89287670006069	8.005456131382427	8.157801653725114
FAOXC12C10x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC12C12OHm_pos	8.294069295088306	7.347842793638155	8.272349849323032	8.469112664200402
FAOXC12DCC10DCx_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC12DCTc_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
FAOXC12DCTc_neg	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
FAOXC12DCc_pos	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
FAOXC12DCc_neg	7.292321632802039	6.640823344585667	7.773798573751685	7.613384311341852
FAOXC12DCx_pos	8.296503293888348	8.430745242706175	8.553629293916364	8.816023639827996
FAOXC12DCx_neg	8.296503293888348	8.430745242706175	8.553629293916364	8.816023639827996
FAOXC13BRC11BRx_pos	7.570557802107025	6.052405025204694	7.636552121483813	7.37279977831702
FAOXC13C11m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC141C121m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC141C121x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC141C141OHm_pos	6.64565843240871	5.751410160064371	6.783653086390074	6.551208373946096
FAOXC142C122m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC142C122x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC142C142OHm_pos	6.64565843240871	5.751410160064371	6.783653086390074	6.551208373946096
FAOXC143C123m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC143C123x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC14C12m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC14C12x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC14C14OHm_pos	6.64565843240871	5.751410160064371	6.783653086390074	6.551208373946096
FAOXC14DCC12DCx_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC15ATPx_pos	9.726592836659558	9.529801429418313	9.799734922478867	9.893938542589853
FAOXC15BRC13BRx_pos	7.570557802107025	6.052405025204694	7.636552121483813	7.37279977831702
FAOXC15C13m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC15NADPx_pos	7.832700173380089	4.86195536414487	7.870210577263594	7.9237137372215996
FAOXC15NADx_pos	7.832700173380089	4.86195536414487	7.870210577263594	7.9237137372215996
FAOXC161C141m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC161C141x_pos	8.919146383100829	7.702415134746992	9.099992079077722	8.875841484404082
FAOXC161C161OHm_pos	6.64565843240871	5.751410160064371	6.783653086390074	6.551208373946096
FAOXC162C142m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC162C162OHm_pos	6.64565843240871	5.751410160064371	6.783653086390074	6.551208373946096
FAOXC163C142x_pos	7.954971744450633	6.386178651884739	8.014448285483331	7.752860071323496
FAOXC163C143m_pos	7.0748550500260565	6.21172609374299	7.176123271147939	6.963127280592787
FAOXC163C164Gm_pos	0.0	0.0	0.0	0.0
FAOXC163C164x_pos	10.219144313966455	9.185395809081694	10.470913026274877	10.266821670828243
FAOXC163GC142m_pos	7.656246079580806	6.790185563210503	7.757756679010825	7.544230344965873
FAOXC163Gm_pos	8.304419775319909	6.74416109557041	7.975561406273617	7.952915932276309
FAOXC163x_pos	8.511199185134487	6.449891473010944	8.528610386123448	8.028569152196772
FAOXC164C143m_pos	7.656246079580806	6.790185563210503	7.757756679010825	7.544230344965873
FAOXC164C143x_pos	7.954971744450633	6.386178651884739	8.014448285483331	7.752860071323496
FAOXC164C163x_pos	0.0	0.0	0.0	0.0
FAOXC164C165m_pos	0.0	0.0	0.0	0.0
