	Treg_Lymph_Treg8_L1
41R1H2MAE12BOOX_pos	54970.88523950784
41R2A1H12BOOX_pos	45070.52724363377
42A12BOOX_pos	0.0
4ABUTtcn_pos	13522.105701216173
4ABUTtm_neg	16426.447883907393
4ABUTtm_pos	21015.632518127855
4HBZCOAFm_pos	74003.48611173834
4HBZFm_pos	74003.48611173834
4HDEBRISOQUINEte_neg	7.035179739768156
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4240.032087248467
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15712.30505106822
4HPROLTASCT1_pos	2483.5027926170987
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6076.843466546619
4MOPte_neg	8896.257371556578
4MOPte_pos	8310.773864249735
4MPTNLte_neg	0.0
4MPTNLte_pos	79418.66829144534
4MPTNLtm_neg	79418.66829144531
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.634162417087484
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.35607739916469
4NPHSFte_pos	0.0
4NPHSULT_pos	29.356077399164693
4NPHte_neg	0.0
4NPHte_pos	17.067027599211187
4OHPROIMINOtc_pos	2483.5027926170987
4PYRDX_pos	10715.70730562695
5ADTSTSTERONEGLCte_pos	92656.99216663979
5ADTSTSTERONEGLCtr_neg	92656.99216663979
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13009.305090094638
5ADTSTSTERONESte_neg	9.051082686809533
5ADTSTSTERONESte_pos	72045.07385653697
5ADTSTSTERONEte_neg	74385.85162621555
5ADTSTSTERONEte_pos	8.359520374968797
5ADTSTSTERONEtr_neg	44.84240821876612
5ADTSTSTERONEtr_pos	74391.3185024703
5AOPtm_neg	21719.46000521529
5AOPtm_pos	0.0
5DHFtl_pos	3788.66930869886
5FTHFt2_neg	0.0
5FTHFt2_pos	10.681262716131434
5HLTDL_pos	8.88725322072855
5HOMEPRAZOLEte_neg	7.634162417087483
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	8.979455047100966
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21089.241223460485
5MTAte_pos	16986.31456482606
5MTHFt2_neg	2063.671456148004
5MTHFt2_pos	2059.3284669241093
5MTHFt2le_neg	2227.342912296008
5MTHFt2le_pos	2227.342912296008
5MTHFt_neg	2059.3284669241093
5MTHFt_pos	1900.0
5OXPROt_neg	16673.864502398646
5OXPROt_pos	9776.034377801574
5THFtl_pos	3788.6693086988603
5THFtm_pos	6302.485883029298
6DHFtl_pos	4548.756666246328
6DHFtm_pos	6688.4618039837715
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	69197.86240839241
6HTSTSTERONEtr_neg	69197.86240839241
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4548.756666246328
6THFtm_pos	6688.461803983778
7DHCHSTEROLtr_neg	12745.321233795083
7DHCHSTEROLtr_pos	111502.36978733705
7DHFtl_pos	5055.481571277974
7DHFtm_pos	6947.083877624728
7THFtl_pos	5055.481571277974
7THFtm_pos	6947.083877624728
A4GALTc_pos	0.0
A4GALTg_pos	15219.672768790542
A4GNT1g_pos	0.0
A4GNT2g_pos	326.0476806090283
AACOAT_pos	10111.270590510268
AACTOOR_pos	17761.11795854858
AACTtm_pos	17761.11795854858
AASAD3m_pos	53.8074466562087
AATAi_neg	8160.663327220154
AATAi_pos	73.43950319986249
ABO1g_pos	13809.735183276622
ABO2g_pos	12828.400730045774
ABO3g_pos	13323.440627726794
ABO4g_pos	12649.148268094936
ABO5g_pos	12649.148268094936
ABO6g_pos	11990.776868041055
ABO7g_pos	11990.776868041055
ABO8g_pos	12062.518135064636
ABO9g_pos	10804.73525475955
ABTArm_neg	16426.447883907396
ABTArm_pos	21015.632518127855
ABTD_neg	5314.759328389965
ABTD_pos	9.12460465401677
ABTti_pos	5314.759328389965
ABUTD_pos	23838.82716233768
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1596.7875332947938
ABUTt2r_pos	1607.7874708661811
ABUTt4_2_r_neg	1607.7874708661811
ABUTt4_2_r_pos	1596.7875332947938
ACACT10m_neg	24720.88563925937
ACACT10m_pos	20619.339987954372
ACACT1r_neg	19553.47658856168
ACACT1r_pos	31066.371952332123
ACACT1rm_pos	15438.41801619942
ACACT1x_pos	20665.267639670277
ACACT4p_pos	44528.883346060975
ACACT5p_pos	44528.88334606099
ACACT6p_pos	44528.88334606099
ACACT7p_pos	42893.04647732733
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2038.0170800910896
ACACt2_pos	2038.0170800910896
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10111.333941198882
ACACtx_pos	0.0
ACALDt_neg	7827.006246523551
ACALDt_pos	6.920073585141719
ACALDtm_neg	14355.437747179467
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	72291.79290591802
ACALDtx_neg	0.0
ACALDtx_pos	14.511030051263857
ACCOAC_pos	6641.476095704806
ACCOACm_pos	7017.492022517032
ACCOAL_pos	5684.335544732156
ACCOALm_pos	9245.883008040719
ACCOAgt_neg	0.0
ACCOAgt_pos	28954.464020269163
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4055.896527632088
ACCOAtr_pos	4055.896527632088
ACETONEt2_neg	17669.212510055546
ACETONEt2_pos	8.437368978923155
ACETONEt2m_neg	17669.21251005554
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	14920.036566395123
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	14920.036566395122
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12649.148268094932
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12649.148268094932
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	11990.776868041059
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	11990.776868041055
ACGALK2_pos	660.6240026715788
ACGALK_pos	658.1014281707744
ACGALtlg_neg	1201.3348091055002
ACGALtlg_pos	0.0
ACGALtly_pos	658.1014281707745
ACGAM2E_neg	6030.345892695269
ACGAM2E_pos	41319.31743774733
ACGAM6PSi_pos	6819.330016226148
ACGAMK_pos	6030.34589269527
ACGAMPM_neg	0.0
ACGAMPM_pos	6030.345892695268
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1201.3348091055
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1201.3348091054997
ACGPID_pos	54.55201475127651
ACGSm_pos	0.0
ACHEe_pos	10088.33704926515
ACHVESSEC_pos	5914.372584898356
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13070.171247939046
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	15798.867678500108
ACN13ACNGALGBSIDEtg_neg	15798.867678500117
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	15798.867678500108
ACN23ACNGALGBSIDEtg_neg	15798.867678500117
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	17867.013822985606
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	17867.013822985617
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15757.099784113285
ACNACNGALGBSIDEtg_neg	15757.099784113294
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	10979.213244109678
ACNAM9PL_pos	11254.984833628214
ACNAMPH_pos	11254.984833628214
ACNAMlt_neg	24355.43972633013
ACNAMlt_pos	0.0
ACNAMtn_pos	8805.778810928114
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14209.046402478203
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14209.046402478207
ACNMLr_neg	28448.302260470304
ACNMLr_pos	11254.984833628214
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37623.89757761728
ACOAD8m_pos	2850.0
ACOAD9m_pos	24677.062832597105
ACOAHi_pos	6848.382840789279
ACOAO7p_pos	37823.007559790894
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	93527.53282659237
ACOX2x_pos	84884.44165348716
ACP1_FMN__pos	5640.540464839327
ACRNtm_pos	9186.700070108503
ACS2_pos	6848.382840789281
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6819.330016226146
ACSm_pos	9214.791365724965
ACTLMO_pos	6319.441962113809
ACTNMO_pos	25286.229653805825
ACYP_pos	4662.068977367873
ACt2m_neg	10161.320719334808
ACt2m_pos	9957.025943410825
ACt2r_neg	2114.3815207092593
ACt2r_pos	2114.3815207092593
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	9765.06169771981
ADAe_pos	10658.124360583732
ADCim_pos	17669.212510055542
ADEt_neg	6762.812452064802
ADEt_pos	37277.2630589975
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	2107.7588296801523
ADK1_pos	2107.7588296801523
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2107.7588296801523
ADK3_pos	2107.7588296801523
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	2045.8842477833725
ADKd_pos	2107.7588296801523
ADMDC_pos	21089.24122346048
ADNCYC_pos	6065.881700934855
ADNK1_pos	5201.502288058415
ADNK1m_pos	3642.327219989835
ADNK3_pos	5936.981203951885
ADNK4_pos	5937.1998974568105
ADNt4_pos	502.6486185964361
ADNt5le_pos	1555.9283357251284
ADNt_neg	502.6486185964361
ADNt_pos	1202.157532236125
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10793.56625973509
ADNtm_pos	13759.861837291819
ADPACDAc_pos	13457.683703396753
ADPACTD_neg	0.0
ADPACTD_pos	13457.683703396753
ADPCOACROT_neg	13457.683703396753
ADPCOACROT_pos	90925.94123105968
ADPCOAPTE_pos	13457.683703396753
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	12985.12763460552
ADPRDPm_pos	0.0
ADPRIBt_pos	23.942293728562618
ADPT_pos	6909.220300101213
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.238389305113206
ADRNCOAtx_pos	23790.396939166072
ADRNCPT1_pos	711.8968232099908
ADRNCPT2_pos	711.8968232099908
ADRNCRNt_pos	711.8968232099908
ADRNLPVESSEC_pos	48331.481105433166
ADRNt_neg	1646.9573140937882
ADRNt_pos	1525.5817776587996
ADSELK_pos	0.0
ADSK_pos	5018.978050588035
ADSL1_pos	15012.505696163793
ADSL2_pos	34232.46107735112
ADSS_pos	15012.505696163793
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.6341624170874836
AG13T10g_pos	14676.19125899847
AG13T11g_pos	14676.19125899847
AG13T12g_pos	14676.19125899847
AG13T13g_pos	14676.19125899847
AG13T14g_pos	14676.19125899847
AG13T15g_pos	14676.19125899847
AG13T16g_pos	10284.93794031251
AG13T17g_pos	10284.93794031251
AG13T18g_pos	10284.93794031251
AG13T1g_pos	10323.524572906701
AG13T2g_pos	10323.524572906701
AG13T3g_pos	10323.524572906701
AG13T4g_pos	14676.19125899847
AG13T5g_pos	14676.19125899847
AG13T6g_pos	14676.19125899847
AG13T7g_pos	14676.19125899847
AG13T8g_pos	14676.19125899847
AG13T9g_pos	14676.19125899847
AGDC_pos	6819.330016226146
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46093.27837232596
AGPAT1_pos	17243.332108691102
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12378.395350212759
AGTix_pos	16762.263600302107
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34039.8834382897
AHCYSte_pos	13436.716221353465
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6630.541384449531
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12656.582232825202
AHEXASE2ly_pos	23409.642428189858
AHEXASEly_pos	24039.400180561624
AICART_neg	18117.062887855733
AICART_pos	16773.094237066653
AICARte_neg	18117.062887855725
AICARte_pos	16773.094237066653
AIRCr_neg	0.0
AIRCr_pos	34232.46107735113
AK2LGCHOLt_neg	7.98213827248966
AK2LGCHOLt_pos	11307.749794113215
AKGDm_pos	18892.088686945695
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2104.238119033821
AKGt4_3_pos	2847.500858931847
AKGtp_neg	0.0
AKGtp_pos	77.44605833113827
AKR1C1_pos	79408.66742255882
AKR1C41_pos	2337.1169264072287
AKR1C42_pos	2337.1169264072287
AKR1D2_pos	94502.4627288112
AKR1D_pos	16346.266651145253
ALA-DTDe_pos	1422.469183068255
ALAALACNc_neg	0.0
ALAALACNc_pos	9616.551696471126
ALAALAPEPT1tc_pos	9616.551696471126
ALAASNNaEx_pos	514.994147650784
ALAATB0tc_pos	1877.7823808295373
ALACYSNaEx_pos	514.8599339229254
ALADGLNexR_neg	422.16315673656163
ALADGLNexR_pos	422.16315673656163
ALADGLYexR_neg	422.16315673656163
ALADGLYexR_pos	422.16315673656163
ALAGLNNaEx_pos	476.65278700952604
ALAGLNexR_neg	406.81808577070035
ALAGLNexR_pos	406.81808577070035
ALAGLYexR_neg	401.2021473413126
ALAGLYexR_pos	401.2021473413126
ALAR_neg	3.1058811973968687
ALAR_pos	5198.265077310699
ALASERNaEx_pos	514.8599339229254
ALASm_pos	2850.0
ALATA_L_neg	6075.5497695178565
ALATA_L_pos	4976.1098168949875
ALATHRNaEx_pos	514.8599339229254
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	719.8528470681856
ALAt2r_pos	844.439924975321
ALAt4_pos	728.8289265905371
ALAtN1_neg	1477.4280405820982
ALAtN1_pos	1856.036652652394
ALAyLATthc_pos	719.8528470681856
ALCD1_neg	7487.24354884246
ALCD1_pos	15.546787791755802
ALCD21_D_pos	1131.8231737859546
ALCD21_L_pos	2270.244610405648
ALCD22_D_pos	1564.728857632366
ALCD22_L_pos	2270.244610405648
ALCD2if_pos	7.000911120492127
ALCD2yf_pos	6.552653091036692
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.44605833113827
ALDD2x_pos	10375.173780262523
ALDD2xm_pos	14355.437747179467
ALDD2y_pos	9957.939281016099
ALDSTRNte_neg	0.0
ALDSTRNte_pos	70654.27681721696
ALDSTRNtm_neg	70654.27681721695
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3928.884926257656
ALOX5_pos	131.69732486896106
ALR2_pos	2270.244610405648
ALR3_pos	2270.244610405648
AMACR2p_pos	29512.670254452158
AMACR2r_pos	0.0
AMACRp_pos	84884.44165348716
AMACRr_pos	0.0
AMANK_pos	11254.984833628214
AMCOXO_pos	77.1548639688726
AMETr_neg	0.0
AMETr_pos	6630.54138444953
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10022.997117021714
AMPTASECG_pos	11540.273840029606
AMPTASECGe_pos	15344.438042960592
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	12.188501463062325
AMY2e_pos	12.188501463062325
ANDRSTRNGLCte_pos	92631.11798095751
ANDRSTRNGLCtr_neg	92631.11798095757
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	74428.59585368242
ANDRSTRNte_pos	19.697849980444072
ANDRSTRNtr_neg	19.697849980444072
ANDRSTRNtr_pos	74428.59585368243
ANTHte_neg	14.125962280744435
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.631708090750982
AOBUTDsm_pos	17761.11795854858
AP4AH1_pos	0.0
APAT2rm_neg	24396.718800890772
APAT2rm_pos	19955.913811945356
APNNOXte_neg	7.6341624170874836
APNNOXte_pos	0.0
APOCF_pos	9747.564419767361
APOCFm_pos	11359.387049327448
APOC_LYS_BTNP_pos	9747.564419767361
APOC_LYS_BTNPm_pos	11359.387049327448
APPNNte_neg	0.0
APPNNte_pos	7.6341624170874836
APRGSTRNte_neg	79408.66742255894
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	5.98330605631704
ARAB_Lt_neg	0.0
ARAB_Lt_pos	5.98330605631704
ARACHCOAtx_neg	50263.2161843104
ARACHCOAtx_pos	19100.51415362734
ARACHCPT1_pos	27159.824734598744
ARACHCPT2_pos	27159.824734598744
ARACHCRNt_pos	27159.824734598744
ARACHDCOAtx_neg	6440.708856128033
ARACHDCOAtx_pos	379.8800079630129
ARACHDt2_neg	1158.9378726784657
ARACHDt2_pos	1037.5623362434771
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8174.7551256609095
ARACHt_neg	1646.9573140937882
ARACHt_pos	1525.5817776587996
ARGATB0tc_pos	1973.452238984408
ARGDCm_pos	46093.27837232596
ARGLYSex_pos	439.79220706044157
ARGN_pos	29212.30009491831
ARGNm_pos	29831.25516649696
ARGSL_neg	0.0
ARGSL_pos	23890.464470885276
ARGSS_pos	23890.464470885294
ARGt4_pos	1580.7578268482619
ARGtiDF_pos	631.1188171299541
ARGtm_neg	3523.8384680458007
ARGtm_pos	2850.0
ARSA_pos	46509.920112234664
ARTCOAL1_pos	7634.465268508108
ARTCOAL2_pos	7634.465268508107
ARTCOAL3_pos	7634.465268508108
ASAH1_pos	51593.43742751982
ASCBOX_pos	18552.922298537957
ASCBSVCTtc_pos	5325.211372076662
ASCBt4_neg	1014.1180527336996
ASCBt4_pos	1460.9889208480822
ASCBt_neg	1460.9889208480822
ASCBt_pos	1339.6133844130936
ASNALANaEx_pos	514.994147650784
ASNATB0tc_pos	1883.430606940063
ASNCYSNaEx_pos	514.994147650784
ASNGLNNaEx_pos	514.994147650784
ASNNm_pos	15737.50909514826
ASNPHELAT2tc_pos	297.4129259129191
ASNS1_pos	12559.593415599558
ASNSERNaEx_pos	514.994147650784
ASNTHRNaEx_pos	514.994147650784
ASNt4_pos	702.4134267741078
ASNtN1_neg	1478.0574491858752
ASNtN1_pos	1828.9917442321873
ASNtm_pos	15737.50909514826
ASP1DC_pos	13039.732518737284
ASPCTr_neg	0.0
ASPCTr_pos	29303.650056384296
ASPDTDe_neg	16.451439199807993
ASPDTDe_pos	3187.705947963277
ASPDt6_pos	3187.705947963277
ASPDxt_neg	16.451439199807993
ASPDxt_pos	0.0
ASPGLUm_pos	8666.99096764175
ASPNATm_pos	17594.32045964271
ASPPROASCT1_pos	1994.9635923864398
ASPTA_neg	8871.426750187646
ASPTA_pos	9214.91311221391
ASPTAm_neg	9194.526368067922
ASPTAm_pos	19100.24626889527
ASPt6_pos	3187.705947963277
ASPte_pos	1994.9635923864398
ATP1ter_neg	0.0
ATP1ter_pos	8612.489593246073
ATP2ter_neg	5673.961117169355
ATP2ter_pos	5673.961117169355
ATPH1e_pos	25002.091131915167
ATPH2e_pos	3.2686928162677065
ATPS4m_pos	3892.8365210250217
ATPasel_pos	30137.22025499159
ATPtm_pos	3071.6191037387125
ATPtn_neg	0.0
ATPtn_pos	11363.207383952898
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	5792.035471468584
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	23810.313366436847
Asn_X_Ser_Thrtr_neg	23354.012507096148
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15219.672768790544
B3GALT41g_pos	17937.917890038654
B3GALT42g_pos	18650.58028233601
B3GALT43g_pos	19187.896440596305
B3GALT44g_pos	19851.425748632424
B3GALT5g_pos	13542.507108177522
B3GALTg_pos	15167.559384220873
B3GNT11g_pos	12954.374501830234
B3GNT12g_pos	11549.299522574634
B3GNT310g_pos	15058.73816167327
B3GNT311g_pos	12649.148268094936
B3GNT312g_pos	12954.374501830234
B3GNT313g_pos	11990.776868041055
B3GNT314g_pos	10804.73525475955
B3GNT315g_pos	11549.299522574636
B3GNT31g_pos	12339.13630949284
B3GNT32g_pos	12339.13630949284
B3GNT33g_pos	12339.13630949284
B3GNT34g_pos	12650.416175406046
B3GNT35g_pos	12650.416175406046
B3GNT36g_pos	1201.3348091055002
B3GNT37g_pos	17984.08827773484
B3GNT39g_pos	40066.86956545703
B3GNT51g_pos	15058.73816167327
BAAT1x_pos	5700.0
BAAT2x_pos	4912.8572386894575
BAAT3x_pos	29512.670254452158
BAAT4x_pos	5700.0
BACCL_pos	9747.564419767361
BACCLm_pos	11359.387049327448
BALABETAtc_pos	1740.528406334714
BALAPAT1tc_pos	1849.219928712703
BALAVECSEC_pos	6125.156207719352
BALAtmr_neg	24396.71880089077
BALAtmr_pos	19955.913811945353
BAMPPALDOX_pos	47080.56960383506
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.382711896171752
BCRNe_pos	18209.669390041036
BDG2HCGHD_pos	0.0
BDHm_neg	15197.651356690569
