	Tcon_Spleen_Tcon1_L1
10FTHF5GLUtl_pos	3854.6149529628365
10FTHF5GLUtm_pos	6308.210949500045
10FTHF6GLUtl_pos	4654.683375463006
10FTHF6GLUtm_pos	6697.274765172256
10FTHF7GLUtl_pos	5188.062323796449
10FTHF7GLUtm_pos	6957.720797054712
10FTHFtl_neg	3854.6149529628365
10FTHFtl_pos	0.0
10FTHFtm_neg	10679.813477291736
10FTHFtm_pos	22684.545251066982
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69999.58312399722
11DOCRTSLtr_neg	69999.58312399723
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72860.81806938814
11DOCRTSTRNtr_neg	72860.81806938814
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47374.27130216689
1MNCAMti_pos	60.86178846424982
1PPDCRp_pos	73.9859960532588
1a25DHVITD3TRn_pos	66872.5166609818
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.001350640023748
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.637938814648681
24_25DHVITD2tm_pos	13.637938814648681
24_25DHVITD3t_pos	66779.8690568151
24_25DHVITD3tm_pos	69645.75011727227
24_25VITD2Hm_pos	13.637938814648681
24_25VITD3Hm_pos	69645.7501172722
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66872.51666098165
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11197.301647785835
2AMACSULT_pos	29097.393216434288
2AMADPTm_pos	8173.4246486502325
2DR1PP_pos	6384.088839024262
2HBO_neg	16354.004243264275
2HBO_pos	11.236093064117599
2HBt2_neg	1650.1648246895018
2HBt2_pos	1650.1648246895018
2HCO3_NAt_neg	1411.0612303216822
2HCO3_NAt_pos	1411.0612303216822
2MB2COAc_neg	0.0
2MB2COAc_pos	19846.79089273113
2MCITt_neg	0.0
2MCITt_pos	25092.14446241955
2OXOADOXm_pos	129.0138736435508
2OXOADPTm_neg	8173.424648650229
2OXOADPTm_pos	150.22399002475922
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46145.90392274786
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46145.9039227479
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	802.4470725815313
34DHPHEt_neg	802.4470725815313
34DHPHEt_pos	4.92504495208465
