	WT.d_S141_L007_R1_001	Ob.DHA.e_S154_L007_R1_001	WT.1012.c_S135_L007_R1_001	Ob.DHA.b_S132_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	0.9560566524124029	1.1699250014423124	1.1953475983222193	1.4382928515791469
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.0	0.13750352374993502	0.0	0.0
25VITD3Hm_pos	0.0	0.13750352374993502	0.0	0.0
2AMACHYD_pos	7.658282901530597	9.387004890405054	7.692092375427572	8.6056647045122
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	2.424922088210688	3.2600256559614555	2.176322772640463	3.5801454844233804
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	9.409083269832513	10.41761521000159	9.627588600061285	10.490560102782343
2HBO_neg	9.409083269832513	10.41761521000159	9.627588600061285	10.490560102782343
2HBt2_pos	4.844988156682612	6.6700188442644	5.2299723851122515	6.829849559844691
2HBt2_neg	4.844988156682612	6.6700188442644	5.2299723851122515	6.829849559844691
2HCO3_NAt_pos	2.875780063068488	5.213736095922801	3.8032270364349277	5.314333993919012
2HCO3_NAt_neg	2.875780063068488	5.213736095922801	3.8032270364349277	5.314333993919012
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	6.521835962545389	7.5686908580723244	6.851998837112446	7.519033366019928
2OXOADPTm_pos	2.424922088210688	3.2600256559614555	2.176322772640463	3.5801454844233804
2OXOADPTm_neg	2.424922088210688	3.2600256559614555	2.176322772640463	3.5801454844233804
34DHOXPEGOX_pos	8.378294855911891	8.762913503746546	8.667572846803456	8.854182706501243
34DHOXPEGOX_neg	8.378294855911891	8.762913503746546	8.667572846803456	8.854182706501243
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	15.285448458346904	14.940671473280183	14.954895582571051	15.411947199606908
34DHPHEt_pos	5.067380578019059	5.002702520379824	5.287620044112067	4.664482840364682
34DHPHEt_neg	5.067380578019059	5.002702520379824	5.287620044112067	4.664482840364682
34DHPLACOX_pos	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
34DHPLACOX_NADP__pos	1.1176950426697545	1.7949356628035362	1.6780719051126378	1.8914191868460786
34DHPLACOX_NADP__neg	1.1176950426697545	1.7949356628035362	1.6780719051126378	1.8914191868460786
34DHXMANDACOX_pos	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
34DHXMANDACOX_NADP__pos	0.9927684307689242	1.7949356628035362	1.6780719051126378	1.8914191868460786
34DHXMANDACOX_NADP__neg	0.9927684307689242	1.7949356628035362	1.6780719051126378	1.8914191868460786
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.313744685477909	10.790943048069545	10.395930366988399	10.704759595268154
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	6.2818836745629225	7.273049586636908	6.599317793698226	7.052024560482831
3AIBTm_neg	6.2818836745629225	7.273049586636908	6.599317793698226	7.052024560482831
3AIBtm_pos	6.2818836745629225	7.273049586636908	6.599317793698226	7.052024560482831
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	3.5058909297299574	4.507160349117523	3.651912744645783	4.569855608330948
3HAO_pos	8.390813832188373	8.780769399344525	8.377080356542345	8.665406984155998
3HBCDm_pos	7.756222712847288	7.467116418008168	7.338335268737193	7.375126338069091
3HBCDm_neg	7.756222712847288	7.467116418008168	7.338335268737193	7.375126338069091
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	7.571904298611526	6.504143652285466	7.411171988999552	6.307246355226617
3HLYTCL_pos	5.405992359675837	5.61706334388818	4.913128767819739	5.644721547217978
3HPCOAHYD_pos	5.255123014847789	6.2253520607761015	5.708187236020708	5.965091624790789
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	5.405992359675837	5.61706334388818	4.913128767819739	5.644721547217978
3HXKYNOXDA_pos	5.9752174570430245	7.558956362638926	6.498250867527825	7.4965741969354625
3M4HDXPAC_pos	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
3M4HDXPAC_neg	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
3MOX4HOXPGALDOX_NADP__pos	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
3MOX4HOXPGALDOX_NADP__neg	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
3MOXTYROX_pos	5.9752174570430245	7.558956362638926	6.498250867527825	7.4965741969354625
3NTD7l_pos	3.7484612330040354	4.153805336079036	4.0259146987507926	4.375734538583156
3SALAASPm_pos	6.306152852111439	7.001577085389535	6.681308699714331	6.978310052098406
3SALAASPm_neg	6.306152852111439	7.001577085389535	6.681308699714331	6.978310052098406
3SALACBOXL_pos	6.299757511839318	6.113742166049188	6.878847931023527	5.817623257511431
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	6.443606651475615	8.173377324365331	6.648465443027314	7.597382189348684
3SALATAim_pos	7.945502362372966	8.843607046490561	8.2112069285929	8.80028516794395
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	5.9752174570430245	7.558956362638926	6.498250867527825	7.4965741969354625
41R2A1H12BOOX_pos	5.9752174570430245	7.558956362638926	6.498250867527825	7.4965741969354625
42A12BOOX_pos	5.996614714815362	7.568488196784421	6.518692492425199	7.510170751151772
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	6.869871406177713	7.937815168803419	7.2173276682747955	7.957798547067071
4HOXPACDOX_NADP__pos	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
4HOXPACDOX_NADP__neg	1.1699250014423124	1.9671686075326276	1.7484612330040357	2.0036022366801953
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	0.765534746362977	0.7990873060740036	0.3103401206121505	0.7484612330040358
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	0.0	4.757556688939453	0.0	4.507794640198696
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	2.114367024952	3.4489009511451276	2.298658315564515	3.039138393906958
5FTHFt2_neg	2.114367024952	3.4489009511451276	2.298658315564515	3.039138393906958
5HLTDL_pos	5.405992359675837	5.61706334388818	4.913128767819739	5.644721547217978
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	4.0522419811811385	5.2238086586060195	4.521050736900963	5.771093251699539
5HOXINDACTOXm_pos	9.930352961864433	10.778340011285518	10.057423194320164	10.824035884100063
5HOXINOXDA_pos	5.9752174570430245	7.558956362638926	6.498250867527825	7.4965741969354625
5HTRPDOX_pos	0.0	0.0	0.22650852980867975	0.0
5HTRPVESSEC_pos	1.480265122054463	2.3868109464722167	1.5260688116675876	2.596935142387232
5HXKYNDCL_pos	5.405992359675837	5.61706334388818	4.913128767819739	5.644721547217978
5HXKYNOXDA_pos	5.9752174570430245	7.558956362638926	6.498250867527825	7.4965741969354625
5MTHFt_pos	0.0	0.3334237337251918	0.0	0.0
5MTHFt_neg	0.0	0.3334237337251918	0.0	0.0
5MTHFt2_pos	2.114367024952	3.4489009511451276	2.298658315564515	3.039138393906958
5MTHFt2_neg	2.114367024952	3.4489009511451276	2.298658315564515	3.039138393906958
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	3.473786911614367	4.024142345897803	3.400537929583729	3.9155209007519587
A_MANASEly_pos	5.127633279725874	5.939461678362786	5.359310316890443	6.104126950527225
A4GALTc_pos	0.18903382439001715	0.6870606883398922	0.0	0.5655971758542251
A4GALTg_pos	0.18903382439001715	0.6870606883398922	0.0	0.5655971758542251
A4GNT1g_pos	0.0	2.6064422281316078	0.0	2.4905701304462013
A4GNT2g_pos	0.0	2.6064422281316078	0.0	2.4905701304462013
AACOAT_pos	3.111031312388744	5.547511523644216	4.349789870241872	5.624393382219767
AACTOOR_pos	0.0	0.0	0.070389327891398	0.21412480535284734
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	6.317774372804099	5.746850183098051	6.252097703037443	5.450551443306483
AATAi_neg	6.317774372804099	5.746850183098051	6.252097703037443	5.450551443306483
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	6.2818836745629225	7.273049586636908	6.599317793698226	7.052024560482831
ABTArm_neg	6.2818836745629225	7.273049586636908	6.599317793698226	7.052024560482831
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	6.567575868524113	7.619633095779146	6.847621155793381	7.574025797924806
ABUTt2r_pos	3.488000770834068	3.4892860226258766	3.4462562298895643	3.8399595874895316
ABUTt2r_neg	3.488000770834068	3.4892860226258766	3.4462562298895643	3.8399595874895316
ABUTt2rL_pos	3.488000770834068	3.4892860226258766	3.4462562298895643	3.8399595874895316
ABUTt2rL_neg	3.488000770834068	3.4892860226258766	3.4462562298895643	3.8399595874895316
ABUTt4_2_r_pos	7.012233435894742	7.527789751572327	7.395662654908372	7.621319301014191
ABUTt4_2_r_neg	7.012233435894742	7.527789751572327	7.395662654908372	7.621319301014191
ACACT10m_pos	7.627533884472792	8.65467182696821	7.9002630435689705	8.420718183374419
ACACT10m_neg	7.627533884472792	8.65467182696821	7.9002630435689705	8.420718183374419
ACACT1r_pos	5.054414387917307	6.4208865749755315	5.054414387917307	6.366846735262642
ACACT1r_neg	5.054414387917307	6.4208865749755315	5.054414387917307	6.366846735262642
ACACT1rm_pos	7.607441286023108	8.62472235989625	7.880716132010479	8.46978424836484
ACACT1x_pos	5.054414387917307	6.4208865749755315	5.054414387917307	6.366846735262642
ACACt2_pos	4.8283269264148165	6.6656201640663815	5.221490455042056	6.819029455438522
ACACt2_neg	4.8283269264148165	6.6656201640663815	5.221490455042056	6.819029455438522
ACACt2m_pos	4.1001366712854495	5.304145941202946	4.634593268445757	5.461070114033051
ACACt2m_neg	4.1001366712854495	5.304145941202946	4.634593268445757	5.461070114033051
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	6.353235061028577	9.40438587188462	6.982822493992777	9.302661769133843
ACCOACm_pos	3.9126498648972037	6.351380980674333	4.37364821133469	6.107478646626618
ACCOAgt_pos	5.328046556270742	5.140778655782796	5.431622959713292	5.137913322088407
ACCOAgt_neg	5.328046556270742	5.140778655782796	5.431622959713292	5.137913322088407
ACCOAL_pos	5.906890595608519	8.087515880534214	6.230164577884252	7.531849285751203
ACCOALm_pos	0.8155754288625726	0.27500704749986976	0.0	0.27500704749986976
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	5.328046556270742	5.140778655782796	5.431622959713292	5.137913322088407
ACCOAtr_neg	5.328046556270742	5.140778655782796	5.431622959713292	5.137913322088407
ACETONEt2_pos	4.844988156682612	6.6700188442644	5.2299723851122515	6.829849559844691
ACETONEt2_neg	4.844988156682612	6.6700188442644	5.2299723851122515	6.829849559844691
ACETONEt2m_pos	4.1001366712854495	5.304145941202946	4.634593268445757	5.461070114033051
ACETONEt2m_neg	4.1001366712854495	5.304145941202946	4.634593268445757	5.461070114033051
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	1.0772429989324606	2.3132458517875616	1.4854268271702418	2.0738202332916713
ACGAM2E_neg	1.0772429989324606	2.3132458517875616	1.4854268271702418	2.0738202332916713
ACGAM6PSi_pos	5.087462841250339	5.416839741912829	5.2238086586060195	5.50747752951693
ACGAMK_pos	3.0303360783709588	4.145677455195635	3.805292455600712	4.154615611326894
ACGAMPM_pos	2.6870606883398924	2.9523335663696857	3.023255352300303	3.1160319934471103
ACGAMPM_neg	2.6870606883398924	2.9523335663696857	3.023255352300303	3.1160319934471103
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	2.372952097911829	2.127633279725874	2.204766750654613	2.1043366598147357
ACGSm_pos	5.039577103060678	4.8855743643714264	5.004051884507083	5.145269856650506
ACHEe_pos	0.32192809488736235	0.0	0.0	0.16349873228287956
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	6.034963989749303	9.508686140475477	6.695158678475356	9.20825874858232
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.5631581304028077	3.641546029087524	3.439623137557117	3.37016428054021
ACNAM9PL2_pos	3.5631581304028077	3.641546029087524	3.439623137557117	3.37016428054021
ACNAMlt_pos	3.503348735167504	4.303780748177103	4.15704371014558	4.575917361118149
ACNAMlt_neg	3.503348735167504	4.303780748177103	4.15704371014558	4.575917361118149
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
ACOAD1fm_pos	8.586051624832436	9.722551408724712	8.973525179595939	9.73047013718422
ACOAD8m_pos	6.2185874524375695	6.477677327565307	6.43596189543763	6.159871336778389
ACOAD9m_pos	7.125775067609515	8.493935485580522	7.580070090781133	8.46487243833463
ACOAHi_pos	5.4110872267986005	6.548898952865642	5.917193036924947	6.402244655254077
ACOAO7p_pos	8.853995647176394	10.36754580010534	9.158129972320681	10.074034394212555
ACOATA_pos	5.61970645004589	9.163649676015824	6.608661417987563	9.181549844119697
ACOATA_neg	5.61970645004589	9.163649676015824	6.608661417987563	9.181549844119697
ACODA_pos	4.418189947945766	5.077670274232752	4.69265037003553	4.857483428286672
ACONT_pos	5.985272714253447	6.952333566369686	6.478324711485028	6.906048777947304
ACONT_neg	5.985272714253447	6.952333566369686	6.478324711485028	6.906048777947304
ACONTm_pos	6.921959917326166	8.009156789171302	7.144250356190519	7.954952363677778
ACONTm_neg	6.921959917326166	8.009156789171302	7.144250356190519	7.954952363677778
ACOX22x_pos	6.484299281164517	7.044503410297552	6.6782127864213665	6.8376910004285625
ACOX2x_pos	6.484299281164517	7.044503410297552	6.6782127864213665	6.8376910004285625
ACP1_FMN__pos	4.1715271060388135	4.9963887464476215	4.429615964201735	5.036942844798256
ACRNtm_pos	5.867402305727543	7.195544459213688	5.918386234446348	7.019701914442548
ACS_pos	6.0798047546352585	8.311884518964673	6.561631630375841	7.866598937368922
ACS2_pos	6.0798047546352585	8.311884518964673	6.561631630375841	7.866598937368922
ACSm_pos	0.8155754288625726	0.27500704749986976	0.0	0.27500704749986976
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.606081287134343	11.446390649053988	11.64167246166438	11.28888913865037
ACTNMO_pos	11.606081287134343	11.446390649053988	11.64167246166438	11.28888913865037
ACYP_pos	3.871843648509318	4.388189537156084	3.6229303509201767	4.200849574637213
ADA_pos	0.21412480535284734	0.918386234446348	0.5558161550616397	0.6780719051126377
ADAe_pos	0.21412480535284734	0.918386234446348	0.5558161550616397	0.6780719051126377
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.722466024471091	1.0356239097307212	0.29865831556451516	0.9781956296816515
ADEt_neg	0.722466024471091	1.0356239097307212	0.29865831556451516	0.9781956296816515
ADEtl_pos	1.5993177936982261	1.6507645591169025	1.411426245726465	1.3673710656485294
ADEtl_neg	1.5993177936982261	1.6507645591169025	1.411426245726465	1.3673710656485294
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	6.9277779620823425	7.252286970999786	6.940754047474803	7.542567607764219
ADK1_neg	6.9277779620823425	7.252286970999786	6.940754047474803	7.542567607764219
ADK1m_pos	6.971773447193373	7.4758144789729855	7.195249157802179	7.754954292054497
ADK1m_neg	6.971773447193373	7.4758144789729855	7.195249157802179	7.754954292054497
ADK3_pos	0.0	0.0	0.0	0.0
ADK3_neg	0.0	0.0	0.0	0.0
ADK3m_pos	7.1535013654965525	8.035018994611994	7.539313931267408	7.9286664123049535
ADK3m_neg	7.1535013654965525	8.035018994611994	7.539313931267408	7.9286664123049535
ADKd_pos	0.0	0.0	0.0	0.0
ADKd_neg	0.0	0.0	0.0	0.0
ADMDC_pos	3.596935142387232	3.7644735509926663	3.6392321632492775	3.5147534984397533
ADNCYC_pos	4.081510068120917	4.903038270112912	4.018812185742817	5.108524456778169
ADNK1_pos	8.339493737901734	9.367371065648529	8.775873612351843	9.282300792492101
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	6.914444931746792	6.925762113671917	6.862451391325582	6.862575371477842
ADNt_neg	6.914444931746792	6.925762113671917	6.862451391325582	6.862575371477842
ADNt4_pos	0.44360665147561457	0.7048719644563528	0.49569516262406876	0.6690267655096306
ADNtl_pos	1.5993177936982261	1.6507645591169025	1.411426245726465	1.3673710656485294
ADNtl_neg	1.5993177936982261	1.6507645591169025	1.411426245726465	1.3673710656485294
ADNtm_pos	6.9066501263953795	6.913248468715131	6.859596903238742	6.85049941375812
ADNtm_neg	6.9066501263953795	6.913248468715131	6.859596903238742	6.85049941375812
ADPGLC_pos	2.9891390073682333	4.082361969557474	3.6158870739160567	3.929790997718597
ADPMAN_pos	2.9891390073682333	4.082361969557474	3.6158870739160567	3.929790997718597
