	exTreg_Spleen_exTreg10_L1
10FTHF5GLUtl_pos	3898.9540114172933
10FTHF5GLUtm_pos	6298.898602740417
10FTHF6GLUtl_pos	4727.03175626918
10FTHF6GLUtm_pos	6685.9938650774
10FTHF7GLUtl_pos	5279.083586170435
10FTHF7GLUtm_pos	6945.296590088749
10FTHFtl_neg	3898.954011417292
10FTHFtl_pos	0.0
10FTHFtm_neg	10750.741823190256
10FTHFtm_pos	22815.108840549514
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70217.17295504383
11DOCRTSLtr_neg	70217.17295504386
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	73146.66886717427
11DOCRTSTRNtr_neg	73146.66886717427
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48469.86501046781
1MNCAMti_pos	61.30752037870642
1PPDCRp_pos	74.51922748225694
1a25DHVITD3TRn_pos	67314.48793033492
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.019665905390376
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.513319850788097
24_25DHVITD2tm_pos	13.513319850788097
24_25DHVITD3t_pos	67221.84032616818
24_25DHVITD3tm_pos	69730.02007287947
24_25VITD2Hm_pos	13.513319850788097
24_25VITD3Hm_pos	69730.02007287939
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67314.48793033473
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11538.789720951045
2AMACSULT_pos	29616.416338500843
2AMADPTm_pos	8159.050798105679
2DR1PP_pos	6514.084431631035
2HBO_neg	16257.181595164711
2HBO_pos	10.963213035212368
2HBt2_neg	1465.1637441082953
2HBt2_pos	1465.1637441082953
2HCO3_NAt_neg	1352.7850999803122
2HCO3_NAt_pos	1352.7850999803122
2MB2COAc_neg	0.0
2MB2COAc_pos	19843.95494576777
2MCITt_neg	0.0
2MCITt_pos	24914.95600490458
2OXOADOXm_pos	128.35128801306922
2OXOADPTm_neg	8159.050798105679
2OXOADPTm_pos	150.37186850110515
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46089.51364897889
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46089.513648978886
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	857.2488918569795
34DHPHEt_neg	857.2488918569795
34DHPHEt_pos	4.975956219230779
34DHPLACOX_NADP__neg	1341.9018362481838
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1341.9018362481838
34DHXMANDACOX_NADP__neg	1341.9018362481838
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1341.9018362481838
34HPLFM_pos	75534.94015576236
34HPPOR_pos	67374.24191857567
34HPPte_neg	11195.60144913083
34HPPte_pos	7642.836627378809
35CGMPtn_neg	0.0
35CGMPtn_pos	14845.926908407364
3AIBTm_neg	0.0
3AIBTm_pos	19095.34650441562
3AIB_Dtm_neg	18973.05996190032
3AIB_Dtm_pos	33698.66134656295
3AIBt_pos	19095.346504415622
3AIBtm_pos	19095.346504415622
3DPHBH1_pos	75534.94015576238
3DPHBH2_pos	75585.17978585506
3DSPHR_pos	30851.501956250933
3HAO_pos	77.38530885461796
3HBCDm_neg	0.0
3HBCDm_pos	18296.914481160547
3HBCOAHLm_pos	23913.79234924012
3HBCOARc_neg	0.0
3HBCOARc_pos	18296.914481160544
3HCO3_NAt_neg	1996.9097419566533
3HCO3_NAt_pos	1986.8130537963027
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12189.219437868807
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
