	Treg_Spleen_Treg4_L2
10FTHF5GLUtl_pos	3804.4061285045022
10FTHF5GLUtm_pos	6297.096444448437
10FTHF6GLUtl_pos	4573.873360715635
10FTHF6GLUtm_pos	6681.228423903152
10FTHF7GLUtl_pos	5086.851515523053
10FTHF7GLUtm_pos	6938.63669476882
10FTHFtl_neg	3804.4061285045022
10FTHFtl_pos	0.0
10FTHFtm_neg	10679.469957814912
10FTHFtm_pos	22447.312841955987
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69032.5208415921
11DOCRTSLtr_neg	69032.5208415921
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71943.2630084762
11DOCRTSTRNtr_neg	71943.26300847625
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47252.882533355005
1MNCAMti_pos	59.916803185223266
1PPDCRp_pos	73.75998395764039
1a25DHVITD3TRn_pos	66204.03545589118
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.00734455128095
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.403804805450914
24_25DHVITD2tm_pos	13.403804805450914
24_25DHVITD3t_pos	66111.38785172444
24_25DHVITD3tm_pos	68668.42278535214
24_25VITD2Hm_pos	13.403804805450914
24_25VITD3Hm_pos	68668.4227853521
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66204.03545589097
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11092.00486836081
2AMACSULT_pos	28535.179155908885
2AMADPTm_pos	8159.354451184062
2DR1PP_pos	6178.110189876298
2HBO_neg	16053.285914103728
2HBO_pos	10.787780965077724
2HBt2_neg	1336.0217054237346
2HBt2_pos	1336.0217054237346
2HCO3_NAt_neg	1380.3575407308363
2HCO3_NAt_pos	1380.3575407308363
2MB2COAc_neg	0.0
2MB2COAc_pos	19745.820642236817
2MCITt_neg	0.0
2MCITt_pos	24627.522115054016
2OXOADOXm_pos	128.15751427767728
2OXOADPTm_neg	8159.354451184062
2OXOADPTm_pos	149.36582057650568
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45485.93083577047
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45485.93083577048
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	805.1855555773761
34DHPHEt_neg	805.1855555773761
34DHPHEt_pos	4.67623027165505
34DHPLACOX_NADP__neg	1002.5389219415687
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1002.5389219415687
34DHXMANDACOX_NADP__neg	1016.6745916857666
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1016.6745916857666
34HPLFM_pos	74140.15997388598
34HPPOR_pos	66150.76219511224
34HPPte_neg	11103.28689648928
34HPPte_pos	7595.597371490521
35CGMPtn_neg	0.0
35CGMPtn_pos	14178.836120530674
3AIBTm_neg	0.0
3AIBTm_pos	19071.79434059684
3AIB_Dtm_neg	18946.173694572062
3AIB_Dtm_pos	33195.87230337616
3AIBt_pos	19071.79434059685
3AIBtm_pos	19071.79434059685
3DPHBH1_pos	74140.15997388604
3DPHBH2_pos	74150.03432981407
3DSPHR_pos	29800.528350934215
3HAO_pos	77.04647524198674
3HBCDm_neg	0.0
3HBCDm_pos	18190.23139082209
3HBCOAHLm_pos	23775.96866179249
3HBCOARc_neg	0.0
3HBCOARc_pos	18190.231390822075
3HCO3_NAt_neg	1974.6227996878736
3HCO3_NAt_pos	2018.0936759725932
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11827.239058236903
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	16664.8620698635
3MOBt2im_pos	6020.576987093901
3MOBte_neg	6.742835753169287
3MOBte_pos	8351.958112592645
3MOPt2im_pos	6020.576987093901
3MOPte_neg	26.296123343943563
3MOPte_pos	8349.425177833567
3MOX4HOXPGALDOX_NADP__neg	1002.5389219415687
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1002.5389219415687
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26114.808263874616
3SALAASPm_pos	0.0
3SALACBOXL_pos	12850.037600080681
3SALAOX_pos	33676.93298706512
3SALATAi_pos	21010.564409044713
3SALATAim_pos	26114.808263874616
3SPYRSP_pos	21010.564409044713
3SPYRSPm_pos	26114.808263874616
41R1H2MAE12BOOX_pos	55386.51212143305
41R2A1H12BOOX_pos	45485.930835770465
42A12BOOX_pos	0.0
4ABUTtcn_pos	13580.306632139607
4ABUTtm_neg	16497.552159044433
4ABUTtm_pos	20987.528120702777
4HBZCOAFm_pos	74140.15997388604
4HBZFm_pos	74140.15997388604
4HDEBRISOQUINEte_neg	7.210617054593765
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3484.347048165653
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15303.109646179428
4HPROLTASCT1_pos	2452.6413944348856
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6020.576987093901
4MOPte_neg	8963.241239453522
4MOPte_pos	8342.715562748974
4MPTNLte_neg	0.0
4MPTNLte_pos	79855.81955778744
4MPTNLtm_neg	79855.81955778743
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.607021456136159
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.643650919075927
4NPHSFte_pos	0.0
4NPHSULT_pos	29.643650919075917
4NPHte_neg	0.0
4NPHte_pos	17.00734455128095
4OHPROIMINOtc_pos	2452.6413944348856
4PYRDX_pos	10768.55373344754
5ADTSTSTERONEGLCte_pos	93115.79851499667
5ADTSTSTERONEGLCtr_neg	93115.7985149967
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13017.611607307752
5ADTSTSTERONESte_neg	9.268959557603539
5ADTSTSTERONESte_pos	72525.1729054496
5ADTSTSTERONEte_neg	74665.9001042575
5ADTSTSTERONEte_pos	8.222758414147002
5ADTSTSTERONEtr_neg	44.94542965015354
5ADTSTSTERONEtr_pos	74670.71204947525
5AOPtm_neg	21700.836118308813
5AOPtm_pos	0.0
5DHFtl_pos	3804.4061285045022
5FTHFt2_neg	0.0
