	Tcon_Spleen_Tcon3_L1
10FTHF5GLUtl_pos	3831.9558160577963
10FTHF5GLUtm_pos	6303.309164033191
10FTHF6GLUtl_pos	4617.985952847398
10FTHF6GLUtm_pos	6690.965874429659
10FTHF7GLUtl_pos	5142.006044040467
10FTHF7GLUtm_pos	6950.445666127552
10FTHFtl_neg	3831.9558160577963
10FTHFtl_pos	0.0
10FTHFtm_neg	10669.586182065508
10FTHFtm_pos	22593.145461837757
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69654.85537453597
11DOCRTSLtr_neg	69654.85537453598
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72370.61891938788
11DOCRTSTRNtr_neg	72370.61891938794
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47306.095689628964
1MNCAMti_pos	60.57561786399024
1PPDCRp_pos	74.35573904640775
1a25DHVITD3TRn_pos	66735.15587114742
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.05734060965303
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.643817079401554
24_25DHVITD2tm_pos	13.643817079401554
24_25DHVITD3t_pos	66642.50826698072
24_25DHVITD3tm_pos	69569.44155817675
24_25VITD2Hm_pos	13.643817079401554
24_25VITD3Hm_pos	69569.44155817668
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66735.15587114728
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11147.127996531786
2AMACSULT_pos	29097.529861994597
2AMADPTm_pos	8164.811397971878
2DR1PP_pos	6291.030342629056
2HBO_neg	16165.519243492421
2HBO_pos	11.204467018090135
2HBt2_neg	1438.2472542795213
2HBt2_pos	1438.2472542795213
2HCO3_NAt_neg	1370.5089019878626
2HCO3_NAt_pos	1370.5089019878626
2MB2COAc_neg	0.0
2MB2COAc_pos	19855.619713935284
2MCITt_neg	0.0
2MCITt_pos	24986.70723914473
2OXOADOXm_pos	128.96782671369118
