	Treg_Spleen_Treg3_L2
10FTHF5GLUtl_pos	3778.712302529566
10FTHF5GLUtm_pos	6293.682071298698
10FTHF6GLUtl_pos	4533.04763149199
10FTHF6GLUtm_pos	6675.842110119956
10FTHF7GLUtl_pos	5035.937850800271
10FTHF7GLUtm_pos	6931.754921701397
10FTHFtl_neg	3778.7123025295655
10FTHFtl_pos	0.0
10FTHFtm_neg	10683.083397810438
10FTHFtm_pos	22462.53642082249
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	68135.69723741639
11DOCRTSLtr_neg	68135.69723741639
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71053.98697906626
11DOCRTSTRNtr_neg	71053.98697906625
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	46964.47965928528
1MNCAMti_pos	59.230234019374855
1PPDCRp_pos	73.87296924562307
1a25DHVITD3TRn_pos	65262.021613156445
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.001498954857837
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.391584701767997
24_25DHVITD2tm_pos	13.391584701767997
24_25DHVITD3t_pos	65169.374008989704
24_25DHVITD3tm_pos	67733.8887393577
24_25VITD2Hm_pos	13.391584701767997
24_25VITD3Hm_pos	67733.8887393576
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	65262.021613156256
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11092.3272660544
2AMACSULT_pos	28329.313882778646
2AMADPTm_pos	8157.296175771047
2DR1PP_pos	6027.512192052169
2HBO_neg	15977.57407314377
2HBO_pos	10.922585822655199
2HBt2_neg	1309.4443649589239
2HBt2_pos	1309.4443649589239
2HCO3_NAt_neg	1264.170130490901
2HCO3_NAt_pos	1264.170130490901
2MB2COAc_neg	0.0
2MB2COAc_pos	19717.132806050227
2MCITt_neg	0.0
2MCITt_pos	24639.86627067996
2OXOADOXm_pos	128.04668947572674
2OXOADPTm_neg	8157.296175771049
2OXOADPTm_pos	149.49775842124396
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	44707.03557289343
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	44707.03557289344
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	797.5374743963973
34DHPHEt_neg	797.5374743963973
34DHPHEt_pos	4.598314011701968
34DHPLACOX_NADP__neg	986.9222464078754
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	986.9222464078754
34DHXMANDACOX_NADP__neg	986.9222464078754
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	986.9222464078754
34HPLFM_pos	73475.96627887363
34HPPOR_pos	65415.28614898183
34HPPte_neg	11075.664356436653
34HPPte_pos	7570.631002828472
35CGMPtn_neg	0.0
35CGMPtn_pos	13952.370673852765
3AIBTm_neg	0.0
3AIBTm_pos	19040.46833012861
3AIB_Dtm_neg	18910.59075449174
3AIB_Dtm_pos	32687.14966941715
3AIBt_pos	19040.468330128602
3AIBtm_pos	19040.468330128602
3DPHBH1_pos	73475.96627887363
3DPHBH2_pos	73485.60176162765
3DSPHR_pos	29357.62206646515
3HAO_pos	77.01544067948281
3HBCDm_neg	0.0
3HBCDm_pos	18176.154669988235
3HBCOAHLm_pos	23674.788022495508
3HBCOARc_neg	0.0
3HBCOARc_pos	18176.154669988235
3HCO3_NAt_neg	1835.3889751882934
3HCO3_NAt_pos	1856.427124916525
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11713.508193077967
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	16508.736406318203
3MOBt2im_pos	6041.864905609047
3MOBte_neg	6.6944524029096
3MOBte_pos	8302.469449278131
3MOPt2im_pos	6041.864905609047
3MOPte_neg	26.232560283445046
3MOPte_pos	8300.02774707375
3MOX4HOXPGALDOX_NADP__neg	986.9222464078754
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	986.9222464078754
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26088.970044719026
3SALAASPm_pos	0.0
3SALACBOXL_pos	12780.569422469453
3SALAOX_pos	33146.41212124195
3SALATAi_pos	20999.405647485935
3SALATAim_pos	26088.970044719015
3SPYRSP_pos	20999.405647485935
3SPYRSPm_pos	26088.970044719015
41R1H2MAE12BOOX_pos	54604.180059266866
41R2A1H12BOOX_pos	44707.035572893445
42A12BOOX_pos	0.0
4ABUTtcn_pos	13333.438090891379
4ABUTtm_neg	16399.006388362486
4ABUTtm_pos	20918.072022860895
4HBZCOAFm_pos	73475.96627887363
4HBZFm_pos	73475.96627887363
4HDEBRISOQUINEte_neg	7.162187017556977
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3436.8094423818393
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15221.670537289741
4HPROLTASCT1_pos	2353.9872749313217
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6041.864905609047
4MOPte_neg	8911.242800273983
4MOPte_pos	8293.48052629221
4MPTNLte_neg	0.0
4MPTNLte_pos	78932.16581432859
4MPTNLtm_neg	78932.16581432857
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.608140530969429
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.12895964291547
4NPHSFte_pos	0.0
4NPHSULT_pos	29.12895964291547
4NPHte_neg	0.0
4NPHte_pos	17.001498954857837
4OHPROIMINOtc_pos	2353.9872749313217
4PYRDX_pos	10680.246298445216
5ADTSTSTERONEGLCte_pos	92112.45010649273
5ADTSTSTERONEGLCtr_neg	92112.45010649275
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	12713.457522823706
5ADTSTSTERONESte_neg	9.253647244857884
5ADTSTSTERONESte_pos	71556.98034024198
5ADTSTSTERONEte_neg	73626.45394321559
5ADTSTSTERONEte_pos	8.226650215345959
5ADTSTSTERONEtr_neg	44.77514827873677
5ADTSTSTERONEtr_pos	73630.86086271772
5AOPtm_neg	21625.65426300636
5AOPtm_pos	0.0
5DHFtl_pos	3778.712302529566
5FTHFt2_neg	0.0
5FTHFt2_pos	10.776607827139776
5HLTDL_pos	9.42979982147489
5HOMEPRAZOLEte_neg	7.608140530969429
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.439112594219656
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21013.251142739995
5MTAte_pos	16949.840804338637
5MTHFt2_neg	2082.804840470091
5MTHFt2_pos	2082.804840470091
5MTHFt2le_neg	2265.6096809401815
5MTHFt2le_pos	2265.6096809401815
5MTHFt_neg	2082.804840470091
5MTHFt_pos	1900.0
5OXPROt_neg	16457.44352659905
