	exTreg_Lymph_exTreg5_L1
10FTHF5GLUtl_pos	3875.5565168192156
10FTHF5GLUtm_pos	6311.214831339684
10FTHF6GLUtl_pos	4686.492432632792
10FTHF6GLUtm_pos	6702.323383625778
10FTHF7GLUtl_pos	5227.116376508508
10FTHF7GLUtm_pos	6963.945639518149
10FTHFtl_neg	3875.5565168192156
10FTHFtl_pos	0.0
10FTHFtm_neg	10637.052395399138
10FTHFtm_pos	22655.226004898992
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	71860.11310201569
11DOCRTSLtr_neg	71860.11310201566
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	74647.40379530055
11DOCRTSTRNtr_neg	74647.40379530046
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48436.86478356099
1MNCAMti_pos	62.198704051792916
1PPDCRp_pos	75.00554332018055
1a25DHVITD3TRn_pos	68761.60179756684
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	16.911380604692454
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.610329836103963
24_25DHVITD2tm_pos	13.610329836103963
24_25DHVITD3t_pos	68668.95419340009
24_25DHVITD3tm_pos	71604.13470527166
24_25VITD2Hm_pos	13.610329836103963
24_25VITD3Hm_pos	71604.13470527164
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	68761.60179756665
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11260.291192728042
2AMACSULT_pos	29553.868423397424
2AMADPTm_pos	8172.789011751441
2DR1PP_pos	6421.021097906765
2HBO_neg	16368.323300317017
2HBO_pos	11.288176912073357
2HBt2_neg	1376.4211104061264
2HBt2_pos	1376.4211104061264
2HCO3_NAt_neg	1243.6343520249281
2HCO3_NAt_pos	1243.6343520249281
2MB2COAc_neg	0.0
2MB2COAc_pos	19961.51421540227
2MCITt_neg	0.0
2MCITt_pos	25274.585858221017
2OXOADOXm_pos	130.57406698380777
2OXOADPTm_neg	8172.789011751442
2OXOADPTm_pos	152.49556367538113
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46827.75518698689
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46827.75518698691
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	831.5286827196276
34DHPHEt_neg	831.5286827196276
34DHPHEt_pos	4.993266206269054
34DHPLACOX_NADP__neg	2391.017888189624
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2391.017888189624
34DHXMANDACOX_NADP__neg	2391.017888189624
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2391.017888189624
34HPLFM_pos	76083.38274502644
34HPPOR_pos	67790.36153324218
34HPPte_neg	11084.716389336516
34HPPte_pos	7708.866987696378
35CGMPtn_neg	0.0
35CGMPtn_pos	14900.099751249361
3AIBTm_neg	0.0
3AIBTm_pos	19147.033225490573
3AIB_Dtm_neg	19015.927603013857
3AIB_Dtm_pos	34636.65712357698
3AIBt_pos	19147.03322549057
3AIBtm_pos	19147.03322549057
3DPHBH1_pos	76083.38274502633
3DPHBH2_pos	76106.43232690681
3DSPHR_pos	30476.87958136329
3HAO_pos	79.45654644196472
3HBCDm_neg	0.0
3HBCDm_pos	18458.148209648803
3HBCOAHLm_pos	24208.299907948174
3HBCOARc_neg	0.0
3HBCOARc_pos	18458.148209648807
3HCO3_NAt_neg	1892.3598981870377
3HCO3_NAt_pos	1835.2838291436572
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12065.775073689489
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	18449.381560378937
3MOBt2im_pos	6031.192961740428
3MOBte_neg	6.579102450546356
3MOBte_pos	8362.919997731384
3MOPt2im_pos	6031.192961740428
3MOPte_neg	26.175213408421122
3MOPte_pos	8361.688827095737
3MOX4HOXPGALDOX_NADP__neg	2391.017888189624
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	2391.017888189624
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26151.751330376886
3SALAASPm_pos	0.0
3SALACBOXL_pos	12749.893242898173
3SALAOX_pos	34773.179166020156
3SALATAi_pos	21082.22223965692
3SALATAim_pos	26151.751330376886
3SPYRSP_pos	21082.22223965692
3SPYRSPm_pos	26151.751330376886
41R1H2MAE12BOOX_pos	57756.98973263774
41R2A1H12BOOX_pos	46827.755186986906
42A12BOOX_pos	0.0
4ABUTtcn_pos	14122.748045079674
4ABUTtm_neg	16519.289690585007
4ABUTtm_pos	21639.35681819185
4HBZCOAFm_pos	76083.38274502635
4HBZFm_pos	76083.38274502635
4HDEBRISOQUINEte_neg	7.338629992232192
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4374.7310525299845
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15968.057583393618
4HPROLTASCT1_pos	2662.887445913037
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6031.192961740428
4MOPte_neg	8956.148289346153
4MOPte_pos	8357.103304549975
4MPTNLte_neg	0.0
4MPTNLte_pos	82469.31112632604
4MPTNLtm_neg	82469.31112632602
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.552844946288745
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	30.558429176778873
4NPHSFte_pos	0.0
4NPHSULT_pos	30.558429176778866
4NPHte_neg	0.0
4NPHte_pos	16.911380604692454
4OHPROIMINOtc_pos	2662.887445913037
4PYRDX_pos	11050.602202036154
5ADTSTSTERONEGLCte_pos	95960.7460780319
5ADTSTSTERONEGLCtr_neg	95960.74607803185
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13860.557344966066
5ADTSTSTERONESte_neg	9.31623422970331
5ADTSTSTERONESte_pos	75189.54438238264
5ADTSTSTERONEte_neg	77641.63386755166
5ADTSTSTERONEte_pos	8.391476829569447
5ADTSTSTERONEtr_neg	46.13764091546327
5ADTSTSTERONEtr_pos	77642.76627914845
5AOPtm_neg	22021.02059657075
5AOPtm_pos	0.0
5DHFtl_pos	3875.556516819216
5FTHFt2_neg	0.0
5FTHFt2_pos	11.006398344841347
5HLTDL_pos	9.209169515101243
5HOMEPRAZOLEte_neg	7.552844946288745
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.125958101328374
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21322.224906028052
5MTAte_pos	17480.193128769835
5MTHFt2_neg	2079.7491752240703
5MTHFt2_pos	2079.7491752240703
5MTHFt2le_neg	2259.4983504481397
5MTHFt2le_pos	2259.4983504481397
5MTHFt_neg	2079.7491752240703
5MTHFt_pos	1900.0
5OXPROt_neg	17173.08843185668
5OXPROt_pos	10571.697256434622
5THFtl_pos	3875.5565168192156
5THFtm_pos	6311.214831339685
6DHFtl_pos	4686.492432632791
6DHFtm_pos	6702.323383625775
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	72407.29948046563
6HTSTSTERONEtr_neg	72407.29948046563
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4686.492432632792
6THFtm_pos	6702.323383625775
7DHCHSTEROLtr_neg	12781.73636943213
7DHCHSTEROLtr_pos	114940.76645185032
7DHFtl_pos	5227.116376508508
7DHFtm_pos	6963.945639518149
7THFtl_pos	5227.116376508508
7THFtm_pos	6963.94563951815
A4GALTc_pos	0.0
A4GALTg_pos	15983.466362590043
A4GNT1g_pos	0.0
A4GNT2g_pos	336.7627307394616
AACOAT_pos	10445.818704310335
AACTOOR_pos	17938.935510631967
AACTtm_pos	17938.935510631967
AASAD3m_pos	54.60272335701659
AATAi_neg	8172.789011751442
AATAi_pos	75.00554332018056
ABO1g_pos	14618.887362483023
ABO2g_pos	13660.239671792804
ABO3g_pos	14166.52390172253
ABO4g_pos	13400.71194004167
ABO5g_pos	13400.71194004167
ABO6g_pos	12703.863057124932
ABO7g_pos	12703.863057124932
ABO8g_pos	12787.918761623296
ABO9g_pos	11499.963747811173
ABTArm_neg	16519.289690585007
ABTArm_pos	21639.35681819184
ABTD_neg	5245.659104486045
ABTD_pos	9.546473149516153
ABTti_pos	5245.659104486045
ABUTD_pos	24905.1958452944
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1656.9229352416876
ABUTt2r_pos	1667.0291990975802
ABUTt4_2_r_neg	1667.0291990975807
ABUTt4_2_r_pos	1656.9229352416876
ACACT10m_neg	25206.088901418985
ACACT10m_pos	20823.16294418121
ACACT1r_neg	19916.261335067386
ACACT1r_pos	32810.589492304534
ACACT1rm_pos	15722.29549441118
ACACT1x_pos	21013.33669859295
ACACT4p_pos	45682.76589817054
ACACT5p_pos	45682.76589817056
ACACT6p_pos	45682.76589817056
ACACT7p_pos	44047.30810489932
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2113.2105552030634
ACACt2_pos	2113.2105552030634
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10475.141680817327
ACACtx_pos	0.0
ACALDt_neg	8709.456562976995
ACALDt_pos	7.173529577967502
ACALDtm_neg	15367.171324292674
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	75488.07887430953
ACALDtx_neg	0.0
ACALDtx_pos	14.793046072246964
ACCOAC_pos	6949.490282452972
ACCOACm_pos	7008.009898293017
ACCOAL_pos	6034.851914636576
ACCOALm_pos	9439.495724547478
ACCOAgt_neg	0.0
ACCOAgt_pos	30749.523124738513
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4087.194944428194
ACCOAtr_pos	4087.194944428194
ACETONEt2_neg	17884.791176848204
ACETONEt2_pos	8.433967319384823
ACETONEt2m_neg	17884.791176848204
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15680.796330919684
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15680.796330919684
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	13400.711940041661
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	13400.711940041663
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12703.863057124934
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12703.863057124927
ACGALK2_pos	693.8283854433367
ACGALK_pos	691.4318362872286
ACGALtlg_neg	1249.9769868800456
ACGALtlg_pos	0.0
ACGALtly_pos	691.4318362872286
ACGAM2E_neg	6345.472487372858
ACGAM2E_pos	43854.648826907985
ACGAM6PSi_pos	7227.484219592221
ACGAMK_pos	6345.472487372858
ACGAMPM_neg	0.0
ACGAMPM_pos	6345.472487372858
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1249.9769868800456
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1249.9769868800456
ACGPID_pos	57.24487595690884
ACGSm_pos	0.0
ACHEe_pos	10555.209512987985
ACHVESSEC_pos	6775.663681593402
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13261.01299833902
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	16723.47710166411
ACN13ACNGALGBSIDEtg_neg	16723.47710166411
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	16723.47710166411
ACN23ACNGALGBSIDEtg_neg	16723.47710166411
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18879.54846936055
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18879.54846936054
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	16696.391356719887
ACNACNGALGBSIDEtg_neg	16696.391356719887
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	11783.428105703859
ACNAM9PL_pos	11697.690775449513
ACNAMPH_pos	11697.690775449513
ACNAMlt_neg	25176.43340327037
ACNAMlt_pos	0.0
ACNAMtn_pos	8915.655484547418
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14992.891251155994
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14992.89125115599
ACNMLr_neg	30183.64682217073
ACNMLr_pos	11697.690775449513
ACOAD10m_pos	2850.0
