	exTreg_Lymph_exTreg3_L1
10FTHF5GLUtl_pos	3952.2731969217643
10FTHF5GLUtm_pos	6318.435103696096
10FTHF6GLUtl_pos	4809.8643853377325
10FTHF6GLUtm_pos	6713.284034614994
10FTHF7GLUtl_pos	5381.59184428171
10FTHF7GLUtm_pos	6978.049120308206
10FTHFtl_neg	3952.273196921764
10FTHFtl_pos	0.0
10FTHFtm_neg	10653.69930263749
10FTHFtm_pos	23332.873456424895
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	72665.32898026379
11DOCRTSLtr_neg	72665.32898026385
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	75420.20759476657
11DOCRTSTRNtr_neg	75420.20759476654
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	50710.49248946394
1MNCAMti_pos	62.92684137890604
1PPDCRp_pos	75.19126119535531
1a25DHVITD3TRn_pos	69554.92247652962
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.121751199916165
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.849101589772857
24_25DHVITD2tm_pos	13.849101589772857
24_25DHVITD3t_pos	69462.27487236288
24_25DHVITD3tm_pos	72414.49720971005
24_25VITD2Hm_pos	13.849101589772857
24_25VITD3Hm_pos	72414.49720971003
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	69554.92247652946
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11756.235466468532
2AMACSULT_pos	30871.63771849607
2AMADPTm_pos	8174.247212051938
2DR1PP_pos	6725.207016671379
2HBO_neg	16776.647527611476
2HBO_pos	11.920993944332151
2HBt2_neg	1356.9156506437141
2HBt2_pos	1356.9156506437141
2HCO3_NAt_neg	1561.72086563822
2HCO3_NAt_pos	1561.72086563822
2MB2COAc_neg	0.0
2MB2COAc_pos	19977.164995587194
2MCITt_neg	0.0
2MCITt_pos	25624.4921977399
2OXOADOXm_pos	131.09864845265994
2OXOADPTm_neg	8174.247212051938
2OXOADPTm_pos	153.04157269335525
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	47804.32811165794
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	47804.32811165793
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	898.9920346353226
34DHPHEt_neg	898.9920346353226
34DHPHEt_pos	4.891907335771997
34DHPLACOX_NADP__neg	2741.908421718422
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2741.908421718422
34DHXMANDACOX_NADP__neg	2741.908421718422
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2741.908421718422
34HPLFM_pos	77059.0702035465
34HPPOR_pos	68579.98075184738
34HPPte_neg	11466.639107551086
34HPPte_pos	7816.442676202147
35CGMPtn_neg	0.0
35CGMPtn_pos	15345.4106887827
3AIBTm_neg	0.0
3AIBTm_pos	19220.55757861095
3AIB_Dtm_neg	19095.982523649825
3AIB_Dtm_pos	35084.01604763788
3AIBt_pos	19220.557578610948
3AIBtm_pos	19220.557578610948
3DPHBH1_pos	77059.07020354652
3DPHBH2_pos	77060.28884424668
3DSPHR_pos	31946.22808397996
3HAO_pos	80.07121279164139
3HBCDm_neg	0.0
3HBCDm_pos	18414.84065031056
3HBCOAHLm_pos	24500.7408264066
3HBCOARc_neg	0.0
3HBCOARc_pos	18414.84065031056
3HCO3_NAt_neg	2261.118313411267
3HCO3_NAt_pos	2278.437529611796
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12101.440814463167
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	18942.94618315208
3MOBt2im_pos	6025.69477848307
3MOBte_neg	6.821023040669717
3MOBte_pos	8607.17506141122
3MOPt2im_pos	6025.69477848307
3MOPte_neg	26.43266604656634
3MOPte_pos	8605.215216043493
3MOX4HOXPGALDOX_NADP__neg	2741.908421718422
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	2741.908421718422
3MOXTYROX_pos	0.0
