	Tcon_Spleen_Tcon1_L2
10FTHF5GLUtl_pos	3853.96900247926
10FTHF5GLUtm_pos	6309.40019214407
10FTHF6GLUtl_pos	4653.483773575988
10FTHF6GLUtm_pos	6698.852180825181
10FTHF7GLUtl_pos	5186.493620973808
10FTHF7GLUtm_pos	6959.748387110587
10FTHFtl_neg	3853.96900247926
10FTHFtl_pos	0.0
10FTHFtm_neg	10683.424753785015
10FTHFtm_pos	22683.680217421548
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69677.69202095865
11DOCRTSLtr_neg	69677.69202095865
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72497.47755363073
11DOCRTSTRNtr_neg	72497.47755363076
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47556.598206749695
1MNCAMti_pos	60.950630997346394
1PPDCRp_pos	74.60896427872953
1a25DHVITD3TRn_pos	66605.36749550843
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.016322364767465
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.651067765384127
24_25DHVITD2tm_pos	13.651067765384127
24_25DHVITD3t_pos	66512.71989134164
24_25DHVITD3tm_pos	69412.36099611058
24_25VITD2Hm_pos	13.651067765384127
24_25VITD3Hm_pos	69412.3609961105
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66605.36749550825
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11237.9293323261
2AMACSULT_pos	29176.14087463694
2AMADPTm_pos	8172.683319223418
2DR1PP_pos	6376.51667172531
2HBO_neg	16345.899477432215
2HBO_pos	11.199014673530069
2HBt2_neg	1620.912580745782
2HBt2_pos	1620.912580745782
2HCO3_NAt_neg	1424.4533224527545
2HCO3_NAt_pos	1424.4533224527545
2MB2COAc_neg	0.0
2MB2COAc_pos	19853.568486844066
2MCITt_neg	0.0
2MCITt_pos	25064.325544978663
2OXOADOXm_pos	129.0901898406749
2OXOADPTm_neg	8172.683319223424
2OXOADPTm_pos	150.92220858284543
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45965.42204875146
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45965.42204875146
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	794.5057683745174
34DHPHEt_neg	794.5057683745174
34DHPHEt_pos	4.931180839220542
34DHPLACOX_NADP__neg	2063.81250374332
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2063.81250374332
34DHXMANDACOX_NADP__neg	2063.81250374332
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2063.81250374332
34HPLFM_pos	74790.49132572763
34HPPOR_pos	66569.84357264162
34HPPte_neg	11117.421919181768
34HPPte_pos	7750.467676968495
35CGMPtn_neg	0.0
35CGMPtn_pos	14759.073996964418
3AIBTm_neg	0.0
3AIBTm_pos	19180.590455747555
3AIB_Dtm_neg	19049.196713488323
3AIB_Dtm_pos	33898.95456840136
3AIBt_pos	19180.590455747562
3AIBtm_pos	19180.590455747562
3DPHBH1_pos	74790.4913257276
3DPHBH2_pos	74792.98311491022
3DSPHR_pos	30063.165783002394
3HAO_pos	77.66713514084222
3HBCDm_neg	0.0
3HBCDm_pos	18281.84808347438
3HBCOAHLm_pos	24278.11867734878
3HBCOARc_neg	0.0
