	Tcon_Spleen_Tcon2_L1
10FTHF5GLUtl_pos	3879.0350469981163
10FTHF5GLUtm_pos	6311.553090832104
10FTHF6GLUtl_pos	4694.4032809717255
10FTHF6GLUtm_pos	6701.122519293112
10FTHF7GLUtl_pos	5237.982103620795
10FTHF7GLUtm_pos	6961.9934600732395
10FTHFtl_neg	3879.0350469981163
10FTHFtl_pos	0.0
10FTHFtm_neg	10683.0337171016
10FTHFtm_pos	22641.781636060485
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70290.67971107682
11DOCRTSLtr_neg	70290.67971107682
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	73015.93665401511
11DOCRTSTRNtr_neg	73015.9366540151
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47438.56959491894
1MNCAMti_pos	61.142568504691006
1PPDCRp_pos	73.8127014926338
1a25DHVITD3TRn_pos	67266.67850348611
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.050662107084758
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.522897248072235
24_25DHVITD2tm_pos	13.522897248072235
24_25DHVITD3t_pos	67174.03089931933
24_25DHVITD3tm_pos	69840.044388337
24_25VITD2Hm_pos	13.522897248072235
24_25VITD3Hm_pos	69840.04438833693
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67266.6785034859
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11180.292210104959
2AMACSULT_pos	29279.251700259672
2AMADPTm_pos	8169.6177188094825
2DR1PP_pos	6483.617080507264
2HBO_neg	16321.226558297363
2HBO_pos	11.186515043921675
2HBt2_neg	1518.3752866820716
2HBt2_pos	1518.3752866820716
2HCO3_NAt_neg	1461.1714789029097
2HCO3_NAt_pos	1461.1714789029097
2MB2COAc_neg	0.0
2MB2COAc_pos	19809.90517242536
2MCITt_neg	0.0
2MCITt_pos	25002.621541378896
2OXOADOXm_pos	128.698050319909
2OXOADPTm_neg	8169.6177188094825
2OXOADPTm_pos	149.79861672700406
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46160.83940230217
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46160.83940230216
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	817.203705943281
34DHPHEt_neg	817.203705943281
34DHPHEt_pos	5.010296331564976
34DHPLACOX_NADP__neg	1221.214429328098
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1221.214429328098
34DHXMANDACOX_NADP__neg	1267.1518050964858
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1267.1518050964858
34HPLFM_pos	74921.61756354658
34HPPOR_pos	67283.18775945176
34HPPte_neg	11130.8547477982
34HPPte_pos	7638.675224959402
35CGMPtn_neg	0.0
35CGMPtn_pos	14599.884294668309
3AIBTm_neg	0.0
3AIBTm_pos	19131.294806233465
3AIB_Dtm_neg	19003.74123138103
3AIB_Dtm_pos	34091.329067040155
3AIBt_pos	19131.29480623347
3AIBtm_pos	19131.29480623347
3DPHBH1_pos	74921.61756354662
3DPHBH2_pos	74970.0341820332
3DSPHR_pos	30394.066529407726
3HAO_pos	77.36008773957508
3HBCDm_neg	0.0
3HBCDm_pos	18294.05380183082
3HBCOAHLm_pos	24139.62319294069
3HBCOARc_neg	0.0
3HBCOARc_pos	18294.053801830818
3HCO3_NAt_neg	2075.8925029784646
3HCO3_NAt_pos	2135.731991295004
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12234.939907446356
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17132.638098388357
3MOBt2im_pos	6028.540575265799
3MOBte_neg	6.728464620009018
3MOBte_pos	8372.044750238449
3MOPt2im_pos	6028.540575265799
3MOPte_neg	26.279646910325972
3MOPte_pos	8369.576651360232
3MOX4HOXPGALDOX_NADP__neg	1221.214429328098
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1221.214429328098
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26443.190232454854
3SALAASPm_pos	0.0
3SALACBOXL_pos	13071.462363535313
3SALAOX_pos	34487.04698606532
3SALATAi_pos	21330.105327904344
3SALATAim_pos	26443.19023245485
3SPYRSP_pos	21330.105327904344
3SPYRSPm_pos	26443.19023245485
41R1H2MAE12BOOX_pos	56179.93017758564
41R2A1H12BOOX_pos	46160.839402302154
42A12BOOX_pos	0.0
4ABUTtcn_pos	13750.4687631039
4ABUTtm_neg	16428.981364200372
4ABUTtm_pos	21023.36968632309
4HBZCOAFm_pos	74921.61756354655
4HBZFm_pos	74921.61756354655
4HDEBRISOQUINEte_neg	7.63438411190958
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3648.784511764915
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15719.335881989042
4HPROLTASCT1_pos	2355.860291860672
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6028.540575265799
4MOPte_neg	8918.184945238718
4MOPte_pos	8363.026292198614
4MPTNLte_neg	0.0
4MPTNLte_pos	80510.41874712595
4MPTNLtm_neg	80510.41874712594
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.63438411190958
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.92377699208367
4NPHSFte_pos	0.0
4NPHSULT_pos	29.92377699208367
4NPHte_neg	0.0
4NPHte_pos	17.050662107084758
4OHPROIMINOtc_pos	2355.860291860672
4PYRDX_pos	11044.48437890637
5ADTSTSTERONEGLCte_pos	94545.71513926816
5ADTSTSTERONEGLCtr_neg	94545.71513926814
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13684.331034788604
5ADTSTSTERONESte_neg	9.236574161979393
5ADTSTSTERONESte_pos	73825.78445201486
5ADTSTSTERONEte_neg	75710.65404917503
5ADTSTSTERONEte_pos	8.278973469580635
5ADTSTSTERONEtr_neg	45.420186968469245
5ADTSTSTERONEtr_pos	75717.58083861851
5AOPtm_neg	21894.761848879905
5AOPtm_pos	0.0
5DHFtl_pos	3879.0350469981163
5FTHFt2_neg	0.0
5FTHFt2_pos	10.957600668455862
5HLTDL_pos	10.23871290595776
5HOMEPRAZOLEte_neg	7.63438411190958
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3739.275692050758
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.610093695715351
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21271.14067800661
5MTAte_pos	17388.899275557007
5MTHFt2_neg	2106.4362172970023
5MTHFt2_pos	2106.4362172970023
5MTHFt2le_neg	2312.8724345940045
5MTHFt2le_pos	2312.8724345940045
5MTHFt_neg	2106.4362172970023
5MTHFt_pos	1900.0
5OXPROt_neg	16862.948489318314
5OXPROt_pos	10048.386556702084
5THFtl_pos	3879.0350469981163
5THFtm_pos	6311.553090832106
6DHFtl_pos	4694.4032809717255
6DHFtm_pos	6701.122519293111
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	70765.39486043002
6HTSTSTERONEtr_neg	70765.39486043004
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4694.4032809717255
6THFtm_pos	6701.122519293113
7DHCHSTEROLtr_neg	12782.062710026174
7DHCHSTEROLtr_pos	113394.86074983189
7DHFtl_pos	5237.982103620794
7DHFtm_pos	6961.993460073241
7THFtl_pos	5237.982103620794
7THFtm_pos	6961.9934600732395
A4GALTc_pos	0.0
A4GALTg_pos	15893.042742904705
A4GNT1g_pos	0.0
A4GNT2g_pos	330.98220104162147
AACOAT_pos	10378.760348047752
AACTOOR_pos	17703.14022503262
AACTtm_pos	17703.14022503262
AASAD3m_pos	54.015672802595674
AATAi_neg	8169.617718809483
AATAi_pos	73.81270149263382
ABO1g_pos	14511.47920038452
ABO2g_pos	13525.378432834605
ABO3g_pos	14034.323836127536
ABO4g_pos	13311.986226709676
ABO5g_pos	13311.986226709676
ABO6g_pos	12620.06660280593
ABO7g_pos	12620.06660280593
ABO8g_pos	12697.590875132746
ABO9g_pos	11392.520317403161
ABTArm_neg	16428.981364200372
ABTArm_pos	21023.369686323087
ABTD_neg	5348.9077558425215
ABTD_pos	9.614626797610025
ABTti_pos	5348.9077558425215
ABUTD_pos	23831.79381449695
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1839.8689394613862
ABUTt2r_pos	1847.5737008442595
ABUTt4_2_r_neg	1847.5737008442595
ABUTt4_2_r_pos	1839.8689394613862
ACACT10m_neg	25053.59108138093
ACACT10m_pos	20847.561591296635
ACACT1r_neg	19828.459112648616
ACACT1r_pos	31812.7566394671
ACACT1rm_pos	15633.10635648371
ACACT1x_pos	20959.093730178338
ACACT4p_pos	45152.94365712327
ACACT5p_pos	45152.94365712327
ACACT6p_pos	45152.94365712329
ACACT7p_pos	43519.44989753079
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2184.1876433410357
ACACt2_pos	2184.1876433410357
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10468.58921650945
ACACtx_pos	0.0
ACALDt_neg	8506.550981546856
ACALDt_pos	6.624217415391054
ACALDtm_neg	15028.241016582399
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	73822.6116478093
ACALDtx_neg	0.0
ACALDtx_pos	14.604081981262519
ACCOAC_pos	6967.777024498951
ACCOACm_pos	6993.210671370971
ACCOAL_pos	6030.131781024206
ACCOALm_pos	9449.330474156817
ACCOAgt_neg	0.0
ACCOAgt_pos	30257.49187676092
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4070.0194145120413
ACCOAtr_pos	4070.0194145120413
ACETONEt2_neg	17670.87166609638
ACETONEt2_pos	8.25273272871304
ACETONEt2m_neg	17670.87166609638
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15588.819370664183
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15588.81937066418
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	13311.986226709678
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	13311.986226709678
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12620.06660280593
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12620.066602805922
ACGALK2_pos	671.5208456271633
ACGALK_pos	669.0179869767069
ACGALtlg_neg	1237.0837860215424
ACGALtlg_pos	0.0
ACGALtly_pos	669.0179869767069
ACGAM2E_neg	6411.325485779101
ACGAM2E_pos	42992.57158889153
ACGAM6PSi_pos	7230.990344488777
ACGAMK_pos	6411.325485779102
ACGAMPM_neg	0.0
ACGAMPM_pos	6411.325485779102
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1237.083786021543
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1237.0837860215427
