	exTreg_Lymph_exTreg4_L1
10FTHF5GLUtl_pos	3951.1599399165175
10FTHF5GLUtm_pos	6310.070343359121
10FTHF6GLUtl_pos	4811.670802867814
10FTHF6GLUtm_pos	6700.32871319562
10FTHF7GLUtl_pos	5385.344711502012
10FTHF7GLUtm_pos	6961.420120377828
10FTHFtl_neg	3951.1599399165175
10FTHFtl_pos	0.0
10FTHFtm_neg	10659.628744771628
10FTHFtm_pos	23072.732579445277
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	72564.93046585853
11DOCRTSLtr_neg	72564.93046585849
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	75296.29515507819
11DOCRTSTRNtr_neg	75296.2951550782
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	49196.129367781876
1MNCAMti_pos	62.09038863102473
1PPDCRp_pos	74.88061633531838
1a25DHVITD3TRn_pos	69629.39699310044
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.15825138875998
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.684518469621228
24_25DHVITD2tm_pos	13.684518469621228
24_25DHVITD3t_pos	69536.7493889337
24_25DHVITD3tm_pos	72371.62006084686
24_25VITD2Hm_pos	13.684518469621228
24_25VITD3Hm_pos	72371.62006084684
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	69629.39699310031
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11900.090352234149
2AMACSULT_pos	30705.603302156327
2AMADPTm_pos	8173.363054849872
2DR1PP_pos	6649.753547316456
2HBO_neg	16504.33841224892
2HBO_pos	11.61226829401691
2HBt2_neg	1710.4735521749496
2HBt2_pos	1710.4735521749496
2HCO3_NAt_neg	1570.19417715672
2HCO3_NAt_pos	1570.19417715672
2MB2COAc_neg	0.0
2MB2COAc_pos	20023.030121976775
2MCITt_neg	0.0
2MCITt_pos	25578.416686717483
2OXOADOXm_pos	130.56972443761566
2OXOADPTm_neg	8173.363054849872
2OXOADPTm_pos	152.26527269925873
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	48286.4795036633
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	48286.47950366331
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	1005.6941995967611
34DHPHEt_neg	1005.6941995967611
34DHPHEt_pos	5.325003713158502
34DHPLACOX_NADP__neg	2977.7206102483533
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2977.7206102483533
34DHXMANDACOX_NADP__neg	2977.7206102483533
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2977.7206102483533
34HPLFM_pos	77528.11805774897
34HPPOR_pos	69202.44024266813
34HPPte_neg	11281.304518446575
34HPPte_pos	7854.215606186017
35CGMPtn_neg	0.0
35CGMPtn_pos	15386.304074597898
3AIBTm_neg	0.0
3AIBTm_pos	19247.61758185534
3AIB_Dtm_neg	19088.33286154795
3AIB_Dtm_pos	34474.36091830273
3AIBt_pos	19247.61758185533
3AIBtm_pos	19247.61758185533
3DPHBH1_pos	77528.11805774897
3DPHBH2_pos	77542.02808909093
3DSPHR_pos	32063.84359820421
3HAO_pos	79.14842302438255
3HBCDm_neg	0.0
3HBCDm_pos	18344.16934042251
3HBCOAHLm_pos	24360.302246882602
3HBCOARc_neg	0.0
3HBCOARc_pos	18344.169340422515
3HCO3_NAt_neg	2318.2175383479903
3HCO3_NAt_pos	2310.658803705886
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12563.804585342305
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	18313.504545790598
3MOBt2im_pos	6104.586640740205
3MOBte_neg	6.930880402358498
3MOBte_pos	8524.750962056853
3MOPt2im_pos	6104.586640740205
3MOPte_neg	26.569051894018692
3MOPte_pos	8522.329687055459
3MOX4HOXPGALDOX_NADP__neg	2977.7206102483533
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	2977.7206102483533
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26794.55053072888
3SALAASPm_pos	0.0
3SALACBOXL_pos	13570.740704124768
3SALAOX_pos	35992.45151444193
3SALATAi_pos	22006.827645877253
3SALATAim_pos	26794.55053072888
3SPYRSP_pos	22006.827645877253
3SPYRSPm_pos	26794.55053072888
41R1H2MAE12BOOX_pos	59019.46130913697
41R2A1H12BOOX_pos	48286.47950366332
42A12BOOX_pos	0.0
4ABUTtcn_pos	13949.064843095472
4ABUTtm_neg	16613.32259453548
4ABUTtm_pos	21268.933199916235
4HBZCOAFm_pos	77528.118057749
4HBZFm_pos	77528.118057749
4HDEBRISOQUINEte_neg	7.3617648083706255
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4377.6456504369635
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	16508.569973467394
4HPROLTASCT1_pos	2979.618998493352
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6104.586640740205
4MOPte_neg	9041.160295670423
4MOPte_pos	8515.593880582142
4MPTNLte_neg	0.0
4MPTNLte_pos	83332.08828644584
4MPTNLtm_neg	83332.08828644583
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.660289783841295
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	30.45237416084099
4NPHSFte_pos	0.0
4NPHSULT_pos	30.45237416084099
4NPHte_neg	0.0
4NPHte_pos	17.15825138875998
4OHPROIMINOtc_pos	2979.618998493352
4PYRDX_pos	11373.388697024613
5ADTSTSTERONEGLCte_pos	96917.5826483384
5ADTSTSTERONEGLCtr_neg	96917.58264833844
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	14073.730473249343
5ADTSTSTERONESte_neg	9.262083746437195
5ADTSTSTERONESte_pos	76106.63463505833
5ADTSTSTERONEte_neg	78372.4452750042
5ADTSTSTERONEte_pos	8.437793818840017
5ADTSTSTERONEtr_neg	46.50693142956757
5ADTSTSTERONEtr_pos	78377.80888644319
5AOPtm_neg	22337.844108203735
5AOPtm_pos	0.0
5DHFtl_pos	3951.1599399165175
5FTHFt2_neg	0.0
5FTHFt2_pos	10.982788389719891
5HLTDL_pos	10.201709127813213
5HOMEPRAZOLEte_neg	7.660289783841293
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.824957105857179
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21463.71345875732
5MTAte_pos	17788.092112400263
5MTHFt2_neg	2076.658886758457
5MTHFt2_pos	2076.658886758457
5MTHFt2le_neg	2253.317773516914
5MTHFt2le_pos	2253.317773516914
5MTHFt_neg	2076.658886758457
5MTHFt_pos	1900.0
5OXPROt_neg	17528.53680187385
5OXPROt_pos	10710.99666741588
5THFtl_pos	3951.1599399165175
5THFtm_pos	6310.070343359121
6DHFtl_pos	4811.670802867814
6DHFtm_pos	6700.328713195623
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	73157.54692881496
6HTSTSTERONEtr_neg	73157.54692881496
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4811.670802867815
6THFtm_pos	6700.328713195618
7DHCHSTEROLtr_neg	12807.17075730907
7DHCHSTEROLtr_pos	116835.40365035279
7DHFtl_pos	5385.344711502013
7DHFtm_pos	6961.420120377827
7THFtl_pos	5385.344711502012
7THFtm_pos	6961.4201203778275
A4GALTc_pos	0.0
A4GALTg_pos	16286.387500891811
A4GNT1g_pos	0.0
A4GNT2g_pos	342.8495161299099
AACOAT_pos	10371.58094023259
AACTOOR_pos	18011.684876575793
AACTtm_pos	18011.684876575793
AASAD3m_pos	54.49159523396387
AATAi_neg	8173.363054849872
AATAi_pos	74.88061633531836
ABO1g_pos	14842.29715754195
ABO2g_pos	13795.346316137338
ABO3g_pos	14369.927206563929
ABO4g_pos	13637.522783437811
ABO5g_pos	13637.522783437811
ABO6g_pos	12945.495892424664
ABO7g_pos	12945.495892424664
ABO8g_pos	13002.618021828504
ABO9g_pos	11651.178935650873
ABTArm_neg	16613.322594535482
ABTArm_pos	21268.933199916228
ABTD_neg	5296.978099791607
ABTD_pos	11.037760218077224
ABTti_pos	5296.978099791607
ABUTD_pos	24433.809876702133
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1955.2084726652697
ABUTt2r_pos	1953.9046152974547
ABUTt4_2_r_neg	1953.9046152974547
ABUTt4_2_r_pos	1955.2084726652697
ACACT10m_neg	25366.231752402582
ACACT10m_pos	20999.035886321708
ACACT1r_neg	19966.10892644224
ACACT1r_pos	33091.33872832585
ACACT1rm_pos	15579.16899410555
ACACT1x_pos	21219.838251755427
ACACT4p_pos	46916.62557667759
ACACT5p_pos	46916.62557667759
ACACT6p_pos	46916.62557667759
ACACT7p_pos	45278.807778223934
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2280.236776087475
ACACt2_pos	2280.236776087475
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10815.22969554823
ACACtx_pos	0.0
ACALDt_neg	8634.084700007601
ACALDt_pos	7.17309283846398
ACALDtm_neg	15214.717375978144
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	76240.15055720908
ACALDtx_neg	0.0
ACALDtx_pos	14.901031665385643
ACCOAC_pos	7337.451598718051
