	Ob.EPA.c_S137_L007_R1_001	Ob.EPA.e_S153_L007_R1_001	Ob.1012.b_S133_L007_R1_001	WT.911.b_S129_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	0.8797057662822882	1.01435529297707	1.4594316186372973	0.9411063109464314
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.0	0.0	0.0	0.0
25VITD3Hm_pos	0.0	0.0	0.0	0.0
2AMACHYD_pos	8.849561482178293	8.82889810228802	8.720107422393323	8.41265452194556
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	3.62760683812965	3.3909427728025427	3.463360885816658	2.3950627995175777
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	10.565773275340668	10.467330433696745	10.516487980909975	9.610914100346477
2HBO_neg	10.565773275340668	10.467330433696745	10.516487980909975	9.610914100346477
2HBt2_pos	6.853621455748828	6.995710628907104	6.66519377274042	5.616181231331876
2HBt2_neg	6.853621455748828	6.995710628907104	6.66519377274042	5.616181231331876
2HCO3_NAt_pos	5.067380578019059	5.674121632632394	4.6661884898727815	3.8469946869655733
2HCO3_NAt_neg	5.067380578019059	5.674121632632394	4.6661884898727815	3.8469946869655733
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	7.517984266738409	7.892937397834681	7.358079723348917	6.839707698350369
2OXOADPTm_pos	3.62760683812965	3.3909427728025427	3.463360885816658	2.3950627995175777
2OXOADPTm_neg	3.62760683812965	3.3909427728025427	3.463360885816658	2.3950627995175777
34DHOXPEGOX_pos	8.770168320103428	8.989337727648877	8.722978254208725	8.901621158346112
34DHOXPEGOX_neg	8.770168320103428	8.989337727648877	8.722978254208725	8.901621158346112
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	14.395639897090641	14.666089714938188	15.309569077271314	15.041784902899328
34DHPHEt_pos	4.524815928357506	5.016585460434449	4.354734239970604	5.1630961384360115
34DHPHEt_neg	4.524815928357506	5.016585460434449	4.354734239970604	5.1630961384360115
34DHPLACOX_pos	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
34DHPLACOX_NADP__pos	1.2630344058337937	1.765534746362977	1.3219280948873624	1.5558161550616396
34DHPLACOX_NADP__neg	1.2630344058337937	1.765534746362977	1.3219280948873624	1.5558161550616396
34DHXMANDACOX_pos	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
34DHXMANDACOX_NADP__pos	1.2630344058337937	1.765534746362977	1.3219280948873624	1.5558161550616396
34DHXMANDACOX_NADP__neg	1.2630344058337937	1.765534746362977	1.3219280948873624	1.5558161550616396
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.542935121636555	10.688267796239813	10.497542512324765	10.674386497976892
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
3AIBTm_neg	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
3AIBtm_pos	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	4.142413437873741	4.838447592548458	4.428276414392509	3.339137384919585
3HAO_pos	8.694915006448664	8.78953364497036	8.908932967244537	8.740961280358384
3HBCDm_pos	7.415741768290091	7.5530532527664125	7.704871964456353	8.010388235311854
3HBCDm_neg	7.415741768290091	7.5530532527664125	7.704871964456353	8.010388235311854
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	6.385948657855972	6.636769607734454	6.322829497628895	7.473868069043629
3HLYTCL_pos	5.837943241891027	5.674121632632394	5.394376944957055	4.952333566369686
3HPCOAHYD_pos	6.239741717680673	6.414812060565847	6.112700132749362	5.460087240116833
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	5.837943241891027	5.674121632632394	5.394376944957055	4.952333566369686
3HXKYNOXDA_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
3M4HDXPAC_pos	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
3M4HDXPAC_neg	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
3MOX4HOXPGALDOX_NADP__pos	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
3MOX4HOXPGALDOX_NADP__neg	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
3MOXTYROX_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
3NTD7l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
3SALAASPm_pos	7.041001987167506	7.432625411432298	6.723695070441395	6.648609245174544
3SALAASPm_neg	7.041001987167506	7.432625411432298	6.723695070441395	6.648609245174544
3SALACBOXL_pos	6.217812330838862	6.714795011118162	6.35860724911781	5.6676083256737195
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	7.76593249347046	8.010052490595216	7.430452551665532	6.4961747022797685
3SALATAim_pos	8.841249829516796	9.128277932873363	8.780211658523335	8.147866326591235
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
41R2A1H12BOOX_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
42A12BOOX_pos	7.464831606379887	7.469071952080386	7.18308946064076	6.991295078542866
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	7.902736873525256	8.223036337901874	7.72471847620247	7.236301266827087
4HOXPACDOX_NADP__pos	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
4HOXPACDOX_NADP__neg	1.4750848829487826	2.1076878693143737	1.3840498067951599	1.726831217032493
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	1.2265085298086797	0.765534746362977	0.6135316529179271	0.48542682717024166
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	6.282625134191674	5.938050499534043	3.077242998932461	0.0
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	3.5197934862411002	3.859969548221026	3.0908534304511135	2.114367024952
5FTHFt2_neg	3.5197934862411002	3.859969548221026	3.0908534304511135	2.114367024952
5HLTDL_pos	5.837943241891027	5.674121632632394	5.394376944957055	4.952333566369686
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	5.1815001517046095	5.549977142771825	5.179112900678563	4.334139178838237
5HOXINDACTOXm_pos	10.710419023234163	10.986986817431832	10.75802328932175	10.320789268970136
5HOXINOXDA_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
5HTRPDOX_pos	0.0	0.0	0.0	0.0
5HTRPVESSEC_pos	2.1984941536390834	2.682573297347578	2.229587922740652	1.5360529002402097
5HXKYNDCL_pos	5.837943241891027	5.674121632632394	5.394376944957055	4.952333566369686
5HXKYNOXDA_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
5MTHFt_pos	0.0	0.0	0.0	0.0
5MTHFt_neg	0.0	0.0	0.0	0.0
5MTHFt2_pos	3.5197934862411002	3.859969548221026	3.0908534304511135	2.114367024952
5MTHFt2_neg	3.5197934862411002	3.859969548221026	3.0908534304511135	2.114367024952
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	3.855989697308481	4.2600256559614555	3.986410935252045	3.868884273028774
A_MANASEly_pos	5.805550425210856	6.460087240116833	5.955824240806441	5.442611803689344
A4GALTc_pos	0.8875252707415875	0.4222330006830478	0.8237493603082727	0.41142624572646497
A4GALTg_pos	0.8875252707415875	0.4222330006830478	0.8237493603082727	0.41142624572646497
A4GNT1g_pos	1.4541758931858022	2.169925001442312	2.1176950426697547	0.0
A4GNT2g_pos	1.4541758931858022	2.169925001442312	2.1176950426697547	0.0
AACOAT_pos	5.649615459063409	6.2511509905939375	6.006746832440585	4.5915597458278015
AACTOOR_pos	0.2630344058337938	0.25096157353321874	0.43295940727610627	0.0
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	5.453846773749929	5.931210274803932	5.4844604131288195	5.825785627464791
AATAi_neg	5.453846773749929	5.931210274803932	5.4844604131288195	5.825785627464791
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
ABTArm_neg	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	7.635028799027446	7.942045259916046	7.637494325206311	7.185271905593818
ABUTt2r_pos	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ABUTt2r_neg	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ABUTt2rL_pos	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ABUTt2rL_neg	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ABUTt4_2_r_pos	7.7535510546006545	7.6661174613893515	7.451458409785833	7.511436411977229
ABUTt4_2_r_neg	7.7535510546006545	7.6661174613893515	7.451458409785833	7.511436411977229
ACACT10m_pos	8.752547905847138	8.75905593916017	8.530601414516834	8.004557570854558
ACACT10m_neg	8.752547905847138	8.75905593916017	8.530601414516834	8.004557570854558
ACACT1r_pos	6.548128323585586	6.911571751726427	6.66732447027863	5.393004256898322
ACACT1r_neg	6.548128323585586	6.911571751726427	6.66732447027863	5.393004256898322
ACACT1rm_pos	8.714331389815245	8.785387075399901	8.530328298745562	7.9844754249041205
ACACT1x_pos	6.548128323585586	6.911571751726427	6.66732447027863	5.393004256898322
ACACt2_pos	6.853621455748828	6.992768430768924	6.662917554868155	5.609991295212678
ACACt2_neg	6.853621455748828	6.992768430768924	6.662917554868155	5.609991295212678
ACACt2m_pos	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
ACACt2m_neg	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	8.960175740277542	10.049133830086609	9.08402439022208	7.142872886768054
ACCOACm_pos	5.934044647112246	6.857607836085731	6.020146573111776	4.539158811108031
ACCOAgt_pos	5.164705840182799	5.104755986962257	4.954661620837898	5.148120631123964
ACCOAgt_neg	5.164705840182799	5.104755986962257	4.954661620837898	5.148120631123964
ACCOAL_pos	7.7332187426024595	8.466137656070432	7.969933274697856	6.695437110405369
ACCOALm_pos	0.44360665147561457	0.0	0.0	0.18903382439001715
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	5.164705840182799	5.104755986962257	4.954661620837898	5.148120631123964
ACCOAtr_neg	5.164705840182799	5.104755986962257	4.954661620837898	5.148120631123964
ACETONEt2_pos	6.853621455748828	6.995710628907104	6.66519377274042	5.616181231331876
ACETONEt2_neg	6.853621455748828	6.995710628907104	6.66519377274042	5.616181231331876
ACETONEt2m_pos	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
ACETONEt2m_neg	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	2.4724877714627436	1.7697717392494479	2.232660756790275	1.9068905956085185
ACGAM2E_neg	2.4724877714627436	1.7697717392494479	2.232660756790275	1.9068905956085185
ACGAM6PSi_pos	5.574404309022579	5.5536676884830625	5.135042286233651	5.175524601089875
ACGAMK_pos	4.421559944901823	4.653633311386255	4.772413554748482	3.980025300238734
ACGAMPM_pos	3.3175935046234715	3.454175893185802	3.1259816538547156	3.032100843167024
ACGAMPM_neg	3.3175935046234715	3.454175893185802	3.1259816538547156	3.032100843167024
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	2.821710215034674	2.3645724322958563	2.6848187375532224	2.713695814843359
ACGSm_pos	4.773996325111173	4.84749588378871	4.7311832415722	5.182295025025483
ACHEe_pos	0.6780719051126377	0.0	0.11103131238874395	0.6690267655096306
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	8.823876711241038	9.97906787148051	9.053111336459562	6.465648025982281
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.9467308601403097	3.486714373030702	3.7729413378313352	3.6217588567097327
ACNAM9PL2_pos	3.9467308601403097	3.486714373030702	3.7729413378313352	3.6217588567097327
ACNAMlt_pos	4.073820233291672	4.513490745588118	4.124328135002202	4.3008558712687615
ACNAMlt_neg	4.073820233291672	4.513490745588118	4.124328135002202	4.3008558712687615
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	8.564187605599553	8.794123398523132	8.383488303995337	7.8349134297010385
ACOAD1fm_pos	9.778504288057867	10.004473302104762	9.620623063823682	9.063314180232895
ACOAD8m_pos	6.301038849903148	6.5808992042257435	6.178117045706399	6.48767927890162
ACOAD9m_pos	8.529313415828627	8.787086324551616	8.38249434029312	7.7036959764890005
ACOAHi_pos	6.241268177329375	6.672142432853835	6.213152835336369	6.075532631167357
ACOAO7p_pos	9.988017143904164	10.58923915659909	10.068106475858773	9.03182524092711
ACOATA_pos	9.07355248742655	10.24821222778998	9.041823395992463	6.46401472450489
ACOATA_neg	9.07355248742655	10.24821222778998	9.041823395992463	6.46401472450489
ACODA_pos	4.920769673020648	4.971773447193373	5.191799501065075	4.96624587322494
ACONT_pos	6.84197311892718	7.167418145831737	6.579542224936903	6.400196342026577
ACONT_neg	6.84197311892718	7.167418145831737	6.579542224936903	6.400196342026577
ACONTm_pos	7.977337172167248	8.30478480664348	7.799216852613927	7.221200417505634
ACONTm_neg	7.977337172167248	8.30478480664348	7.799216852613927	7.221200417505634
ACOX22x_pos	6.94403849975484	7.149035756458098	6.671576448130652	6.525442506018121
ACOX2x_pos	6.94403849975484	7.149035756458098	6.671576448130652	6.525442506018121
ACP1_FMN__pos	5.137503523749935	4.709290635723358	4.935931139752267	4.829849559844691
ACRNtm_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
ACS_pos	8.03331286794139	8.74419474011842	8.294712637369152	6.98584193700334
ACS2_pos	8.03331286794139	8.74419474011842	8.294712637369152	6.98584193700334
ACSm_pos	0.44360665147561457	0.0	0.0	0.18903382439001715
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.15527995063836	11.732977177070747	11.622902904908281	11.85894065883924
ACTNMO_pos	11.15527995063836	11.732977177070747	11.622902904908281	11.85894065883924
ACYP_pos	4.334139178838237	3.7516779456875784	4.398487190018967	3.7676547982373467
ADA_pos	0.6690267655096306	1.1953475983222193	1.0908534304511135	1.3276873641760472
ADAe_pos	0.6690267655096306	1.1953475983222193	1.0908534304511135	1.3276873641760472
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.17632277264046287	0.3895668117627256	0.6507645591169021	0.7048719644563528
ADEt_neg	0.17632277264046287	0.3895668117627256	0.6507645591169021	0.7048719644563528
ADEtl_pos	1.4750848829487828	1.3276873641760472	1.5753123306874368	2.0214797274104517
ADEtl_neg	1.4750848829487828	1.3276873641760472	1.5753123306874368	2.0214797274104517
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	7.564225720206398	7.464913269133759	7.6543496090231775	7.174326515173915
ADK1_neg	7.564225720206398	7.464913269133759	7.6543496090231775	7.174326515173915
ADK1m_pos	7.7848965352083175	7.699051844016849	7.809864573066018	7.386724740799167
ADK1m_neg	7.7848965352083175	7.699051844016849	7.809864573066018	7.386724740799167
ADK3_pos	0.0	0.0	0.08406426478847456	0.11103131238874395
ADK3_neg	0.0	0.0	0.08406426478847456	0.11103131238874395
ADK3m_pos	7.903640874457703	8.216454865144756	7.883132015657282	7.59215800212536
ADK3m_neg	7.903640874457703	8.216454865144756	7.883132015657282	7.59215800212536
ADKd_pos	0.0	0.0	0.08406426478847456	0.11103131238874395
ADKd_neg	0.0	0.0	0.08406426478847456	0.11103131238874395
ADMDC_pos	3.8349134297010385	3.5643781685650637	3.4502214958971797	4.234961094839504
ADNCYC_pos	4.628773595201645	5.013908845490639	4.807354922057605	4.442943495848728
ADNK1_pos	9.390964261784555	9.54136770035673	9.218224166040772	8.840211432657473
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	6.611615037692342	6.928133407829852	6.643278996311979	7.076281166579489
ADNt_neg	6.611615037692342	6.928133407829852	6.643278996311979	7.076281166579489
ADNt4_pos	0.8559896973084807	1.3785116232537296	0.8073549220576041	0.4005379295837288
ADNtl_pos	1.4750848829487828	1.3276873641760472	1.5753123306874368	2.0214797274104517
ADNtl_neg	1.4750848829487828	1.3276873641760472	1.5753123306874368	2.0214797274104517
ADNtm_pos	6.609695872862739	6.924456238622889	6.635028799027446	7.069530325162305
ADNtm_neg	6.609695872862739	6.924456238622889	6.635028799027446	7.069530325162305
ADPGLC_pos	4.150559676575382	4.0435194936627425	3.859969548221026	3.723558561472103
ADPMAN_pos	4.150559676575382	4.0435194936627425	3.859969548221026	3.723558561472103
