	Tcon_Lymph_Tcon8_L1
3SPYRSP_pos	21285.73341499082
3SPYRSPm_pos	26491.991936385457
41R1H2MAE12BOOX_pos	55911.575860477606
41R2A1H12BOOX_pos	45906.303464843484
42A12BOOX_pos	0.0
4ABUTtcn_pos	13742.20837331242
4ABUTtm_neg	16396.30362003534
4ABUTtm_pos	21074.556264559636
4HBZCOAFm_pos	74503.25202862581
4HBZFm_pos	74503.25202862581
4HDEBRISOQUINEte_neg	7.450323079238881
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4373.198255103869
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	16053.818936143734
4HPROLTASCT1_pos	2400.162647864333
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6035.2832096964485
4MOPte_neg	8883.398451669786
4MOPte_pos	8389.007312792619
4MPTNLte_neg	0.0
4MPTNLte_pos	79980.42457876711
4MPTNLtm_neg	79980.42457876707
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.642068378508562
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.781389597295153
4NPHSFte_pos	0.0
4NPHSULT_pos	29.781389597295146
4NPHte_neg	0.0
4NPHte_pos	17.084217554423414
4OHPROIMINOtc_pos	2400.162647864333
4PYRDX_pos	10907.14331350482
5ADTSTSTERONEGLCte_pos	93580.7660949759
5ADTSTSTERONEGLCtr_neg	93580.76609497592
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13334.134308748087
5ADTSTSTERONESte_neg	9.307652689830661
5ADTSTSTERONESte_pos	72927.27356943014
5ADTSTSTERONEte_neg	75155.9419777046
5ADTSTSTERONEte_pos	8.22176296538376
5ADTSTSTERONEtr_neg	45.583716681361985
5ADTSTSTERONEtr_pos	75159.82634461384
5AOPtm_neg	21890.135833924083
5AOPtm_pos	0.0
5DHFtl_pos	3847.434076011933
5FTHFt2_neg	0.0
5FTHFt2_pos	10.886829075569514
5HLTDL_pos	9.91898624268867
5HOMEPRAZOLEte_neg	7.642068378508562
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3770.18712539497
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.541167292827609
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21219.004861989946
5MTAte_pos	17277.664516531695
5MTHFt2_neg	2082.790567474604
5MTHFt2_pos	2082.790567474604
5MTHFt2le_neg	2265.581134949208
5MTHFt2le_pos	2265.581134949208
5MTHFt_neg	2082.790567474604
5MTHFt_pos	1900.0
5OXPROt_neg	16543.657081920886
5OXPROt_pos	9745.810564635332
5THFtl_pos	3847.434076011933
5THFtm_pos	6313.16032439786
6DHFtl_pos	4642.423707727612
6DHFtm_pos	6705.249277953328
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	70008.92474538989
6HTSTSTERONEtr_neg	70008.92474538987
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4642.42370772761
6THFtm_pos	6705.249277953329
7DHCHSTEROLtr_neg	12769.398967038047
7DHCHSTEROLtr_pos	112404.67837533407
7DHFtl_pos	5172.416795538062
7DHFtm_pos	6967.87208577507
7THFtl_pos	5172.416795538063
7THFtm_pos	6967.872085775072
A4GALTc_pos	0.0
A4GALTg_pos	15615.432661964562
A4GNT1g_pos	0.0
A4GNT2g_pos	332.5748944807673
AACOAT_pos	10310.201654095028
AACTOOR_pos	17755.25314156357
AACTtm_pos	17755.25314156357
AASAD3m_pos	53.983042604479586
AATAi_neg	8165.098387953561
AATAi_pos	73.5632972436748
ABO1g_pos	14242.802347581059
ABO2g_pos	13257.634284965688
ABO3g_pos	13759.127043095416
ABO4g_pos	13076.585953401976
ABO5g_pos	13076.585953401976
ABO6g_pos	12398.911749528614
ABO7g_pos	12398.911749528614
ABO8g_pos	12457.717005033075
ABO9g_pos	11187.636053620536
ABTArm_neg	16396.303620035338
ABTArm_pos	21074.556264559633
ABTD_neg	5383.6842230730135
ABTD_pos	9.643804887828404
ABTti_pos	5383.6842230730135
ABUTD_pos	23904.741691272946
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1802.9929074391473
ABUTt2r_pos	1855.3799927002897
ABUTt4_2_r_neg	1855.3799927002897
ABUTt4_2_r_pos	1802.9929074391473
ACACT10m_neg	24980.08272126831
ACACT10m_pos	20812.963010534444
ACACT1r_neg	19797.07309703669
ACACT1r_pos	31823.238696756132
ACACT1rm_pos	15575.36379131171
ACACT1x_pos	20807.353283887387
ACACT4p_pos	44999.05094369691
ACACT5p_pos	44999.05094369692
ACACT6p_pos	44999.05094369696
ACACT7p_pos	43366.3778741658
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2122.129416045861
ACACt2_pos	2122.129416045861
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10312.378975633575
ACACtx_pos	0.0
ACALDt_neg	8276.082431812098
ACALDt_pos	7.110025698684191
ACALDtm_neg	14810.26062609433
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	73077.27581839944
ACALDtx_neg	0.0
ACALDtx_pos	14.748510375583882
ACCOAC_pos	6839.215743780563
ACCOACm_pos	7010.855675558904
ACCOAL_pos	5858.459184805669
ACCOALm_pos	9388.33157072802
ACCOAgt_neg	0.0
ACCOAgt_pos	29805.588091186455
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4095.4971232591233
ACCOAtr_pos	4095.4971232591233
ACETONEt2_neg	17741.61252849678
ACETONEt2_pos	8.695963147104681
ACETONEt2m_neg	17741.61252849678
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15308.750225956719
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15308.750225956714
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	13076.58595340198
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	13076.585953401978
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12398.911749528617
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12398.911749528614
ACGALK2_pos	675.4203772720251
ACGALK_pos	672.8822682376777
ACGALtlg_neg	1226.6280567866718
ACGALtlg_pos	0.0
ACGALtly_pos	672.8822682376776
ACGAM2E_neg	6382.198973769978
ACGAM2E_pos	42673.02403610642
ACGAM6PSi_pos	6958.529553161079
ACGAMK_pos	6382.198973769979
ACGAMPM_neg	0.0
ACGAMPM_pos	6382.198973769979
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1226.6280567866718
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1226.628056786672
ACGPID_pos	55.64837668813413
ACGSm_pos	0.0
ACHEe_pos	10524.29953803298
ACHVESSEC_pos	6537.496844855554
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13122.62095205172
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	16263.201918157452
ACN13ACNGALGBSIDEtg_neg	16263.201918157456
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	16263.201918157452
ACN23ACNGALGBSIDEtg_neg	16263.201918157456
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18376.350644062677
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18376.35064406269
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	16239.70769284041
ACNACNGALGBSIDEtg_neg	16239.707692840413
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	11339.116626087749
ACNAM9PL_pos	11499.768573334313
ACNAMPH_pos	11499.768573334313
ACNAMlt_neg	24793.560502944394
ACNAMlt_pos	0.0
ACNAMtn_pos	8853.580975534454
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14616.361471662864
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14616.361471662865
ACNMLr_neg	29252.16413393012
ACNMLr_pos	11499.768573334313
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37911.433921591284
ACOAD8m_pos	2850.0
ACOAD9m_pos	24843.722850686874
ACOAHi_pos	7046.574617865834
ACOAO7p_pos	38138.957013922394
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	94493.55521438409
ACOX2x_pos	85439.84939159948
ACP1_FMN__pos	5849.411107553618
ACRNtm_pos	9254.131824017433
ACS2_pos	7046.574617865834
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6958.529553161078
ACSm_pos	9338.792641199738
ACTLMO_pos	6429.203131866319
ACTNMO_pos	25895.078744920225
ACYP_pos	4874.8297858297
ACt2m_neg	10221.652211703402
ACt2m_pos	10009.651097336699
ACt2r_neg	2148.480504955858
ACt2r_pos	2148.480504955858
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	10398.545272014144
ADAe_pos	11200.308027635789
ADCim_pos	17741.612528496775
ADEt_neg	7149.44202508407
ADEt_pos	38379.26538708695
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	2120.695586993659
ADK1_pos	2120.695586993659
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2120.695586993659
ADK3_pos	2120.695586993659
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	2120.695586993659
ADKd_pos	2120.695586993659
ADMDC_pos	21219.004861989946
ADNCYC_pos	6271.687547718722
ADNK1_pos	5372.283575238333
ADNK1m_pos	3704.704064969093
ADNK3_pos	6118.4763836314705
ADNK4_pos	6118.708694775674
ADNt4_pos	539.6250025074412
ADNt5le_pos	1697.9343395368378
ADNt_neg	539.6250025074412
ADNt_pos	1231.9385308626702
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	11055.762008386173
ADNtm_pos	14345.021526477072
ADPACDAc_pos	13716.476452080815
ADPACTD_neg	0.0
ADPACTD_pos	13716.476452080815
ADPCOACROT_neg	13716.476452080815
ADPCOACROT_pos	92000.93261315538
ADPCOAPTE_pos	13716.476452080815
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13739.050879247188
ADPRDPm_pos	0.0
ADPRIBt_pos	25.23944756625266
ADPT_pos	7450.032510981421
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.283765101767194
ADRNCOAtx_pos	24028.44843954719
ADRNCPT1_pos	715.6829385049205
ADRNCPT2_pos	715.6829385049205
ADRNCRNt_pos	715.6829385049205
ADRNLPVESSEC_pos	49259.08806748065
ADRNt_neg	1661.8621308214065
ADRNt_pos	1529.4227795844529
ADSELK_pos	0.0
ADSK_pos	5199.092272257159
ADSL1_pos	15560.381430314575
ADSL2_pos	34832.47097382845
ADSS_pos	15560.381430314575
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.6420683785085615
AG13T10g_pos	15076.363898678064
AG13T11g_pos	15076.363898678064
AG13T12g_pos	15076.363898678064
AG13T13g_pos	15076.363898678064
AG13T14g_pos	15076.363898678064
AG13T15g_pos	15076.363898678064
AG13T16g_pos	10541.65766429518
AG13T17g_pos	10541.65766429518
AG13T18g_pos	10541.65766429518
AG13T1g_pos	10589.364005425545
AG13T2g_pos	10589.364005425545
AG13T3g_pos	10589.364005425545
AG13T4g_pos	15076.363898678062
AG13T5g_pos	15076.363898678062
AG13T6g_pos	15076.363898678062
AG13T7g_pos	15076.363898678062
AG13T8g_pos	15076.363898678062
AG13T9g_pos	15076.363898678062
AGDC_pos	6958.529553161079
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	45998.34053917784
AGPAT1_pos	17831.761475735355
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12374.098900477424
AGTix_pos	16798.652921998564
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34434.397032902445
AHCYSte_pos	13770.905935872615
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6701.258107404389
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	13010.43186498527
AHEXASE2ly_pos	23831.916511221774
AHEXASEly_pos	24481.762982210992
AICART_neg	18415.39022395283
AICART_pos	17232.166853789284
AICARte_neg	18415.390223952832
AICARte_pos	17232.166853789284
AIRCr_neg	0.0
AIRCr_pos	34832.47097382846
AK2LGCHOLt_neg	8.051077392620432
AK2LGCHOLt_pos	11491.848613543798
AKGDm_pos	18960.988068455343
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2147.756867738068
AKGt4_3_pos	2916.598717054333
AKGtp_neg	0.0
AKGtp_pos	77.96759324344265
AKR1C1_pos	79998.92218509148
AKR1C41_pos	2338.312962338321
AKR1C42_pos	2338.312962338321
AKR1D2_pos	95108.30452658531
AKR1D_pos	15683.477386896526
ALA-DTDe_pos	1444.3387132441792
ALAALACNc_neg	0.0
ALAALACNc_pos	9581.434915317093
ALAALAPEPT1tc_pos	9581.434915317093
ALAASNNaEx_pos	531.1231528385351
ALAATB0tc_pos	1882.2064250376816
ALACYSNaEx_pos	530.6381791679838
ALADGLNexR_neg	427.33601078346817
ALADGLNexR_pos	427.33601078346817
ALADGLYexR_neg	427.33601078346817
ALADGLYexR_pos	427.33601078346817
ALAGLNNaEx_pos	519.1282179408261
ALAGLNexR_neg	406.62242618740027
ALAGLNexR_pos	406.62242618740027
ALAGLYexR_neg	401.6767255500629
ALAGLYexR_pos	401.6767255500629
ALAR_neg	3.126894050590506
ALAR_pos	5215.575933676549
ALASERNaEx_pos	530.6381791679838
ALASm_pos	2850.0
ALATA_L_neg	6033.893512431774
ALATA_L_pos	4908.112523509147
ALATHRNaEx_pos	530.6381791679838
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	677.598976367563
ALAt2r_pos	820.8319861885725
ALAt4_pos	715.1468628420165
ALAtN1_neg	1489.8589125483238
ALAtN1_pos	1840.8680493615007
ALAyLATthc_pos	677.598976367563
ALCD1_neg	7666.779463263728
ALCD1_pos	16.024227553956088
ALCD21_D_pos	1343.0427035541206
ALCD21_L_pos	2700.3578689896626
ALCD22_D_pos	1776.8136656164556
ALCD22_L_pos	2700.3578689896626
ALCD2if_pos	7.27358737746921
ALCD2yf_pos	6.57277211911326
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.96759324344264
ALDD2x_pos	10926.991786242092
ALDD2xm_pos	14810.26062609433
ALDD2y_pos	10509.91288521835
ALDSTRNte_neg	0.0
ALDSTRNte_pos	71336.3624007858
ALDSTRNtm_neg	71336.36240078577
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3937.280980233002
ALOX5_pos	132.07377543193473
ALR2_pos	2700.3578689896626
ALR3_pos	2700.3578689896626
AMACR2p_pos	29771.75220316677
AMACR2r_pos	0.0
AMACRp_pos	85439.84939159948
AMACRr_pos	0.0
AMANK_pos	11499.768573334313
AMCOXO_pos	77.441811930592
AMETr_neg	0.0
AMETr_pos	6701.258107404393
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10493.97610712335
AMPTASECG_pos	11773.374420356226
AMPTASECGe_pos	15723.312621286472
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.007106109856831
AMY2e_pos	13.007106109856831
ANDRSTRNGLCte_pos	93559.83141042688
ANDRSTRNGLCtr_neg	93559.83141042688
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	75204.964765112
ANDRSTRNte_pos	19.85376001491834
ANDRSTRNtr_neg	19.85376001491834
ANDRSTRNtr_pos	75204.96476511202
ANTHte_neg	14.182846700672636
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.843325993153387
AOBUTDsm_pos	17755.25314156357
AP4AH1_pos	0.0
APAT2rm_neg	24398.869992001626
APAT2rm_pos	19966.09245336186
APNNOXte_neg	7.6420683785085615
APNNOXte_pos	0.0
APOCF_pos	9968.303559326616
APOCFm_pos	11508.639759221678
APOC_LYS_BTNP_pos	9968.303559326616
APOC_LYS_BTNPm_pos	11508.639759221678
APPNNte_neg	0.0
APPNNte_pos	7.6420683785085615
APRGSTRNte_neg	79998.92218509172
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.062294086065
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.062294086065
ARACHCOAtx_neg	50817.42829058259
ARACHCOAtx_pos	19234.36419650829
ARACHCPT1_pos	27249.945483791387
ARACHCPT2_pos	27249.945483791387
ARACHCRNt_pos	27249.945483791387
ARACHDCOAtx_neg	6647.049750807337
ARACHDCOAtx_pos	380.98413258391747
ARACHDt2_neg	1167.4064765368253
ARACHDt2_pos	1034.9671252998717
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8383.685608661415
ARACHt_neg	1661.8621308214065
ARACHt_pos	1529.4227795844529
ARGATB0tc_pos	2056.6728309314344
ARGDCm_pos	45998.34053917784
ARGLYSex_pos	448.78264211151475
ARGN_pos	29494.51345541879
ARGNm_pos	29934.77766496752
ARGSL_neg	0.0
ARGSL_pos	24251.44449763411
ARGSS_pos	24251.444497634096
ARGt4_pos	1572.3548703363583
ARGtiDF_pos	570.4201079753163
ARGtm_neg	3526.8099145014717
ARGtm_pos	2850.0
ARSA_pos	48485.10829669362
ARTCOAL1_pos	7848.541088921186
ARTCOAL2_pos	7848.541088921186
ARTCOAL3_pos	7848.541088921187
ASAH1_pos	52541.411883661785
ASCBOX_pos	18846.580249915773
ASCBSVCTtc_pos	5586.484203519857
ASCBt4_neg	994.0165949477574
ASCBt4_pos	1499.0967390380972
ASCBt_neg	1499.0967390380972
ASCBt_pos	1366.6573878011434
ASNALANaEx_pos	531.1231528385351
ASNATB0tc_pos	1894.2013599353909
ASNCYSNaEx_pos	531.1231528385351
ASNGLNNaEx_pos	531.1231528385351
ASNNm_pos	16244.945964641036
ASNPHELAT2tc_pos	289.1067202187113
ASNS1_pos	13065.434473092986
ASNSERNaEx_pos	531.1231528385351
ASNTHRNaEx_pos	531.1231528385351
ASNt4_pos	734.9593103179395
ASNtN1_neg	1489.8829812275344
ASNtN1_pos	1840.8680493615007
ASNtm_pos	16244.945964641036
ASP1DC_pos	13075.547112462737
ASPCTr_neg	0.0
ASPCTr_pos	29848.455871161823
ASPDTDe_neg	16.48801268948605
ASPDTDe_pos	3526.2971183962163
ASPDt6_pos	3526.2971183962163
ASPDxt_neg	16.48801268948605
ASPDxt_pos	0.0
ASPGLUm_pos	8711.37817134652
ASPNATm_pos	17398.2914069382
ASPPROASCT1_pos	1945.8812440219708
ASPTA_neg	8916.417882783782
ASPTA_pos	9197.219732744576
ASPTAm_neg	9178.024728635282
ASPTAm_pos	19404.845331969
ASPt6_pos	3526.2971183962163
ASPte_pos	1945.8812440219708
ATP1ter_neg	0.0
ATP1ter_pos	8818.265845949476
ATP2ter_neg	5661.088691430838
ATP2ter_pos	5661.088691430838
ATPH1e_pos	25995.160233217724
ATPH2e_pos	3.2971032788319956
ATPS4m_pos	3958.5751438783013
ATPasel_pos	31590.634709151727
ATPtm_pos	3069.481396547727
ATPtn_neg	0.0
ATPtn_pos	11525.231663665902
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	6061.103229024274
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	24228.952402431674
Asn_X_Ser_Thrtr_neg	23777.92872198444
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15615.432661964562
B3GALT41g_pos	18460.146617377646
B3GALT42g_pos	19264.378104465413
B3GALT43g_pos	19846.97063008956
B3GALT44g_pos	20466.612929711267
B3GALT5g_pos	14005.511911530302
B3GALTg_pos	15596.644613813629
B3GNT11g_pos	13344.038165790535
B3GNT12g_pos	11923.414382690733
B3GNT310g_pos	15490.701146811338
B3GNT311g_pos	13076.585953401976
B3GNT312g_pos	13344.038165790531
B3GNT313g_pos	12398.911749528614
B3GNT314g_pos	11187.636053620536
B3GNT315g_pos	11923.41438269073
B3GNT31g_pos	12755.22759977752
B3GNT32g_pos	12755.22759977752
B3GNT33g_pos	12755.22759977752
B3GNT34g_pos	13050.693904056592
B3GNT35g_pos	13050.693904056592
B3GNT36g_pos	1226.6280567866718
B3GNT37g_pos	18449.37221093323
B3GNT39g_pos	40839.54104258459
B3GNT51g_pos	15490.70114681134
BAAT1x_pos	5700.0
BAAT2x_pos	4920.607946545828
BAAT3x_pos	29771.75220316677
BAAT4x_pos	5700.0
BACCL_pos	9968.303559326616
BACCLm_pos	11508.639759221678
BALABETAtc_pos	1861.2436922468912
BALAPAT1tc_pos	1839.8398990360452
BALAVECSEC_pos	6405.5949736123575
BALAtmr_neg	24398.869992001626
BALAtmr_pos	19966.092453361856
BAMPPALDOX_pos	47466.00730320861
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.369572329434181
BCRNe_pos	18251.04356930547
BDG2HCGHD_pos	0.0
