	Treg_Spleen_Treg3_L1
ACITL_pos	13030.103123944542
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	15819.97347306937
ACN13ACNGALGBSIDEtg_neg	15819.973473069369
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	15819.97347306937
ACN23ACNGALGBSIDEtg_neg	15819.973473069369
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	17882.244031508664
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	17882.244031508657
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15791.82730688226
ACNACNGALGBSIDEtg_neg	15791.827306882258
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	10985.776374446808
ACNAM9PL_pos	11315.953323569129
ACNAMPH_pos	11315.953323569129
ACNAMlt_neg	24458.04832438855
ACNAMlt_pos	0.0
ACNAMtn_pos	8770.503557445178
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14238.222498641848
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14238.222498641848
ACNMLr_neg	28385.020034852845
ACNMLr_pos	11315.953323569127
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37600.61890597264
ACOAD8m_pos	2850.0
ACOAD9m_pos	24354.920707772904
ACOAHi_pos	6839.434696844682
ACOAO7p_pos	37751.635629898155
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	93343.53659903587
ACOX2x_pos	84818.81186257175
ACP1_FMN__pos	5739.836580180605
ACRNtm_pos	9198.269398668015
ACS2_pos	6893.596605964194
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6839.43469684468
ACSm_pos	9201.109647543453
ACTLMO_pos	6284.695393531643
ACTNMO_pos	25127.52926765119
ACYP_pos	4784.22546794051
ACt2m_neg	10024.67731672591
ACt2m_pos	9817.493314213807
ACt2r_neg	2084.911076250496
ACt2r_pos	2084.911076250496
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	9781.84802403913
ADAe_pos	10682.007956497782
ADCim_pos	17529.989836450473
ADEt_neg	6775.0585210373165
ADEt_pos	37205.996245074566
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	1892.202295741734
ADK1_pos	1892.202295741734
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	1892.202295741734
ADK3_pos	1892.202295741734
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	1852.2738787997164
ADKd_pos	1892.202295741734
ADMDC_pos	21113.62666862197
ADNCYC_pos	6118.96708265997
ADNK1_pos	5262.891387341562
ADNK1m_pos	3631.9933830486857
ADNK3_pos	6034.495959746617
ADNK4_pos	6034.495959746618
ADNt4_pos	500.9275175281773
ADNt5le_pos	1545.615362207388
ADNt_neg	500.9275175281773
ADNt_pos	1206.327863496165
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10851.92463905785
ADNtm_pos	13653.386708203669
ADPACDAc_pos	13568.27585824207
ADPACTD_neg	0.0
ADPACTD_pos	13568.27585824207
ADPCOACROT_neg	13568.27585824207
ADPCOACROT_pos	90894.24125455566
ADPCOAPTE_pos	13568.27585824207
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	12909.795307413042
ADPRDPm_pos	0.0
ADPRIBt_pos	23.846443468923503
ADPT_pos	6953.167845546796
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.15526514836022
ADRNCOAtx_pos	23585.861923270502
ADRNCPT1_pos	709.3881671726834
ADRNCPT2_pos	709.3881671726834
ADRNCRNt_pos	709.3881671726834
ADRNLPVESSEC_pos	48298.61573979419
ADRNt_neg	1653.6099012172224
ADRNt_pos	1539.2005085427168
ADSELK_pos	0.0
ADSK_pos	5130.625256236798
ADSL1_pos	14887.9149887795
ADSL2_pos	34194.08599669671
ADSS_pos	14887.9149887795
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.600318580023394
AG13T10g_pos	14747.257888608372
AG13T11g_pos	14747.257888608372
AG13T12g_pos	14747.257888608372
AG13T13g_pos	14747.257888608372
AG13T14g_pos	14747.257888608372
AG13T15g_pos	14747.257888608372
AG13T16g_pos	10362.672869548474
AG13T17g_pos	10362.672869548474
AG13T18g_pos	10362.672869548474
AG13T1g_pos	10395.781273442384
AG13T2g_pos	10395.781273442384
AG13T3g_pos	10395.781273442384
AG13T4g_pos	14747.257888608368
AG13T5g_pos	14747.257888608368
AG13T6g_pos	14747.257888608368
AG13T7g_pos	14747.257888608368
AG13T8g_pos	14747.257888608368
AG13T9g_pos	14747.257888608368
AGDC_pos	6857.84340995922
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	45816.45321949649
AGPAT1_pos	17068.6135401234
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12356.681974076375
AGTix_pos	16691.681782213316
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	33925.39164615235
AHCYSte_pos	13491.187933465068
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6582.32771541719
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12754.622911773127
AHEXASE2ly_pos	23515.836273224915
AHEXASEly_pos	24144.394810309885
AICART_neg	18041.099952152606
AICART_pos	16799.66876847185
AICARte_neg	18041.09995215261
AICARte_pos	16799.66876847185
AIRCr_neg	0.0
AIRCr_pos	34194.08599669671
AK2LGCHOLt_neg	8.02387591264235
AK2LGCHOLt_pos	10907.039996698051
AKGDm_pos	18871.926345339038
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2081.555659098478
AKGt4_3_pos	2776.1330087583283
AKGtp_neg	0.0
AKGtp_pos	77.22663610461336
AKR1C1_pos	79336.88612254312
AKR1C41_pos	2387.814680947544
AKR1C42_pos	2387.814680947544
AKR1D2_pos	94456.7846875549
AKR1D_pos	15688.58496889153
ALA-DTDe_pos	1404.4431152656243
ALAALACNc_neg	0.0
ALAALACNc_pos	9577.40641882859
ALAALAPEPT1tc_pos	9577.40641882859
ALAASNNaEx_pos	507.35700673168355
ALAATB0tc_pos	1839.0004568741692
ALACYSNaEx_pos	507.1161954404778
ALADGLNexR_neg	429.7717768495834
ALADGLNexR_pos	429.7717768495834
ALADGLYexR_neg	429.7717768495834
ALADGLYexR_pos	429.7717768495834
ALAGLNNaEx_pos	460.1315015270071
ALAGLNexR_neg	414.90493090519476
ALAGLNexR_pos	414.90493090519476
ALAGLYexR_neg	409.0638486423958
ALAGLYexR_pos	409.0638486423958
ALAR_neg	3.1050308477632713
ALAR_pos	5196.046853381166
ALASERNaEx_pos	507.1161954404778
ALASm_pos	2850.0
ALATA_L_neg	6040.128156784293
ALATA_L_pos	4968.178738572736
ALATHRNaEx_pos	507.1161954404778
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	678.0438277953398
ALAt2r_pos	794.7946137505808
ALAt4_pos	609.8556268821628
ALAtN1_neg	1214.0684510338297
ALAtN1_pos	1487.5712431238617
ALAyLATthc_pos	678.0438277953398
ALCD1_neg	7373.016218020655
ALCD1_pos	15.53990937783112
ALCD21_D_pos	1140.815281673402
ALCD21_L_pos	2288.2060087122495
ALCD22_D_pos	1575.8607170161272
ALCD22_L_pos	2288.2060087122495
ALCD2if_pos	6.98490006743599
ALCD2yf_pos	6.535501489229629
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.22663610461336
ALDD2x_pos	10077.194626473594
ALDD2xm_pos	14259.882193604548
ALDD2y_pos	9662.789545384068
ALDSTRNte_neg	0.0
ALDSTRNte_pos	70527.60715928717
ALDSTRNtm_neg	70527.60715928713
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3865.150908515586
ALOX5_pos	130.17061294185012
ALR2_pos	2288.2060087122495
ALR3_pos	2288.2060087122495
AMACR2p_pos	29500.921317831082
AMACR2r_pos	0.0
AMACRp_pos	84818.81186257175
AMACRr_pos	0.0
AMANK_pos	11315.953323569129
AMCOXO_pos	77.31872227194519
AMETr_neg	0.0
AMETr_pos	6582.32771541719
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10072.040672701023
AMPTASECG_pos	11737.961921817856
AMPTASECGe_pos	15381.647452234276
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.310979627989596
AMY2e_pos	13.310979627989596
ANDRSTRNGLCte_pos	92339.7899066455
ANDRSTRNGLCtr_neg	92339.7899066455
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	74118.98948724441
ANDRSTRNte_pos	19.614858946435717
ANDRSTRNtr_neg	19.614858946435717
ANDRSTRNtr_pos	74118.98948724441
ANTHte_neg	14.054421611016991
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.64223760167064
AOBUTDsm_pos	17697.90240447144
AP4AH1_pos	0.0
APAT2rm_neg	24347.22982361502
APAT2rm_pos	19861.328274837444
APNNOXte_neg	7.600318580023396
APNNOXte_pos	0.0
APOCF_pos	9767.972171165797
APOCFm_pos	11376.864057559249
APOC_LYS_BTNP_pos	9767.972171165797
APOC_LYS_BTNPm_pos	11376.864057559249
APPNNte_neg	0.0
APPNNte_pos	7.600318580023396
APRGSTRNte_neg	79336.88612254319
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.014031373313973
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.014031373313973
ARACHCOAtx_neg	50189.46020724151
ARACHCOAtx_pos	18980.563106125242
ARACHCPT1_pos	27168.384051729805
ARACHCPT2_pos	27168.384051729805
ARACHCRNt_pos	27168.384051729805
ARACHDCOAtx_neg	6548.446192180366
ARACHDCOAtx_pos	378.6513439955932
ARACHDt2_neg	1183.8274729201091
ARACHDt2_pos	1069.4180802456035
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8240.856255021716
ARACHt_neg	1653.6099012172224
ARACHt_pos	1539.2005085427168
ARGATB0tc_pos	1940.9736263230725
ARGDCm_pos	45816.45321949648
ARGLYSex_pos	454.1628034929321
ARGN_pos	29000.80461419417
ARGNm_pos	29487.728921603488
ARGSL_neg	0.0
ARGSL_pos	23885.625197982743
ARGSS_pos	23885.62519798274
ARGt4_pos	1558.8069217266961
ARGtiDF_pos	602.9890631126697
ARGtm_neg	3519.6423061301193
ARGtm_pos	2850.0
ARSA_pos	47114.53736208229
ARTCOAL1_pos	7678.130412107699
ARTCOAL2_pos	7678.130412107699
ARTCOAL3_pos	7678.130412107698
ASAH1_pos	51561.154117924576
ASCBOX_pos	18490.077614333248
ASCBSVCTtc_pos	5489.05207969878
ASCBt4_neg	1056.5368764159573
ASCBt4_pos	1483.2750319972436
ASCBt_neg	1483.2750319972436
ASCBt_pos	1368.865639322738
ASNALANaEx_pos	507.35700673168355
ASNATB0tc_pos	1875.3875149561998
ASNCYSNaEx_pos	507.35700673168355
ASNGLNNaEx_pos	507.35700673168355
ASNNm_pos	15768.189659355703
ASNPHELAT2tc_pos	305.7242930325166
ASNS1_pos	12579.642997955467
ASNSERNaEx_pos	507.35700673168355
ASNTHRNaEx_pos	507.35700673168355
ASNt4_pos	670.7950876137
ASNtN1_neg	1214.581938299113
ASNtN1_pos	1528.1351234255035
ASNtm_pos	15768.189659355703
ASP1DC_pos	12915.145107629174
ASPCTr_neg	0.0
ASPCTr_pos	29250.58079310473
ASPDTDe_neg	16.475227439954487
ASPDTDe_pos	3173.2107137395756
ASPDt6_pos	3173.2107137395756
ASPDxt_neg	16.475227439954487
ASPDxt_pos	0.0
ASPGLUm_pos	8645.682146064413
ASPNATm_pos	17165.276281585335
ASPPROASCT1_pos	1846.331343730703
ASPTA_neg	8822.549751453058
ASPTA_pos	9070.135117547605
ASPTAm_neg	9060.308605095648
ASPTAm_pos	19123.295758878627
ASPt6_pos	3173.2107137395756
ASPte_pos	1846.331343730703
ATP1ter_neg	0.0
ATP1ter_pos	8712.275725344696
ATP2ter_neg	5710.4351434057735
ATP2ter_pos	5710.4351434057735
ATPH1e_pos	25102.28828902882
ATPH2e_pos	3.2732183715680216
ATPS4m_pos	3881.927260100756
ATPasel_pos	30445.469048888277
ATPtm_pos	3071.097364410777
ATPtn_neg	0.0
ATPtn_pos	11265.046877980447
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	6209.910846847199
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	23909.577181800396
Asn_X_Ser_Thrtr_neg	23460.084507159492
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15208.517567182647
B3GALT41g_pos	17952.92387921775
B3GALT42g_pos	18661.469899442898
B3GALT43g_pos	19182.26756716173
B3GALT44g_pos	19809.61130596051
B3GALT5g_pos	13604.93954981088
B3GALTg_pos	15181.347258120724
B3GNT11g_pos	13001.751130160152
B3GNT12g_pos	11585.66649140201
B3GNT310g_pos	15074.541831102342
B3GNT311g_pos	12725.986186699021
B3GNT312g_pos	13001.75113016015
B3GNT313g_pos	12058.105685737872
B3GNT314g_pos	10863.096093726439
B3GNT315g_pos	11585.66649140201
B3GNT31g_pos	12379.17095828506
B3GNT32g_pos	12379.17095828506
B3GNT33g_pos	12379.17095828506
B3GNT34g_pos	12699.602549067005
B3GNT35g_pos	12699.602549067005
B3GNT36g_pos	1206.8605785945929
B3GNT37g_pos	17986.459050641428
B3GNT39g_pos	40107.32353478432
B3GNT51g_pos	15074.541831102339
BAAT1x_pos	5700.0
BAAT2x_pos	4920.600222640207
BAAT3x_pos	29500.921317831082
BAAT4x_pos	5700.0
BACCL_pos	9767.972171165797
BACCLm_pos	11376.864057559249
BALABETAtc_pos	1726.1592567509185
BALAPAT1tc_pos	1823.483795807277
BALAVECSEC_pos	6210.435436019137
BALAtmr_neg	24347.229823615013
BALAtmr_pos	19861.32827483744
BAMPPALDOX_pos	47200.44923176622
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.260407648383874
BCRNe_pos	18165.416351643045
BDG2HCGHD_pos	0.0
