	Tcon_Lymph_Tcon9_L2
10FTHF5GLUtl_pos	3838.883611624755
10FTHF5GLUtm_pos	6302.4074267713995
10FTHF6GLUtl_pos	4627.977304482048
10FTHF6GLUtm_pos	6688.647396446954
10FTHF7GLUtl_pos	5154.039766386908
10FTHF7GLUtm_pos	6947.3915131626845
10FTHFtl_neg	3838.883611624755
10FTHFtl_pos	0.0
10FTHFtm_neg	10676.637283640397
10FTHFtm_pos	22559.378495160803
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70168.65007145435
11DOCRTSLtr_neg	70168.65007145432
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72952.05925503375
11DOCRTSTRNtr_neg	72952.05925503375
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47493.74168524726
1MNCAMti_pos	61.232420077972236
1PPDCRp_pos	73.38559848119947
1a25DHVITD3TRn_pos	67049.35002358138
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.04147233882203
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.593553629942129
24_25DHVITD2tm_pos	13.593553629942129
24_25DHVITD3t_pos	66956.70241941467
24_25DHVITD3tm_pos	69963.24932323841
24_25VITD2Hm_pos	13.593553629942129
24_25VITD3Hm_pos	69963.24932323834
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67049.35002358121
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11071.772450762053
2AMACSULT_pos	28873.14371754704
2AMADPTm_pos	8166.808467636823
2DR1PP_pos	6273.102012438488
2HBO_neg	16256.477756788976
2HBO_pos	11.19688991600122
2HBt2_neg	1403.1244710396759
2HBt2_pos	1403.1244710396759
2HCO3_NAt_neg	1408.7923294931788
2HCO3_NAt_pos	1408.6752112877339
2MB2COAc_neg	0.0
2MB2COAc_pos	19780.59419457738
2MCITt_neg	0.0
2MCITt_pos	24964.66049631681
2OXOADOXm_pos	128.7625361024659
2OXOADPTm_neg	8166.808467636821
2OXOADPTm_pos	149.53813133816064
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46142.1421319835
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46142.14213198351
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	813.8594117156872
34DHPHEt_neg	813.8594117156872
34DHPHEt_pos	4.868773746128133
34DHPLACOX_NADP__neg	2316.5538711523573
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	2316.5538711523573
34DHXMANDACOX_NADP__neg	2316.5538711523573
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	2316.5538711523573
34HPLFM_pos	74808.59557040513
34HPPOR_pos	66591.18901851293
34HPPte_neg	11068.531450019933
34HPPte_pos	7687.173746540677
35CGMPtn_neg	0.0
35CGMPtn_pos	14422.778140814256
3AIBTm_neg	0.0
3AIBTm_pos	19152.07717452379
3AIB_Dtm_neg	19019.652800911168
3AIB_Dtm_pos	33791.064542841355
3AIBt_pos	19152.07717452379
3AIBtm_pos	19152.07717452379
3DPHBH1_pos	74808.59557040506
3DPHBH2_pos	74808.59557040513
3DSPHR_pos	29963.155267905604
3HAO_pos	78.10496850528543
3HBCDm_neg	0.0
3HBCDm_pos	18219.062878283068
3HBCOAHLm_pos	24250.409020238938
3HBCOARc_neg	0.0
3HBCOARc_pos	18219.062878283075
3HCO3_NAt_neg	1993.7216865640032
3HCO3_NAt_pos	2056.670600546573
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11990.754417471413
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17641.121102288387
3MOBt2im_pos	6041.008868382658
3MOBte_neg	6.668016508179263
3MOBte_pos	8495.318155958288
3MOPt2im_pos	6041.008868382658
3MOPte_neg	26.179966111206824
3MOPte_pos	8493.072960802312
3MOX4HOXPGALDOX_NADP__neg	2316.5538711523573
3MOX4HOXPGALDOX_NADP__pos	0.0
