	exTreg_Spleen_exTreg8_L2
10FTHF5GLUtl_pos	3896.5580777753808
10FTHF5GLUtm_pos	6311.256126034974
10FTHF6GLUtl_pos	4720.999390847154
10FTHF6GLUtm_pos	6702.127855151544
10FTHF7GLUtl_pos	5270.626932894999
10FTHF7GLUtm_pos	6963.988498649284
10FTHFtl_neg	3896.5580777753808
10FTHFtl_pos	0.0
10FTHFtm_neg	10677.411547530583
10FTHFtm_pos	22631.52883645022
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70188.35425232754
11DOCRTSLtr_neg	70188.35425232754
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	73086.76708162685
11DOCRTSTRNtr_neg	73086.7670816269
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48537.96309915767
1MNCAMti_pos	61.570203490508064
1PPDCRp_pos	74.79077254874085
1a25DHVITD3TRn_pos	67111.76573451188
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.054540792811334
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.579305103606254
24_25DHVITD2tm_pos	13.579305103606254
24_25DHVITD3t_pos	67019.11813034517
24_25DHVITD3tm_pos	69767.14612772569
24_25VITD2Hm_pos	13.579305103606254
24_25VITD3Hm_pos	69767.14612772563
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67111.76573451167
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11271.775487616018
2AMACSULT_pos	29569.59890672852
2AMADPTm_pos	8169.560356311174
2DR1PP_pos	6475.672674083306
2HBO_neg	16495.20181999717
2HBO_pos	11.127871185638277
2HBt2_neg	1388.2804551256845
2HBt2_pos	1388.2804551256845
2HCO3_NAt_neg	1546.399395493642
2HCO3_NAt_pos	1546.399395493642
2MB2COAc_neg	0.0
2MB2COAc_pos	19905.108585200105
2MCITt_neg	0.0
2MCITt_pos	25067.942759610196
2OXOADOXm_pos	130.01703443815663
2OXOADPTm_neg	8169.5603563111745
2OXOADPTm_pos	151.9505131005416
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45880.42144412424
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45880.42144412423
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	824.8946455220071
34DHPHEt_neg	824.8946455220071
34DHPHEt_pos	4.9545834539928535
34DHPLACOX_NADP__neg	1399.5066040988413
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1399.5066040988413
34DHXMANDACOX_NADP__neg	1399.5066040988413
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1399.5066040988413
34HPLFM_pos	75232.78396428817
34HPPOR_pos	67010.11592581087
34HPPte_neg	11268.014169869146
34HPPte_pos	7713.831288747088
35CGMPtn_neg	0.0
35CGMPtn_pos	14917.425561438069
3AIBTm_neg	0.0
3AIBTm_pos	19134.799894174255
3AIB_Dtm_neg	19008.67230618182
3AIB_Dtm_pos	33990.77296949736
3AIBt_pos	19134.799894174263
3AIBtm_pos	19134.799894174263
3DPHBH1_pos	75232.78396428816
3DPHBH2_pos	75238.90868508526
3DSPHR_pos	30439.56343500334
3HAO_pos	79.16036403412706
3HBCDm_neg	0.0
3HBCDm_pos	18302.082184444214
3HBCOAHLm_pos	24298.489090323037
3HBCOARc_neg	0.0
3HBCOARc_pos	18302.08218444423
3HCO3_NAt_neg	2222.4150231235494
3HCO3_NAt_pos	2250.8681833879555
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12143.708680965556
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17256.11087427918
3MOBt2im_pos	6022.693309425799
3MOBte_neg	6.825809567641644
3MOBte_pos	8465.542167226871
3MOPt2im_pos	6022.693309425799
3MOPte_neg	26.434935042451116
3MOPte_pos	8463.31540324385
3MOX4HOXPGALDOX_NADP__neg	1399.5066040988413
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1399.5066040988413
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26373.722058920186
3SALAASPm_pos	0.0
3SALACBOXL_pos	13121.875181439922
3SALAOX_pos	34260.4220477023
3SALATAi_pos	21316.88598245486
3SALATAim_pos	26373.72205892019
3SPYRSP_pos	21316.88598245486
3SPYRSPm_pos	26373.72205892019
41R1H2MAE12BOOX_pos	55853.7172550117
41R2A1H12BOOX_pos	45880.421444124244
