	Ob-911-d_S148_L007_R1_001
3DPHBH1_pos	45175.39733004311
3DPHBH2_pos	45186.42728439268
3DSPHR_pos	19308.70969434073
3HAO_pos	47.381313093212086
3HBCDm_neg	0.0
3HBCDm_pos	8639.115201287626
3HBCOAHLm_pos	12725.34193072303
3HBCOARc_neg	0.0
3HBCOARc_pos	8639.115201287626
3HCO3_NAt_neg	613.2177821762604
3HCO3_NAt_pos	613.7368893259621
3HKYNAKGAT_pos	1233.5415456364137
3HLYTCL_pos	9360.571530282583
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	13010.651813488103
3MOBt2im_pos	3998.715680579853
3MOBte_neg	6.3093460871625675
3MOBte_pos	7643.371888945812
3MOPt2im_pos	3998.715680579853
3MOPte_neg	23.29563090925116
3MOPte_pos	7562.841312479053
3MOX4HOXPGALDOX_NADP__neg	761.0395071766136
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	761.0395071766136
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	14271.364186832056
3SALAASPm_pos	0.0
3SALACBOXL_pos	9968.234361131072
3SALAOX_pos	26538.912443292073
3SALATAi_pos	13444.385567512301
3SALATAim_pos	14271.364186832056
3SPYRSP_pos	13444.385567512301
3SPYRSPm_pos	14271.364186832056
41R1H2MAE12BOOX_pos	39407.57725126991
41R2A1H12BOOX_pos	31554.470830673494
42A12BOOX_pos	0.0
4ABUTtcn_pos	9617.95198818253
4ABUTtm_neg	9494.612076376821
4ABUTtm_pos	12716.482272792959
4HBZCOAFm_pos	45175.3973300431
4HBZFm_pos	45175.3973300431
4HDEBRISOQUINEte_neg	7.424895657340596
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	1336.0938540479856
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	10845.964186308967
4HPROLTASCT1_pos	1668.461105406187
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	3998.715680579853
4MOPte_neg	7300.382774537913
4MOPte_pos	7614.721127170605
4MPTNLte_neg	0.0
4MPTNLte_pos	61030.075301506244
4MPTNLtm_neg	61030.075301506266
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.4248956573405955
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	22.45115844134813
4NPHSFte_pos	0.0
4NPHSULT_pos	22.45115844134813
4NPHte_neg	0.0
4NPHte_pos	14.008247176048084
4OHPROIMINOtc_pos	1668.461105406187
4PYRDX_pos	7968.027520508736
5ADTSTSTERONEGLCte_pos	68856.96650005037
5ADTSTSTERONEGLCtr_neg	68856.96650005043
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	7171.085766536521
5ADTSTSTERONESte_neg	8.051324979963722
5ADTSTSTERONESte_pos	54636.109259881814
5ADTSTSTERONEte_neg	55245.25567958428
5ADTSTSTERONEte_pos	7.200056248432744
5ADTSTSTERONEtr_neg	38.29021390490219
5ADTSTSTERONEtr_pos	55246.686293952036
5AOPtm_neg	14632.902988837674
5AOPtm_pos	0.0
5DHFtl_pos	3210.158872172336
5FTHFt2_neg	0.0
5FTHFt2_pos	6.508110473979524
5HLTDL_pos	7.539654359527486
5HOMEPRAZOLEte_neg	7.424895657340596
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	447.3354578108805
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	7.487530854942566
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	15163.825580558261
5MTAte_pos	15025.836876196381
5MTHFt2_neg	1291.3658762892674
5MTHFt2_pos	1291.3658762892674
5MTHFt2le_neg	2363.114385640617
5MTHFt2le_pos	2363.114385640617
5MTHFt_neg	1291.3658762892674
5MTHFt_pos	1291.3658762892674
5OXPROt_neg	10174.161047745683
5OXPROt_pos	6072.602411744124
5THFtl_pos	3208.7141143409362
5THFtm_pos	3781.026619226909
6DHFtl_pos	3452.8630153370364
6DHFtm_pos	3845.2000362629446
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	51994.78281338984
6HTSTSTERONEtr_neg	51994.78281338983
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	3452.863015337036
6THFtm_pos	3845.200036262944
7DHCHSTEROLtr_neg	10926.296847294008
7DHCHSTEROLtr_pos	76208.02813913666
7DHFtl_pos	3588.3959251928036
7DHFtm_pos	3890.0948547079693
7THFtl_pos	3588.3959251928036
7THFtm_pos	3890.0948547079684
A4GALTc_pos	0.0
A4GALTg_pos	11308.554688171289
A4GNT1g_pos	0.0
A4GNT2g_pos	252.59431025985205
AACOAT_pos	4135.805863103171
AACTOOR_pos	12384.440965527134
AACTtm_pos	12384.440965527134
AASAD3m_pos	26.311159149677078
AATAi_neg	3852.1152903309994
AATAi_pos	48.756418885011264
ABO1g_pos	10519.22691742268
ABO2g_pos	10147.214151698863
ABO3g_pos	10306.187332573982
ABO4g_pos	9504.638491660624
ABO5g_pos	9504.638491660624
ABO6g_pos	8905.961588491029
ABO7g_pos	8905.961588491029
ABO8g_pos	9199.55787743133
ABO9g_pos	8283.86299486963
ABTArm_neg	9494.612076376823
ABTArm_pos	12716.482272792957
ABTD_neg	5075.969419306238
ABTD_pos	7.952566955265555
ABTti_pos	5075.969419306238
ABUTD_pos	12469.297829993253
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	518.8067151108718
ABUTt2r_pos	628.8945202765359
ABUTt4_2_r_neg	628.894520276536
ABUTt4_2_r_pos	518.8067151108718
ACACT10m_neg	13631.22275401385
ACACT10m_pos	9755.705565573708
ACACT1r_neg	7122.234436615034
ACACT1r_pos	15994.119117014312
ACACT1rm_pos	5064.9726116048705
ACACT1x_pos	9710.902010326896
ACACT4p_pos	24138.21368883128
ACACT5p_pos	24138.213688831274
ACACT6p_pos	24138.213688831278
ACACT7p_pos	23475.6952427834
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	402.7388923958485
ACACt2_pos	402.7388923958485
ACACt2m_neg	1258.6099256619295
ACACt2m_pos	1258.6099256619295
ACACtx_neg	5751.079628173887
ACACtx_pos	0.0
ACALDt_neg	6250.209614512918
ACALDt_pos	5.15977080070212
ACALDtm_neg	8924.708801272813
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	54244.86831446982
ACALDtx_neg	0.0
ACALDtx_pos	11.748013019743405
ACCOAC_pos	4220.321357240264
ACCOACm_pos	4234.546659625732
ACCOAL_pos	3262.662602659218
ACCOALm_pos	4429.247148750293
ACCOAgt_neg	0.0
ACCOAgt_pos	19254.080796536633
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	1490.4223019147596
ACCOAtr_pos	1490.4223019147596
ACETONEt2_neg	10606.759737936576
ACETONEt2_pos	5.543419329596025
ACETONEt2m_neg	10606.759737936578
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	11085.864693569662
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	11085.864693569662
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	9504.638491660622
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	9504.638491660622
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	8905.961588491027
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	8905.961588491027
ACGALK2_pos	544.7421716537644
ACGALK_pos	543.7351848691663
ACGALtlg_neg	914.7530706980803
ACGALtlg_pos	0.0
ACGALtly_pos	543.7351848691666
ACGAM2E_neg	3928.6201686203326
ACGAM2E_pos	30007.226259182567
ACGAM6PSi_pos	3418.6892500181243
ACGAMK_pos	3928.6201686203326
ACGAMPM_neg	0.0
ACGAMPM_pos	3928.620168620333
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	914.7530706980801
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	914.75307069808
ACGPID_pos	51.04372237334824
ACGSm_pos	0.0
ACHEe_pos	5551.516758662989
ACHVESSEC_pos	4089.9085527575817
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	5766.13025741553
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	11234.047975348856
ACN13ACNGALGBSIDEtg_neg	11234.047975348858
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	11234.047975348856
ACN23ACNGALGBSIDEtg_neg	11234.047975348858
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	12370.39697904593
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	12370.396979045936
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	11274.44550755146
ACNACNGALGBSIDEtg_neg	11274.445507551462
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	8622.197897934251
ACNAM9PL_pos	8335.872814657128
ACNAMPH_pos	8335.872814657128
ACNAMlt_neg	17849.27649139938
ACNAMlt_pos	0.0
ACNAMtn_pos	8811.941728901402
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	10125.336699803338
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	10125.33669980334
ACNMLr_neg	18559.907286103862
ACNMLr_pos	8335.872814657127
ACOAD10m_pos	303.7533803347841
ACOAD1fm_pos	18262.360639536393
ACOAD8m_pos	339.9199393822929
ACOAD9m_pos	11954.709640202524
ACOAHi_pos	3227.093493227992
ACOAO7p_pos	17695.483471885436
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	1189.1595230816195
ACONT_pos	1189.1595230816195
ACONTm_neg	327.1720518268868
ACONTm_pos	327.1720518268868
ACOX22x_pos	68406.85714810179
ACOX2x_pos	58488.54923360626
ACP1_FMN__pos	3352.4883144192863
ACRNtm_pos	2333.8458914789635
ACS2_pos	3214.120749700542
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	3227.0934932279924
ACSm_pos	4393.883398542812
ACTLMO_pos	5530.3373703221905
ACTNMO_pos	14326.711646910622
ACYP_pos	3196.116767371158
ACt2m_neg	4157.195433955147
ACt2m_pos	4778.758835900134
ACt2r_neg	1228.350187768497
ACt2r_pos	1228.350187768497
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	7284.047280068601
ADAe_pos	7455.738396893007
ADCim_pos	10606.759737936576
ADEt_neg	6137.316264913317
ADEt_pos	30583.82071288907
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	1161.0091348669491
ADK1_pos	1161.0091348669491
ADK1m_neg	444.0060029010316
ADK1m_pos	444.0060029010316
ADK3_neg	1161.0091348669491
ADK3_pos	1161.0091348669491
ADK3m_neg	444.0060029010316
ADK3m_pos	444.0060029010316
ADKd_neg	1159.2942010992745
ADKd_pos	1159.2942010992745
ADMDC_pos	15163.825580558261
ADNCYC_pos	3290.8348026429653
ADNK1_pos	3287.137119649293
ADNK1m_pos	2380.3725997757665
ADNK3_pos	4187.595155991394
ADNK4_pos	4187.595155991393
ADNt4_pos	785.3753227502509
ADNt5le_pos	1384.805149320065
ADNt_neg	785.3753227502509
ADNt_pos	1208.6729131629074
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	5778.834997820685
ADNtm_pos	8380.082252910885
ADPACDAc_pos	7843.911602933204
ADPACTD_neg	0.0
ADPACTD_pos	7843.911602933204
ADPCOACROT_neg	7843.911602933205
ADPCOACROT_pos	61603.747127438786
ADPCOAPTE_pos	7843.911602933205
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	7780.976025960285
ADPRDPm_pos	0.0
ADPRIBt_pos	17.580662586074443
ADPT_pos	3813.7128149312584
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	10.098193124349745
ADRNCOAtx_pos	14860.345152408267
ADRNCPT1_pos	327.05406204220304
ADRNCPT2_pos	327.05406204220304
ADRNCRNt_pos	327.05406204220304
ADRNLPVESSEC_pos	37049.647405588265
ADRNt_neg	1190.271290374304
ADRNt_pos	1200.134326218638
ADSELK_pos	0.0
ADSK_pos	3325.7698507892787
ADSL1_pos	8859.703883945174
ADSL2_pos	20481.321001864224
ADSS_pos	8859.703883945174
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.424895657340595
AG13T10g_pos	10770.693530915265
AG13T11g_pos	10770.693530915265
AG13T12g_pos	10770.693530915265
AG13T13g_pos	10770.693530915265
AG13T14g_pos	10770.693530915265
AG13T15g_pos	10770.693530915265
AG13T16g_pos	7507.650522747488
AG13T17g_pos	7507.650522747488
AG13T18g_pos	7507.650522747488
AG13T1g_pos	7540.428782572098
AG13T2g_pos	7540.428782572098
AG13T3g_pos	7540.428782572098
AG13T4g_pos	10770.693530915265
AG13T5g_pos	10770.693530915265
AG13T6g_pos	10770.693530915265
AG13T7g_pos	10770.693530915265
AG13T8g_pos	10770.693530915265
AG13T9g_pos	10770.693530915265
AGDC_pos	3418.6892500181248
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	23605.67233999822
AGPAT1_pos	10261.725225634364
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	8733.276068019137
AGTix_pos	12324.126822926946
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2119.516781148278
AHCYStd_pos	2119.516781148278
AHCYSte_neg	27006.749772167317
AHCYSte_pos	11270.15161044676
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	5725.590006802449
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	9858.290111525972
AHEXASE2ly_pos	17156.598586240183
AHEXASEly_pos	17623.447642219693
AICART_neg	12928.457699113114
AICART_pos	11079.843430679217
AICARte_neg	12539.799267052264
AICARte_pos	11079.843430679219
AIRCr_neg	0.0
AIRCr_pos	20481.32100186421
AK2LGCHOLt_neg	6.844663913373515
AK2LGCHOLt_pos	6411.58168622439
AKGDm_pos	10599.974863626252
AKGMALtm_neg	470.2772698308643
AKGMALtm_pos	350.6554243369664
AKGt4_3_neg	699.648190376384
AKGt4_3_pos	809.3112546499365
AKGtp_neg	0.0
AKGtp_pos	46.026065035460086
AKR1C1_pos	61513.23248464141
AKR1C41_pos	2096.90895581624
AKR1C42_pos	2096.9089558162405
AKR1D2_pos	64686.759425515134
AKR1D_pos	11331.622136845044
ALA-DTDe_pos	1337.1873705939893
ALAALACNc_neg	0.0
ALAALACNc_pos	7531.818605434806
ALAALAPEPT1tc_pos	7531.818605434805
ALAASNNaEx_pos	789.1960773856919
ALAATB0tc_pos	1265.3931343297418
ALACYSNaEx_pos	647.5105615220934
ALADGLNexR_neg	601.0723552512607
ALADGLNexR_pos	583.2873243331965
ALADGLYexR_neg	584.5814732481501
ALADGLYexR_pos	500.6024048935966
ALAGLNNaEx_pos	766.7051314935067
ALAGLNexR_neg	353.23062365058496
ALAGLNexR_pos	353.23062365058496
ALAGLYexR_neg	550.737320457087
ALAGLYexR_pos	417.9174854539966
ALAR_neg	2.380967462514377
ALAR_pos	3796.9228767725763
ALASERNaEx_pos	641.6179253640429
ALASm_pos	329.3990170499597
ALATA_L_neg	4241.720571163627
ALATA_L_pos	3323.0962011260362
ALATHRNaEx_pos	702.4650144043874
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	473.07964945771744
ALAt2r_pos	584.5814732481501
ALAt4_pos	250.20114283145656
ALAtN1_neg	353.23062365058496
ALAtN1_pos	353.23062365058496
ALAyLATthc_pos	473.07964945771744
ALCD1_neg	6552.657567513771
ALCD1_pos	13.429037914165614
ALCD21_D_pos	416.3954806829913
ALCD21_L_pos	855.6741872202064
ALCD22_D_pos	314.3763866648285
ALCD22_L_pos	855.6741872202064
ALCD2if_pos	5.6457280966851595
ALCD2yf_pos	5.644964864983141
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	46.02606503546009
ALDD2x_pos	6749.983157294847
ALDD2xm_pos	8924.708801272815
ALDD2y_pos	6588.573127930694
ALDSTRNte_neg	0.0
ALDSTRNte_pos	53137.880335418784
ALDSTRNtm_neg	53137.880335418784
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3360.845291497204
ALOX5_pos	95.50948010126821
ALR2_pos	855.6741872202064
ALR3_pos	855.6741872202064
AMACR2p_pos	18088.12123683773
AMACR2r_pos	0.0
AMACRp_pos	58488.54923360626
AMACRr_pos	0.0
AMANK_pos	8335.872814657128
AMCOXO_pos	47.381313093212086
AMETr_neg	0.0
AMETr_pos	5725.590006802449
AMETt2m_neg	2119.516781148278
AMETt2m_pos	2119.516781148278
AMETtd_neg	2119.516781148278
AMETtd_pos	2119.516781148278
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	6559.70482778705
AMPTASECG_pos	6869.474687909267
AMPTASECGe_pos	8126.905389586567
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.438846283553932
AMY2e_pos	13.438846283553932
ANDRSTRNGLCte_pos	69115.69234728541
ANDRSTRNGLCtr_neg	69115.69234728541
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	55707.53831101821
ANDRSTRNte_pos	17.447422232560466
ANDRSTRNtr_neg	17.447422232560466
ANDRSTRNtr_pos	55707.53831101819
ANTHte_neg	10.865513098649664
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	7.918322618625879
AOBUTDsm_pos	12384.440965527134
AP4AH1_pos	0.0
APAT2rm_neg	13581.862117449515
APAT2rm_pos	10823.097358675786
APNNOXte_neg	7.424895657340595
APNNOXte_pos	0.0
APOCF_pos	5470.25165942388
APOCFm_pos	5925.450509293192
APOC_LYS_BTNP_pos	5470.25165942388
APOC_LYS_BTNPm_pos	5925.450509293192
APPNNte_neg	0.0
APPNNte_pos	7.424895657340595
APRGSTRNte_neg	61513.23248464143
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	5.37931995406945
ARAB_Lt_neg	0.0
ARAB_Lt_pos	5.37931995406945
ARACHCOAtx_neg	25945.592171538487
ARACHCOAtx_pos	11102.733301856788
ARACHCPT1_pos	11756.84822606437
ARACHCPT2_pos	11756.84822606437
ARACHCRNt_pos	11756.84822606437
ARACHDCOAtx_neg	4935.719113513585
ARACHDCOAtx_pos	190.97428275156818
ARACHDt2_neg	358.348688178409
ARACHDt2_pos	368.2117240227433
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	4324.613534805193
ARACHt_neg	1205.5415172738574
ARACHt_pos	1215.4045531181914
ARGATB0tc_pos	1698.1350073018543
ARGDCm_pos	23605.67233999822
ARGLYSex_pos	638.8866571004324
ARGN_pos	13706.948116036136
ARGNm_pos	14306.654923006998
ARGSL_neg	0.0
ARGSL_pos	12950.450059699091
ARGSS_pos	12950.45005969909
ARGt4_pos	1476.2911159728042
ARGtiDF_pos	473.07964945771744
ARGtm_neg	1501.158717548382
ARGtm_pos	1198.8624869044897
ARSA_pos	37861.51186894165
ARTCOAL1_pos	4891.8797398007755
ARTCOAL2_pos	4891.879739800776
ARTCOAL3_pos	4891.8797398007755
ASAH1_pos	37952.901981772025
ASCBOX_pos	8700.657620114149
ASCBSVCTtc_pos	3230.290098631796
ASCBt4_neg	428.87050660330624
ASCBt4_pos	1238.7480692019444
ASCBt_neg	1238.7480692019444
ASCBt_pos	1248.6111050462785
ASNALANaEx_pos	789.1960773856919
ASNATB0tc_pos	1381.8308578985261
ASNCYSNaEx_pos	930.5420050869515
ASNGLNNaEx_pos	789.1960773856919
ASNNm_pos	8359.010394592251
ASNPHELAT2tc_pos	506.5664099036041
ASNS1_pos	7018.648778414924
ASNSERNaEx_pos	947.8133315747959
ASNTHRNaEx_pos	954.5659162648917
ASNt4_pos	346.47803896048924
ASNtN1_neg	346.47803896048924
ASNtN1_pos	606.5413146191413
ASNtm_pos	8359.010394592251
ASP1DC_pos	9190.63523116473
ASPCTr_neg	0.0
ASPCTr_pos	18746.88517572813
ASPDTDe_neg	11.413036320262588
ASPDTDe_pos	2085.908491910105
ASPDt6_pos	2085.908491910105
ASPDxt_neg	11.200841142114665
ASPDxt_pos	0.0
ASPGLUm_pos	2512.340495361363
ASPNATm_pos	7377.870783824938
ASPPROASCT1_pos	1606.5818592354635
ASPTA_neg	7142.408229799886
ASPTA_pos	2512.3404953613626
ASPTAm_neg	2512.3404953613626
ASPTAm_pos	8938.144000673965
ASPt6_pos	2085.908491910105
ASPte_pos	1196.664738754998
ATP1ter_neg	0.0
ATP1ter_pos	7135.820105152772
ATP2ter_neg	4546.036643723863
ATP2ter_pos	4546.036643723863
ATPH1e_pos	13911.256498277515
ATPH2e_pos	3.0222177036527915
ATPS4m_pos	1576.2585256969203
ATPasel_pos	23651.22457802878
ATPtm_pos	656.2511938115766
ATPtn_neg	0.0
ATPtn_pos	9650.589909027332
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	4166.9546361634875
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	17432.821425258462
Asn_X_Ser_Thrtr_neg	17122.291605042872
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	11308.554688171285
B3GALT41g_pos	12412.758586969143
B3GALT42g_pos	12599.495095787139
B3GALT43g_pos	12792.137984794348
B3GALT44g_pos	13064.004724887589
B3GALT5g_pos	10462.486394114965
B3GALTg_pos	11575.276261850779
B3GNT11g_pos	9762.214062921457
B3GNT12g_pos	8889.771897228075
B3GNT310g_pos	11505.55214081611
B3GNT311g_pos	9504.638491660624
B3GNT312g_pos	9762.214062921457
B3GNT313g_pos	8905.961588491029
B3GNT314g_pos	8283.86299486963
B3GNT315g_pos	8889.771897228075
B3GNT31g_pos	9682.616632931651
B3GNT32g_pos	9682.616632931651
B3GNT33g_pos	9682.616632931651
B3GNT34g_pos	9474.039185149377
B3GNT35g_pos	9474.039185149377
B3GNT36g_pos	914.7530706980801
B3GNT37g_pos	12361.061787578145
B3GNT39g_pos	28993.94927724852
B3GNT51g_pos	11505.552140816111
BAAT1x_pos	4034.658483772443
BAAT2x_pos	3250.105884056011
BAAT3x_pos	18088.12123683773
BAAT4x_pos	4034.658483772443
BACCL_pos	5470.25165942388
BACCLm_pos	5925.450509293192
BALABETAtc_pos	1518.984583893128
BALAPAT1tc_pos	1464.1082683388647
BALAVECSEC_pos	4173.58707099508
BALAtmr_neg	13581.862117449518
BALAtmr_pos	10823.097358675785
BAMPPALDOX_pos	30025.40782826131
