	WT.DHA.d_S143_L007_R1_001	WT.DHA.b_S128_L007_R1_001	WT.EPA.a_S117_L007_R1_001	WT.1012.d_S145_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	1.2750070474998698	1.1243281350022019	1.5897634869849773	1.0426443374084937
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.22650852980867975	0.0	0.0	0.0
25VITD3Hm_pos	0.22650852980867975	0.0	0.0	0.0
2AMACHYD_pos	7.883987308105472	7.829912968043399	9.361702573551536	7.409051438538562
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	2.4276061727818994	2.572889668420581	2.1731274334806563	2.456806149230474
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	9.448467383886902	9.76472233870145	11.16959935643704	9.936733624786147
2HBO_neg	9.448467383886902	9.76472233870145	11.16959935643704	9.936733624786147
2HBt2_pos	4.882643049361842	5.148120631123964	6.379378367071262	5.398487190018967
2HBt2_neg	4.882643049361842	5.148120631123964	6.379378367071262	5.398487190018967
2HCO3_NAt_pos	3.3161457422933562	3.6241008946281146	5.268658955027672	4.038260575175349
2HCO3_NAt_neg	3.3161457422933562	3.6241008946281146	5.268658955027672	4.038260575175349
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	6.539055388401733	6.640967910449898	6.8097574122729085	6.903078451567632
2OXOADPTm_pos	2.4276061727818994	2.572889668420581	2.1731274334806563	2.456806149230474
2OXOADPTm_neg	2.4276061727818994	2.572889668420581	2.1731274334806563	2.456806149230474
34DHOXPEGOX_pos	8.589164236699773	8.735522177296538	8.62333283245184	8.725673000366422
34DHOXPEGOX_neg	8.589164236699773	8.735522177296538	8.62333283245184	8.725673000366422
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	16.71676039255973	14.745004600953719	14.93127769268258	14.81223196721509
34DHPHEt_pos	5.093813673402728	5.277984747299765	5.5087455542444745	5.258895755075436
34DHPHEt_neg	5.093813673402728	5.277984747299765	5.5087455542444745	5.258895755075436
34DHPLACOX_pos	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
34DHPLACOX_NADP__pos	1.6182386555954547	1.2570106182060237	1.207892851641333	1.3161457422933565
34DHPLACOX_NADP__neg	1.6182386555954547	1.2570106182060237	1.207892851641333	1.3161457422933565
34DHXMANDACOX_pos	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
34DHXMANDACOX_NADP__pos	1.6182386555954547	1.2570106182060237	1.207892851641333	1.3161457422933565
34DHXMANDACOX_NADP__neg	1.6182386555954547	1.2570106182060237	1.207892851641333	1.3161457422933565
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.515000000892382	10.60467368028398	10.226159277500415	10.40913632042844
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	6.0802312720192635	6.4971333036711085	5.896271848807375	6.70984201927331
3AIBTm_neg	6.0802312720192635	6.4971333036711085	5.896271848807375	6.70984201927331
3AIBtm_pos	6.0802312720192635	6.4971333036711085	5.896271848807375	6.70984201927331
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	2.9354597478052895	2.963474123974886	3.5643781685650637	3.6678921252302343
3HAO_pos	8.803775951867634	8.688495109339474	8.492974756328	8.563196272216738
3HBCDm_pos	7.918863237274595	7.536752313400936	7.046578366620329	7.650405563658587
3HBCDm_neg	7.918863237274595	7.536752313400936	7.046578366620329	7.650405563658587
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	7.536130629560068	7.537684337147519	6.563920775153289	7.549977142771825
3HLYTCL_pos	4.539158811108031	4.4269356196483365	3.773996325111173	5.036942844798256
3HPCOAHYD_pos	5.434628227636725	5.61559285651096	5.335926240928362	5.584361252518709
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	4.539158811108031	4.4269356196483365	3.773996325111173	5.036942844798256
3HXKYNOXDA_pos	6.3368189425476436	6.672425341971495	6.42240121557753	6.410917687455214
3M4HDXPAC_pos	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
3M4HDXPAC_neg	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
3MOX4HOXPGALDOX_NADP__pos	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
3MOX4HOXPGALDOX_NADP__neg	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
3MOXTYROX_pos	6.3368189425476436	6.672425341971495	6.42240121557753	6.410917687455214
3NTD7l_pos	3.894332742277694	4.040015678847879	3.8399595874895316	4.484782623077873
3SALAASPm_pos	6.151168794186662	6.498889086976805	6.0	6.57349571549561
3SALAASPm_neg	6.151168794186662	6.498889086976805	6.0	6.57349571549561
3SALACBOXL_pos	6.245647773636751	6.604367899893749	5.03121873061072	5.666472568842073
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	6.8533719408673885	6.5000052920931335	7.303141437858268	7.029784146369549
3SALATAim_pos	7.957160096532652	8.017977566454508	7.938050499534043	8.240028051916184
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	6.3368189425476436	6.672425341971495	6.42240121557753	6.410917687455214
41R2A1H12BOOX_pos	6.3368189425476436	6.672425341971495	6.42240121557753	6.410917687455214
42A12BOOX_pos	6.361943773735241	6.689019541377949	6.455820365084919	6.428778891337586
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	7.04799635603865	7.27015513876653	6.8740592031411465	7.304237225017136
4HOXPACDOX_NADP__pos	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
4HOXPACDOX_NADP__neg	1.6507645591169022	1.3504972470841332	1.5897634869849773	1.560714954474479
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	0.6599245584023783	0.5945485495503542	0.765534746362977	0.5360529002402097
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	0.0	0.0	0.25096157353321874	0.32192809488736235
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	2.063502942306158	1.9297909977185974	1.4005379295837286	2.1731274334806563
5FTHFt2_neg	2.063502942306158	1.9297909977185974	1.4005379295837286	2.1731274334806563
5HLTDL_pos	4.539158811108031	4.4269356196483365	3.773996325111173	5.036942844798256
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	4.3139713710590195	4.325530331567558	3.326249700837456	4.062639828286463
5HOXINDACTOXm_pos	10.1269625347419	10.165447207785787	10.0721460058239	10.150673905718678
5HOXINOXDA_pos	6.3368189425476436	6.672425341971495	6.42240121557753	6.410917687455214
5HTRPDOX_pos	0.0	0.0	0.0	0.0
5HTRPVESSEC_pos	1.7355221772965375	1.8032270364349277	1.4382928515791469	1.9335726382610239
5HXKYNDCL_pos	4.539158811108031	4.4269356196483365	3.773996325111173	5.036942844798256
5HXKYNOXDA_pos	6.3368189425476436	6.672425341971495	6.42240121557753	6.410917687455214
5MTHFt_pos	0.0	0.0	0.0	0.0
5MTHFt_neg	0.0	0.0	0.0	0.0
5MTHFt2_pos	2.063502942306158	1.9297909977185974	1.4005379295837286	2.1731274334806563
5MTHFt2_neg	2.063502942306158	1.9297909977185974	1.4005379295837286	2.1731274334806563
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	3.814550423461808	3.6005076453457856	3.3854310371935203	3.718087583960517
A_MANASEly_pos	5.352264173258321	5.306699707272787	5.060912049587874	5.532940288372874
A4GALTc_pos	0.7907720378619999	0.22650852980867975	1.0356239097307212	0.0
A4GALTg_pos	0.7907720378619999	0.22650852980867975	1.0356239097307212	0.0
A4GNT1g_pos	0.0	0.0	0.18903382439001715	0.0
A4GNT2g_pos	0.0	0.0	0.18903382439001715	0.0
AACOAT_pos	3.986410935252045	4.0232553523003025	4.0600473836699384	4.004501392234941
AACTOOR_pos	0.22650852980867975	0.0	0.4222330006830478	0.0
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	5.2787282129389395	5.804776377955828	5.0669502439246275	6.2650992875147375
AATAi_neg	5.2787282129389395	5.804776377955828	5.0669502439246275	6.2650992875147375
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	6.0802312720192635	6.4971333036711085	5.896271848807375	6.70984201927331
ABTArm_neg	6.0802312720192635	6.4971333036711085	5.896271848807375	6.70984201927331
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	6.658497136656478	6.876639723897178	6.910492832288714	7.142719753393677
ABUTt2r_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
ABUTt2r_neg	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
ABUTt2rL_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
ABUTt2rL_neg	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
ABUTt4_2_r_pos	7.184776185202421	7.201535848666411	6.676803353873854	7.188934952098514
ABUTt4_2_r_neg	7.184776185202421	7.201535848666411	6.676803353873854	7.188934952098514
ACACT10m_pos	7.607996019386689	7.986354045524681	7.598722499676621	8.044885863398058
ACACT10m_neg	7.607996019386689	7.986354045524681	7.598722499676621	8.044885863398058
ACACT1r_pos	5.282810439572558	5.035183996618336	5.847245307141812	5.617651119427331
ACACT1r_neg	5.282810439572558	5.035183996618336	5.847245307141812	5.617651119427331
ACACT1rm_pos	7.603515078867323	7.962722524561748	7.619963160611934	8.02145196592412
ACACT1x_pos	5.282810439572558	5.035183996618336	5.847245307141812	5.617651119427331
ACACt2_pos	4.859969548221026	5.148120631123964	6.367720513401452	5.395405604566331
ACACt2_neg	4.859969548221026	5.148120631123964	6.367720513401452	5.395405604566331
ACACt2m_pos	3.986410935252045	4.100977647724821	6.150762744355418	4.826294245499635
ACACt2m_neg	3.986410935252045	4.100977647724821	6.150762744355418	4.826294245499635
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	7.296227952891097	6.131651214025316	6.969069885192411	7.560791366383127
ACCOACm_pos	4.897240425574799	3.4436066514756147	4.707635219545296	5.197708157955851
ACCOAgt_pos	4.724104519866845	5.06177619758669	5.443606651475615	5.324090516037983
ACCOAgt_neg	4.724104519866845	5.06177619758669	5.443606651475615	5.324090516037983
ACCOAL_pos	6.964745170106501	5.876025732722702	6.514595714763664	7.0475602000256865
ACCOALm_pos	0.3895668117627256	0.070389327891398	0.0	0.08406426478847456
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	4.724104519866845	5.06177619758669	5.443606651475615	5.324090516037983
ACCOAtr_neg	4.724104519866845	5.06177619758669	5.443606651475615	5.324090516037983
ACETONEt2_pos	4.882643049361842	5.148120631123964	6.379378367071262	5.398487190018967
ACETONEt2_neg	4.882643049361842	5.148120631123964	6.379378367071262	5.398487190018967
ACETONEt2m_pos	3.986410935252045	4.100977647724821	6.150762744355418	4.826294245499635
ACETONEt2m_neg	3.986410935252045	4.100977647724821	6.150762744355418	4.826294245499635
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	1.74416109557041	2.0107798387532423	1.8114710305298358	1.7311832415722
ACGAM2E_neg	1.74416109557041	2.0107798387532423	1.8114710305298358	1.7311832415722
ACGAM6PSi_pos	5.034743949324734	5.332349900373874	5.293885430302371	5.034303767768035
ACGAMK_pos	3.7687136570304847	3.3603642765434705	3.5197934862411002	3.6427015718332325
ACGAMPM_pos	2.0942360698457656	2.572889668420581	3.673556423990145	3.343407822297814
ACGAMPM_neg	2.0942360698457656	2.572889668420581	3.673556423990145	3.343407822297814
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	2.873813198359087	2.4672794804599825	2.269033146455237	2.8933622107638715
ACGSm_pos	4.968090752045256	5.150559676575382	5.4239142676731	5.112283108598204
ACHEe_pos	0.6870606883398922	0.22650852980867975	0.09761079662642233	0.13750352374993502
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	7.090853430451113	6.28743535550644	6.570311124318805	7.232372956468633
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.0738202332916713	3.2957230245399685	3.7782085763980877	3.6005076453457856
ACNAM9PL2_pos	3.0738202332916713	3.2957230245399685	3.7782085763980877	3.6005076453457856
ACNAMlt_pos	3.8308637567517576	4.111031312388744	3.665620164066381	4.073820233291672
ACNAMlt_neg	3.8308637567517576	4.111031312388744	3.665620164066381	4.073820233291672
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	7.263410058756341	7.715824747576113	7.3313648504954525	7.648177795724818
ACOAD1fm_pos	8.6310678943202	8.936726264566564	8.633140549522395	8.995427985832539
ACOAD8m_pos	6.162894799374784	6.518220380599588	6.12742692986628	6.602587527342561
ACOAD9m_pos	7.183982678112831	7.57106999816771	7.209940680290192	7.524424179083942
ACOAHi_pos	5.5867647433551415	5.74416109557041	4.944858445807539	6.009660689646706
ACOAO7p_pos	8.815991629376562	9.180257284727134	10.061276675148337	9.499786105663379
ACOATA_pos	6.926473911256073	5.514122260170708	6.696967526234287	6.672283894347392
ACOATA_neg	6.926473911256073	5.514122260170708	6.696967526234287	6.672283894347392
ACODA_pos	5.04176864995163	4.94626298433245	4.241840183564671	4.4154882710497
ACONT_pos	6.083213368248981	6.381110294099054	6.113533819591914	6.493775408460703
ACONT_neg	6.083213368248981	6.381110294099054	6.113533819591914	6.493775408460703
ACONTm_pos	6.841344192180706	7.0298945496633385	6.800123352826528	7.212472066488507
ACONTm_neg	6.841344192180706	7.0298945496633385	6.800123352826528	7.212472066488507
ACOX22x_pos	6.252476214135217	6.526225345605884	6.092334311186202	6.5496691707264905
ACOX2x_pos	6.252476214135217	6.526225345605884	6.092334311186202	6.5496691707264905
ACP1_FMN__pos	4.462052318796433	4.6519127446457835	5.130107178658833	4.55581615506164
ACRNtm_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
ACS_pos	7.126807703142035	6.2092583936655625	6.742949368993834	7.203005337511982
ACS2_pos	7.126807703142035	6.2092583936655625	6.742949368993834	7.203005337511982
ACSm_pos	0.3895668117627256	0.070389327891398	0.0	0.08406426478847456
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.46326380637408	12.103087784552105	11.449102205946444	11.595206188858342
ACTNMO_pos	11.46326380637408	12.103087784552105	11.449102205946444	11.595206188858342
ACYP_pos	3.805292455600712	3.9116915818723395	3.587364990936461	3.9155209007519587
ADA_pos	1.2265085298086797	1.1110313123887439	1.5109619192773793	0.6135316529179271
ADAe_pos	1.2265085298086797	1.1110313123887439	1.5109619192773793	0.6135316529179271
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.918386234446348	0.49569516262406876	0.27500704749986976	0.632268215499513
ADEt_neg	0.918386234446348	0.49569516262406876	0.27500704749986976	0.632268215499513
ADEtl_pos	1.875780063068488	1.4594316186372973	1.4698859762744636	1.9486008474933556
ADEtl_neg	1.875780063068488	1.4594316186372973	1.4698859762744636	1.9486008474933556
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	6.871227612357983	7.008204496694817	6.578485913474388	7.171026639443138
ADK1_neg	6.871227612357983	7.008204496694817	6.578485913474388	7.171026639443138
ADK1m_pos	7.042644337408494	7.1906148602094975	6.729960561018015	7.363784337507177
ADK1m_neg	7.042644337408494	7.1906148602094975	6.729960561018015	7.363784337507177
ADK3_pos	0.0	0.08406426478847456	0.08406426478847456	0.09761079662642233
ADK3_neg	0.0	0.08406426478847456	0.08406426478847456	0.09761079662642233
ADK3m_pos	7.26134275618808	7.647890091059215	7.392403294927882	7.434044360066751
ADK3m_neg	7.26134275618808	7.647890091059215	7.392403294927882	7.434044360066751
ADKd_pos	0.0	0.08406426478847456	0.08406426478847456	0.09761079662642233
ADKd_neg	0.0	0.08406426478847456	0.08406426478847456	0.09761079662642233
ADMDC_pos	3.8298495598446904	4.060912049587873	4.082361969557474	3.6380738371807184
ADNCYC_pos	4.351204277257994	4.148120631123964	3.811471030529836	4.4202128906107845
ADNK1_pos	8.574858391292778	8.656317595718276	8.899326709098025	8.748830178696348
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	7.0221458428701755	6.942279901705763	5.72328550477764	6.913846824263042
ADNt_neg	7.0221458428701755	6.942279901705763	5.72328550477764	6.913846824263042
ADNt4_pos	0.918386234446348	0.45417589318580215	0.7570232465074596	0.6507645591169021
ADNtl_pos	1.875780063068488	1.4594316186372973	1.4698859762744636	1.9486008474933556
ADNtl_neg	1.875780063068488	1.4594316186372973	1.4698859762744636	1.9486008474933556
ADNtm_pos	7.012233435894742	6.937462100716437	5.717539343391165	6.907251224292033
ADNtm_neg	7.012233435894742	6.937462100716437	5.717539343391165	6.907251224292033
ADPGLC_pos	3.263034405833794	3.424922088210688	3.821710215034674	3.282439805006387
