	Treg_Lymph_Treg6_L2
ACACt2_pos	2063.239062109317
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10166.394281754918
ACACtx_pos	0.0
ACALDt_neg	8074.9892321871275
ACALDt_pos	7.05276254850672
ACALDtm_neg	14619.174562938311
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	72691.55474579125
ACALDtx_neg	0.0
ACALDtx_pos	14.613763003300212
ACCOAC_pos	6683.023035810777
ACCOACm_pos	7002.863233058489
ACCOAL_pos	5739.937626777292
ACCOALm_pos	9289.706567870111
ACCOAgt_neg	0.0
ACCOAgt_pos	29413.147270486334
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4047.940532537811
ACCOAtr_pos	4047.940532537811
ACETONEt2_neg	17592.08360362433
ACETONEt2_pos	8.393040837141816
ACETONEt2m_neg	17592.083603624327
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15061.041423323883
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15061.041423323879
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12870.64469994909
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12870.644699949093
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12197.708054826368
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12197.708054826357
ACGALK2_pos	665.1198616154741
ACGALK_pos	662.6212936442145
ACGALtlg_neg	1210.8601859546015
ACGALtlg_pos	0.0
ACGALtly_pos	662.6212936442143
ACGAM2E_neg	6067.523284698575
ACGAM2E_pos	42103.76597860085
ACGAM6PSi_pos	6817.399995086003
ACGAMK_pos	6067.523284698575
ACGAMPM_neg	0.0
ACGAMPM_pos	6067.523284698575
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1210.8601859546013
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1210.8601859546015
ACGPID_pos	55.03678563347086
ACGSm_pos	0.0
ACHEe_pos	10409.765739513752
ACHVESSEC_pos	6492.387461551848
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13008.690605356616
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	16001.822496542103
ACN13ACNGALGBSIDEtg_neg	16001.822496542103
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	16001.822496542103
ACN23ACNGALGBSIDEtg_neg	16001.822496542103
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18122.80645320686
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18122.80645320687
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15962.198820919368
ACNACNGALGBSIDEtg_neg	15962.198820919368
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	11050.597275258093
ACNAM9PL_pos	11222.882505609121
ACNAMPH_pos	11222.882505609121
ACNAMlt_neg	24505.481761904746
ACNAMlt_pos	0.0
ACNAMtn_pos	8830.058655441539
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14403.735580778
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14403.735580778002
ACNMLr_neg	28885.731140515123
ACNMLr_pos	11222.882505609121
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37619.42196614817
ACOAD8m_pos	2850.0
ACOAD9m_pos	24711.953042972447
ACOAHi_pos	6795.604924984622
ACOAO7p_pos	37867.01481117432
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	93977.90048207619
ACOX2x_pos	84870.65804787473
ACP1_FMN__pos	5684.751273168213
ACRNtm_pos	9200.9161438757
ACS2_pos	6908.348645606538
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6795.604924984621
ACSm_pos	9148.688739537674
ACTLMO_pos	6343.290956136764
ACTNMO_pos	25194.75640807567
ACYP_pos	4729.797882721493
ACt2m_neg	10061.38953994256
ACt2m_pos	9949.982800205162
ACt2r_neg	2096.7370482747774
ACt2r_pos	2096.7370482747774
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	10072.317627820468
ADAe_pos	10890.243661599876
ADCim_pos	17592.083603624335
ADEt_neg	6969.825632785851
ADEt_pos	37664.802813315386
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	2008.6133919254041
ADK1_pos	2008.6133919254041
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2008.6133919254041
ADK3_pos	2008.6133919254041
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	1970.5231858562008
ADKd_pos	2008.6133919254041
ADMDC_pos	21100.84712742005
ADNCYC_pos	6127.557309034494
ADNK1_pos	5272.46163860901
ADNK1m_pos	3637.5949617736815
ADNK3_pos	5991.893084662977
ADNK4_pos	5992.007414549214
ADNt4_pos	501.24980971960827
ADNt5le_pos	1668.42234477289
ADNt_neg	501.24980971960827
ADNt_pos	1200.6127661808528
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10856.810532117586
ADNtm_pos	13594.455235020094
ADPACDAc_pos	13537.90066931591
ADPACTD_neg	0.0
ADPACTD_pos	13537.90066931591
ADPCOACROT_neg	13537.90066931591
ADPCOACROT_pos	91444.6848713584
ADPCOAPTE_pos	13537.90066931591
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13322.713920806067
ADPRDPm_pos	0.0
ADPRIBt_pos	23.977583771195025
ADPT_pos	7207.045832574321
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.340204319382966
ADRNCOAtx_pos	23441.62107463396
ADRNCPT1_pos	711.7853596721523
ADRNCPT2_pos	711.7853596721523
ADRNCRNt_pos	711.7853596721523
ADRNLPVESSEC_pos	48468.17944246184
ADRNt_neg	1715.887362147476
ADRNt_pos	1602.0492319871676
ADSELK_pos	0.0
ADSK_pos	5062.853088924403
ADSL1_pos	14879.524356331773
ADSL2_pos	34448.04273845023
ADSS_pos	14879.524356331773
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.621891495611393
AG13T10g_pos	14833.373893769494
AG13T11g_pos	14833.373893769494
AG13T12g_pos	14833.373893769494
AG13T13g_pos	14833.373893769494
AG13T14g_pos	14833.373893769494
AG13T15g_pos	14833.373893769494
AG13T16g_pos	10366.539081839599
AG13T17g_pos	10366.539081839599
AG13T18g_pos	10366.539081839599
AG13T1g_pos	10400.827938288974
AG13T2g_pos	10400.827938288974
AG13T3g_pos	10400.827938288974
AG13T4g_pos	14833.373893769492
AG13T5g_pos	14833.373893769492
AG13T6g_pos	14833.373893769492
AG13T7g_pos	14833.373893769492
AG13T8g_pos	14833.373893769492
AG13T9g_pos	14833.373893769492
AGDC_pos	6817.3999950860025
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	45951.06715198296
AGPAT1_pos	17553.121917284334
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12350.391179436523
AGTix_pos	16563.946603806315
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34002.39911654797
AHCYSte_pos	13584.103353055103
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6642.6499281378465
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12775.450881674007
AHEXASE2ly_pos	23546.692005712757
AHEXASEly_pos	24194.257418189143
AICART_neg	18231.19213996628
AICART_pos	16916.722915803366
AICARte_neg	18231.192139966282
AICARte_pos	16916.722915803366
AIRCr_neg	0.0
AIRCr_pos	34448.04273845023
AK2LGCHOLt_neg	7.949607809264441
AK2LGCHOLt_pos	11322.417621049291
AKGDm_pos	18878.344776780323
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2132.8806575837807
AKGt4_3_pos	2918.4726162172765
AKGtp_neg	0.0
AKGtp_pos	77.5464806949131
AKR1C1_pos	79258.1644260197
AKR1C41_pos	2339.607143402065
AKR1C42_pos	2339.607143402065
AKR1D2_pos	94394.81584414176
AKR1D_pos	15743.681786084124
ALA-DTDe_pos	1397.8393339713639
ALAALACNc_neg	0.0
ALAALACNc_pos	9655.783397887277
ALAALAPEPT1tc_pos	9655.783397887277
ALAASNNaEx_pos	513.3304133523121
ALAATB0tc_pos	1884.5437266333063
ALACYSNaEx_pos	513.2560355687856
ALADGLNexR_neg	426.186647893183
ALADGLNexR_pos	426.186647893183
ALADGLYexR_neg	426.186647893183
ALADGLYexR_pos	426.186647893183
ALAGLNNaEx_pos	476.61786556185893
ALAGLNexR_neg	410.4567739393905
ALAGLNexR_pos	410.4567739393905
ALAGLYexR_neg	404.8530739251065
ALAGLYexR_pos	404.8530739251065
ALAR_neg	3.109649400068487
ALAR_pos	5229.895263179467
ALASERNaEx_pos	513.2560355687856
ALASm_pos	2850.0
ALATA_L_neg	6046.464029661582
ALATA_L_pos	4754.4660522726
ALATHRNaEx_pos	513.2560355687856
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	767.3593373541133
ALAt2r_pos	977.2272557150554
ALAt4_pos	706.4021410020092
ALAtN1_neg	1489.0739732902912
ALAtN1_pos	1913.875893005194
ALAyLATthc_pos	767.3593373541133
ALCD1_neg	7382.354373531374
ALCD1_pos	15.41267730134284
ALCD21_D_pos	1041.4830529583928
ALCD21_L_pos	2091.21648476115
ALCD22_D_pos	1509.7420286644951
ALCD22_L_pos	2091.21648476115
ALCD2if_pos	6.954747136759987
ALCD2yf_pos	6.560007828577677
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.54648069491311
ALDD2x_pos	10636.264269128238
ALDD2xm_pos	14619.174562938313
ALDD2y_pos	10275.906286740099
ALDSTRNte_neg	0.0
ALDSTRNte_pos	70696.59639016438
ALDSTRNtm_neg	70696.59639016436
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3881.5652215013693
ALOX5_pos	130.89764657932707
ALR2_pos	2091.21648476115
ALR3_pos	2091.21648476115
AMACR2p_pos	29423.265236740077
AMACR2r_pos	0.0
AMACRp_pos	84870.6580478747
AMACRr_pos	0.0
AMANK_pos	11222.882505609121
AMCOXO_pos	76.66152645714502
AMETr_neg	0.0
AMETr_pos	6642.649928137846
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10209.206091887729
AMPTASECG_pos	11667.633398408942
AMPTASECGe_pos	15632.570997665516
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.068184978252253
AMY2e_pos	13.068184978252251
ANDRSTRNGLCte_pos	93247.03643625317
ANDRSTRNGLCtr_neg	93247.03643625307
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	74915.55491885958
ANDRSTRNte_pos	19.709789835248433
ANDRSTRNtr_neg	19.709789835248433
ANDRSTRNtr_pos	74915.55491885953
ANTHte_neg	13.960145648406575
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.541440332795238
AOBUTDsm_pos	17773.369031678416
AP4AH1_pos	0.0
APAT2rm_neg	24369.26151079844
APAT2rm_pos	19915.3122079247
APNNOXte_neg	7.6218914956113935
APNNOXte_pos	0.0
APOCF_pos	9798.050114173258
APOCFm_pos	11396.364731091453
APOC_LYS_BTNP_pos	9798.050114173258
APOC_LYS_BTNPm_pos	11396.364731091453
APPNNte_neg	0.0
APPNNte_pos	7.6218914956113935
APRGSTRNte_neg	79258.16442601982
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	5.974644745200625
ARAB_Lt_neg	0.0
ARAB_Lt_pos	5.974644745200625
ARACHCOAtx_neg	50467.99287773578
ARACHCOAtx_pos	18917.103604177682
ARACHCPT1_pos	27246.94126226395
ARACHCPT2_pos	27246.94126226395
ARACHCRNt_pos	27246.94126226395
ARACHDCOAtx_neg	6492.387461551848
ARACHDCOAtx_pos	379.55515902539764
ARACHDt2_neg	1301.4962653427533
ARACHDt2_pos	1187.6581351824448
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8309.350012969493
ARACHt_neg	1715.887362147476
ARACHt_pos	1602.0492319871676
ARGATB0tc_pos	1985.218129156054
ARGDCm_pos	45951.06715198296
ARGLYSex_pos	446.1254863304918
ARGN_pos	29098.563184203107
ARGNm_pos	29749.677050790644
ARGSL_neg	0.0
ARGSL_pos	23990.890146723537
ARGSS_pos	23990.890146723515
ARGt4_pos	1568.374159938578
ARGtiDF_pos	603.4559363080439
ARGtm_neg	3521.6884130473404
ARGtm_pos	2850.0
ARSA_pos	47606.16958973713
ARTCOAL1_pos	7691.871245394102
ARTCOAL2_pos	7691.8712453941025
ARTCOAL3_pos	7691.871245394102
ASAH1_pos	51936.98236071425
ASCBOX_pos	18668.937674794353
ASCBSVCTtc_pos	5451.672524312338
ASCBt4_neg	1123.3731460487047
ASCBt4_pos	1496.0468140252347
ASCBt_neg	1496.0468140252347
ASCBt_pos	1382.2086838649261
ASNALANaEx_pos	513.3304133523121
ASNATB0tc_pos	1875.6979254896464
ASNCYSNaEx_pos	513.3304133523121
ASNGLNNaEx_pos	513.3304133523121
ASNNm_pos	15829.893390019024
ASNPHELAT2tc_pos	300.0855169846251
ASNS1_pos	12735.817094285514
ASNSERNaEx_pos	513.3304133523121
ASNTHRNaEx_pos	513.3304133523121
ASNt4_pos	652.5606389347797
ASNtN1_neg	1489.6366213008346
ASNtN1_pos	1859.4717429274215
ASNtm_pos	15829.893390019024
ASP1DC_pos	12930.996974229645
ASPCTr_neg	0.0
ASPCTr_pos	29482.59317762658
ASPDTDe_neg	16.420976247354208
ASPDTDe_pos	3460.872718505878
ASPDt6_pos	3460.872718505878
ASPDxt_neg	16.420976247354208
ASPDxt_pos	0.0
ASPGLUm_pos	8659.266586325202
ASPNATm_pos	17275.035977170337
ASPPROASCT1_pos	2144.7507266308403
ASPTA_neg	8829.062495433509
ASPTA_pos	9180.263318181822
ASPTAm_neg	9164.966388896128
ASPTAm_pos	19185.439114637767
ASPt6_pos	3460.872718505878
ASPte_pos	2129.151763837473
ATP1ter_neg	0.0
ATP1ter_pos	8662.333096869083
ATP2ter_neg	5821.217806390554
ATP2ter_pos	5821.217806390554
ATPH1e_pos	25304.744991779255
ATPH2e_pos	3.2688891892529517
ATPS4m_pos	3887.719201859402
ATPasel_pos	30799.346725395484
ATPtm_pos	3077.9402101656187
ATPtn_neg	0.0
ATPtn_pos	11368.008120545051
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	5893.988383779162
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	23942.38293746406
Asn_X_Ser_Thrtr_neg	23492.62282643292
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15363.79762847027
B3GALT41g_pos	18188.161377222834
B3GALT42g_pos	18952.699776651112
B3GALT43g_pos	19511.28712392884
B3GALT44g_pos	20197.145845712843
B3GALT5g_pos	13750.640368719674
B3GALTg_pos	15369.725308646191
B3GNT11g_pos	13134.696490402739
B3GNT12g_pos	11730.904967897164
B3GNT310g_pos	15261.920389491168
B3GNT311g_pos	12870.644699949096
B3GNT312g_pos	13134.696490402737
B3GNT313g_pos	12197.70805482637
B3GNT314g_pos	10996.541850204652
B3GNT315g_pos	11730.904967897144
B3GNT31g_pos	12532.319999494592
B3GNT32g_pos	12532.319999494592
B3GNT33g_pos	12532.319999494592
B3GNT34g_pos	12810.304144334237
B3GNT35g_pos	12810.304144334237
B3GNT36g_pos	1210.8601859546015
B3GNT37g_pos	18233.22958399608
B3GNT39g_pos	40327.247814624025
B3GNT51g_pos	15261.92038949117
BAAT1x_pos	5700.0
BAAT2x_pos	4917.755831149894
BAAT3x_pos	29423.265236740077
BAAT4x_pos	5700.0
BACCL_pos	9798.050114173258
BACCLm_pos	11396.364731091453
BALABETAtc_pos	1764.8782593195695
BALAPAT1tc_pos	1915.1638852865358
BALAVECSEC_pos	6241.731689123365
BALAtmr_neg	24369.261510798435
BALAtmr_pos	19915.312207924708
BAMPPALDOX_pos	46960.22217752387
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.388537240087054
BCRNe_pos	18239.10094828797
BDG2HCGHD_pos	0.0
