	Treg_Spleen_Treg4_L1
10FTHF5GLUtl_pos	3791.213852254904
10FTHF5GLUtm_pos	6296.0556375495935
10FTHF6GLUtl_pos	4552.685366814842
10FTHF6GLUtm_pos	6679.744825242608
10FTHF7GLUtl_pos	5060.333043188131
10FTHF7GLUtm_pos	6936.781099306422
10FTHFtl_neg	3791.213852254904
10FTHFtl_pos	0.0
10FTHFtm_neg	10680.134364104695
10FTHFtm_pos	22385.73481305027
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	68550.57961147756
11DOCRTSLtr_neg	68550.57961147754
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71456.06777594193
11DOCRTSTRNtr_neg	71456.06777594198
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47112.68552928341
1MNCAMti_pos	59.68457304898803
1PPDCRp_pos	73.52522971014996
1a25DHVITD3TRn_pos	65701.28766598433
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	16.97484873437089
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.38634592100067
24_25DHVITD2tm_pos	13.38634592100067
24_25DHVITD3t_pos	65608.64006181758
24_25DHVITD3tm_pos	68170.4647319097
24_25VITD2Hm_pos	13.38634592100067
24_25VITD3Hm_pos	68170.46473190963
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	65701.28766598414
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11076.210277814198
2AMACSULT_pos	28408.22975809565
2AMADPTm_pos	8158.971385356274
2DR1PP_pos	6117.806662760396
2HBO_neg	16024.255099423637
2HBO_pos	10.702656174299989
2HBt2_neg	1333.4844125068043
2HBt2_pos	1333.4844125068043
2HCO3_NAt_neg	1211.9001065198995
2HCO3_NAt_pos	1211.9001065198995
2MB2COAc_neg	0.0
2MB2COAc_pos	19736.18017189836
2MCITt_neg	0.0
2MCITt_pos	24559.476918268676
2OXOADOXm_pos	128.00120841456007
2OXOADPTm_neg	8158.971385356277
2OXOADPTm_pos	148.98035807638271
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45047.57600115565
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45047.57600115564
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	800.746257701676
34DHPHEt_neg	800.746257701676
34DHPHEt_pos	4.651635326821877
34DHPLACOX_NADP__neg	963.2881023273189
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	963.2881023273189
34DHXMANDACOX_NADP__neg	968.5103129867498
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	968.5103129867498
34HPLFM_pos	73712.88215370862
34HPPOR_pos	65594.68366670316
34HPPte_neg	11042.916743506245
34HPPte_pos	7580.587367876749
35CGMPtn_neg	0.0
35CGMPtn_pos	14296.234768858763
3AIBTm_neg	0.0
3AIBTm_pos	19059.513803697446
3AIB_Dtm_neg	18938.6562690006
3AIB_Dtm_pos	33341.523685325476
3AIBt_pos	19059.513803697446
3AIBtm_pos	19059.513803697446
3DPHBH1_pos	73712.88215370865
3DPHBH2_pos	73732.77061185658
3DSPHR_pos	29539.058803630105
3HAO_pos	76.8641430757807
3HBCDm_neg	0.0
3HBCDm_pos	18162.115803924076
3HBCOAHLm_pos	23721.178309343446
3HBCOARc_neg	0.0
3HBCOARc_pos	18162.115803924076
3HCO3_NAt_neg	1796.9171429234505
3HCO3_NAt_pos	1797.4527812142144
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11784.565884374773
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	16637.093516847428
3MOBt2im_pos	6013.026795298
3MOBte_neg	6.716829717237545
3MOBte_pos	8324.252619946525
3MOPt2im_pos	6013.026795298
3MOPte_neg	26.27153298606772
3MOPte_pos	8321.74318430621
3MOX4HOXPGALDOX_NADP__neg	963.2881023273189
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	963.2881023273189
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26118.750024934267
3SALAASPm_pos	0.0
3SALACBOXL_pos	12832.150102378335
3SALAOX_pos	33415.207217678915
3SALATAi_pos	21001.147894934682
3SALATAim_pos	26118.750024934267
3SPYRSP_pos	21001.147894934682
3SPYRSPm_pos	26118.750024934267
41R1H2MAE12BOOX_pos	54953.841627206304
41R2A1H12BOOX_pos	45047.57600115565
42A12BOOX_pos	0.0
4ABUTtcn_pos	13457.360540963356
4ABUTtm_neg	16448.12735495043
4ABUTtm_pos	20859.898377764053
4HBZCOAFm_pos	73712.88215370865
4HBZFm_pos	73712.88215370865
4HDEBRISOQUINEte_neg	7.190889477478879
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3448.3352600548833
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15263.829342864861
4HPROLTASCT1_pos	2453.89168155202
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6013.026795298
4MOPte_neg	8934.001009550659
4MOPte_pos	8315.083291849516
4MPTNLte_neg	0.0
4MPTNLte_pos	79363.42781699491
4MPTNLtm_neg	79363.42781699485
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.591370057723751
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.54371585073715
4NPHSFte_pos	0.0
4NPHSULT_pos	29.543715850737133
4NPHte_neg	0.0
4NPHte_pos	16.97484873437089
4OHPROIMINOtc_pos	2453.89168155202
4PYRDX_pos	10731.534646124215
5ADTSTSTERONEGLCte_pos	92567.12188738784
5ADTSTSTERONEGLCtr_neg	92567.1218873879
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	12865.683940097178
5ADTSTSTERONESte_neg	9.313517537624467
5ADTSTSTERONESte_pos	72018.83840101915
5ADTSTSTERONEte_neg	74091.46048141866
5ADTSTSTERONEte_pos	8.204549116048677
5ADTSTSTERONEtr_neg	45.03964280136705
5ADTSTSTERONEtr_pos	74093.9180409372
5AOPtm_neg	21662.2936452463
5AOPtm_pos	0.0
5DHFtl_pos	3791.213852254904
5FTHFt2_neg	0.0
5FTHFt2_pos	10.84285419004235
5HLTDL_pos	9.481155255761303
5HOMEPRAZOLEte_neg	7.591370057723751
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.49842259324105
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21112.79264126756
5MTAte_pos	17029.40673586098
5MTHFt2_neg	2088.2594618171647
5MTHFt2_pos	2088.2594618171647
5MTHFt2le_neg	2276.5189236343294
5MTHFt2le_pos	2276.5189236343294
5MTHFt_neg	2088.2594618171647
5MTHFt_pos	1900.0
5OXPROt_neg	16470.049047087625
5OXPROt_pos	9545.444536252755
5THFtl_pos	3791.213852254904
5THFtm_pos	6296.055637549592
6DHFtl_pos	4552.6853668148415
6DHFtm_pos	6679.744825242598
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	69012.47386649638
6HTSTSTERONEtr_neg	69012.47386649641
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4552.6853668148415
6THFtm_pos	6679.744825242605
7DHCHSTEROLtr_neg	12699.422425934405
