	Treg_Lymph_Treg7_L2
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45099.98803061453
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	798.1000819131775
34DHPHEt_neg	798.1000819131775
34DHPHEt_pos	4.57877718350573
34DHPLACOX_NADP__neg	1980.8262194186993
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1980.8262194186993
34DHXMANDACOX_NADP__neg	1980.8262194186993
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1980.8262194186993
34HPLFM_pos	73850.52273191372
34HPPOR_pos	65462.04905831454
34HPPte_neg	11039.584448788553
34HPPte_pos	7520.988389527797
35CGMPtn_neg	0.0
35CGMPtn_pos	14083.734952412611
3AIBTm_neg	0.0
3AIBTm_pos	19052.489129138798
3AIB_Dtm_neg	18929.386463499843
3AIB_Dtm_pos	32967.878025277656
3AIBt_pos	19052.489129138798
3AIBtm_pos	19052.489129138798
3DPHBH1_pos	73850.52273191369
3DPHBH2_pos	73862.63996388833
3DSPHR_pos	29439.86648386151
3HAO_pos	76.44423780314024
3HBCDm_neg	0.0
3HBCDm_pos	18187.176508790148
3HBCOAHLm_pos	24014.459909589186
3HBCOARc_neg	0.0
3HBCOARc_pos	18187.176508790148
3HCO3_NAt_neg	1900.3460886275739
3HCO3_NAt_pos	1954.4130266545158
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	11723.447460388557
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17149.691043962313
3MOBt2im_pos	6035.15279131721
3MOBte_neg	6.643129379010881
3MOBte_pos	8237.890770580561
3MOPt2im_pos	6035.15279131721
3MOPte_neg	26.172464626189246
3MOPte_pos	8235.439657932217
3MOX4HOXPGALDOX_NADP__neg	1980.8262194186993
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1980.8262194186993
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26237.46629264467
3SALAASPm_pos	0.0
3SALACBOXL_pos	12915.322211765657
3SALAOX_pos	33617.31736724634
3SALATAi_pos	21142.421576709672
3SALATAim_pos	26237.466292644665
3SPYRSP_pos	21142.421576709672
3SPYRSPm_pos	26237.466292644665
41R1H2MAE12BOOX_pos	54894.90204364046
41R2A1H12BOOX_pos	45099.98803061451
42A12BOOX_pos	0.0
4ABUTtcn_pos	13305.167951036234
4ABUTtm_neg	16394.36146981812
4ABUTtm_pos	20760.613264831914
4HBZCOAFm_pos	73850.5227319137
4HBZFm_pos	73850.5227319137
4HDEBRISOQUINEte_neg	7.064093589333718
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	4360.595000583391
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15719.46071452515
4HPROLTASCT1_pos	2386.5054290353005
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6035.15279131721
4MOPte_neg	8855.964397366613
4MOPte_pos	8228.974927189909
4MPTNLte_neg	0.0
4MPTNLte_pos	79310.65216221198
4MPTNLtm_neg	79310.65216221195
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.612791577667507
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.37946777579124
4NPHSFte_pos	0.0
4NPHSULT_pos	29.37946777579124
4NPHte_neg	0.0
4NPHte_pos	17.026095092167758
4OHPROIMINOtc_pos	2386.5054290353005
4PYRDX_pos	10693.580247475698
5ADTSTSTERONEGLCte_pos	92833.75086530058
5ADTSTSTERONEGLCtr_neg	92833.75086530046
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	12965.161690198705
5ADTSTSTERONESte_neg	9.15084008250213
5ADTSTSTERONESte_pos	72118.46217278016
5ADTSTSTERONEte_neg	74449.75675023372
5ADTSTSTERONEte_pos	8.369742007130064
5ADTSTSTERONEtr_neg	44.82529724259561
5ADTSTSTERONEtr_pos	74451.71563018541
5AOPtm_neg	21689.205380854826
5AOPtm_pos	0.0
5DHFtl_pos	3783.14202735381
5FTHFt2_neg	0.0
5FTHFt2_pos	10.679787961546102
5HLTDL_pos	8.786669624751505
5HOMEPRAZOLEte_neg	7.612791577667507
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	8.911858014249278
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21064.124579145955
5MTAte_pos	16970.862588133576
5MTHFt2_neg	2067.956744833393
5MTHFt2_pos	2033.856692581238
5MTHFt2le_neg	2235.913489666786
5MTHFt2le_pos	2235.913489666786
5MTHFt_neg	2033.856692581238
5MTHFt_pos	1900.0
5OXPROt_neg	16803.55234666232
5OXPROt_pos	9732.891218968205
5THFtl_pos	3783.142027353811
5THFtm_pos	6296.697286870448
6DHFtl_pos	4540.124563203969
6DHFtm_pos	6680.493374864506
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	69147.65812139338
6HTSTSTERONEtr_neg	69147.65812139338
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4540.124563203968
6THFtm_pos	6680.493374864506
7DHCHSTEROLtr_neg	12692.400930529668
7DHCHSTEROLtr_pos	111174.45742107782
7DHFtl_pos	5044.779587104071
7DHFtm_pos	6937.649111255525
7THFtl_pos	5044.779587104069
7THFtm_pos	6937.649111255528
A4GALTc_pos	0.0
A4GALTg_pos	15183.443505934645
A4GNT1g_pos	0.0
A4GNT2g_pos	323.5473444118801
AACOAT_pos	10006.56701323244
AACTOOR_pos	17737.850819047904
AACTtm_pos	17737.850819047904
AASAD3m_pos	53.61211459467264
AATAi_neg	8154.632486903902
AATAi_pos	73.09669298751585
ABO1g_pos	13827.067399198531
ABO2g_pos	12844.569144518893
ABO3g_pos	13333.87735431321
ABO4g_pos	12681.415459290421
ABO5g_pos	12681.415459290421
ABO6g_pos	12013.933462057656
ABO7g_pos	12013.933462057656
ABO8g_pos	12070.382487301744
ABO9g_pos	10814.903292272955
ABTArm_neg	16394.361469818115
ABTArm_pos	20760.613264831918
ABTD_neg	5302.5569177346715
ABTD_pos	9.05929830802732
ABTti_pos	5302.5569177346715
ABUTD_pos	23662.875742144988
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1572.6419907042678
ABUTt2r_pos	1556.6614267185819
ABUTt4_2_r_neg	1556.6614267185819
ABUTt4_2_r_pos	1572.6419907042678
ACACT10m_neg	24730.383803899276
ACACT10m_pos	20645.452548772206
ACACT1r_neg	19456.33938926931
ACACT1r_pos	31133.865359946976
ACACT1rm_pos	15396.723573944833
ACACT1x_pos	20682.845787195256
ACACT4p_pos	44503.85059397632
ACACT5p_pos	44503.850593976305
ACACT6p_pos	44503.85059397631
ACACT7p_pos	42869.16359875299
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2066.665815346516
ACACt2_pos	2066.665815346516
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10066.865546078205
ACACtx_pos	0.0
ACALDt_neg	7874.74949157928
ACALDt_pos	7.008105370230501
ACALDtm_neg	14407.477120670375
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	72230.62512374177
ACALDtx_neg	0.0
ACALDtx_pos	14.531675963038287
ACCOAC_pos	6621.280357631638
ACCOACm_pos	7010.34630974907
ACCOAL_pos	5659.57501630123
ACCOALm_pos	9235.060253015403
ACCOAgt_neg	0.0
ACCOAgt_pos	29065.29953115178
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4063.1744225980165
ACCOAtr_pos	4063.1744225980165
ACETONEt2_neg	17568.187410249397
ACETONEt2_pos	8.391368475233822
ACETONEt2m_neg	17568.187410249397
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	14884.256540361677
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	14884.256540361679
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12681.415459290427
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12681.41545929042
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12013.933462057646
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12013.933462057652
ACGALK2_pos	657.3684584111033
ACGALK_pos	654.94822576207
ACGALtlg_neg	1200.0218788331658
ACGALtlg_pos	0.0
ACGALtly_pos	654.94822576207
ACGAM2E_neg	5976.817286658102
ACGAM2E_pos	41452.82927087112
ACGAM6PSi_pos	6728.034622372959
ACGAMK_pos	5976.817286658101
ACGAMPM_neg	0.0
ACGAMPM_pos	5976.817286658102
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1200.0218788331658
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1200.0218788331663
ACGPID_pos	54.53847023942894
ACGSm_pos	0.0
ACHEe_pos	9864.553486514242
ACHVESSEC_pos	6251.072739186819
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	12990.09286871109
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	15804.112036722901
ACN13ACNGALGBSIDEtg_neg	15804.112036722898
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	15804.112036722901
ACN23ACNGALGBSIDEtg_neg	15804.112036722898
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	17885.741700636507
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	17885.741700636514
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15771.829261404064
ACNACNGALGBSIDEtg_neg	15771.829261404062
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	10920.1744240087
ACNAM9PL_pos	11211.222121581992
ACNAMPH_pos	11211.222121581992
ACNAMlt_neg	24309.411050823262
ACNAMlt_pos	0.0
ACNAMtn_pos	8796.430790421946
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14208.549659907409
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14208.54965990741
ACNMLr_neg	28560.330920053606
ACNMLr_pos	11211.222121581992
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37482.44731608196
ACOAD8m_pos	2850.0
ACOAD9m_pos	24683.416906052695
ACOAHi_pos	6752.93856738117
ACOAO7p_pos	37735.697439724405
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	93449.20375081796
ACOX2x_pos	84753.99485166061
ACP1_FMN__pos	5613.089914864824
ACRNtm_pos	9162.947103215776
ACS2_pos	6813.475608044584
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6728.03462237296
ACSm_pos	9147.499626029301
ACTLMO_pos	6288.561148592057
ACTNMO_pos	25311.304620141247
ACYP_pos	4649.314652732343
ACt2m_neg	10005.241893583192
ACt2m_pos	9930.115275648266
ACt2r_neg	2091.7846278832067
ACt2r_pos	2091.7846278832067
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	9828.200797845651
ADAe_pos	10678.45319858361
ADCim_pos	17568.187410249397
ADEt_neg	6783.532225467887
ADEt_pos	37089.086039521564
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	1889.3685122987608
ADK1_pos	1889.3685122987608
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	1889.3685122987608
ADK3_pos	1889.3685122987608
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	1853.4282020267121
ADKd_pos	1889.3685122987608
ADMDC_pos	21064.12457914595
ADNCYC_pos	6024.717031108417
ADNK1_pos	5179.785771201769
ADNK1m_pos	3639.4658800382717
ADNK3_pos	5900.03750671446
ADNK4_pos	5900.0375067144605
ADNt4_pos	501.33141949344116
ADNt5le_pos	1564.5679192276075
ADNt_neg	501.33141949344116
ADNt_pos	1206.9032774377024
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10774.893536396721
ADNtm_pos	13541.318189643605
ADPACDAc_pos	13439.11618772016
ADPACTD_neg	0.0
ADPACTD_pos	13439.116187720158
ADPCOACROT_neg	13439.11618772016
ADPCOACROT_pos	90926.53064682547
ADPCOAPTE_pos	13439.11618772016
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13024.18304723392
ADPRDPm_pos	0.0
ADPRIBt_pos	23.3942862811598
ADPT_pos	6939.416620482179
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.243163740299906
ADRNCOAtx_pos	23471.309545584867
ADRNCPT1_pos	708.9546036095662
ADRNCPT2_pos	708.9546036095662
ADRNCRNt_pos	708.9546036095662
ADRNLPVESSEC_pos	48260.28193679196
ADRNt_neg	1639.2301291150318
ADRNt_pos	1522.8212252065625
ADSELK_pos	0.0
ADSK_pos	5017.26373992492
ADSL1_pos	14725.124182810765
ADSL2_pos	34287.13262292052
ADSS_pos	14725.124182810765
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.612791577667506
AG13T10g_pos	14640.468121699862
AG13T11g_pos	14640.468121699862
AG13T12g_pos	14640.468121699862
AG13T13g_pos	14640.468121699862
AG13T14g_pos	14640.468121699862
AG13T15g_pos	14640.468121699862
AG13T16g_pos	10260.017295204156
AG13T17g_pos	10260.017295204156
AG13T18g_pos	10260.017295204156
AG13T1g_pos	10300.79780742926
AG13T2g_pos	10300.79780742926
AG13T3g_pos	10300.79780742926
AG13T4g_pos	14640.46812169986
AG13T5g_pos	14640.46812169986
AG13T6g_pos	14640.46812169986
AG13T7g_pos	14640.46812169986
AG13T8g_pos	14640.46812169986
AG13T9g_pos	14640.46812169986
AGDC_pos	6728.034622372959
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	45854.40434688684
AGPAT1_pos	17246.399692567866
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12339.508581480639
AGTix_pos	16608.406849921623
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	33909.14472749292
AHCYSte_pos	13349.77706564889
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6603.070467961263
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12548.64684330642
AHEXASE2ly_pos	23375.530739936432
AHEXASEly_pos	23998.174840576554
AICART_neg	18046.11231046493
AICART_pos	16832.004291670222
AICARte_neg	18046.11231046493
AICARte_pos	16832.004291670222
AIRCr_neg	0.0
AIRCr_pos	34287.13262292054
AK2LGCHOLt_neg	7.939148738304213
AK2LGCHOLt_pos	11263.70205020357
AKGDm_pos	18679.759630959812
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2126.4017459622423
AKGt4_3_pos	2855.529126180756
AKGtp_neg	0.0
AKGtp_pos	77.41406227409969
AKR1C1_pos	79307.64551170258
AKR1C41_pos	2327.3320725065605
AKR1C42_pos	2327.3320725065605
AKR1D2_pos	94333.57844525356
AKR1D_pos	16346.552122432739
ALA-DTDe_pos	1387.5501175165628
ALAALACNc_neg	0.0
ALAALACNc_pos	9587.065332349765
ALAALAPEPT1tc_pos	9587.065332349766
ALAASNNaEx_pos	510.96421492629963
ALAATB0tc_pos	1875.5249846594452
ALACYSNaEx_pos	510.7125221589599
ALADGLNexR_neg	425.85323794638794
ALADGLNexR_pos	425.85323794638794
ALADGLYexR_neg	425.85323794638794
ALADGLYexR_pos	425.85323794638794
ALAGLNNaEx_pos	472.03802546712103
ALAGLNexR_neg	410.8193783348206
ALAGLNexR_pos	410.8193783348206
ALAGLYexR_neg	405.32107675397833
ALAGLYexR_pos	405.32107675397833
ALAR_neg	3.1079513656581392
ALAR_pos	5185.732476708805
ALASERNaEx_pos	510.7125221589599
ALASm_pos	2850.0
ALATA_L_neg	6033.736541225359
ALATA_L_pos	4844.192374784585
ALATHRNaEx_pos	510.7125221589599
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	701.0992680618094
ALAt2r_pos	875.0272647236665
ALAt4_pos	705.8394845809668
ALAtN1_neg	1459.495565197169
ALAtN1_pos	1855.822148343318
ALAyLATthc_pos	701.0992680618094
ALCD1_neg	7434.270166464402
ALCD1_pos	15.644947009373846
ALCD21_D_pos	1169.7486171506293
ALCD21_L_pos	2351.015897433334
ALCD22_D_pos	1650.7757207422583
ALCD22_L_pos	2351.015897433334
ALCD2if_pos	7.059568588949364
ALCD2yf_pos	6.54648502238499
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.41406227409969
ALDD2x_pos	10383.29162174676
ALDD2xm_pos	14407.477120670375
ALDD2y_pos	10013.921709204804
ALDSTRNte_neg	0.0
ALDSTRNte_pos	70538.58701494524
ALDSTRNtm_neg	70538.58701494525
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3904.011778774453
ALOX5_pos	130.61285920876963
ALR2_pos	2351.015897433334
ALR3_pos	2351.015897433334
AMACR2p_pos	29420.101281058087
AMACR2r_pos	0.0
AMACRp_pos	84753.99485166061
AMACRr_pos	0.0
AMANK_pos	11211.222121581992
AMCOXO_pos	76.44423780314024
AMETr_neg	0.0
AMETr_pos	6603.070467961262
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10047.15526855144
AMPTASECG_pos	11505.999271431245
AMPTASECGe_pos	15173.797886610342
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	10.600408691634417
AMY2e_pos	10.600408691634417
ANDRSTRNGLCte_pos	92806.29108714835
ANDRSTRNGLCtr_neg	92806.29108714838
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	74491.01720108023
ANDRSTRNte_pos	19.649283951747556
ANDRSTRNtr_neg	19.64928395174755
ANDRSTRNtr_pos	74491.01720108023
ANTHte_neg	13.866526107373957
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.67014563328421
AOBUTDsm_pos	17737.850819047904
AP4AH1_pos	0.0
APAT2rm_neg	24355.86361146724
APAT2rm_pos	19896.24591922185
APNNOXte_neg	7.612791577667506
APNNOXte_pos	0.0
APOCF_pos	9700.136076199715
APOCFm_pos	11332.455681495781
APOC_LYS_BTNP_pos	9700.136076199715
APOC_LYS_BTNPm_pos	11332.455681495781
APPNNte_neg	0.0
APPNNte_pos	7.612791577667506
APRGSTRNte_neg	79307.64551170266
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	5.954528558334035
ARAB_Lt_neg	0.0
ARAB_Lt_pos	5.954528558334035
ARACHCOAtx_neg	50258.28319155076
ARACHCOAtx_pos	18954.88787561253
ARACHCPT1_pos	27139.38319249409
ARACHCPT2_pos	27139.38319249409
ARACHCRNt_pos	27139.38319249409
ARACHDCOAtx_neg	6418.5802474757
ARACHDCOAtx_pos	378.98961781404205
ARACHDt2_neg	1148.8504813404732
ARACHDt2_pos	1032.4415774320037
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8140.56690567159
ARACHt_neg	1639.2301291150318
ARACHt_pos	1522.8212252065625
ARGATB0tc_pos	1938.2147975930322
ARGDCm_pos	45854.40434688683
ARGLYSex_pos	434.89754792116105
ARGN_pos	28885.241223234887
ARGNm_pos	29637.75322657974
ARGSL_neg	0.0
ARGSL_pos	23823.970913376597
ARGSS_pos	23823.9709133766
ARGt4_pos	1537.827938038571
ARGtiDF_pos	558.3924225989915
ARGtm_neg	3521.1516375300607
ARGtm_pos	2850.0
ARSA_pos	46900.81164964122
ARTCOAL1_pos	7603.1439656781895
ARTCOAL2_pos	7603.1439656781895
ARTCOAL3_pos	7603.1439656781895
ASAH1_pos	51583.55122622898
ASCBOX_pos	18631.72257468402
ASCBSVCTtc_pos	5305.083622255056
ASCBt4_neg	966.8654845650176
ASCBt4_pos	1459.3483248373434
ASCBt_neg	1459.3483248373434
ASCBt_pos	1342.939420928874
ASNALANaEx_pos	510.96421492629963
ASNATB0tc_pos	1863.4315832651014
ASNCYSNaEx_pos	510.96421492629963
ASNGLNNaEx_pos	510.96421492629963
ASNNm_pos	15598.116996820592
ASNPHELAT2tc_pos	301.871517635833
ASNS1_pos	12524.173962753635
ASNSERNaEx_pos	510.96421492629963
ASNTHRNaEx_pos	510.96421492629963
ASNt4_pos	643.5078550096623
ASNtN1_neg	1460.276927873731
ASNtN1_pos	1792.7091560954518
ASNtm_pos	15598.116996820592
ASP1DC_pos	12938.48035922279
ASPCTr_neg	0.0
ASPCTr_pos	29264.047054440187
ASPDTDe_neg	16.42592731923679
ASPDTDe_pos	3187.142044309842
ASPDt6_pos	3187.142044309842
ASPDxt_neg	16.42592731923679
ASPDxt_pos	0.0
ASPGLUm_pos	8649.070885439549
ASPNATm_pos	17209.910192112762
ASPPROASCT1_pos	1898.9696701475657
ASPTA_neg	8812.741965923295
ASPTA_pos	9171.309334665937
ASPTAm_neg	9152.881570858503
ASPTAm_pos	19019.982338489695
ASPt6_pos	3187.142044309842
ASPte_pos	1898.9696701475657
ATP1ter_neg	0.0
ATP1ter_pos	8584.618235968836
ATP2ter_neg	5669.240704450883
ATP2ter_pos	5669.240704450883
ATPH1e_pos	24828.508318970977
ATPH2e_pos	3.259561597591829
ATPS4m_pos	3889.63136868484
ATPasel_pos	30197.95666487484
ATPtm_pos	3076.9787797297713
ATPtn_neg	0.0
ATPtn_pos	11315.26410869744
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	5812.284713169582
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	23768.649137943896
Asn_X_Ser_Thrtr_neg	23320.763253538607
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15183.443505934649
B3GALT41g_pos	17951.659825195078
B3GALT42g_pos	18683.613909387113
B3GALT43g_pos	19237.767236900716
B3GALT44g_pos	19910.869928910077
B3GALT5g_pos	13558.228039912105
B3GALTg_pos	15140.027803037641
B3GNT11g_pos	12937.752875306709
B3GNT12g_pos	11540.114886378768
B3GNT310g_pos	15029.390681569304
B3GNT311g_pos	12681.415459290421
B3GNT312g_pos	12937.752875306707
B3GNT313g_pos	12013.933462057656
B3GNT314g_pos	10814.903292272955
B3GNT315g_pos	11540.114886378762
B3GNT31g_pos	12324.642235696232
B3GNT32g_pos	12324.642235696232
B3GNT33g_pos	12324.642235696232
B3GNT34g_pos	12635.993942678524
B3GNT35g_pos	12635.993942678524
B3GNT36g_pos	1200.021878833166
B3GNT37g_pos	17980.38488503394
B3GNT39g_pos	40006.15715429888
B3GNT51g_pos	15029.390681569303
BAAT1x_pos	5700.0
BAAT2x_pos	4911.108930460661
BAAT3x_pos	29420.101281058087
BAAT4x_pos	5700.0
BACCL_pos	9700.136076199715
BACCLm_pos	11332.455681495781
BALABETAtc_pos	1741.1055669047125
BALAPAT1tc_pos	1862.438665266
BALAVECSEC_pos	6082.465477349934
BALAtmr_neg	24355.863611467255
BALAtmr_pos	19896.245919221845
BAMPPALDOX_pos	46797.52516925462
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.359846082320628
BCRNe_pos	18187.176508790133
BDG2HCGHD_pos	0.0
BDHm_neg	15118.531167427436
