	Ob-DHA-c_S138_L007_R1_001	WT-1012-a_S120_L007_R1_001	Ob-1012-a_S125_L007_R1_001	Ob-DHA-a_S123_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	1.5008020530571577	1.4005379295837288	0.8073549220576041	1.3561438102252754
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.0	0.11103131238874395	0.15055967657538138	0.0
25VITD3Hm_pos	0.0	0.11103131238874395	0.15055967657538138	0.0
2AMACHYD_pos	8.249682357472528	7.595816918555854	9.348108458870632	8.412739192116423
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	3.29130885982897	2.538538163629804	3.1259816538547156	3.5372960670908418
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	10.488442705296366	9.480537783101841	10.582607747330297	10.399491562157941
2HBO_neg	10.488442705296366	9.480537783101841	10.582607747330297	10.399491562157941
2HBt2_pos	6.92350576833181	4.793895882548878	6.664625054869297	6.7051485282530185
2HBt2_neg	6.92350576833181	4.793895882548878	6.664625054869297	6.7051485282530185
2HCO3_NAt_pos	5.459103696135399	2.4828482830684653	5.247547806890298	4.9354597478052895
2HCO3_NAt_neg	5.459103696135399	2.4828482830684653	5.247547806890298	4.9354597478052895
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	7.627849990345837	6.195544459213688	7.795715006501729	7.480184323698704
2OXOADPTm_pos	3.29130885982897	2.538538163629804	3.1259816538547156	3.5372960670908418
2OXOADPTm_neg	3.29130885982897	2.538538163629804	3.1259816538547156	3.5372960670908418
34DHOXPEGOX_pos	8.696758928739037	8.413458688007978	8.885818371989917	8.763112752670658
34DHOXPEGOX_neg	8.696758928739037	8.413458688007978	8.885818371989917	8.763112752670658
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	15.39961572450463	15.646464769919081	14.244921983515244	15.945527052315052
34DHPHEt_pos	4.750606504835592	4.3554391972486854	4.7230123963923685	4.33699741660501
34DHPHEt_neg	4.750606504835592	4.3554391972486854	4.7230123963923685	4.33699741660501
34DHPLACOX_pos	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
34DHPLACOX_NADP__pos	1.9068905956085185	0.9411063109464314	2.37851162325373	1.922197848396367
34DHPLACOX_NADP__neg	1.9068905956085185	0.9411063109464314	2.37851162325373	1.922197848396367
34DHXMANDACOX_pos	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
34DHXMANDACOX_NADP__pos	1.9068905956085185	0.9411063109464314	2.37851162325373	1.922197848396367
34DHXMANDACOX_NADP__neg	1.9068905956085185	0.9411063109464314	2.37851162325373	1.922197848396367
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.235679198937996	10.216042524491892	11.261142916578097	10.541938748499385
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
3AIBTm_neg	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
3AIBtm_pos	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	4.77663042305105	2.8579809951275723	4.394376944957055	4.001802242633985
3HAO_pos	8.542025837671952	8.553898034427972	8.667643803671506	8.578750063855995
3HBCDm_pos	7.366322214245816	8.047123912114026	7.604219619402238	7.301038849903148
3HBCDm_neg	7.366322214245816	8.047123912114026	7.604219619402238	7.301038849903148
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	6.459267666703387	7.330468766590315	6.960812857956555	6.214901910160696
3HLYTCL_pos	5.636334602442182	4.369466483650723	6.035403969942067	5.674969030624974
3HPCOAHYD_pos	6.043956872790206	5.1626934322112366	6.1039172107520665	6.166916251569974
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	5.636334602442182	4.369466483650723	6.035403969942067	5.674969030624974
3HXKYNOXDA_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
3M4HDXPAC_pos	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
3M4HDXPAC_neg	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
3MOX4HOXPGALDOX_NADP__pos	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
3MOX4HOXPGALDOX_NADP__neg	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
3MOXTYROX_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
3NTD7l_pos	4.409390936137702	3.7420062108667365	4.646738698307846	4.046141781644721
3SALAASPm_pos	7.067057839482785	5.737686761409861	7.195741293246449	6.913727173005177
3SALAASPm_neg	7.067057839482785	5.737686761409861	7.195741293246449	6.913727173005177
3SALACBOXL_pos	6.512226886513957	5.833396134163228	7.116135990206275	6.511436411977229
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	7.318859105968651	6.4015622072560685	8.685729950290016	7.612721087968251
3SALATAim_pos	8.912739671305205	7.530367318449972	9.0649852141317	8.804098745765451
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
41R2A1H12BOOX_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
42A12BOOX_pos	7.2939773656244276	5.697940582617104	7.3987436919381935	7.235535606710462
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	7.969127460570684	6.478324711485028	8.269874722482472	7.832067190287761
4HOXPACDOX_NADP__pos	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
4HOXPACDOX_NADP__neg	1.9597701552114672	0.9855004303048849	2.521050736900963	2.0461417816447205
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	1.232660756790275	0.46466826700344427	0.6040713236688608	0.6507645591169021
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	4.36737106564853	0.0	6.454833906898869	5.537296067090842
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	3.150559676575381	1.584962500721156	3.343407822297814	2.957914598632985
5FTHFt2_neg	3.150559676575381	1.584962500721156	3.343407822297814	2.957914598632985
5HLTDL_pos	5.636334602442182	4.369466483650723	6.035403969942067	5.674969030624974
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	5.744430229987922	3.343407822297814	5.593951283948411	5.594847089653
5HOXINDACTOXm_pos	10.794805731246653	9.66906220864346	10.822483199103509	10.69169118345632
5HOXINOXDA_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
5HTRPDOX_pos	0.0	0.0	0.0	0.0
5HTRPVESSEC_pos	2.475084882948783	1.3785116232537298	2.372952097911829	2.6780719051126374
5HXKYNDCL_pos	5.636334602442182	4.369466483650723	6.035403969942067	5.674969030624974
5HXKYNOXDA_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
5MTHFt_pos	0.0	0.0	0.0	0.36737106564852945
5MTHFt_neg	0.0	0.0	0.0	0.36737106564852945
5MTHFt2_pos	3.150559676575381	1.584962500721156	3.343407822297814	2.957914598632985
5MTHFt2_neg	3.150559676575381	1.584962500721156	3.343407822297814	2.957914598632985
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	4.200849574637213	3.176322772640463	4.0232553523003025	3.793895882548878
A_MANASEly_pos	6.139960569545456	4.674686619927999	6.203396948546115	5.839959587489532
A4GALTc_pos	0.7048719644563528	0.17632277264046287	0.2016338611696504	0.6599245584023783
A4GALTg_pos	0.7048719644563528	0.17632277264046287	0.2016338611696504	0.6599245584023783
A4GNT1g_pos	1.8196681834964554	0.0	1.1110313123887439	2.3074285251922473
A4GNT2g_pos	1.8196681834964554	0.0	1.1110313123887439	2.3074285251922473
AACOAT_pos	6.195741293246449	3.221877081077034	4.937815168803419	5.777945670695148
AACTOOR_pos	0.22650852980867975	0.070389327891398	0.0	0.2630344058337938
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	5.556429415449573	5.817111572795697	6.019034669364337	5.4202128906107845
AATAi_neg	5.556429415449573	5.817111572795697	6.019034669364337	5.4202128906107845
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
ABTArm_neg	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	7.687620632084895	6.423746229114772	7.672708195622218	7.708049251702217
ABUTt2r_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ABUTt2r_neg	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ABUTt2rL_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ABUTt2rL_neg	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ABUTt4_2_r_pos	7.578410433052633	6.769639521402048	7.75455350631966	7.484540972362773
ABUTt4_2_r_neg	7.578410433052633	6.769639521402048	7.75455350631966	7.484540972362773
ACACT10m_pos	8.733184841108153	7.445097638043183	8.816919644229632	8.548590750548534
ACACT10m_neg	8.733184841108153	7.445097638043183	8.816919644229632	8.548590750548534
ACACT1r_pos	6.529508641074312	5.343052434922969	5.864928972289788	6.247547806890298
ACACT1r_neg	6.529508641074312	5.343052434922969	5.864928972289788	6.247547806890298
ACACT1rm_pos	8.760121125551938	7.425131962236878	8.805018312338165	8.57957993604589
ACACT1x_pos	6.529508641074312	5.343052434922969	5.864928972289788	6.247547806890298
ACACt2_pos	6.914325330085303	4.784503982929567	6.656639374473015	6.7016876643352985
ACACt2_neg	6.914325330085303	4.784503982929567	6.656639374473015	6.7016876643352985
ACACt2m_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
ACACt2m_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	9.712260446935806	6.59260653159917	8.475044339015753	9.245885414685715
ACCOACm_pos	6.55964476258667	4.322649262131017	5.2622828064206555	6.020146573111776
ACCOAgt_pos	5.117279460053921	4.43229133824778	5.309612772454123	4.92362461136832
ACCOAgt_neg	5.117279460053921	4.43229133824778	5.309612772454123	4.92362461136832
ACCOAL_pos	7.994636290509581	6.812113112983306	6.355791546753647	7.7480586391571675
ACCOALm_pos	0.2630344058337938	0.16349873228287956	0.6040713236688608	0.0
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	5.117279460053921	4.43229133824778	5.309612772454123	4.92362461136832
ACCOAtr_neg	5.117279460053921	4.43229133824778	5.309612772454123	4.92362461136832
ACETONEt2_pos	6.92350576833181	4.793895882548878	6.664625054869297	6.7051485282530185
ACETONEt2_neg	6.92350576833181	4.793895882548878	6.664625054869297	6.7051485282530185
ACETONEt2m_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
ACETONEt2m_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	2.229587922740652	1.5008020530571577	2.6667565918848033	1.3276873641760472
ACGAM2E_neg	2.229587922740652	1.5008020530571577	2.6667565918848033	1.3276873641760472
ACGAM6PSi_pos	5.2238086586060195	4.707635219545296	5.51127826508303	5.297191416565856
ACGAMK_pos	4.517275693209582	3.438292851579147	4.3348542693316325	4.177917792195843
ACGAMPM_pos	3.1651079851445365	2.4462562298895643	3.785550551739256	2.918386234446348
ACGAMPM_neg	3.1651079851445365	2.4462562298895643	3.785550551739256	2.918386234446348
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	2.693765712217783	1.9708536543404835	2.438292851579147	2.3305584000308026
ACGSm_pos	4.7136958148433585	4.705425039042727	5.440620047679168	4.824767853143294
ACHEe_pos	0.27500704749986976	0.0	0.0	0.6229303509201767
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	9.260072715966382	6.1965283609369415	7.957508377303851	9.17819175867861
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.6971065744769747	3.1906148602094975	3.4581194811745064	3.382667252745041
ACNAM9PL2_pos	3.6971065744769747	3.1906148602094975	3.4581194811745064	3.382667252745041
ACNAMlt_pos	4.513490745588118	3.795974694206668	4.6082178530214595	4.172327491657617
ACNAMlt_neg	4.513490745588118	3.795974694206668	4.6082178530214595	4.172327491657617
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	8.533952624016472	6.948016736776081	8.59898297103609	8.42240121557753
ACOAD1fm_pos	9.809623450087209	8.307428525192247	9.818342507235123	9.63850831844914
ACOAD8m_pos	6.2082831384125186	5.827565006650136	6.768051961361916	5.85049941375812
ACOAD9m_pos	8.535664190810163	6.881419908092401	8.539391485093034	8.388533979091799
ACOAHi_pos	6.522306892871389	5.461724991502711	6.522777669524576	6.245267466519513
ACOAO7p_pos	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
ACOATA_pos	9.60642372053341	5.682011390800693	8.407055275100687	9.259860933854453
ACOATA_neg	9.60642372053341	5.682011390800693	8.407055275100687	9.259860933854453
ACODA_pos	4.787641414483327	4.76394266044725	5.113117036390723	4.952333566369686
ACONT_pos	6.896029602976752	5.619999829821357	6.922435740233148	6.615887073916057
ACONT_neg	6.896029602976752	5.619999829821357	6.922435740233148	6.615887073916057
ACONTm_pos	8.073713140908376	6.470862199413702	8.022645227708837	8.00078875819407
ACONTm_neg	8.073713140908376	6.470862199413702	8.022645227708837	8.00078875819407
ACOX22x_pos	6.946028989515477	6.026357446963839	7.294345048338336	6.870118083965933
ACOX2x_pos	6.946028989515477	6.026357446963839	7.294345048338336	6.870118083965933
ACP1_FMN__pos	4.7755773609306535	4.43095427138573	4.890933021705543	4.736063627871814
ACRNtm_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
ACS_pos	8.354690168701156	6.91528186586766	6.801546703356778	8.070657661388106
ACS2_pos	8.354690168701156	6.91528186586766	6.801546703356778	8.070657661388106
ACSm_pos	0.2630344058337938	0.16349873228287956	0.6040713236688608	0.0
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.408680021539654	11.29547049407905	10.736435757300189	11.365589751311541
ACTNMO_pos	11.408680021539654	11.29547049407905	10.736435757300189	11.365589751311541
ACYP_pos	4.778734244117836	4.066950243924627	3.62993940943954	4.386121156814855
ADA_pos	1.1826922975161902	0.45417589318580215	1.2750070474998698	0.7570232465074596
ADAe_pos	1.1826922975161902	0.45417589318580215	1.2750070474998698	0.7570232465074596
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.48542682717024166	0.27500704749986976	0.43295940727610627	0.8399595874895318
ADEt_neg	0.48542682717024166	0.27500704749986976	0.43295940727610627	0.8399595874895318
ADEtl_pos	1.9107326619029126	1.2203299548795556	1.6553518286125541	1.3161457422933565
ADEtl_neg	1.9107326619029126	1.2203299548795556	1.6553518286125541	1.3161457422933565
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	7.462788533785222	6.781097381486317	7.619339641409278	7.475652378406423
ADK1_neg	7.462788533785222	6.781097381486317	7.619339641409278	7.475652378406423
ADK1m_pos	7.679902289931584	6.873074932223972	7.819029455438522	7.625854931368057
ADK1m_neg	7.679902289931584	6.873074932223972	7.819029455438522	7.625854931368057
ADK3_pos	0.0	0.0	0.12432813500220177	0.0
ADK3_neg	0.0	0.0	0.12432813500220177	0.0
ADK3m_pos	7.968609199429222	6.847621155793381	7.94503408792056	7.833206359970393
ADK3m_neg	7.968609199429222	6.847621155793381	7.94503408792056	7.833206359970393
ADKd_pos	0.0	0.0	0.12432813500220177	0.0
ADKd_neg	0.0	0.0	0.12432813500220177	0.0
ADMDC_pos	3.613531652917927	3.40735275114004	3.560714954474479	3.2141248053528475
ADNCYC_pos	5.018367115543116	3.559491813205038	4.863442934348041	4.592756010441026
ADNK1_pos	9.260166831371262	8.119356177039675	9.416375316587276	9.266692856157
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	6.633431210355632	6.660067222930642	6.805034439854537	6.466953337123929
ADNt_neg	6.633431210355632	6.660067222930642	6.805034439854537	6.466953337123929
ADNt4_pos	0.7907720378619999	0.6780719051126377	1.0976107966264224	0.6780719051126377
ADNtl_pos	1.9107326619029126	1.2203299548795556	1.6553518286125541	1.3161457422933565
ADNtl_neg	1.9107326619029126	1.2203299548795556	1.6553518286125541	1.3161457422933565
ADNtm_pos	6.62760683812965	6.6570683012015754	6.800511678621584	6.454011342853044
ADNtm_neg	6.62760683812965	6.6570683012015754	6.800511678621584	6.454011342853044
ADPGLC_pos	3.5921580021253603	3.1602748314085933	3.8609627978581167	3.8728287595348854
ADPMAN_pos	3.5921580021253603	3.1602748314085933	3.8609627978581167	3.8728287595348854
