	exTreg_Spleen_exTreg10_L2
10FTHF5GLUtl_pos	3887.637923982993
10FTHF5GLUtm_pos	6299.429402347846
10FTHF6GLUtl_pos	4708.2446649514795
10FTHF6GLUtm_pos	6687.223266154838
10FTHF7GLUtl_pos	5255.315825597135
10FTHF7GLUtm_pos	6946.959606443724
10FTHFtl_neg	3887.6379239829935
10FTHFtl_pos	0.0
10FTHFtm_neg	10738.731005419004
10FTHFtm_pos	22782.53169168323
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	70133.36453916373
11DOCRTSLtr_neg	70133.36453916371
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	73054.4353000024
11DOCRTSTRNtr_neg	73054.43530000241
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	48269.85502715457
1MNCAMti_pos	61.372295836685375
1PPDCRp_pos	74.51528247142095
1a25DHVITD3TRn_pos	67216.40466435335
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.018160209279607
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.544741326855354
24_25DHVITD2tm_pos	13.544741326855354
24_25DHVITD3t_pos	67123.75706018654
24_25DHVITD3tm_pos	69677.42579431478
24_25VITD2Hm_pos	13.544741326855354
24_25VITD3Hm_pos	69677.42579431471
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	67216.40466435318
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11445.934126138225
2AMACSULT_pos	29646.291104072
2AMADPTm_pos	8158.235785876237
2DR1PP_pos	6477.267823976575
2HBO_neg	16261.49389434984
2HBO_pos	11.028390033631716
2HBt2_neg	1447.048426704263
2HBt2_pos	1447.048426704263
2HCO3_NAt_neg	1325.7641795044028
2HCO3_NAt_pos	1325.7641795044028
2MB2COAc_neg	0.0
2MB2COAc_pos	19845.14211748464
2MCITt_neg	0.0
2MCITt_pos	24918.033679090022
2OXOADOXm_pos	128.23208930506252
2OXOADPTm_neg	8158.235785876233
2OXOADPTm_pos	150.25064832223242
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	46035.88737751457
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	46035.88737751457
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	834.7484137930716
34DHPHEt_neg	834.7484137930716
34DHPHEt_pos	4.945302844603019
34DHPLACOX_NADP__neg	1360.0887357785982
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1360.0887357785982
34DHXMANDACOX_NADP__neg	1360.0887357785982
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1360.0887357785982
34HPLFM_pos	75422.61534652182
34HPPOR_pos	67274.16443041392
34HPPte_neg	11199.751422662112
34HPPte_pos	7643.7141799369765
35CGMPtn_neg	0.0
35CGMPtn_pos	14613.73058940195
3AIBTm_neg	0.0
3AIBTm_pos	19090.206043997587
3AIB_Dtm_neg	18969.48419775015
3AIB_Dtm_pos	33858.11579485815
3AIBt_pos	19090.206043997583
3AIBtm_pos	19090.206043997583
3DPHBH1_pos	75422.61534652182
3DPHBH2_pos	75463.84798806881
3DSPHR_pos	30712.85111916854
3HAO_pos	77.1817898845588
3HBCDm_neg	0.0
3HBCDm_pos	18297.341590653705
3HBCOAHLm_pos	24052.299860493466
3HBCOARc_neg	0.0
3HBCOARc_pos	18297.34159065371
3HCO3_NAt_neg	1971.2678856467035
3HCO3_NAt_pos	1953.0784523131144
3HKYNAKGAT_pos	2850.0
3HLYTCL_pos	12185.988692961015
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	17116.31183543569
3MOBt2im_pos	6031.959547418501
3MOBte_neg	6.755070693120505
3MOBte_pos	8269.130068803603
3MOPt2im_pos	6031.959547418501
3MOPte_neg	26.44890332882475
3MOPte_pos	8266.585958728705
3MOX4HOXPGALDOX_NADP__neg	1360.0887357785982
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1360.0887357785982
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	26258.47765280557
3SALAASPm_pos	0.0
3SALACBOXL_pos	13131.585202057848
3SALAOX_pos	34486.20966600489
3SALATAi_pos	21300.073565799572
3SALATAim_pos	26258.477652805574
3SPYRSP_pos	21300.073565799572
3SPYRSPm_pos	26258.477652805574
41R1H2MAE12BOOX_pos	56315.32686210444
41R2A1H12BOOX_pos	46035.88737751457
42A12BOOX_pos	0.0
4ABUTtcn_pos	13900.882839117428
4ABUTtm_neg	16487.530971132026
4ABUTtm_pos	21309.60188596547
4HBZCOAFm_pos	75422.61534652182
4HBZFm_pos	75422.61534652182
4HDEBRISOQUINEte_neg	7.287094790026123
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3653.84019392758
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15738.960716420977
4HPROLTASCT1_pos	2333.7829460633184
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6031.959547418501
4MOPte_neg	9041.775432142145
4MOPte_pos	8260.064015899552
4MPTNLte_neg	0.0
4MPTNLte_pos	80957.8301076648
4MPTNLtm_neg	80957.83010766478
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.614202837347955
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	30.401909092827413
4NPHSFte_pos	0.0
4NPHSULT_pos	30.401909092827413
4NPHte_neg	0.0
4NPHte_pos	17.01816020927961
4OHPROIMINOtc_pos	2333.7829460633184
4PYRDX_pos	11107.70762313033
5ADTSTSTERONEGLCte_pos	95034.77720801477
5ADTSTSTERONEGLCtr_neg	95034.77720801476
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13739.928177246158
5ADTSTSTERONESte_neg	9.238201171920965
5ADTSTSTERONESte_pos	73636.2216039993
5ADTSTSTERONEte_neg	75811.82953121187
5ADTSTSTERONEte_pos	8.274830145399628
5ADTSTSTERONEtr_neg	45.68178360854993
5ADTSTSTERONEtr_pos	75821.71781047537
5AOPtm_neg	21936.5883818929
5AOPtm_pos	0.0
5DHFtl_pos	3887.637923982993
5FTHFt2_neg	0.0
5FTHFt2_pos	11.064480964093903
5HLTDL_pos	9.895376142853003
5HOMEPRAZOLEte_neg	7.614202837347953
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.822815034736855
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21271.956062577116
5MTAte_pos	17454.491332481317
5MTHFt2_neg	2101.6510756210064
5MTHFt2_pos	2088.7522735541106
5MTHFt2le_neg	2303.3021512420123
5MTHFt2le_pos	2303.3021512420123
5MTHFt_neg	2088.7522735541106
5MTHFt_pos	1900.0
5OXPROt_neg	16775.537829109708
5OXPROt_pos	10073.300598990589
5THFtl_pos	3887.637923982993
5THFtm_pos	6299.429402347846
6DHFtl_pos	4708.24466495148
6DHFtm_pos	6687.223266154842
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	70546.18955992885
6HTSTSTERONEtr_neg	70546.18955992883
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4708.24466495148
6THFtm_pos	6687.223266154839
7DHCHSTEROLtr_neg	12792.06271772814
7DHCHSTEROLtr_pos	113542.9337657963
7DHFtl_pos	5255.315825597134
7DHFtm_pos	6946.959606443722
7THFtl_pos	5255.315825597135
7THFtm_pos	6946.959606443724
A4GALTc_pos	0.0
A4GALTg_pos	15739.424421520096
A4GNT1g_pos	0.0
A4GNT2g_pos	334.11900834467303
AACOAT_pos	10488.577368056496
AACTOOR_pos	17889.148541478913
AACTtm_pos	17889.148541478913
AASAD3m_pos	53.92821911908456
AATAi_neg	8158.235785876234
AATAi_pos	74.51528247142095
ABO1g_pos	14384.270211734196
ABO2g_pos	13379.268246673142
