	Tcon_Spleen_Tcon5_L1
10FTHF5GLUtl_pos	3818.7145507910286
10FTHF5GLUtm_pos	6314.288546523674
10FTHF6GLUtl_pos	4597.061594544878
10FTHF6GLUtm_pos	6705.189766875111
10FTHF7GLUtl_pos	5115.95962371411
10FTHF7GLUtm_pos	6966.801325658335
10FTHFtl_neg	3818.714550791029
10FTHFtl_pos	0.0
10FTHFtm_neg	10681.84099992433
10FTHFtm_pos	22645.460883301876
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	69608.21853621886
11DOCRTSLtr_neg	69608.21853621888
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	72571.93610203732
11DOCRTSTRNtr_neg	72571.93610203732
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	46972.06809439554
1MNCAMti_pos	60.078873925263586
1PPDCRp_pos	73.41905422233025
1a25DHVITD3TRn_pos	66640.44668885316
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.02403635817746
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.49129110288474
24_25DHVITD2tm_pos	13.49129110288474
24_25DHVITD3t_pos	66547.7990846864
24_25DHVITD3tm_pos	69262.16153018558
24_25VITD2Hm_pos	13.49129110288474
24_25VITD3Hm_pos	69262.1615301855
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	66640.44668885297
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11154.805906287775
2AMACSULT_pos	29052.614934894747
2AMADPTm_pos	8170.072916102331
2DR1PP_pos	6211.562892032293
2HBO_neg	16186.103291548961
2HBO_pos	11.155870385062935
2HBt2_neg	1516.6473157981331
2HBt2_pos	1516.6473157981331
2HCO3_NAt_neg	1485.4149835991607
2HCO3_NAt_pos	1477.9714322345287
2MB2COAc_neg	0.0
2MB2COAc_pos	19809.011854052547
2MCITt_neg	0.0
2MCITt_pos	24914.603247270796
2OXOADOXm_pos	128.57242499519452
2OXOADPTm_neg	8170.072916102332
2OXOADPTm_pos	149.2844980752817
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45742.172953115856
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45742.172953115834
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	756.6004612500806
34DHPHEt_neg	756.6004612500806
34DHPHEt_pos	4.96208626000189
34DHPLACOX_NADP__neg	1210.0521416071604
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1210.0521416071604
34DHXMANDACOX_NADP__neg	1210.0521416071604
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1210.0521416071604
34HPLFM_pos	74516.08523065466
34HPPOR_pos	66246.8337270504
34HPPte_neg	11027.247508210785
34HPPte_pos	7640.833830921794
35CGMPtn_neg	0.0
35CGMPtn_pos	14360.55353476821
3AIBTm_neg	0.0
3AIBTm_pos	19127.823453330384
3AIB_Dtm_neg	18997.514785217307
3AIB_Dtm_pos	33814.53429979594
3AIBt_pos	19127.823453330384
3AIBtm_pos	19127.823453330384
3DPHBH1_pos	74516.08523065466
3DPHBH2_pos	74523.53010272558
3DSPHR_pos	29773.196316304085
3HAO_pos	77.15341615366121
3HBCDm_neg	0.0
3HBCDm_pos	18251.90875616877
3HBCOAHLm_pos	24104.919220738157
3HBCOARc_neg	0.0
3HBCOARc_pos	18251.908756168763
