	Treg_Lymph_Treg8_L2
10FTHF5GLUtl_pos	3800.9884175071866
10FTHF5GLUtm_pos	6306.170098789743
10FTHF6GLUtl_pos	4568.522769110215
10FTHF6GLUtm_pos	6694.639736526649
10FTHF7GLUtl_pos	5080.212336845567
10FTHF7GLUtm_pos	6954.986029848988
10FTHFtl_neg	3800.9884175071866
10FTHFtl_pos	0.0
10FTHFtm_neg	10666.696148208799
10FTHFtm_pos	22487.857935552714
11DOCRTSLtm_neg	0.0
11DOCRTSLtm_pos	68889.97248468103
11DOCRTSLtr_neg	68889.97248468103
11DOCRTSLtr_pos	0.0
11DOCRTSTRNtm_neg	0.0
11DOCRTSTRNtm_pos	71757.40941490536
11DOCRTSTRNtr_neg	71757.40941490537
11DOCRTSTRNtr_pos	0.0
13DAMPPOX_pos	47148.91646338825
1MNCAMti_pos	60.09475122422864
1PPDCRp_pos	73.4749648641766
1a25DHVITD3TRn_pos	65933.00614731506
1a_24_25VITD2Hm_pos	0.0
1a_24_25VITD3Hm_pos	0.0
1a_25VITD2Hm_pos	0.0
1a_25VITD3Hm_pos	0.0
24NPHte_neg	17.069484083164536
24NPHte_pos	0.0
24_25DHVITD2t_pos	13.572198785524549
24_25DHVITD2tm_pos	13.572198785524549
24_25DHVITD3t_pos	65840.35854314825
24_25DHVITD3tm_pos	68661.30907257037
24_25VITD2Hm_pos	13.572198785524549
24_25VITD3Hm_pos	68661.3090725703
25HVITD2t_pos	1900.0
25HVITD2tin_m_pos	1900.0
25HVITD2tin_pos	1900.0
25HVITD2tm_pos	1900.0
25HVITD3c_pos	65933.0061473148
25HVITD3t_pos	1900.0
25HVITD3tin_m_pos	1900.0
25HVITD3tin_pos	1900.0
25HVITD3tm_pos	1900.0
25VITD2Hm_pos	0.0
25VITD3Hm_pos	0.0
2AMACHYD_pos	11024.36587009704
2AMACSULT_pos	28609.314159859
2AMADPTm_pos	8159.445970516028
2DR1PP_pos	6163.995881449003
2HBO_neg	15960.215277260728
2HBO_pos	11.161947599824199
2HBt2_neg	1379.0108784050203
2HBt2_pos	1379.0108784050203
2HCO3_NAt_neg	1358.5015837015026
2HCO3_NAt_pos	1358.5015837015026
2MB2COAc_neg	0.0
2MB2COAc_pos	19776.987096964458
2MCITt_neg	0.0
2MCITt_pos	24857.143791054837
2OXOADOXm_pos	127.92855526447984
2OXOADPTm_neg	8159.445970516028
2OXOADPTm_pos	148.90211652653161
34DHOXPEGOX_neg	0.0
34DHOXPEGOX_pos	45102.0880889988
34DHOXPEGt_neg	0.0
34DHOXPEGt_pos	45102.088088998804
34DHPHAMT_pos	0.0
34DHPHELAT1tc_pos	858.1216869791275
34DHPHEt_neg	858.1216869791275
34DHPHEt_pos	4.6740308391269485
34DHPLACOX_NADP__neg	1979.2098105942057
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1979.2098105942057
34DHXMANDACOX_NADP__neg	1979.2098105942057
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1979.2098105942057
34HPLFM_pos	74414.46681204927
34HPPOR_pos	65925.56479599487
34HPPte_neg	11103.776675852869
34HPPte_pos	7572.076274413654
